county,Num Eligible,Num Ineligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible,Percentage Eligible,rural
46102,2131,2492,1157,18,79,4,1119,125,333,911,849,46.1,1
46103,17541,28799,2861,654,403,31,16044,1540,3462,8669,8158,37.85,0
46105,455,747,74,17,10,1,416,40,90,225,212,37.85,1
46107,314,694,48,9,19,4,283,16,50,145,110,31.15,1
46109,1310,2892,199,35,81,16,1179,68,209,606,457,31.18,1
46111,348,561,20,14,3,0,315,21,25,133,126,38.28,1
46115,811,1791,123,22,50,10,730,42,130,375,283,31.17,1
46117,464,542,252,4,17,1,244,27,72,198,185,46.12,1
46119,226,264,122,2,8,0,119,13,35,96,90,46.12,1
46121,1453,1698,789,13,54,3,763,85,227,621,578,46.11,1
46123,876,1024,475,8,33,2,460,51,137,375,349,46.11,1
46125,949,2380,73,28,49,9,917,44,123,331,308,28.51,1
46127,1838,4610,142,54,96,18,1776,86,238,641,596,28.5,0
46129,678,1496,103,18,42,9,610,35,108,314,236,31.19,1
46135,2549,6393,197,76,133,25,2463,119,329,889,827,28.51,1
46137,376,440,204,3,14,1,198,22,59,161,150,46.08,1
47001,13797,17208,838,117,809,13,13411,857,1594,6904,6784,44.5,0
47003,8223,11711,213,60,1549,0,6978,715,988,3573,3536,41.25,0
47005,3225,3166,129,48,382,0,2952,94,343,1442,1565,50.46,1
47007,2782,3017,146,16,167,0,2701,177,348,1412,1423,47.97,1
47009,18869,36577,1252,77,794,0,18528,1502,3332,8295,5649,34.03,0
47011,20172,22624,820,170,1427,0,19101,1556,3420,10456,9891,47.14,0
47013,9260,7022,577,194,318,39,9131,214,983,4202,4853,56.87,1
47015,3182,2571,100,16,213,0,3014,166,219,1568,1381,55.31,1
47017,5782,5676,232,85,685,0,5293,168,615,2586,2806,50.46,1
47019,12375,10849,670,168,518,19,12138,590,1693,6247,5962,53.29,0
47021,6405,9294,514,76,842,0,5856,354,707,2949,3199,40.8,1
47023,3381,3539,23,43,1686,0,1817,144,299,1511,1483,48.86,1
47025,7556,5730,471,158,260,32,7451,175,802,3429,3960,56.87,1
47027,1691,1473,26,18,99,0,1609,97,184,839,714,53.45,1
47029,6961,6678,312,97,283,3,6690,547,898,3516,3154,51.04,1
47031,10623,12363,277,190,1166,0,9585,506,1505,5454,4443,46.22,0
47033,2719,2691,147,35,746,0,2084,141,295,1206,1245,50.26,1
47035,12961,13409,256,27,153,27,12765,666,1426,5925,5579,49.15,1
47037,118563,197130,1846,6626,47324,135,67027,13671,7182,37648,36144,37.56,0
47039,2507,1967,81,15,522,0,2033,141,292,1242,1171,56.03,1
47041,4406,3560,139,22,296,0,4173,230,303,2172,1913,55.31,1
47043,8470,12291,680,101,1113,0,7745,468,936,3900,4230,40.8,1
47045,7427,7161,421,88,1514,0,6220,337,662,3309,3390,50.91,1
47047,7090,8806,296,149,2838,0,4577,181,1099,2938,3544,44.6,0
47049,3919,4054,77,8,46,8,3860,201,431,1791,1687,49.15,1
47051,7849,9135,204,140,862,0,7082,374,1112,4030,3283,46.21,0
47053,9857,9754,531,127,2704,0,7555,511,1069,4371,4513,50.26,1
47055,5314,6284,291,62,521,0,5081,100,661,2673,2191,45.82,1
47057,4853,4086,165,34,309,1,4614,405,664,2389,2353,54.29,1
47059,15762,13099,778,137,628,7,15534,683,2125,7432,8021,54.61,1
47061,2722,2569,130,10,151,0,2646,141,213,1342,1317,51.45,1
47063,13301,11200,452,92,846,4,12646,1111,1821,6547,6450,54.29,0
47065,58699,93070,1149,1714,18726,0,40211,4387,6419,27783,24345,38.68,0
47067,1571,1191,98,33,54,7,1549,36,167,713,823,56.88,1
47069,5581,4377,180,33,1163,0,4524,314,650,2765,2607,56.05,1
47071,5883,4613,190,35,1225,0,4768,331,685,2914,2747,56.05,1
47073,12745,10592,629,110,507,6,12562,552,1718,6009,6487,54.61,0
47075,3491,3455,188,45,958,0,2676,181,379,1548,1598,50.26,1
47077,6104,4787,197,37,1272,0,4948,344,710,3024,2851,56.05,1
47079,6545,6426,262,97,776,0,5992,190,696,2928,3177,50.46,1
47081,3887,5640,312,46,511,0,3554,215,429,1790,1941,40.8,1
47083,1683,1652,67,25,199,0,1541,49,179,753,817,50.46,1
47085,3860,3790,155,57,457,0,3533,112,411,1726,1874,50.46,1
47087,2550,2060,80,13,171,0,2415,133,175,1257,1107,55.31,1
47089,11277,9495,383,78,717,3,10721,942,1544,5551,5468,54.29,1
47091,3941,3455,213,54,165,6,3865,188,539,1989,1898,53.29,1
47093,76302,122765,3554,2214,10028,72,67734,4872,6995,29893,26533,38.33,0
47095,1414,1364,80,17,288,0,1184,64,126,630,646,50.9,1
47097,4914,4862,265,63,1348,0,3766,255,533,2179,2250,50.27,1
47099,7733,9145,423,90,758,0,7394,146,961,3890,3189,45.82,1
47101,2204,2607,121,26,216,0,2107,41,274,1109,909,45.81,1
47103,5780,8232,150,42,1089,0,4905,502,694,2512,2485,41.25,1
47105,8998,13469,579,27,257,0,8750,705,936,5018,4424,40.05,0
47107,9940,10780,520,56,596,0,9653,632,1245,5045,5084,47.97,1
47109,5671,4448,183,34,1181,0,4597,319,660,2810,2649,56.04,1
47111,5533,4470,175,27,371,0,5240,289,381,2727,2402,55.31,1
47113,19265,20166,131,245,9606,0,10351,818,1706,8612,8453,48.86,0
47115,5799,5473,277,20,323,1,5639,300,454,2860,2806,51.45,1
47117,5617,8000,146,41,1058,0,4767,488,675,2441,2415,41.25,1
47119,15685,24355,405,31,3562,0,12896,1666,1716,6204,6836,39.17,0
47121,2380,2582,125,13,143,0,2312,151,298,1208,1217,47.96,1
47123,7582,11349,487,23,217,0,7374,594,789,4229,3728,40.05,1
47125,37647,46485,1672,1904,11798,0,27959,6083,11099,11039,16556,44.75,0
47127,1185,1380,31,21,130,0,1069,57,168,609,496,46.2,1
47129,3763,4694,228,32,221,3,3658,234,435,1883,1850,44.5,0
47131,6212,5989,352,74,1266,0,5202,282,554,2768,2836,50.91,1
47133,5016,4370,77,54,293,0,4773,288,546,2489,2119,53.44,1
47135,1465,1732,80,17,144,0,1401,28,182,737,604,45.82,1
47137,1114,971,17,12,65,0,1060,64,121,553,471,53.43,1
47139,3259,3655,133,28,231,0,3086,251,553,1690,1598,47.14,1
47141,17798,15504,272,190,1040,0,16935,1023,1938,8832,7517,53.44,0
47143,6132,6651,321,34,368,0,5955,390,768,3112,3136,47.97,1
47145,9554,11916,580,81,560,9,9286,594,1104,4781,4697,44.5,0
47147,10821,17528,600,368,1426,0,9571,855,1188,4907,4581,38.17,0
47149,42354,79615,1129,3304,10295,0,30590,6631,3895,13622,14168,34.73,0
47151,5150,3906,321,108,177,22,5078,119,547,2337,2699,56.87,1
47153,3184,3004,152,11,177,0,3095,164,249,1570,1540,51.45,0
47155,19022,18250,853,264,775,10,18281,1494,2455,9608,8618,51.04,0
47157,179830,186763,3451,4466,126865,87,47955,12201,14153,67887,53453,49.05,0
47159,4368,3529,138,22,293,0,4137,228,301,2153,1896,55.31,1
47161,2776,2726,111,41,329,0,2541,81,295,1242,1348,50.45,1
47163,33806,33823,1634,287,848,12,33497,909,3835,16843,15961,49.99,0
47165,28330,48910,1133,1355,3722,0,24544,2658,3100,12731,10646,36.68,0
47167,10295,12788,429,216,4121,0,6646,263,1595,4266,5146,44.6,1
47169,2548,2058,80,13,171,0,2413,133,175,1256,1106,55.32,1
47171,3936,3451,213,54,165,6,3861,188,539,1987,1896,53.28,0
47173,4668,3540,291,98,160,20,4603,108,496,2118,2447,56.87,1
47175,1241,1171,59,4,69,0,1207,64,97,612,601,51.45,1
47177,8237,7774,393,29,458,1,8009,425,645,4062,3985,51.45,1
47179,24982,31571,1290,733,2112,324,24104,1164,2983,10293,9914,44.17,0
47181,2842,3360,155,33,279,0,2717,53,353,1429,1172,45.82,1
47183,6639,6401,376,79,1354,0,5560,301,592,2958,3031,50.91,1
47185,5799,5999,115,12,68,12,5711,298,638,2651,2496,49.15,1
47187,16667,75164,818,439,1467,63,14831,980,1212,7521,4948,18.15,0
47189,15675,39440,942,232,2658,0,14057,1008,2344,7802,7585,28.44,0
48001,10619,9859,515,24,1679,6,9148,1567,1441,5113,5435,51.86,1
48003,3345,3403,148,20,192,0,2775,2284,341,1556,1045,49.57,1
48005,17905,15210,1324,194,3850,10,13346,4084,1514,5740,7954,54.07,0
48007,4295,4375,148,78,100,47,3806,2815,609,1902,1846,49.54,1
48009,1465,1763,64,41,71,0,1369,295,183,737,717,45.38,0
48011,286,366,26,3,13,1,254,136,21,116,109,43.87,1
48013,7626,9028,173,92,115,38,6826,4803,1561,3837,3367,45.79,1
48015,5292,6212,134,32,1133,33,3531,2187,647,2813,2148,46.0,1
48017,1306,1135,40,5,62,0,1052,907,70,482,517,53.5,1
48019,3245,3842,74,39,49,16,2905,2044,664,1633,1433,45.79,1
48021,14629,21730,1252,268,2501,0,10701,5439,2650,7116,6761,40.23,1
48023,593,714,26,17,29,0,555,119,74,298,291,45.37,1
48025,5594,5698,192,101,131,62,4957,3667,793,2477,2405,49.54,1
48027,61038,78815,3350,3383,20777,348,38082,20202,18547,19042,24019,43.64,0
48029,336498,406296,16768,13397,44220,767,252490,244654,52169,113307,141893,45.3,0
48031,1671,3151,107,10,22,0,1498,529,166,823,636,34.65,1
48033,117,123,3,2,9,0,94,62,11,54,42,48.75,1
48035,3128,3440,137,89,546,32,2395,724,308,1528,1387,47.62,1
48037,16123,18965,298,47,4476,0,11926,1467,1389,7183,5613,45.95,0
48039,41302,90291,1649,2085,6130,89,30703,18073,5709,17289,16097,31.39,0
48041,41822,44332,1617,3470,8555,0,31638,12376,2580,10436,8569,48.54,0
48043,1715,1745,76,10,99,0,1423,1172,175,798,536,49.57,1
48045,221,283,20,2,10,1,197,105,16,90,84,43.85,1
48047,1474,930,28,10,21,0,1385,1260,63,517,470,61.31,1
48049,7259,7359,415,58,461,0,6791,2481,784,3202,3411,49.66,1
48051,3217,3533,189,63,610,0,2514,911,247,1574,1453,47.66,1
48053,7463,10863,604,199,1052,5,6493,2316,1989,3180,3206,40.72,1
48055,6904,10255,591,126,1180,0,5050,2567,1250,3358,3191,40.24,0
48057,3920,4199,132,31,403,0,3327,2219,636,1456,1542,48.28,1
48059,2613,2649,149,21,166,0,2445,893,282,1153,1228,49.66,1
48061,85602,50133,482,1082,626,0,76255,79547,4910,36307,30579,63.07,0
48063,2289,2639,94,36,203,0,2009,414,516,1163,1068,46.45,1
48065,895,1146,80,8,41,4,797,427,66,365,341,43.85,1
48067,4939,5810,91,14,1371,0,3654,450,426,2200,1720,45.95,1
48069,1135,1453,102,10,53,5,1011,541,83,462,432,43.86,1
48071,7047,8460,165,141,1242,0,5038,2935,1095,2829,2745,45.44,0
48073,8618,8828,529,64,2196,0,6406,1392,796,4375,3373,49.4,1
48075,1027,1315,92,9,48,4,915,489,75,418,391,43.85,1
48077,1751,2108,77,49,85,0,1637,352,218,881,857,45.37,1
48079,481,418,15,2,23,0,388,334,26,177,190,53.5,1
48081,608,639,17,8,45,0,486,320,55,280,218,48.76,1
48083,1463,1483,84,12,93,0,1369,500,158,645,688,49.66,1
48085,93969,304364,2745,12703,19670,168,63290,24324,7261,32471,25989,23.59,0
48087,407,521,36,4,19,2,362,194,30,166,155,43.86,1
48089,3605,4232,91,22,772,23,2406,1490,441,1916,1463,46.0,1
48091,18772,48619,559,517,1549,0,17517,6310,3012,9746,8453,27.86,0
48093,2591,2627,148,21,164,0,2424,886,280,1143,1218,49.66,1
48095,612,643,17,8,45,0,489,323,56,282,220,48.76,1
48097,6649,9961,594,132,684,5,5985,1070,778,3011,2600,40.03,1
48099,12622,18371,1021,336,1779,8,10982,3917,3363,5378,5422,40.73,0
48101,235,283,10,7,11,0,220,47,29,118,115,45.37,1
48103,839,854,37,5,48,0,696,573,86,391,262,49.56,1
48105,574,604,16,7,43,0,459,303,52,265,206,48.73,1
48107,972,844,30,4,46,0,783,675,52,358,385,53.52,1
48109,393,400,17,2,23,0,326,268,40,183,123,49.56,1
48111,1094,1401,98,10,51,5,975,522,80,446,416,43.85,1
48113,421388,554749,15288,28717,144903,456,204977,185070,28092,136432,134283,43.17,0
48115,2308,2426,66,30,171,0,1844,1217,209,1064,829,48.75,1
48117,2860,3662,256,26,133,12,2547,1363,210,1165,1088,43.85,1
48119,1081,947,76,12,170,2,904,234,151,471,440,53.3,1
48121,86758,262537,5356,8781,18896,0,60415,23238,8641,27048,27943,24.84,0
48123,3689,4066,176,35,288,0,3110,2226,479,1901,1456,47.57,1
48125,335,291,10,1,16,0,270,232,18,123,132,53.51,1
48127,1816,761,17,1,5,0,1662,1718,86,770,828,70.47,1
48129,501,642,45,5,23,2,446,239,37,204,191,43.83,1
48131,2071,869,19,2,6,0,1896,1960,98,878,945,70.44,1
48133,3377,3424,193,27,214,0,3160,1154,365,1490,1587,49.65,1
48135,29397,34772,909,362,3730,0,19249,21184,2385,8773,9232,45.81,0
48137,291,182,11,2,4,0,241,260,34,140,147,61.52,1
48139,21368,48237,981,489,3440,1,15012,8249,1912,8681,8173,30.7,0
48141,167564,130499,5780,3755,10174,45,128009,148301,23254,68388,62096,56.22,0
48143,7784,9159,462,127,224,0,7018,2026,951,3638,2637,45.94,0
48145,2912,3203,128,83,508,30,2230,675,286,1422,1292,47.62,1
48147,5691,8526,509,113,585,4,5122,916,666,2577,2225,40.03,1
48149,3678,5463,315,67,629,0,2690,1367,666,1789,1699,40.24,1
48151,699,709,40,6,44,0,654,239,76,308,329,49.64,1
48153,1022,888,31,4,48,0,823,710,55,377,405,53.51,1
48155,187,225,8,5,9,0,175,38,23,94,92,45.39,1
48157,99255,183629,2923,18248,29990,189,43006,36064,8783,45241,27984,35.09,0
48159,2139,1875,150,23,336,4,1789,463,300,932,870,53.29,1
48161,3335,3668,146,95,582,34,2554,772,328,1629,1479,47.62,1
48163,2862,3388,65,35,43,14,2562,1803,586,1440,1264,45.79,1
48165,3881,3948,172,24,223,0,3220,2651,396,1806,1213,49.57,1
48167,56067,88200,2520,3124,14620,435,39562,20117,6918,21434,19941,38.86,0
48169,1100,956,34,4,52,0,886,764,59,406,435,53.5,1
48171,3924,7400,251,23,51,0,3518,1243,390,1934,1494,34.65,1
48173,208,218,6,3,15,0,166,109,19,96,75,48.83,1
48175,1304,1437,62,12,102,0,1099,787,169,672,515,47.57,1
48177,3659,4033,174,35,286,0,3084,2208,475,1886,1444,47.57,1
48179,3267,4183,292,30,151,14,2909,1557,239,1331,1243,43.85,1
48181,21633,32408,1934,428,2225,15,19471,3482,2532,9798,8459,40.03,0
48183,22903,23862,1974,648,7227,0,16501,5690,2079,8501,8236,48.97,0
48185,5337,5861,313,104,1012,0,4171,1511,410,2612,2411,47.66,1
48187,22799,38654,446,1117,3132,0,18921,11311,4318,9279,9724,37.1,0
48189,6153,5346,188,22,291,0,4957,4272,331,2268,2436,53.51,0
48191,434,556,39,4,20,2,386,207,32,177,165,43.84,1
48193,1249,1818,101,33,176,1,1087,388,333,532,537,40.72,1
48195,814,1042,73,7,38,3,725,388,60,332,310,43.86,1
48197,607,730,27,17,29,0,567,122,76,305,297,45.4,1
48199,9227,12168,462,216,1100,0,8272,1129,1142,4069,4155,43.13,0
48201,791626,942053,21519,64064,244742,1445,393138,395120,54396,268626,249456,45.66,0
48203,13907,12132,293,152,3680,0,10129,1620,2883,7002,7300,53.41,0
48205,827,1060,74,8,38,3,737,394,61,337,315,43.83,1
48207,1031,1045,59,8,65,0,964,352,111,455,484,49.66,1
48209,41330,52288,2869,1379,4346,235,36026,21082,4408,12458,14725,44.15,0
48211,520,666,47,5,24,2,463,248,38,212,198,43.84,1
48213,15061,13984,730,34,2381,8,12975,2222,2043,7252,7709,51.85,1
48215,176996,91602,1995,1712,3631,301,155684,166758,8487,63974,66032,65.9,0
48217,6153,6768,270,175,1074,63,4712,1425,605,3006,2729,47.62,1
48219,4075,3540,125,15,192,0,3282,2829,219,1502,1613,53.51,1
48221,11270,13261,669,184,325,0,10162,2934,1377,5267,3818,45.94,1
48223,7591,6654,533,83,1191,15,6350,1644,1063,3309,3089,53.29,1
48225,4320,3624,231,62,974,6,3429,795,500,1717,2027,54.38,1
48227,6457,6787,184,83,479,0,5158,3403,586,2977,2320,48.75,0
48229,575,585,25,4,33,0,477,393,59,267,180,49.57,1
48231,13483,23464,498,400,1956,0,11483,2617,1471,6613,5256,36.49,0
48233,3175,4066,284,29,147,13,2828,1513,233,1293,1208,43.85,1
48235,281,295,8,4,21,0,224,148,25,129,101,48.78,1
48237,1451,1747,63,40,70,0,1357,292,181,730,711,45.37,1
48239,2790,3076,133,26,218,0,2352,1684,362,1438,1101,47.56,1
48241,7278,5280,635,35,1435,0,5770,751,1213,3306,2864,57.96,1
48243,358,364,16,2,21,0,297,245,37,167,112,49.58,1
48245,42866,51962,1187,1583,19713,0,19949,9717,4440,17507,15273,45.2,0
48247,1018,427,9,1,3,0,932,964,48,432,464,70.45,1
48249,8105,5112,153,53,116,0,7612,6924,345,2840,2584,61.32,1
48251,20430,43518,640,785,1564,123,18164,5192,2043,9396,7816,31.95,0
48253,3748,3800,214,30,238,0,3507,1281,405,1653,1761,49.66,0
48255,2739,3019,130,26,214,0,2309,1653,356,1412,1081,47.57,1
48257,17682,32541,530,361,4635,65,13175,4590,3332,7857,6342,35.21,0
48259,6502,12262,416,38,85,0,5830,2060,646,3204,2476,34.65,0
48261,73,46,1,0,1,0,68,62,3,25,23,61.34,1
48263,144,146,8,1,9,0,135,49,16,64,68,49.66,1
48265,7723,14564,494,46,101,0,6925,2447,767,3806,2941,34.65,0
48267,795,835,23,10,59,0,635,419,72,366,286,48.77,1
48269,50,44,2,0,2,0,41,35,3,19,20,53.19,1
48271,640,399,24,4,9,0,530,571,76,307,322,61.6,1
48273,6467,4079,122,42,92,0,6073,5525,275,2266,2062,61.32,0
48275,638,647,36,5,40,0,597,218,69,281,300,49.65,1
48277,10337,9060,726,112,1622,21,8646,2238,1448,4506,4206,53.29,0
48279,2468,2144,75,9,117,0,1988,1714,133,910,977,53.51,1
48281,3286,4783,266,87,463,2,2859,1020,876,1400,1412,40.72,0
48283,1404,589,13,1,4,0,1285,1329,66,595,640,70.45,1
48285,3784,4171,180,36,296,0,3190,2284,491,1951,1493,47.57,1
48287,2631,3908,225,48,450,0,1924,978,476,1280,1216,40.24,1
48289,2867,3149,168,56,544,0,2241,812,220,1403,1295,47.66,1
48291,13863,16643,325,278,2444,0,9911,5774,2155,5567,5401,45.44,1
48293,3800,4179,167,108,663,39,2910,880,374,1856,1685,47.63,1
48295,472,604,42,4,22,2,420,225,35,192,179,43.87,1
48297,2361,1489,45,16,34,0,2218,2017,101,827,753,61.32,1
48299,3228,4698,261,86,455,2,2808,1002,860,1375,1386,40.73,1
48301,11,11,0,0,1,0,9,8,1,5,3,50.0,1
48303,57689,67000,2431,1392,8701,213,45447,27584,4214,16633,20499,46.27,0
48305,1059,920,32,4,50,0,853,735,57,390,419,53.51,1
48307,1413,1485,40,18,105,0,1129,745,128,651,508,48.76,1
48309,41250,55810,882,945,8985,0,30906,12595,4744,13243,13403,42.5,0
48311,126,53,1,0,0,0,115,119,6,53,57,70.39,1
48313,2453,2694,144,48,465,0,1917,695,188,1200,1108,47.66,1
48315,1964,1714,41,21,520,0,1431,229,407,989,1031,53.4,1
48317,971,1020,28,13,72,0,775,512,88,447,349,48.77,1
48319,732,769,21,9,54,0,584,386,66,337,263,48.77,1
48321,6358,7464,161,39,1361,40,4243,2628,778,3380,2580,46.0,1
48323,11826,7374,444,68,169,0,9800,10556,1397,5675,5954,61.59,0
48325,7901,9354,179,96,119,39,7072,4976,1617,3976,3489,45.79,1
48327,363,381,10,5,27,0,290,191,33,167,130,48.79,1
48329,22213,43839,702,207,2169,0,17123,13864,1193,7589,7797,33.63,0
48331,4515,4958,265,88,856,0,3529,1278,347,2209,2040,47.66,1
48333,676,984,55,18,95,0,588,210,180,288,290,40.72,1
48335,1712,1736,98,14,109,0,1602,585,185,755,804,49.65,1
48337,3419,4116,149,95,165,0,3196,688,426,1719,1674,45.37,1
48339,80406,152077,1915,3819,10421,2,68197,28175,11758,33608,25210,34.59,0
48341,3288,4211,294,30,152,14,2929,1567,241,1340,1251,43.85,1
48343,2470,2165,173,27,388,5,2066,535,346,1077,1005,53.29,1
48345,202,175,6,1,10,0,162,140,11,74,80,53.58,1
48347,13397,11381,990,146,2881,8,9986,3055,1133,4295,5951,54.07,0
48349,9028,9930,396,256,1576,93,6914,2091,888,4410,4005,47.62,0
48351,2697,1957,235,13,532,0,2138,278,449,1225,1061,57.95,1
48353,2808,2846,160,22,178,0,2627,960,303,1238,1319,49.66,1
48355,58808,68810,595,948,2901,0,53773,46056,6055,23902,21367,46.08,0
48357,1542,1974,138,14,71,6,1373,735,113,628,587,43.86,1
48359,270,345,24,2,12,1,240,128,20,110,103,43.9,1
48361,13916,18350,697,327,1658,0,12476,1702,1723,6136,6267,43.13,0
48363,5198,6116,309,85,150,0,4687,1353,635,2429,1761,45.94,1
48365,3846,3940,236,29,980,0,2859,621,355,1952,1505,49.4,1
48367,17117,38408,984,244,453,0,16212,3983,2906,8714,7126,30.83,0
48369,1520,1947,136,14,70,6,1354,725,111,619,578,43.84,1
48371,2813,2957,80,36,209,0,2247,1483,255,1297,1011,48.75,1
48373,9812,8232,524,141,2213,14,7789,1806,1136,3900,4605,54.38,1
48375,25130,19342,968,1132,3293,0,19612,11102,2985,8551,8772,56.51,0
48377,1102,1121,49,7,63,0,914,753,112,513,344,49.57,1
48379,2235,2576,91,35,198,0,1961,405,504,1135,1043,46.46,1
48381,17624,38885,732,373,1428,0,16845,7213,2657,6162,6026,31.19,0
48383,627,659,18,8,46,0,501,330,57,289,225,48.76,1
48385,565,352,21,3,8,0,468,504,67,271,284,61.61,1
48387,2392,2097,168,26,375,5,2001,518,335,1043,973,53.29,1
48389,2650,2696,117,16,152,0,2199,1810,270,1233,828,49.57,1
48391,1215,1237,42,22,28,13,1076,796,172,538,522,49.55,1
48393,127,162,11,1,6,1,113,60,9,52,48,43.94,1
48395,3055,3355,179,60,579,0,2387,865,235,1495,1380,47.66,1
48397,14542,25307,538,432,2109,0,12386,2822,1586,7132,5670,36.49,0
48399,1885,1911,108,15,120,0,1764,644,204,831,886,49.66,1
48401,8926,9144,548,66,2274,0,6635,1441,824,4531,3494,49.4,1
48403,2183,1584,191,11,431,0,1731,225,364,992,859,57.95,1
48405,1747,1267,152,8,345,0,1385,180,291,794,687,57.96,1
48407,5363,4499,286,77,1209,8,4257,987,621,2131,2517,54.38,1
48409,12390,12621,426,225,290,137,10981,8122,1756,5487,5327,49.54,0
48411,870,1266,70,23,123,1,757,270,232,371,374,40.73,1
48413,455,478,13,6,34,0,363,240,41,210,163,48.77,1
48415,3226,3270,184,26,205,0,3018,1102,349,1423,1516,49.66,1
48417,591,599,34,5,38,0,553,202,64,261,278,49.66,1
48419,5302,3846,463,26,1046,0,4204,547,883,2408,2087,57.96,1
48421,429,549,38,4,20,2,382,204,31,175,163,43.87,1
48423,33139,48013,971,1397,9043,44,23746,7203,2931,12857,10856,40.84,0
48425,1683,1981,100,27,48,0,1518,438,206,787,570,45.93,1
48427,13885,5823,128,11,41,0,12709,13142,656,5886,6334,70.45,1
48429,1734,1758,99,14,110,0,1622,592,187,765,815,49.66,1
48431,254,267,7,3,19,0,203,134,23,117,91,48.75,1
48433,238,241,14,2,15,0,223,81,26,105,112,49.69,1
48435,625,657,18,8,46,0,499,329,57,288,225,48.75,1
48437,1073,1374,96,10,50,4,955,511,79,437,408,43.85,1
48439,282874,489747,9138,19985,75606,255,162490,110121,24164,92633,83956,36.61,0
48441,26012,29962,685,1253,3993,0,21378,10200,4150,7655,8741,46.47,0
48443,140,148,4,2,10,0,112,74,13,65,50,48.61,1
48445,2239,1945,68,8,106,0,1804,1555,120,825,886,53.51,1
48447,274,278,16,2,17,0,256,94,30,121,129,49.64,1
48449,6449,5652,453,70,1012,13,5394,1396,903,2811,2624,53.29,1
48451,19329,26187,1454,453,1111,0,17159,9646,1152,7997,5564,42.47,0
48453,165347,401003,6086,15427,24264,79,116798,73882,11783,48897,44416,29.2,0
48455,2661,2232,142,38,600,4,2112,490,308,1058,1249,54.38,1
48457,4368,3169,381,21,862,0,3464,451,728,1984,1719,57.95,1
48459,8260,7206,174,90,2186,0,6016,962,1712,4159,4336,53.41,0
48461,612,643,17,8,45,0,489,323,56,282,220,48.76,1
48463,5020,3130,188,29,72,0,4159,4480,593,2409,2527,61.6,1
48465,9724,6063,365,56,139,0,8057,8679,1148,4666,4895,61.59,0
48467,10936,12606,447,170,968,0,9598,1980,2465,5555,5105,46.45,1
48469,17807,19075,601,142,1831,0,15116,10083,2892,6614,7004,48.28,0
48471,14956,12547,799,215,3373,21,11872,2752,1731,5944,7019,54.38,0
48473,9960,11692,252,61,2132,63,6646,4116,1219,5294,4042,46.0,0
48475,2092,2128,92,13,120,0,1736,1429,213,973,654,49.57,1
48477,6529,7170,383,128,1238,0,5103,1849,502,3195,2949,47.66,1
48479,49053,29677,165,412,33,0,44118,47843,2244,20268,19396,62.31,0
48481,7291,8559,185,45,1561,46,4866,3013,892,3875,2959,46.0,1
48483,768,984,69,7,36,3,684,366,56,313,292,43.84,1
48485,21758,27308,1179,490,3493,30,18430,6341,2680,8607,8534,44.34,0
48487,2208,2658,96,61,107,0,2064,444,275,1110,1081,45.38,1
48489,4201,2650,79,28,60,0,3945,3589,179,1472,1340,61.32,1
48491,60890,182772,3215,5818,9261,220,45188,20425,9284,23433,22032,24.99,0
48493,9258,10206,441,87,724,0,7805,5588,1202,4773,3654,47.56,1
48495,1400,1424,62,9,80,0,1161,956,143,651,437,49.58,1
48497,11753,14150,514,327,569,0,10986,2365,1465,5911,5755,45.37,1
48499,8237,9495,337,128,729,0,7229,1491,1857,4184,3845,46.45,1
48501,1455,1264,45,5,69,0,1172,1010,78,536,576,53.51,1
48503,3060,3685,134,85,148,0,2861,616,381,1539,1499,45.37,1
48505,2927,1227,27,2,9,0,2679,2770,138,1241,1335,70.46,1
48507,1977,1232,74,11,28,0,1638,1764,233,949,995,61.61,1
49001,957,1415,33,30,50,4,882,137,111,377,292,40.35,1
49003,5709,13254,54,172,81,22,5612,1372,631,2302,2589,30.11,0
49005,13964,29440,308,881,204,0,13080,1652,1159,3980,4575,32.17,0
49007,3333,4340,552,98,67,0,2747,492,253,1191,1414,43.44,1
49009,152,198,25,4,3,0,125,22,12,54,64,43.43,1
49011,29697,84081,1224,1671,1683,149,27905,5853,5115,10994,10553,26.1,0
49013,3200,4167,530,94,65,0,2637,473,243,1144,1358,43.44,1
49015,1605,2089,266,47,32,0,1323,237,122,574,681,43.45,1
49017,687,1016,23,22,36,3,634,98,80,271,210,40.34,1
49019,1579,2055,261,46,32,0,1301,233,120,564,670,43.45,1
49021,7756,11462,263,247,403,30,7147,1107,900,3055,2368,40.36,0
49023,1596,2359,54,51,83,6,1471,228,185,629,487,40.35,1
49025,1037,1533,35,33,54,4,956,148,120,409,317,40.35,1
49027,1757,2596,60,56,91,7,1619,251,204,692,536,40.36,1
49029,1289,2718,28,81,19,0,1208,153,107,368,422,32.17,1
49031,194,287,7,6,10,1,179,28,23,76,59,40.33,1
49033,263,555,6,17,4,0,247,31,22,75,86,32.15,1
49035,132353,287974,7156,10369,7120,806,108629,36951,10804,46810,51058,31.49,0
49037,2372,3088,393,70,48,0,1954,350,180,848,1006,43.44,1
49039,3850,5690,131,123,200,15,3548,550,447,1517,1176,40.36,1
49041,2914,4307,99,93,151,11,2686,416,338,1148,890,40.35,1
49043,4443,9367,98,280,65,0,4162,526,369,1266,1456,32.17,1
