puma22,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Percentage Eligible_120,difference_percentage_aian_120,difference_percentage_asian_120,difference_percentage_black_120,difference_percentage_nhpi_120,difference_percentage_white_120,difference_percentage_hispanic_120,difference_percentage_veteran_120,difference_percentage_elderly_120,difference_percentage_disability_120,Percentage Eligible_135,difference_percentage_aian_135,difference_percentage_asian_135,difference_percentage_black_135,difference_percentage_nhpi_135,difference_percentage_white_135,difference_percentage_hispanic_135,difference_percentage_veteran_135,difference_percentage_elderly_135,difference_percentage_disability_135,Percentage Eligible_150,difference_percentage_aian_150,difference_percentage_asian_150,difference_percentage_black_150,difference_percentage_nhpi_150,difference_percentage_white_150,difference_percentage_hispanic_150,difference_percentage_veteran_150,difference_percentage_elderly_150,difference_percentage_disability_150,Total Subscribers
2201100,23792,20481,53.74,47.33,0.0,-0.13,-1.66,,-15.4,-3.76,-13.68,-21.19,-10.75,48.98,0.0,-0.13,-0.49,,-11.74,-3.76,-13.68,-16.43,-7.03,50.13,0.0,-0.13,-0.47,,-8.86,-3.76,-11.25,-11.99,-6.01,13219
2201201,24099,23571,50.55,46.3,-22.28,-18.53,-4.48,0.0,-14.89,-7.17,-19.63,-14.97,-4.92,46.92,-22.28,-18.53,-3.96,0.0,-12.66,-7.17,-13.45,-12.25,-4.37,47.84,-22.28,-18.53,-3.94,0.0,-8.11,-7.17,-10.82,-8.14,-4.36,14434
2201202,16403,33934,32.59,28.56,0.0,-41.59,-8.45,,-11.44,-8.33,-19.05,-14.44,-8.58,29.03,0.0,-41.59,-7.8,,-9.76,-8.33,-15.69,-9.22,-6.53,30.54,0.0,-9.6,0.0,,-7.38,-8.33,-8.27,-6.07,-3.21,7842
2201300,26277,18535,58.64,50.78,-1.42,-0.16,-9.57,0.0,-15.51,0.0,-20.28,-19.15,-12.54,52.25,-1.42,-0.16,-7.69,0.0,-12.66,0.0,-17.27,-14.28,-8.95,53.78,-0.85,0.0,-4.97,0.0,-10.21,0.0,-15.81,-10.5,-6.45,15316
2201400,20450,20235,50.26,44.72,0.0,0.0,-12.4,,-9.7,-5.18,-13.9,-14.66,-8.59,45.22,0.0,0.0,-11.73,,-8.4,-5.18,-13.9,-12.42,-7.6,46.0,0.0,0.0,-9.97,,-7.06,-5.18,-9.03,-10.85,-7.17,10186
2201501,22074,15326,59.02,52.18,0.0,0.0,-7.48,,-15.92,-12.54,-6.33,-16.2,-10.96,54.14,0.0,0.0,-6.3,,-8.09,-0.7,-6.33,-13.21,-6.59,56.25,0.0,0.0,-3.76,,-5.41,-0.7,-0.27,-8.68,-4.85,11711
2201502,24077,16053,60.0,52.75,0.0,0.0,-8.47,,-16.35,-10.93,-9.94,-17.06,-11.02,54.67,0.0,0.0,-6.83,,-11.47,-8.29,-9.94,-14.63,-7.92,56.11,0.0,0.0,-4.93,,-8.83,-8.29,-6.97,-10.72,-6.17,19522
2201503,31335,24771,55.85,47.88,-2.32,-18.86,-10.69,0.0,-18.16,-18.96,-12.91,-17.85,-13.18,49.63,-2.32,-11.35,-8.58,0.0,-13.81,-14.18,-12.91,-16.16,-11.21,51.09,-2.32,0.0,-6.22,0.0,-11.84,-14.18,-12.91,-13.24,-9.7,13049
2201504,17708,24418,42.04,32.43,-37.27,-62.08,-20.22,0.0,-23.14,-35.16,-11.71,-19.13,-25.96,33.74,-37.27,-37.23,-16.85,0.0,-16.8,-21.1,-11.71,-19.13,-25.96,36.17,-37.27,0.0,-10.07,0.0,-16.8,-21.1,-11.71,-19.13,-25.96,6616
2201600,23256,24897,48.3,42.08,-42.69,0.0,-6.33,,-14.53,-19.11,-4.84,-13.09,-13.44,42.74,0.0,0.0,-6.33,,-12.22,-19.11,-1.36,-12.18,-10.52,43.85,0.0,0.0,-0.85,,-12.22,-19.11,-1.36,-12.18,-10.52,7968
2201700,25129,30978,44.79,37.51,-0.04,0.0,-22.68,,-14.52,0.0,-48.4,-22.4,-13.84,38.26,-0.04,0.0,-21.13,,-12.86,0.0,-48.4,-18.24,-13.2,40.26,-0.04,0.0,-18.65,,-8.1,0.0,-12.72,-9.56,-9.26,13600
2201800,38736,28421,57.68,52.23,-18.79,-0.11,-7.62,,-9.63,-15.93,-9.2,-16.95,-6.4,52.69,-18.79,-0.11,-7.62,,-8.33,-9.27,-7.88,-14.88,-4.98,54.19,-18.79,-0.11,-5.76,,-5.35,-9.27,-6.85,-12.7,-4.54,23151
2201900,19564,21830,47.26,40.77,-41.61,0.0,-10.85,,-19.93,0.0,-31.17,-20.02,-14.49,41.92,-41.61,0.0,-9.78,,-14.93,0.0,-31.17,-14.7,-12.7,43.97,-41.61,0.0,-7.6,,-6.51,0.0,-23.88,-7.97,-4.63,9840
2202000,23939,22603,51.44,45.48,-9.77,-0.27,-1.6,,-14.47,0.0,-12.72,-12.83,-8.92,45.98,-6.69,-0.27,-1.58,,-13.23,0.0,-9.16,-11.64,-7.66,47.85,-6.69,-0.27,-1.57,,-8.52,0.0,-9.1,-9.02,-5.14,12317
2202100,31578,30376,50.97,44.74,-6.81,-20.47,-6.87,0.0,-13.98,0.0,-20.85,-17.85,-14.94,45.18,-6.81,-20.47,-6.02,0.0,-13.11,0.0,-19.79,-16.1,-13.66,45.85,-6.75,-14.74,-4.79,0.0,-11.71,0.0,-19.23,-14.13,-12.77,21482
2202201,20329,37353,35.24,30.43,-10.4,-48.15,-12.08,0.0,-12.26,-3.09,-20.17,-17.69,-9.15,30.98,-10.4,-15.78,-12.08,0.0,-11.58,-3.09,-20.17,-16.68,-9.15,31.99,-10.4,-15.78,-5.48,0.0,-9.19,-2.59,-20.17,-13.22,-7.42,7851
2202202,21455,24403,46.79,39.98,-21.17,-7.09,-18.56,,-13.54,-13.65,-15.75,-18.31,-12.51,40.9,-21.17,-7.09,-12.6,,-13.54,-13.65,-15.75,-16.85,-12.51,41.91,-21.17,-7.09,-12.04,,-10.61,-13.65,-11.84,-12.86,-8.82,12149
2202301,21125,23522,47.32,43.06,-16.28,-26.14,-4.93,0.0,-7.57,-4.49,-8.11,-5.76,-10.38,43.44,-16.28,0.0,-4.93,0.0,-7.33,-4.49,-8.11,-5.4,-8.47,43.76,-16.28,0.0,-4.93,0.0,-7.33,-4.49,-8.11,-5.4,-6.51,8038
2202302,25945,36108,41.81,36.14,-7.35,-0.13,-13.53,0.0,-12.83,-8.81,-25.82,-22.85,-14.33,37.41,-5.42,0.0,-6.41,0.0,-10.63,-7.32,-25.82,-16.41,-10.5,37.53,-5.42,0.0,-6.41,0.0,-10.26,-7.32,-25.82,-15.79,-10.12,8649
2202303,34799,17535,66.49,57.29,0.0,-7.57,-11.43,,-14.73,-10.19,-7.73,-19.03,-7.95,59.25,0.0,-5.57,-8.84,,-12.47,-6.96,-7.73,-15.27,-6.72,60.77,0.0,-5.57,-7.28,,-9.16,-6.96,-7.73,-10.02,-4.49,16774
2202401,34872,23814,59.42,55.51,-18.8,-3.3,-5.48,,-12.33,-10.77,-11.2,-7.8,-1.97,56.07,-8.6,-3.3,-4.8,,-9.97,-10.77,-11.2,-6.34,-1.7,56.57,-8.6,-3.3,-3.8,,-9.97,-10.77,-4.15,-6.06,-1.7,22615
2202402,31606,19017,62.43,56.33,-6.65,-34.02,-9.35,0.0,-10.46,-9.97,-22.42,-12.8,-8.57,57.01,-6.65,-34.02,-8.06,0.0,-9.94,-9.97,-16.93,-10.24,-6.14,59.21,0.0,-17.31,-4.45,0.0,-5.94,-3.66,-8.07,-5.61,-4.12,18887
2202403,21835,27682,44.1,39.28,-0.23,-5.5,-8.95,0.0,-13.0,-7.48,-11.27,-13.0,-7.81,39.39,-0.23,-5.5,-8.52,0.0,-12.99,-7.48,-11.17,-12.36,-7.74,41.34,0.0,-5.31,-3.76,0.0,-9.06,-7.36,-11.01,-7.43,-7.37,15325
2202501,24279,20890,53.75,48.75,0.0,0.0,-6.64,,-10.94,-1.83,-11.99,-13.43,-2.8,49.52,0.0,0.0,-6.64,,-8.63,-1.83,-6.69,-11.17,-2.12,50.39,0.0,0.0,-4.14,,-7.56,-1.83,-6.69,-10.41,-2.12,13687
2300100,28332,25319,52.81,44.97,-8.4,-7.02,-2.97,0.0,-14.83,-15.9,-17.69,-15.28,-13.95,45.6,-7.71,-7.02,-2.97,0.0,-13.62,-13.61,-16.53,-13.41,-12.58,47.54,-6.73,-7.02,-2.97,0.0,-9.88,-13.61,-15.27,-10.11,-8.04,10880
2300200,36728,31821,53.58,45.86,0.0,0.0,0.0,,-14.43,-13.75,-18.37,-21.72,-10.16,47.36,0.0,0.0,0.0,,-11.63,-13.75,-15.7,-16.61,-9.23,49.14,0.0,0.0,0.0,,-8.29,-13.75,-8.85,-13.67,-7.38,11914
2300300,27417,29046,48.56,39.96,-7.34,-29.45,-22.08,,-17.6,0.0,-18.58,-20.36,-12.02,41.28,-7.34,-29.45,-22.08,,-14.83,0.0,-14.02,-17.83,-8.49,42.32,-7.34,-29.45,-22.08,,-12.63,0.0,-13.53,-14.59,-8.49,10451
2300400,22595,31208,42.0,32.12,-25.65,0.0,0.0,,-23.53,-24.74,-18.29,-28.67,-19.21,33.28,-25.65,0.0,0.0,,-20.75,-8.52,-14.36,-25.3,-15.49,35.41,-10.29,0.0,0.0,,-15.68,-8.52,-8.41,-19.76,-13.27,10606
2300500,30592,47062,39.4,32.0,-21.3,0.0,-11.15,,-18.55,-19.96,-40.05,-25.85,-14.34,32.64,-21.3,0.0,-11.15,,-16.9,-19.96,-37.22,-24.21,-13.5,33.86,-21.3,0.0,0.0,,-13.71,0.0,-37.22,-21.49,-10.94,8986
2300600,18301,28022,39.51,32.63,-10.41,-49.43,0.0,,-17.08,-17.78,-49.52,-22.98,-9.29,33.08,-10.41,-49.43,0.0,,-15.85,-17.78,-43.8,-21.71,-8.0,34.55,-10.41,-49.43,0.0,,-11.88,-17.78,-38.42,-17.77,-6.79,11000
2300700,12836,33029,27.99,22.09,0.0,0.0,-17.15,,-19.81,0.0,-8.0,-31.2,-22.88,23.31,0.0,0.0,0.0,,-16.0,0.0,-8.0,-24.63,-15.37,24.48,0.0,0.0,0.0,,-13.56,0.0,-8.0,-19.1,-15.37,2970
2300800,23825,52608,31.17,22.04,0.0,0.0,-27.74,0.0,-30.21,0.0,-2.89,-34.16,-14.68,23.73,0.0,0.0,-27.74,0.0,-24.64,0.0,-2.89,-26.77,-11.19,26.26,0.0,0.0,-27.74,0.0,-16.26,0.0,-2.3,-15.07,-7.67,6949
2300900,15205,44510,25.46,20.21,-5.76,0.0,-0.14,,-20.93,0.0,0.0,-21.5,-12.35,20.69,-5.76,0.0,0.0,,-19.04,0.0,0.0,-19.95,-12.33,21.12,-5.76,0.0,0.0,,-17.31,0.0,0.0,-19.93,-12.33,5884
2301000,20314,34860,36.82,27.59,0.0,0.0,-27.62,,-26.43,0.0,-6.59,-32.86,-4.17,28.42,0.0,0.0,-27.62,,-23.56,0.0,-6.59,-28.05,-4.17,30.31,0.0,0.0,-27.62,,-17.06,0.0,-5.87,-17.14,-4.17,8615
2400101,21081,25469,45.29,39.1,-30.91,-4.17,-2.82,,-14.13,-1.44,-25.99,-22.92,-11.51,40.1,-30.91,0.0,-2.46,,-11.99,-1.44,-20.47,-19.42,-10.99,40.88,-30.91,0.0,-1.82,,-10.18,-1.44,-12.27,-15.9,-8.94,5546
2400201,25468,29238,46.55,42.11,0.0,-24.1,-6.62,,-9.22,-2.76,-3.68,-15.01,-8.05,43.4,0.0,0.0,-5.81,,-7.55,-2.76,-3.02,-8.85,-3.14,44.28,0.0,0.0,-4.27,,-5.38,-2.76,-3.02,-6.07,-1.91,6990
2400301,17759,37255,32.28,27.89,0.0,-15.3,-6.7,0.0,-15.08,-13.45,-14.81,-11.49,-12.98,28.02,0.0,-11.53,-6.7,0.0,-14.6,-13.45,-14.81,-11.49,-12.98,29.0,0.0,-11.53,-6.7,0.0,-10.77,-5.71,-13.01,-10.81,-12.12,3666
2400302,10679,37992,21.94,19.54,0.0,0.0,-26.95,0.0,-9.75,-13.79,-2.89,-9.76,-5.07,20.19,0.0,0.0,-23.98,0.0,-6.67,-13.79,0.0,-7.02,-3.89,20.3,0.0,0.0,-23.98,0.0,-6.1,-13.79,0.0,-6.2,-2.7,1884
2400400,16139,48023,25.15,21.58,-2.69,0.0,-3.93,,-15.1,-4.39,-12.99,-16.71,-10.54,21.89,-2.69,0.0,-3.93,,-13.74,-2.2,-12.99,-14.29,-7.83,22.21,-2.69,0.0,0.0,,-12.79,-2.2,-10.38,-13.35,-7.83,2950
2400501,11211,31316,26.36,22.02,-0.34,-5.75,-4.81,0.0,-21.78,-18.0,-15.22,-26.95,-19.28,22.08,0.0,-5.75,-4.62,0.0,-21.7,-15.45,-15.22,-26.82,-19.26,22.66,0.0,-3.07,-4.28,0.0,-18.58,-15.45,-14.87,-22.59,-17.18,2250
2400502,23997,37496,39.02,32.67,0.0,-4.08,-12.16,,-23.92,-3.25,-33.98,-21.77,-15.05,33.76,0.0,-4.08,-9.28,,-23.59,0.0,-33.98,-16.58,-7.99,34.26,0.0,-4.08,-9.04,,-19.99,0.0,-31.27,-14.97,-7.52,7485
2400503,15337,31945,32.44,28.27,-1.25,-32.4,-7.06,,-16.31,-12.59,-6.64,-13.47,-7.93,29.09,0.0,-32.4,-5.59,,-15.26,0.0,-6.64,-12.18,-7.84,30.15,0.0,-21.56,-3.5,,-10.43,0.0,-4.86,-10.41,-4.49,2972
2400504,14465,28655,33.55,27.21,-6.88,-30.66,-7.76,,-23.49,0.0,-22.08,-22.58,-18.22,27.32,0.0,-30.66,-7.76,,-23.05,0.0,-22.08,-21.93,-17.79,29.96,0.0,-7.02,-4.93,,-13.16,0.0,-16.17,-17.72,-15.05,4756
2400505,15985,24857,39.14,33.65,0.0,0.0,-8.5,0.0,-17.16,-0.71,-10.52,-20.92,-8.04,34.07,0.0,0.0,-8.5,0.0,-15.4,-0.71,-10.52,-18.54,-7.19,35.23,0.0,0.0,-4.16,0.0,-13.52,-0.71,-8.42,-16.0,-6.71,5217
2400506,26576,24847,51.68,43.18,-0.95,0.0,-4.43,0.0,-20.59,-6.19,-18.04,-23.28,-15.65,45.92,0.0,0.0,-2.5,0.0,-14.25,-0.53,-18.04,-16.61,-9.16,47.27,0.0,0.0,-0.37,0.0,-11.58,-0.53,-12.48,-12.92,-8.41,10877
2400507,19378,26460,42.27,39.65,0.0,-1.83,-5.95,,-8.32,-11.95,-7.35,-9.01,-10.43,40.23,0.0,-0.17,-3.9,,-7.85,-11.45,-5.03,-5.88,-6.93,40.74,0.0,-0.17,-1.72,,-7.06,-11.45,-5.03,-4.83,-5.52,5996
2400601,13620,38054,26.36,23.23,0.0,0.0,0.0,,-11.31,0.0,-19.31,-14.66,-9.35,23.72,0.0,0.0,0.0,,-9.23,0.0,-13.18,-12.07,-9.35,24.77,0.0,0.0,0.0,,-6.76,0.0,-13.18,-6.22,-3.65,1959
2400602,17406,32116,35.15,31.38,0.0,0.0,-3.37,,-15.16,-19.16,-1.73,-13.06,-12.28,31.52,0.0,0.0,-3.37,,-14.52,-19.16,-1.73,-13.06,-11.13,32.1,0.0,0.0,-3.37,,-11.82,-19.16,-1.73,-12.28,-6.31,5195
2400700,16149,24851,39.39,33.87,-17.14,0.0,-1.9,,-15.94,-9.34,-10.81,-17.24,-12.78,34.5,-17.14,0.0,-1.9,,-14.09,-9.34,-8.08,-16.19,-11.45,34.96,-17.14,0.0,-1.9,,-12.72,-9.34,-8.08,-16.19,-11.45,4341
2400801,37930,20720,64.67,61.07,0.0,0.0,-5.29,,-5.37,-1.0,-13.28,-7.23,-3.69,61.78,0.0,0.0,-4.12,,-5.09,-1.0,-8.99,-5.05,-2.07,62.18,0.0,0.0,-3.46,,-5.09,-1.0,-8.99,-3.82,-2.05,18804
2400802,24979,27213,47.86,43.34,-6.51,-21.36,-6.56,0.0,-12.35,-2.64,-25.28,-11.43,-4.65,43.92,-6.51,-9.71,-6.38,0.0,-10.42,-0.3,-16.02,-9.34,-3.28,44.74,-6.51,-5.83,-5.37,0.0,-7.59,0.0,-2.9,-6.24,-2.95,12112
2400803,24971,21685,53.52,46.86,-4.99,-2.53,-10.64,0.0,-18.47,-0.59,-6.31,-19.09,-6.4,47.85,-4.99,-2.53,-9.32,0.0,-15.03,-0.59,-6.31,-16.77,-6.4,49.82,-4.99,-2.53,-5.32,0.0,-12.89,0.0,-6.31,-8.69,-5.32,12279
2400804,22218,24969,47.09,42.88,-0.33,-8.3,-7.49,0.0,-11.51,-2.1,-15.86,-11.75,-3.24,43.08,-0.33,-8.08,-7.49,0.0,-10.13,-2.05,-15.78,-11.69,-3.19,43.56,-0.33,-8.01,-7.46,0.0,-7.6,0.0,-15.62,-9.64,-3.19,10857
2400805,28565,21120,57.49,53.49,0.0,-1.33,-6.42,0.0,-7.07,-2.39,-7.75,-9.39,-7.19,54.02,0.0,-1.33,-5.91,0.0,-5.01,-2.39,-2.36,-8.18,-7.19,54.16,0.0,-1.33,-5.91,0.0,-4.72,-2.11,-2.36,-7.6,-6.82,13903
2400901,9431,34644,21.4,18.82,-6.54,-12.73,-4.01,0.0,-13.0,-14.64,-3.93,-15.18,-11.27,19.16,-6.54,-9.16,-4.01,0.0,-11.16,-14.64,-2.52,-12.4,-11.27,19.55,-6.54,-8.71,-0.98,0.0,-9.65,-14.64,-2.52,-9.99,-10.84,1085
2400902,8853,28869,23.47,21.27,-9.38,-8.38,-4.03,0.0,-11.21,-11.75,-9.96,-12.27,-7.62,21.56,-9.38,-6.22,-4.03,0.0,-9.26,-11.75,-6.32,-10.59,-7.62,21.91,-9.38,-5.15,-1.91,0.0,-8.01,-11.75,-6.32,-7.93,-6.55,2701
2400903,10249,28499,26.45,24.79,-11.2,-2.12,-4.09,0.0,-8.61,-9.03,-19.44,-7.88,-2.08,25.0,-11.2,-2.12,-4.09,0.0,-6.52,-9.03,-12.3,-7.85,-2.08,25.31,-11.2,-0.06,-2.86,0.0,-5.66,-9.03,-12.3,-4.83,-0.04,1871
2401001,8247,29133,22.06,19.89,0.0,-6.77,-9.39,,-11.36,-12.41,-8.74,-7.18,-1.52,20.02,0.0,-6.77,-9.39,,-10.29,-9.99,-8.74,-6.16,-1.52,20.24,0.0,-4.4,-9.39,,-9.36,-9.99,-8.74,-4.4,0.0,1499
2401002,18778,38883,32.57,29.89,-12.8,-5.47,-2.2,,-13.3,-9.81,-3.72,-7.97,-6.87,30.23,-12.8,-4.33,-1.55,,-11.56,-9.56,-3.72,-5.37,-6.87,30.61,-12.8,-3.99,-1.55,,-10.32,-7.59,-3.72,-4.14,-6.6,4591
2401003,19537,44237,30.63,27.71,-8.98,-8.66,-5.2,,-14.56,-4.93,-9.31,-9.26,-7.81,27.91,-8.98,-7.29,-5.16,,-13.91,-4.93,-9.31,-9.15,-7.81,28.13,-8.98,-5.32,-5.16,,-13.69,-4.82,-9.31,-8.58,-7.27,3512
2401004,10430,39104,21.06,18.09,-8.06,-9.87,-8.03,,-18.15,-6.86,-17.11,-18.51,-10.88,18.7,-8.06,-9.26,-8.03,,-13.32,-4.17,-17.11,-14.11,-9.73,18.9,-8.06,-8.29,-6.58,,-12.46,-4.17,-17.11,-12.48,-9.5,1506
2401005,19836,30554,39.36,36.51,0.0,-0.12,-2.9,,-13.12,-3.53,-11.27,-14.03,-7.75,36.51,0.0,-0.12,-2.9,,-13.12,-3.53,-11.27,-14.03,-7.75,36.98,0.0,-0.12,-1.0,,-11.08,-3.53,-11.27,-12.2,-7.74,2873
2401006,14191,25542,35.72,33.9,0.0,-10.98,-3.23,,-5.99,-0.03,-6.58,-9.77,-4.79,33.9,0.0,-10.98,-3.23,,-5.99,-0.03,-6.58,-9.77,-4.79,34.07,0.0,-10.98,-3.22,,-4.47,-0.03,-6.58,-8.54,-3.3,3230
2401007,18575,29277,38.82,36.79,-9.09,-4.74,-3.93,,-4.58,-9.6,0.0,-7.03,-3.49,36.97,-2.82,-4.74,-3.93,,-4.58,-7.66,0.0,-7.03,-3.49,37.76,-2.82,-0.1,-1.73,,-3.07,-5.72,0.0,-6.28,-2.04,3454
2401008,7511,34374,17.93,14.95,,-10.94,-10.73,,-19.27,-9.11,-20.88,-22.75,-12.79,15.7,,-10.94,-10.73,,-13.13,-3.71,-20.88,-16.34,-10.92,15.9,,-10.94,-7.69,,-12.05,-3.71,-20.88,-14.2,-10.92,738
2401101,22030,16529,57.13,53.58,-3.32,-1.82,-9.36,0.0,-0.86,-4.79,-12.11,-14.52,-5.24,53.96,-3.32,-1.82,-7.8,0.0,-0.86,-4.79,-12.11,-14.52,-5.24,54.16,-3.32,-1.82,-7.8,0.0,-0.86,-4.03,-12.11,-13.16,-5.24,2938
2401102,21686,32575,39.97,36.76,0.0,-10.78,-4.21,,-17.06,-9.56,-18.91,-5.2,0.0,36.76,0.0,-10.78,-4.21,,-17.06,-9.56,-18.91,-5.2,0.0,37.28,0.0,-3.63,-4.21,,-13.95,-8.07,-16.17,-4.47,0.0,4558
2401103,18367,18206,50.22,44.37,-8.98,-9.99,-10.27,,-8.87,-11.9,-12.81,-11.9,-8.07,44.47,-8.98,-9.99,-10.27,,-7.69,-11.9,-12.81,-11.9,-8.07,46.47,-8.98,-6.92,-6.22,,-2.53,-8.11,0.0,-3.95,-2.95,4683
2401104,24207,21388,53.09,49.19,0.0,0.0,-6.06,,-16.53,-22.62,-14.1,-11.8,-6.53,49.9,0.0,0.0,-5.59,,-3.63,-11.59,-14.1,-10.66,-6.53,51.14,0.0,0.0,-4.04,,-3.63,0.0,-5.64,-8.42,-4.4,7626
2401105,21129,50821,29.37,27.6,-9.05,-3.98,-7.12,,-4.93,-0.24,-8.42,-8.87,-8.19,27.6,-9.05,-3.98,-7.12,,-4.93,-0.24,-8.42,-8.87,-8.19,28.35,0.0,0.0,-4.25,,-4.91,-0.24,0.0,-4.22,-3.41,4460
2401106,14269,33517,29.86,27.74,0.0,-6.82,-5.4,,-7.58,-11.88,0.0,-5.89,-3.72,27.74,0.0,-6.82,-5.4,,-7.58,-11.88,0.0,-5.89,-3.72,27.9,0.0,-6.82,-4.62,,-7.58,-11.88,0.0,-5.89,-3.72,3173
2401107,23638,27943,45.83,38.76,0.0,-29.16,-14.53,,-13.16,0.0,-2.36,-16.6,-10.62,39.94,0.0,-9.23,-12.25,,-6.9,0.0,-2.36,-13.92,-9.04,42.41,0.0,-9.23,-8.61,,0.0,0.0,-2.36,-7.25,-4.54,5857
2401201,10597,35693,22.89,19.33,0.0,-26.33,-4.68,,-19.09,-7.62,-34.71,-9.46,-6.28,19.39,0.0,-26.33,-4.04,,-19.09,-7.62,-34.71,-9.46,-6.28,20.03,0.0,-23.12,-0.79,,-16.88,-7.62,-34.71,-7.67,-6.28,2408
2401202,18788,27531,40.56,38.69,-11.84,-3.03,-4.19,,-4.96,-5.93,-7.06,-5.75,-3.11,39.05,-11.84,-3.03,-2.58,,-4.13,-5.93,-2.47,-5.02,-3.11,39.29,-2.18,-3.03,-2.58,,-3.21,-5.93,-2.47,-3.76,-2.43,6122
2401203,9863,31234,24.0,21.62,0.0,0.0,-12.15,,-12.68,-7.74,-16.62,-7.67,-4.75,21.68,0.0,0.0,-12.15,,-12.34,-7.74,-16.62,-7.05,-4.75,21.86,0.0,0.0,-12.15,,-11.23,-7.74,-16.62,-5.06,-2.8,1435
2401204,10322,32883,23.89,20.68,0.0,-16.76,-6.44,,-15.95,-11.63,-24.68,-11.44,-6.48,20.86,0.0,-14.9,-5.66,,-15.09,-11.63,-24.68,-10.26,-5.92,21.37,0.0,-13.13,-3.87,,-12.82,-9.93,-24.68,-8.45,-4.77,2679
2401205,12461,35431,26.02,22.6,0.0,-8.6,-3.83,,-14.59,-21.17,-10.09,-20.09,-8.87,23.24,0.0,0.0,-1.52,,-11.71,-21.17,-10.09,-15.62,-6.76,23.85,0.0,0.0,-1.52,,-8.1,-15.37,-10.09,-13.86,-4.78,2447
2401300,26856,42643,38.64,33.52,-5.89,-5.45,-6.1,,-13.98,-13.68,-16.24,-24.35,-10.56,34.21,-5.89,-5.45,-5.42,,-12.88,-5.36,-16.24,-22.67,-9.71,35.01,0.0,-5.45,-4.01,,-10.65,-5.36,-14.0,-19.44,-7.93,6269
2401400,34618,37653,47.9,42.55,0.0,-17.95,-8.37,,-12.58,0.0,-22.18,-15.53,-9.65,44.23,0.0,-17.95,-3.69,,-9.64,0.0,-14.44,-12.3,-7.51,45.06,0.0,-17.95,-3.05,,-8.21,0.0,-14.44,-11.12,-7.51,10883
2401501,10061,28350,26.19,22.99,-8.05,-0.26,-13.81,,-10.17,-3.22,-19.88,-14.61,-5.65,23.93,-8.05,0.0,-5.46,,-9.17,-3.22,-16.87,-9.99,-4.94,24.63,-8.05,0.0,0.0,,-8.07,-3.1,-5.96,-8.87,-4.94,2436
2401601,9934,27988,26.2,22.99,-8.14,0.0,-13.87,,-10.14,-2.92,-19.95,-14.56,-5.64,23.94,-8.14,0.0,-5.49,,-9.16,-2.92,-16.96,-9.94,-4.95,24.64,-8.14,0.0,0.0,,-8.06,-2.92,-5.98,-8.84,-4.95,2707
2401700,18820,40661,31.64,25.76,-7.6,-15.17,-12.39,,-26.46,0.0,-22.89,-20.61,-22.23,26.4,-7.6,-7.45,-11.69,,-22.65,0.0,-20.97,-18.44,-20.5,27.01,-7.6,-7.45,-11.69,,-17.97,0.0,-17.1,-14.12,-16.68,4778
2500100,26909,30786,46.64,39.33,0.0,0.0,-3.19,,-15.62,-17.41,-10.47,-17.56,-12.08,40.64,0.0,0.0,-3.19,,-12.69,-17.41,-8.9,-13.51,-9.94,42.44,0.0,0.0,-3.19,,-9.09,-8.37,-8.9,-12.23,-9.94,11569
2500201,19254,26542,42.04,37.38,-3.86,-28.54,-28.28,0.0,-10.56,-12.38,-8.86,-17.58,-11.69,38.11,-3.86,-20.24,-12.15,0.0,-8.71,-1.08,-7.26,-15.85,-11.03,39.11,-3.86,-13.12,-12.15,0.0,-6.65,-1.08,-7.26,-11.26,-9.02,6307
2500301,18876,27078,41.08,36.88,-1.85,-24.02,-17.39,0.0,-10.33,-7.9,-11.52,-15.82,-10.21,37.38,-1.85,-15.46,-7.51,0.0,-9.02,-0.43,-8.99,-14.62,-9.9,38.0,-1.85,-11.14,-7.51,0.0,-7.64,-0.43,-8.99,-12.03,-8.91,4129
2500400,16,18,47.06,40.0,,,0.0,,-13.33,0.0,0.0,-12.5,-14.29,40.0,,,0.0,,-6.67,0.0,0.0,-12.5,-14.29,42.86,,,0.0,,-6.67,0.0,0.0,-12.5,-14.29,0
2500401,31615,30099,51.23,45.8,0.0,-35.36,-1.59,0.0,-9.3,-0.06,-4.96,-16.08,-7.46,46.57,0.0,-35.12,0.0,0.0,-7.62,0.0,-4.86,-12.73,-6.73,47.22,0.0,-35.12,0.0,0.0,-6.19,0.0,-3.67,-10.61,-4.79,10299
2500402,39954,17852,69.12,65.81,0.0,0.0,-3.45,,-5.49,-2.36,-4.01,-7.9,-2.64,66.17,0.0,0.0,-3.45,,-4.66,-2.36,-4.01,-7.62,-1.42,66.88,0.0,0.0,-2.9,,-3.28,-2.36,0.0,-4.78,-1.02,21668
2500403,25590,38971,39.64,35.46,-16.3,-4.18,0.0,0.0,-11.08,-7.72,-5.14,-16.25,-5.84,36.1,-16.3,-2.92,0.0,0.0,-9.33,-7.25,-4.63,-13.23,-5.84,36.62,-16.3,-2.92,0.0,0.0,-7.87,-7.25,-4.63,-10.72,-4.77,11287
2500501,16399,27606,37.27,33.27,-5.71,-20.55,-3.36,0.0,-10.32,-2.0,-13.61,-16.21,-5.66,34.09,-5.71,-19.48,-3.24,0.0,-7.91,-1.96,-13.61,-13.65,-5.66,34.36,-3.74,-19.48,-3.24,0.0,-7.11,-1.55,-13.61,-12.61,-5.58,5435
