puma22,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Percentage Eligible_120,difference_percentage_aian_120,difference_percentage_asian_120,difference_percentage_black_120,difference_percentage_nhpi_120,difference_percentage_white_120,difference_percentage_hispanic_120,difference_percentage_veteran_120,difference_percentage_elderly_120,difference_percentage_disability_120,Percentage Eligible_135,difference_percentage_aian_135,difference_percentage_asian_135,difference_percentage_black_135,difference_percentage_nhpi_135,difference_percentage_white_135,difference_percentage_hispanic_135,difference_percentage_veteran_135,difference_percentage_elderly_135,difference_percentage_disability_135,Percentage Eligible_150,difference_percentage_aian_150,difference_percentage_asian_150,difference_percentage_black_150,difference_percentage_nhpi_150,difference_percentage_white_150,difference_percentage_hispanic_150,difference_percentage_veteran_150,difference_percentage_elderly_150,difference_percentage_disability_150,Total Subscribers
1208500,25783,43382,37.28,28.06,-14.22,-18.54,-19.63,,-25.72,-7.25,-12.26,-28.1,-12.25,28.78,-14.22,-18.54,-19.63,,-23.58,-7.25,-10.42,-25.82,-11.2,30.18,0.0,-18.54,-11.36,,-20.19,-7.25,-10.42,-22.02,-9.61,3413
1208601,20213,18595,52.08,47.09,0.0,0.0,-16.97,,-9.15,-9.23,-18.73,-6.05,-3.18,48.19,0.0,0.0,-16.97,,-6.52,-6.97,-18.73,-4.19,-2.36,49.26,0.0,0.0,0.0,,-5.17,-5.8,0.0,-3.08,-1.57,6434
1208602,24199,11357,68.06,60.64,0.0,0.0,-11.36,,-7.24,-9.96,-13.41,-9.01,-7.38,63.43,0.0,0.0,-7.36,,-4.91,-6.87,-3.0,-5.85,-4.14,64.83,0.0,0.0,-4.95,,-4.86,-3.45,-3.0,-4.1,-0.72,11532
1208603,19809,16979,53.85,45.43,0.0,-22.98,-16.85,,-12.5,-12.09,0.0,-18.54,-6.84,47.29,0.0,-22.98,-12.06,,-10.08,-10.22,0.0,-13.79,-2.58,48.87,0.0,-11.02,-10.07,,-7.2,-7.19,0.0,-11.71,-1.79,7266
1208604,18284,20592,47.03,37.89,-21.73,-11.83,-20.34,,-20.02,-11.76,-29.79,-23.6,-7.49,38.8,-21.73,-11.83,-15.15,,-19.13,-10.24,-29.79,-20.54,-5.01,40.17,-21.73,-5.66,-14.95,,-15.56,-7.46,-29.79,-19.58,-4.46,2450
1208605,22401,14613,60.52,51.78,-27.97,-24.04,-16.46,,-11.15,-11.53,-6.52,-11.48,-8.41,53.04,-27.97,-24.04,-14.29,,-9.1,-9.66,-6.52,-9.64,-8.35,56.02,-27.97,-24.04,-8.32,,-6.99,-5.71,-6.52,-6.95,-4.53,9456
1208606,29634,10254,74.29,68.73,-22.22,-40.96,-8.8,,-7.81,-6.23,-18.1,-8.08,-6.98,69.03,0.0,-20.48,-8.8,,-6.97,-5.64,-18.1,-7.53,-6.66,69.45,0.0,-20.48,-8.8,,-5.7,-4.61,-18.1,-7.49,-6.66,17314
1208607,26439,11682,69.36,62.21,0.0,0.0,-3.81,,-10.96,-10.43,-21.11,-9.35,-6.62,62.85,0.0,0.0,-3.81,,-9.93,-9.49,-21.11,-9.19,-6.54,64.11,0.0,0.0,0.0,,-7.99,-7.74,-17.63,-7.07,-3.07,9105
1208608,17374,16029,52.01,44.81,-17.91,-21.72,-2.81,,-14.69,-13.89,-12.53,-13.2,-9.69,46.39,-8.96,-15.91,-2.81,,-11.33,-10.76,-12.53,-9.48,-7.31,47.55,-8.96,-15.91,-2.81,,-8.83,-8.65,-12.53,-8.52,-6.13,6613
1208609,29853,10510,73.96,68.12,-6.71,-19.91,-2.03,,-8.12,-7.83,-15.04,-6.61,-4.77,69.51,0.0,-9.5,-2.03,,-6.53,-5.99,-15.04,-4.3,-3.87,70.67,0.0,-9.5,-2.03,,-4.82,-4.37,-15.04,-3.2,-2.81,14512
1208610,17110,16323,51.18,43.86,-16.54,-19.7,-2.35,,-15.14,-14.38,-13.04,-13.43,-9.62,45.41,-9.77,-15.15,-2.35,,-11.76,-11.23,-13.04,-9.77,-7.34,46.68,-9.77,-15.15,-2.35,,-8.97,-8.91,-13.04,-8.71,-6.04,2693
1208611,27109,21339,55.95,48.33,-86.83,-35.68,-12.72,,-15.39,-11.52,-37.67,-6.42,-6.61,49.62,-86.83,-35.68,-7.58,,-15.3,-11.47,-23.35,-5.56,-6.09,50.39,-86.83,-35.68,-6.85,,-13.11,-9.6,-23.35,-4.24,-4.91,11491
1208612,19401,26578,42.2,33.92,-58.63,-35.07,-13.7,,-18.88,-16.18,-25.37,-14.25,-6.7,34.74,-58.63,-35.07,-12.03,,-16.83,-14.4,-24.97,-12.74,-6.41,36.77,-58.63,-35.07,-6.24,,-12.32,-9.04,-24.97,-10.2,-5.29,3358
1208613,36116,17376,67.52,61.45,-13.48,-14.65,-8.95,,-8.79,-8.94,-0.59,-4.56,-4.59,63.48,0.0,-14.04,-4.82,,-5.96,-5.92,-0.59,-3.57,-3.55,65.67,0.0,-14.04,-0.3,,-2.81,-2.65,-0.59,-1.87,-0.92,12570
1208614,19475,32040,37.8,28.87,,-26.9,-36.93,,-20.21,-20.65,0.0,-14.01,-9.42,30.36,,-22.42,-36.93,,-18.29,-15.8,0.0,-12.8,-9.42,32.65,,-22.42,-8.53,,-13.85,-8.13,0.0,-6.73,-7.79,3720
1208615,27992,14098,66.51,56.12,0.0,-2.35,-2.1,,-16.82,-15.34,0.0,-13.49,-2.14,57.9,0.0,-1.96,-2.1,,-13.99,-12.93,0.0,-10.37,-1.51,59.56,0.0,-1.96,-0.53,,-11.34,-10.4,0.0,-9.43,-1.49,8848
1208616,11534,28339,28.93,21.02,0.0,-9.15,-44.38,,-27.29,-23.59,-20.8,-24.68,-19.65,22.18,0.0,-9.15,-44.38,,-23.27,-19.41,-20.8,-19.03,-14.9,23.24,0.0,-9.15,-42.6,,-19.7,-17.63,-1.6,-14.05,-12.05,3312
1208617,17910,17936,49.96,43.06,0.0,-11.98,-21.7,,-13.95,-12.2,0.0,-7.16,-4.3,44.23,0.0,-11.98,-21.7,,-11.41,-9.55,0.0,-5.05,-2.59,46.1,0.0,0.0,-5.4,,-8.43,-7.36,0.0,-4.65,-2.59,5329
1208618,17031,16410,50.93,46.16,0.0,-55.08,0.0,,-9.7,-9.14,0.0,-10.33,-1.49,46.16,0.0,-55.08,0.0,,-9.7,-9.14,0.0,-10.33,-1.49,46.77,0.0,-55.08,0.0,,-8.41,-7.9,0.0,-8.66,-1.49,6090
1208619,16665,18324,47.63,39.38,-21.72,-16.8,0.0,,-18.01,-18.27,0.0,-16.94,-4.27,39.76,-21.72,-16.8,0.0,,-17.14,-17.57,0.0,-15.5,-4.27,40.39,-21.72,-16.8,0.0,,-15.71,-16.1,0.0,-14.53,-3.24,5451
1208620,16343,22585,41.98,34.69,,0.0,-15.3,,-18.58,-15.63,-44.63,-16.3,-23.46,36.63,,0.0,-15.3,,-13.65,-12.98,-44.63,-13.05,-18.73,38.03,,0.0,0.0,,-10.06,-10.12,-44.63,-10.86,-15.45,4141
1208621,21234,24830,46.1,37.71,-20.97,-11.47,-5.2,0.0,-19.63,-17.85,-7.29,-15.11,-8.22,39.25,-20.97,-11.47,-4.3,0.0,-15.99,-14.43,-7.29,-13.41,-6.85,41.23,-20.97,-11.47,-4.3,0.0,-10.81,-10.12,0.0,-7.63,-5.97,6492
1208622,25921,15940,61.92,55.68,-25.51,0.0,-4.31,0.0,-10.86,-10.47,-13.77,-9.01,-6.5,56.23,-24.15,0.0,-3.3,0.0,-9.87,-9.62,-13.0,-8.26,-5.91,57.78,-24.15,0.0,-3.3,0.0,-6.86,-6.73,-3.34,-4.77,-4.31,11087
1208623,18082,16720,51.96,45.08,-17.48,0.0,-1.84,,-12.19,-14.34,-26.79,-9.5,-8.08,45.16,-17.48,0.0,-1.34,,-12.09,-14.25,-26.79,-9.33,-7.86,46.78,-17.48,0.0,-1.34,,-8.55,-10.65,-9.81,-6.8,-7.2,7083
1208624,24825,10818,69.65,62.47,-7.73,-0.11,-8.79,0.0,-10.18,-9.86,-8.92,-6.92,-5.31,63.9,-0.44,-0.11,-8.35,0.0,-6.96,-7.25,-5.78,-5.44,-4.94,64.18,-0.22,-0.11,-8.35,0.0,-6.35,-6.7,-5.62,-5.39,-4.94,8956
1208625,18561,25887,41.76,35.13,-42.39,-8.65,-7.37,,-17.24,-13.74,-19.66,-20.12,-17.42,36.21,-42.39,-8.65,-7.37,,-14.04,-12.96,-16.97,-15.63,-11.96,36.86,-28.8,-8.65,-7.37,,-12.13,-12.61,-12.16,-13.25,-11.96,4593
1209101,15557,28576,35.25,27.22,-24.52,-18.91,-10.73,,-22.76,-28.45,-22.84,-18.97,-18.29,27.92,-24.52,-12.66,-10.73,,-20.82,-28.45,-20.84,-15.72,-15.2,28.52,-24.52,-7.65,-10.73,,-19.13,-26.83,-19.13,-14.87,-14.18,4980
1209102,14228,26136,35.25,27.22,-24.55,-18.94,-10.75,,-22.75,-28.48,-22.85,-18.96,-18.3,27.92,-24.55,-12.6,-10.75,,-20.81,-28.48,-20.84,-15.7,-15.19,28.52,-24.55,-7.6,-10.75,,-19.13,-26.81,-19.16,-14.86,-14.19,4398
1209501,25077,25681,49.41,42.68,-6.23,-15.25,-6.9,,-18.45,-8.04,-7.01,-14.71,-9.93,44.04,0.0,-15.25,-6.9,,-12.74,-7.41,-7.01,-14.26,-8.89,45.01,0.0,-15.25,-6.08,,-9.77,-6.89,-7.01,-9.71,-5.06,15449
1209502,21364,27650,43.59,36.41,-0.13,-11.71,-9.97,,-19.05,-14.8,-17.14,-13.52,-7.35,37.94,0.0,-11.71,-7.74,,-13.52,-14.8,-17.08,-11.19,-3.38,39.03,0.0,-11.71,-7.16,,-10.33,-12.35,-17.08,-8.71,0.0,9326
1209503,19512,41677,31.89,23.73,-94.7,-2.69,-43.39,,-23.28,-32.11,-37.97,-25.08,-2.6,25.7,-10.36,-2.69,-17.73,,-22.27,-18.07,-6.5,-24.69,-2.6,26.26,0.0,-2.69,-16.63,,-20.36,-16.94,-6.47,-24.65,-2.57,7052
1209504,32720,27894,53.98,45.96,-11.06,-16.41,-10.81,0.0,-19.68,-12.32,-7.54,-21.02,-12.43,47.47,-11.06,-13.98,-10.12,0.0,-16.12,-9.37,-7.51,-14.64,-8.66,49.2,-9.89,-13.93,-5.7,0.0,-13.01,-6.55,-7.47,-13.86,-7.83,22836
1209505,26440,31787,45.41,33.96,-46.59,-50.28,-21.18,,-26.18,-22.11,-25.17,-28.48,-19.57,35.63,-46.59,-50.28,-14.88,,-22.96,-17.8,-19.52,-23.24,-12.56,37.29,-46.59,-8.97,-5.67,,-20.74,-16.67,-5.14,-20.83,-11.36,14303
1209506,24872,15207,62.06,51.7,-27.6,-25.74,-13.16,,-19.58,-16.85,0.0,-13.11,-10.02,52.56,-27.6,-20.43,-12.33,,-17.84,-14.64,0.0,-13.11,-9.36,55.43,-27.6,-10.96,-10.22,,-13.74,-6.1,0.0,-7.34,-6.37,21568
1209507,22207,34218,39.36,33.73,-17.06,-15.7,-6.62,,-21.55,-12.83,-9.62,-22.71,-14.4,34.36,-17.06,-15.7,-6.62,,-18.33,-7.97,-9.62,-18.25,-12.99,35.61,-17.06,-8.22,-5.34,,-14.07,-7.13,-7.03,-11.43,-7.54,12145
1209508,22136,18715,54.19,43.44,-41.35,-17.87,-23.42,,-18.01,-17.06,-34.55,-29.45,-13.9,44.36,-41.35,-10.22,-23.42,,-17.14,-16.25,-26.15,-25.57,-11.86,46.62,0.0,-10.22,-16.91,,-12.32,-12.14,-23.91,-20.27,-6.21,8937
1209509,21020,25774,44.92,35.72,0.0,-22.97,-9.38,,-18.19,-19.98,-12.81,-20.53,-8.93,38.26,0.0,-10.53,-9.38,,-17.04,-13.5,-12.81,-11.97,-8.29,41.16,0.0,-10.53,-3.99,,-10.19,-5.42,-12.81,-9.01,-7.73,7206
1209510,22934,25504,47.35,39.07,0.0,-24.75,-5.52,,-17.96,-18.66,-15.56,-12.4,-1.56,39.86,0.0,-24.75,-5.52,,-16.47,-16.61,-15.56,-9.19,-0.61,40.65,0.0,-17.19,-5.52,,-14.47,-15.59,-9.0,-8.54,0.0,8382
1209701,18340,16658,52.4,44.2,-26.67,-30.98,-16.1,,-15.44,-12.81,-17.08,-18.11,-11.78,44.83,-26.67,-30.98,-12.19,,-14.68,-12.57,-17.08,-15.68,-11.27,46.25,-26.67,-27.26,-8.81,,-11.0,-11.09,-6.49,-13.18,-10.42,7356
1209702,14943,20098,42.64,35.34,0.0,0.0,-26.28,,-15.83,-11.64,-11.33,-11.84,-14.04,36.57,0.0,0.0,-26.28,,-11.73,-9.11,-7.63,-9.06,-14.04,37.46,0.0,0.0,-26.28,,-11.73,-5.95,-7.63,-4.05,-9.3,7589
1209703,30826,32184,48.92,41.04,-5.24,-25.69,-18.55,,-15.59,-12.45,-14.58,-16.2,-12.55,41.88,-5.24,-25.69,-15.56,,-13.53,-11.53,-13.0,-13.67,-12.2,43.11,-5.24,-22.64,-12.99,,-11.28,-9.54,-6.97,-10.4,-10.05,24232
1209901,12775,34782,26.86,22.55,0.0,-0.37,-2.13,,-16.94,-3.35,-19.18,-19.12,-14.09,22.81,0.0,-0.37,-1.42,,-15.93,-3.22,-16.36,-17.58,-12.95,23.21,0.0,-0.37,-1.06,,-14.37,-3.22,-16.36,-16.41,-12.9,1135
1209902,19019,35811,34.69,28.86,0.0,-11.54,-5.56,,-23.16,-16.71,-5.78,-22.54,-10.15,30.83,0.0,-11.54,-2.04,,-17.26,-10.26,-5.78,-13.66,-10.15,31.59,0.0,-5.06,-2.04,,-13.54,-8.62,-5.78,-12.49,-8.19,5682
1209903,35599,32565,52.23,44.27,-5.49,0.0,-11.07,,-19.32,-13.42,-24.58,-16.84,-9.4,45.55,-5.49,0.0,-9.18,,-16.74,-11.5,-24.58,-13.59,-6.61,47.43,-5.49,0.0,-7.11,,-11.71,-8.46,-24.58,-12.08,-5.66,9639
1209904,27709,20914,56.99,45.95,0.0,-7.62,-5.86,,-26.77,-20.61,-31.14,-21.15,-15.63,47.73,0.0,-7.62,-5.86,,-22.64,-16.69,-31.14,-16.65,-11.29,49.17,0.0,-7.62,-5.86,,-18.94,-14.43,-27.99,-12.33,-6.8,7224
1209905,24091,23103,51.05,41.51,-9.36,-33.01,-9.79,,-21.84,-17.31,-16.39,-19.89,-19.29,42.09,-9.36,-33.01,-8.92,,-20.39,-15.91,-16.39,-17.77,-17.75,43.95,-9.36,-23.02,-8.9,,-17.45,-11.41,-16.39,-14.68,-14.42,6410
1209906,27146,42617,38.91,29.12,-0.3,-1.03,-11.74,,-34.55,-24.26,-40.77,-33.51,-26.44,29.65,-0.3,-1.03,-10.98,,-32.81,-23.09,-40.34,-31.36,-25.16,30.66,-0.3,-0.77,-9.41,,-29.56,-19.17,-40.34,-28.48,-22.39,5889
1209907,24884,38079,39.52,29.79,0.0,0.0,-12.11,,-28.3,-14.55,-19.8,-30.17,-23.93,31.41,0.0,0.0,-7.69,,-24.24,-14.55,-14.88,-24.63,-19.89,33.24,0.0,0.0,-4.66,,-19.11,-13.37,-13.09,-18.31,-13.77,4218
1209908,15742,38907,28.81,23.48,-67.53,-16.53,-1.26,,-19.97,-23.71,-39.09,-25.92,-15.36,24.58,0.0,-5.86,-0.87,,-15.5,-19.76,-32.84,-22.82,-13.69,25.2,0.0,-5.86,-0.71,,-13.0,-19.67,-32.73,-17.89,-8.78,1274
1209909,16144,28872,35.86,26.53,-50.0,-10.61,-50.74,,-23.34,-32.83,-44.18,-24.18,-34.28,28.26,-50.0,-10.61,-41.98,,-19.23,-27.87,-44.18,-20.0,-24.32,29.27,-50.0,-10.61,-36.05,,-16.35,-21.51,-44.18,-19.12,-20.18,1517
1209910,10062,34799,22.43,17.35,-77.98,-0.21,-7.78,,-24.59,-11.64,-29.23,-27.93,-26.68,17.98,-77.98,-0.21,-7.71,,-21.35,-9.42,-15.72,-23.64,-22.35,19.04,-77.98,-0.21,-7.64,,-15.82,-9.42,-15.72,-16.31,-10.2,1660
1209911,23101,28933,44.4,35.88,-29.23,-40.32,-13.74,,-24.09,-8.21,-33.83,-29.66,-13.47,36.58,-29.23,-40.32,-11.95,,-22.61,-8.16,-26.33,-26.1,-12.8,38.11,-29.23,-40.18,-7.09,,-19.79,-8.15,-21.47,-19.44,-12.79,6278
1210101,23111,35701,39.3,32.13,-18.87,-27.91,-5.63,0.0,-19.27,-15.51,-15.46,-24.65,-12.24,34.33,-18.87,-18.02,-5.63,0.0,-13.06,-8.3,-10.1,-18.15,-10.35,35.37,-18.87,-8.35,-5.56,0.0,-10.22,-8.23,-10.07,-14.47,-9.6,11913
1210102,21636,28291,43.34,34.45,-21.43,-14.95,-1.15,0.0,-20.39,-11.52,-19.4,-27.5,-11.58,35.38,-21.22,-14.95,-1.15,0.0,-19.21,-4.49,-17.02,-25.88,-10.08,37.0,-21.22,-14.95,-0.51,0.0,-15.32,-4.02,-15.55,-20.03,-8.34,12060
1210103,32960,28298,53.81,42.41,-5.46,-7.7,-7.97,0.0,-21.27,-15.14,-31.36,-28.49,-12.91,43.07,-0.13,-7.7,-7.97,0.0,-19.95,-13.43,-29.89,-27.48,-12.17,46.43,-0.13,-7.7,-4.05,0.0,-14.86,-4.39,-25.66,-20.9,-9.66,19008
1210104,16680,43107,27.9,21.7,-37.0,-36.78,-22.28,0.0,-24.62,-17.43,-9.52,-26.42,-14.71,22.63,-37.0,-36.78,-21.96,0.0,-20.74,-17.34,-9.49,-20.16,-12.55,24.44,-37.0,-36.78,-15.04,0.0,-13.1,-10.27,-7.55,-14.39,-7.09,5975
1210301,16254,35732,31.27,23.7,0.0,-21.59,0.0,,-26.38,-2.35,-24.73,-28.37,-26.99,24.85,0.0,-21.59,0.0,,-22.34,0.0,-15.29,-23.27,-22.69,26.19,0.0,-21.59,0.0,,-17.68,0.0,-8.69,-16.75,-12.64,5201
1210302,19629,32904,37.37,27.05,-1.24,-12.71,-2.0,0.0,-28.23,-21.0,-22.77,-29.46,-18.1,29.36,-1.24,-12.71,-1.29,0.0,-21.76,-16.78,-17.85,-23.5,-14.99,31.0,0.0,-12.47,-0.47,0.0,-17.16,-16.48,-15.39,-18.88,-11.61,6136
1210303,19738,27595,41.7,32.61,-2.65,-28.75,-5.43,,-25.75,-10.52,-22.62,-25.3,-12.61,35.17,-2.65,-7.65,-3.94,,-18.76,-8.82,-22.58,-18.71,-11.12,36.33,0.0,-7.65,-3.94,,-15.27,-8.82,-22.58,-16.14,-9.01,11017
1210304,20646,29386,41.27,32.41,-45.45,-24.39,-3.92,,-24.41,-9.5,-34.84,-30.69,-21.7,34.24,-45.45,-24.39,-3.92,,-19.22,-9.45,-32.77,-24.99,-20.15,35.55,-45.45,-21.7,-3.92,,-15.49,-6.53,-30.92,-20.68,-15.56,11249
1210305,14606,34534,29.72,22.95,0.0,-7.03,-0.25,0.0,-24.97,-6.08,-20.33,-25.66,-21.64,24.79,0.0,-6.86,-0.25,0.0,-18.19,-6.08,-20.33,-20.11,-17.04,25.65,0.0,-6.86,-0.25,0.0,-15.02,-6.08,-17.97,-17.15,-15.0,6154
1210306,24322,26428,47.93,42.43,-7.43,-6.97,-6.0,,-12.56,-8.6,-8.74,-13.96,-3.65,43.55,0.0,-1.93,-6.0,,-10.0,-8.6,-7.71,-11.66,-2.1,45.14,0.0,-1.93,-6.0,,-6.05,-8.6,-7.71,-7.05,-1.07,13235
1210307,26540,45851,36.66,29.99,-26.6,-16.34,-6.54,,-22.81,-16.33,-22.44,-19.79,-12.7,30.85,-14.81,-16.34,-5.53,,-20.06,-16.33,-19.52,-16.78,-11.77,32.53,0.0,-12.64,-4.44,,-13.65,-8.54,-16.47,-12.85,-8.18,17339
1210308,16567,30058,35.53,27.14,-4.17,-36.13,-22.65,,-22.76,-19.9,-18.7,-21.56,-15.28,27.48,-4.17,-36.13,-22.65,,-21.64,-19.9,-18.7,-20.43,-14.42,28.88,-4.17,-26.63,-20.31,,-17.6,-19.9,-14.02,-17.34,-12.07,9068
1210501,21312,19190,52.62,42.49,-23.49,-28.84,-18.16,,-20.52,-9.98,-15.04,-23.6,-17.45,43.76,-23.49,-28.84,-14.93,,-17.31,-9.98,-15.04,-21.33,-15.18,45.09,-23.49,-28.84,-11.49,,-14.68,-9.04,-11.92,-18.26,-12.93,17969
1210502,34093,34578,49.65,39.63,-1.49,0.0,-20.42,,-17.62,-17.39,-15.19,-23.98,-17.2,41.12,-1.49,0.0,-13.86,,-15.3,-15.91,-14.49,-19.23,-13.63,43.88,-1.49,0.0,-10.02,,-8.81,-13.74,-5.53,-12.08,-6.98,23830
1210503,24201,34634,41.13,35.56,0.0,0.0,-7.11,,-14.52,-9.38,-16.86,-16.1,-17.3,36.16,0.0,0.0,-7.11,,-12.55,-8.91,-16.86,-14.37,-15.63,37.86,0.0,0.0,-4.31,,-10.36,-1.8,-16.86,-12.51,-11.3,12753
1210504,33227,27629,54.6,44.76,-13.33,-25.95,-17.25,,-16.12,-13.25,-31.79,-24.99,-16.03,47.74,-13.33,-25.95,-7.56,,-12.35,-12.42,-14.67,-15.52,-11.75,48.53,-8.65,-25.95,-7.04,,-10.4,-10.69,-14.67,-13.79,-10.05,15238
1210505,24622,22987,51.72,41.62,-19.0,-24.37,-18.76,,-19.72,-13.59,-15.1,-23.71,-17.39,42.96,-19.0,-24.37,-14.64,,-16.76,-12.86,-14.92,-20.73,-14.82,44.72,-19.0,-24.37,-11.07,,-13.06,-11.34,-10.49,-16.52,-11.56,9847
1210799,22153,21566,50.67,41.46,-20.34,-3.0,-2.8,,-20.06,-14.64,-32.1,-22.09,-17.61,42.19,-20.34,-3.0,-2.24,,-18.51,-14.64,-30.2,-19.67,-15.86,43.11,-20.34,-3.0,-2.24,,-16.75,-11.3,-24.26,-16.93,-14.62,9661
1210902,9385,31192,23.13,18.04,0.0,0.0,-8.15,,-23.72,-29.87,-13.0,-21.06,-9.15,18.61,0.0,0.0,-8.15,,-20.91,-26.61,-13.0,-18.04,-6.88,19.37,0.0,0.0,-8.15,,-17.23,0.0,-8.51,-17.47,-5.41,820
1210903,12631,41978,23.13,18.04,0.0,0.0,-8.12,,-23.72,-29.98,-13.0,-21.04,-9.17,18.61,0.0,0.0,-8.12,,-20.91,-26.65,-13.0,-18.03,-6.89,19.37,0.0,0.0,-8.12,,-17.23,0.0,-8.55,-17.47,-5.41,2940
1211101,21480,22178,49.2,39.56,-10.09,-23.82,-8.47,0.0,-23.36,-14.14,-26.9,-28.38,-13.01,40.99,-2.7,-4.7,-7.0,0.0,-20.12,-11.28,-18.49,-25.03,-8.43,42.83,0.0,-1.25,-3.43,0.0,-16.34,-11.0,-16.81,-19.85,-5.63,7681
1211102,17263,23959,41.88,33.65,-16.5,-20.19,-12.28,0.0,-22.22,-17.52,-36.12,-25.9,-14.37,34.86,-14.05,-16.2,-10.26,0.0,-19.14,-13.09,-31.08,-22.95,-11.46,37.12,0.0,-4.46,-4.27,0.0,-13.89,-11.92,-23.74,-15.94,-6.18,5546
1211103,18036,28475,38.78,31.14,-19.33,-19.26,-15.04,,-21.67,-18.8,-39.49,-24.56,-15.01,32.26,-19.33,-19.26,-12.63,,-18.64,-13.79,-35.72,-21.82,-12.85,34.7,0.0,-5.19,-4.87,,-12.69,-12.25,-26.28,-13.84,-6.44,3597
1211300,21453,50269,29.91,23.27,-21.72,-8.76,-16.63,0.0,-23.1,-5.09,-16.99,-22.98,-12.95,24.47,-20.22,-8.76,-16.63,0.0,-19.38,0.0,-14.74,-17.34,-9.3,26.03,-20.22,-8.76,0.0,0.0,-14.16,0.0,-13.37,-12.71,-8.25,6094
1211501,19664,41489,32.16,23.05,-17.31,-46.14,-18.12,,-29.47,-24.93,-29.99,-28.69,-21.31,24.02,-17.31,-41.13,-18.12,,-26.07,-22.54,-26.88,-26.14,-20.41,25.26,-17.31,-41.13,-13.67,,-22.35,-22.54,-24.94,-22.47,-18.0,4385
1211502,20129,50529,28.49,20.68,0.0,-25.13,-11.66,,-27.29,-6.67,-29.33,-27.34,-24.36,22.23,0.0,-25.13,0.0,,-21.74,-6.67,-22.52,-22.42,-23.18,23.22,0.0,-25.13,0.0,,-18.15,-6.67,-13.58,-18.79,-17.61,2121
1211503,24029,48179,33.28,25.39,-41.52,0.0,0.0,,-24.71,-3.24,-37.15,-28.8,-15.8,26.99,-41.52,0.0,0.0,,-19.64,-3.24,-22.87,-22.97,-12.35,28.14,-23.1,0.0,0.0,,-16.34,-3.24,-18.03,-19.38,-9.41,3641
1211701,13953,34425,28.84,24.74,0.0,-15.19,-1.38,,-18.06,-14.89,-21.99,-15.94,-17.38,25.77,0.0,-9.78,-1.38,,-12.99,-6.51,-16.75,-13.34,-17.38,26.45,0.0,-9.78,-1.38,,-11.22,-3.28,-16.75,-10.11,-13.11,10114
1211702,20326,26699,43.22,30.5,-27.1,-30.69,-20.38,,-34.09,-29.37,-46.68,-30.92,-26.0,32.0,-27.1,-30.69,-19.36,,-30.18,-27.37,-45.38,-25.48,-20.38,33.67,-27.1,-30.69,-18.28,,-25.62,-21.65,-45.38,-22.81,-19.78,9879
1211703,19911,27483,42.01,32.17,-0.49,-0.17,-3.07,0.0,-26.82,-20.5,-38.65,-27.0,-10.95,33.26,-0.49,0.0,-3.07,0.0,-23.67,-16.76,-36.1,-22.73,-10.95,35.09,0.0,0.0,-3.05,0.0,-18.32,-13.78,-28.37,-16.05,-9.28,10361
1211704,10949,34329,24.18,19.3,-0.76,-6.11,-35.25,,-14.56,-38.79,-15.92,-24.6,-17.74,20.39,-0.76,-5.99,-24.22,,-11.75,-26.08,-15.92,-23.61,-13.24,21.06,0.0,-5.99,-24.18,,-7.55,-17.42,-0.14,-21.89,-11.61,5550
1211900,20914,43140,32.65,21.92,-14.35,-12.3,-34.05,,-31.89,-17.98,-28.78,-36.06,-15.86,22.74,-4.71,-12.3,-30.14,,-29.71,-15.65,-26.97,-32.8,-13.58,23.35,-4.71,-9.52,-27.53,,-27.48,-12.88,-24.41,-30.8,-13.35,5101
1212701,23605,29588,44.38,35.77,0.0,0.0,-6.99,,-24.71,-7.83,-25.22,-28.84,-19.77,37.46,0.0,0.0,0.0,,-19.56,-4.56,-12.79,-22.09,-16.55,39.13,0.0,0.0,0.0,,-15.62,-1.3,-8.5,-14.93,-12.49,11727
1212702,33674,35443,48.72,40.44,0.0,-4.39,-12.52,,-20.1,-14.18,-14.8,-20.73,-14.63,42.04,0.0,-4.22,-11.91,,-15.62,-9.77,-14.77,-16.07,-11.22,43.78,0.0,0.0,-10.59,,-10.82,-6.22,-11.11,-11.59,-9.14,18668
1212703,31652,37697,45.64,36.86,-4.98,-8.76,-6.8,,-20.77,-15.18,-17.96,-27.9,-20.08,37.51,-4.98,-8.76,-6.8,,-19.22,-15.18,-17.96,-25.82,-18.61,39.18,-4.98,-8.76,-2.68,,-15.57,-7.7,-15.72,-21.41,-15.52,12127
1212704,22461,30311,42.56,31.11,0.0,-30.77,-7.12,,-29.38,-19.07,-26.45,-27.47,-19.56,33.79,0.0,-30.77,-4.79,,-22.09,-16.2,-11.02,-16.55,-14.85,35.41,0.0,-30.77,-4.79,,-18.93,-11.87,-2.68,-14.15,-11.08,11331
1300100,31666,37542,45.75,34.69,-20.38,-5.54,-21.4,,-24.16,-44.82,-31.97,-24.38,-21.71,36.23,-15.74,-5.54,-18.84,,-20.87,-44.82,-25.54,-21.78,-17.13,37.89,-15.74,-5.54,-18.84,,-17.07,-44.82,-21.73,-18.33,-13.22,11635
1300200,17800,17946,49.8,38.76,0.0,-14.52,-14.07,0.0,-25.24,-12.43,-7.83,-29.16,-11.3,40.4,0.0,-14.52,-14.07,0.0,-21.09,-10.92,-7.83,-24.27,-10.21,42.5,0.0,0.0,-14.07,0.0,-16.18,-10.05,-7.83,-18.74,-10.21,8325
