county,Percentage Eligible,Current Percentage Eligible,difference_percentage_aian,difference_percentage_asian,difference_percentage_black,difference_percentage_nhpi,difference_percentage_white,difference_percentage_hispanic,difference_percentage_veteran,difference_percentage_elderly,difference_percentage_disability,rural
08011,45.5,52.64,-7.95,0.0,0.0,-2.86,-13.9,-8.41,-4.35,-16.02,-7.96,1
08013,25.5,30.32,-15.35,-7.32,0.0,0.0,-16.64,-15.57,-14.2,-20.25,-12.59,0
08014,18.34,21.7,-13.51,-2.98,0.0,0.0,-17.74,-22.8,-16.47,-14.88,-9.9,0
08015,32.39,43.42,-35.51,-20.37,0.0,0.0,-25.61,-22.25,-14.16,-30.8,-14.58,1
08017,33.89,40.85,-20.0,0.0,-5.26,-100.0,-17.44,-12.68,-10.0,-19.35,-14.81,1
08019,18.92,23.2,0.0,-13.64,0.0,,-18.96,-5.71,0.0,-19.84,-18.21,1
08021,45.51,52.63,-7.54,0.0,0.0,-2.17,-13.96,-8.38,-4.37,-16.1,-8.03,1
08023,45.51,52.62,-7.53,0.0,0.0,0.0,-13.92,-8.57,-4.65,-16.18,-8.06,1
08025,33.88,40.84,-17.65,0.0,-3.12,-100.0,-17.51,-12.4,-9.71,-19.52,-14.18,1
08027,32.4,43.4,-34.62,-23.08,-11.11,0.0,-25.57,-22.47,-13.94,-30.71,-14.37,1
08029,39.57,52.25,0.0,0.0,-41.07,,-24.59,-22.81,-23.47,-32.91,-18.71,1
08031,31.9,37.18,-9.12,-18.78,-5.83,-40.73,-15.77,-10.93,-10.8,-15.5,-10.09,0
08033,34.32,42.9,-17.54,-28.57,0.0,0.0,-19.23,-12.64,-15.69,-30.18,-16.67,1
08035,14.85,17.84,-11.4,-5.66,-19.81,,-17.22,-10.48,-17.86,-18.59,-10.89,0
08037,21.7,28.88,,0.0,,,-25.88,-17.52,-39.87,-31.82,-5.82,1
08039,33.88,40.86,-16.59,0.0,-2.85,-100.0,-17.52,-12.49,-9.51,-19.52,-14.21,1
08041,30.12,35.38,-11.66,-18.4,-8.45,-77.78,-16.17,-8.1,-18.63,-18.27,-5.02,0
08043,32.4,43.42,-35.69,-20.0,-1.14,0.0,-25.6,-22.3,-14.24,-30.83,-14.6,1
08045,33.06,38.74,-18.08,-54.12,0.0,0.0,-13.56,-15.49,-20.86,-16.2,-23.11,1
08047,18.92,23.19,0.0,-14.29,0.0,,-18.98,-4.65,0.0,-19.67,-18.04,1
08049,21.7,28.89,,0.0,,,-25.86,-17.57,-39.73,-31.86,-5.9,1
08051,34.31,42.92,-17.7,-29.29,0.0,0.0,-19.32,-12.54,-15.82,-29.75,-16.87,1
08053,34.4,42.86,-15.79,-40.0,0.0,0.0,-19.7,-10.34,-11.76,-29.82,-17.95,1
08055,32.4,43.43,-35.14,-21.05,0.0,0.0,-25.61,-22.48,-14.17,-30.9,-14.64,1
08057,21.74,28.91,,,,,-25.71,-19.44,-40.0,-32.69,-5.56,1
08059,25.29,30.31,-9.77,-10.94,-16.21,0.0,-17.4,-13.89,-15.36,-21.62,-13.25,0
08061,33.82,40.88,-16.67,0.0,-6.25,-100.0,-17.37,-11.86,-8.0,-19.61,-13.43,1
08063,33.89,40.86,-18.03,0.0,-2.63,-100.0,-17.5,-12.46,-9.76,-19.48,-14.29,1
08065,32.38,43.41,-36.59,-20.0,0.0,0.0,-25.58,-22.06,-14.18,-30.84,-14.56,1
08067,34.32,42.92,-17.88,-29.54,0.0,0.0,-19.35,-12.59,-15.96,-29.81,-16.82,1
08069,26.57,32.89,-4.66,-18.97,-8.12,0.0,-20.13,-9.31,-23.24,-22.7,-16.89,0
08071,45.5,52.64,-7.47,0.0,0.0,-1.12,-13.96,-8.42,-4.48,-16.04,-8.11,1
08073,33.88,40.85,-18.37,0.0,-3.28,-100.0,-17.52,-12.5,-9.18,-19.6,-14.39,1
08075,33.89,40.86,-16.85,0.0,-3.02,-100.0,-17.52,-12.4,-9.38,-19.52,-14.21,1
08077,36.42,43.28,0.0,-33.49,-13.23,,-15.66,-10.05,-8.77,-18.74,-11.67,0
08079,45.62,52.52,-8.7,0.0,0.0,0.0,-13.94,-8.65,-4.76,-15.69,-8.16,1
08081,33.06,38.75,-18.48,-55.56,0.0,0.0,-13.54,-15.48,-20.68,-16.19,-23.13,1
08083,34.32,42.92,-17.84,-29.8,0.0,0.0,-19.35,-12.56,-15.96,-29.81,-16.81,1
08085,39.57,52.25,0.0,0.0,-41.18,,-24.6,-22.75,-23.4,-32.94,-18.71,1
08087,33.88,40.86,-17.2,0.0,-2.87,-100.0,-17.51,-12.45,-9.5,-19.51,-14.2,1
08089,45.51,52.64,-7.62,0.0,0.0,-1.74,-13.97,-8.43,-4.37,-16.06,-8.05,1
08091,39.56,52.24,0.0,0.0,-41.18,,-24.56,-22.64,-22.97,-32.96,-18.54,1
08093,32.39,43.42,-36.46,-20.83,0.0,0.0,-25.62,-22.34,-14.08,-30.79,-14.63,1
08095,33.88,40.84,-17.95,0.0,-4.08,-100.0,-17.46,-12.43,-10.13,-19.57,-14.22,1
08097,21.7,28.89,,0.0,,,-25.89,-17.49,-39.92,-31.9,-6.0,1
08099,45.51,52.64,-7.5,0.0,0.0,-1.35,-13.96,-8.4,-4.42,-16.07,-8.07,1
08101,47.46,54.3,-8.87,-23.55,-4.72,0.0,-12.86,-8.21,-14.81,-18.49,-10.82,0
08103,33.07,38.74,-17.78,-55.56,0.0,0.0,-13.57,-15.41,-20.61,-16.12,-23.1,1
08105,45.51,52.63,-7.47,0.0,0.0,-1.41,-13.93,-8.38,-4.59,-16.06,-8.09,1
08107,33.06,38.74,-18.6,-52.94,0.0,0.0,-13.57,-15.44,-20.88,-16.16,-23.08,1
08109,45.5,52.63,-7.65,0.0,0.0,0.0,-13.97,-8.38,-4.49,-16.05,-8.15,1
08111,34.42,42.86,-17.65,-25.0,0.0,0.0,-19.49,-11.54,-18.75,-29.41,-17.14,1
08113,39.57,52.25,0.0,0.0,-41.38,,-24.59,-22.79,-23.58,-32.85,-18.64,1
08115,33.88,40.9,-19.05,0.0,-3.85,-100.0,-17.46,-12.24,-9.52,-19.88,-14.29,1
08117,21.7,28.89,,0.0,,,-25.88,-17.52,-39.95,-31.82,-5.85,1
08119,32.26,39.18,0.0,-24.52,-5.91,,-18.07,-3.92,-28.95,-24.66,-8.26,1
08121,33.88,40.84,-17.07,0.0,-3.85,-100.0,-17.58,-12.69,-8.43,-19.35,-13.9,1
08123,34.52,40.14,-7.91,-13.29,-15.52,-19.35,-14.29,-10.47,-15.89,-16.38,-10.63,0
08125,33.88,40.86,-17.44,0.0,-3.7,-100.0,-17.56,-12.5,-9.25,-19.61,-14.22,1
09001,33.26,36.86,-0.42,-14.81,-8.82,,-11.21,-5.27,-15.61,-12.08,-6.79,0
09003,36.31,40.49,-13.7,-5.37,-7.2,0.0,-11.9,-7.89,-12.37,-12.11,-6.72,0
09005,30.83,35.08,0.0,-19.49,-6.06,0.0,-12.22,-3.3,-13.54,-14.6,-6.66,0
09007,23.31,29.33,-1.28,-14.78,-11.24,,-19.59,-25.57,-33.97,-21.09,-12.11,0
09009,39.71,43.83,-10.27,-5.51,-7.07,0.0,-10.71,-5.08,-9.72,-11.31,-5.27,0
09011,36.7,41.08,-14.54,-4.86,-9.77,0.0,-11.2,-10.86,-10.88,-12.57,-7.5,0
09013,33.06,40.14,-11.99,-3.55,-7.82,,-19.08,-21.32,-18.64,-11.84,-7.64,0
09015,41.21,47.18,-3.87,-7.24,-2.26,0.0,-13.18,-9.54,-9.28,-17.0,-11.03,0
10001,37.04,44.21,-3.01,-46.0,-8.97,,-18.32,-4.09,-18.16,-22.36,-15.89,0
10003,29.92,34.96,-12.41,-2.65,-10.02,,-17.72,-8.99,-14.63,-20.1,-11.85,0
10005,34.41,40.6,-1.07,-9.76,-4.73,,-18.04,-7.02,-25.9,-23.77,-13.53,1
12001,33.86,42.94,-17.47,-7.09,-12.13,,-24.35,-12.06,-24.07,-27.26,-20.26,0
12003,36.07,40.94,0.0,-62.64,-12.05,,-10.1,0.0,-18.89,-18.78,-16.09,1
12005,33.88,43.67,-24.82,-15.8,-18.13,0.0,-23.67,-11.76,-17.69,-21.89,-17.58,0
12007,42.57,52.25,-7.03,-8.22,-11.9,-100.0,-18.82,-2.41,-22.59,-27.8,-13.5,1
12009,32.25,40.37,-13.64,-22.4,-16.61,0.0,-21.06,-17.49,-18.58,-23.15,-12.97,0
12011,36.45,43.94,-22.27,-14.71,-14.64,0.0,-18.87,-15.66,-19.24,-18.19,-13.08,0
12013,42.99,51.06,-12.0,-66.67,-7.85,,-20.51,-23.2,-28.39,-19.47,-14.18,1
12015,30.6,40.08,-8.12,0.0,-30.97,,-23.09,-22.5,-25.09,-29.23,-20.01,0
12017,33.37,44.63,-36.79,0.0,-52.07,,-24.64,-18.08,-26.16,-30.69,-14.51,1
12019,28.96,37.25,-29.98,-40.73,-13.41,0.0,-21.06,-10.23,-34.08,-21.4,-13.96,0
12021,25.6,33.38,-45.81,-5.22,-24.36,,-24.61,-12.05,-24.6,-27.58,-15.89,0
12023,42.56,52.24,-7.01,-7.82,-11.83,-100.0,-18.8,-2.54,-22.61,-27.78,-13.51,1
12027,46.96,55.13,-2.51,-25.37,-6.63,,-16.46,-8.31,-21.04,-20.25,-15.01,0
12029,42.56,52.24,-7.12,-6.98,-11.93,-100.0,-18.82,-2.44,-22.59,-27.73,-13.53,1
12031,35.99,44.03,-11.06,-14.97,-14.36,-14.21,-19.95,-24.94,-21.55,-20.52,-12.32,0
12033,37.8,46.04,-9.16,-16.66,-12.96,0.0,-19.6,-24.25,-15.81,-16.66,-13.71,0
12035,27.9,36.53,0.0,-4.63,-21.64,,-24.0,-14.25,-19.85,-26.68,-12.27,0
12037,42.99,51.05,-13.04,-60.0,-7.91,,-20.45,-23.16,-28.37,-19.46,-14.23,1
12039,43.0,51.05,-12.4,-61.11,-7.85,,-20.5,-22.99,-28.59,-19.45,-14.16,0
12041,42.56,52.24,-7.01,-8.7,-11.81,-100.0,-18.81,-2.54,-22.66,-27.78,-13.52,1
12043,50.84,62.36,-8.33,0.0,-17.72,0.0,-19.19,-8.91,-29.73,-22.78,-14.62,1
12045,42.99,51.05,-12.82,-66.67,-7.85,,-20.5,-22.89,-28.86,-19.45,-14.16,1
12047,46.47,57.13,-6.12,0.0,-7.37,,-22.97,-11.3,-28.18,-22.77,-20.91,1
12049,46.95,55.13,-2.81,-24.0,-6.59,,-16.46,-8.28,-21.08,-20.26,-14.99,1
12051,50.84,62.36,-9.18,0.0,-17.28,0.0,-19.17,-8.96,-29.65,-22.79,-14.58,1
12053,35.84,45.95,-11.2,0.0,-19.18,,-24.33,-19.51,-23.19,-26.55,-19.42,0
12055,47.33,55.83,-3.33,-15.31,-7.06,0.0,-16.78,-8.38,-22.14,-20.5,-14.96,1
12057,33.57,40.11,-12.5,-9.38,-16.21,0.0,-16.82,-11.86,-19.28,-18.29,-11.16,0
12059,33.88,43.67,-24.37,-15.74,-18.12,0.0,-23.66,-11.76,-17.61,-21.9,-17.58,1
12061,28.09,36.66,-4.91,-27.57,-20.05,,-23.23,-11.15,-26.83,-26.53,-14.81,0
12063,42.99,51.06,-12.64,-65.0,-7.82,,-20.48,-22.92,-28.57,-19.44,-14.18,1
12065,43.0,51.05,-12.5,-66.67,-7.78,,-20.47,-22.82,-28.69,-19.47,-14.2,1
12067,46.47,57.12,-6.9,0.0,-7.18,,-22.99,-10.71,-28.11,-22.81,-20.95,1
12069,28.38,36.71,-15.57,-34.75,-22.38,0.0,-22.31,-19.14,-23.78,-25.4,-12.69,0
12071,31.9,40.86,-19.34,-13.89,-9.03,0.0,-23.23,-14.15,-16.05,-25.91,-14.13,0
12073,32.97,43.6,-23.76,-33.46,-23.32,,-23.61,-18.2,-20.31,-17.35,-10.8,0
12075,42.57,52.24,-7.02,-7.27,-11.87,-100.0,-18.8,-2.54,-22.62,-27.79,-13.51,1
12077,42.99,51.06,-11.36,-66.67,-7.87,,-20.49,-23.01,-28.26,-19.41,-14.17,1
12079,46.47,57.12,-6.35,0.0,-7.27,,-22.98,-10.78,-28.27,-22.81,-20.94,1
12081,25.16,32.86,-53.09,-22.43,-14.29,,-24.08,-18.58,-26.19,-25.23,-15.44,0
12083,35.08,45.54,-2.55,-29.16,-19.64,,-22.81,-11.73,-21.21,-27.86,-18.52,0
12085,28.06,37.28,-14.22,-18.54,-19.63,,-25.72,-7.25,-12.26,-28.1,-12.25,0
12086,47.38,54.77,-19.97,-12.88,-11.53,0.0,-13.75,-12.45,-15.96,-11.24,-6.86,0
12087,35.13,41.76,-42.19,-8.48,-7.34,,-17.23,-13.73,-19.67,-20.13,-17.42,0
12089,36.07,40.94,0.0,-62.84,-12.05,,-10.08,0.0,-18.93,-18.78,-16.11,1
12091,27.22,35.25,-24.53,-18.93,-10.74,,-22.75,-28.46,-22.85,-18.96,-18.3,0
12093,50.84,62.36,-8.67,-0.24,-17.09,0.0,-19.17,-8.95,-29.62,-22.8,-14.57,1
12095,38.02,46.5,-26.93,-18.76,-13.2,0.0,-20.32,-17.43,-17.44,-19.75,-10.28,0
12097,40.37,48.18,-4.02,-24.2,-19.18,,-15.62,-12.37,-14.14,-15.76,-12.71,0
12099,31.72,39.67,-20.17,-11.9,-11.02,,-24.22,-17.37,-25.59,-24.85,-18.31,0
12101,32.66,41.08,-18.42,-25.43,-9.07,0.0,-21.14,-15.19,-19.66,-27.01,-12.67,0
12103,29.79,37.62,-9.12,-17.43,-7.75,0.0,-23.17,-11.61,-21.17,-24.2,-15.77,0
12105,40.65,49.72,-11.57,-15.17,-17.7,,-17.51,-13.54,-19.84,-22.79,-16.97,0
12107,41.46,50.67,-20.5,-2.9,-2.82,,-20.06,-14.64,-32.09,-22.08,-17.61,1
12109,20.96,26.57,-11.84,-1.16,-6.1,,-22.88,-26.19,-17.82,-21.35,-11.82,0
12111,34.72,43.21,-15.21,-20.7,-11.37,0.0,-22.45,-16.94,-34.57,-26.41,-14.12,0
12113,23.27,29.91,-21.72,-8.76,-16.63,0.0,-23.1,-5.09,-16.99,-22.98,-12.95,0
12115,23.06,31.28,-18.45,-17.64,-14.3,,-26.92,-14.5,-33.67,-28.33,-19.95,0
12117,26.74,34.63,-17.0,-11.92,-13.16,0.0,-25.54,-24.82,-35.62,-25.96,-19.05,0
12119,21.92,32.65,-14.35,-12.3,-34.05,,-31.89,-17.98,-28.78,-36.06,-15.86,0
12121,46.47,57.12,-5.3,0.0,-7.27,,-22.96,-10.81,-28.1,-22.78,-20.93,1
12123,46.47,57.12,-5.26,0.0,-7.34,,-22.94,-10.78,-28.17,-22.77,-20.9,1
12125,42.57,52.25,-7.04,-9.52,-11.71,-100.0,-18.81,-2.54,-22.55,-27.77,-13.51,1
12127,36.39,45.57,-2.59,-6.96,-9.8,,-22.94,-14.45,-20.54,-25.84,-18.38,0
12129,42.99,51.05,-12.37,-64.29,-7.82,,-20.49,-22.96,-28.6,-19.46,-14.17,1
12131,33.88,43.67,-24.74,-15.87,-18.12,0.0,-23.67,-11.73,-17.71,-21.88,-17.57,1
12133,33.87,43.67,-24.8,-15.75,-18.1,0.0,-23.67,-11.64,-17.68,-21.91,-17.56,1
13001,50.54,59.59,-44.29,-12.5,-9.03,,-19.01,-2.38,-33.57,-18.71,-12.99,1
13003,46.66,56.89,-14.55,-13.33,-8.59,,-21.29,-22.12,-26.54,-22.48,-9.12,1
13005,46.65,56.88,-13.7,-10.0,-8.66,,-21.25,-22.37,-26.41,-22.51,-9.08,1
13007,51.51,60.62,0.0,0.0,-13.25,,-17.73,-7.14,-37.7,-18.32,-10.99,1
13009,39.39,47.65,0.0,0.0,-13.73,,-19.22,0.0,-26.11,-18.66,-10.2,1
13011,39.32,50.19,-5.52,-5.45,-14.2,0.0,-22.57,-25.62,-26.88,-22.99,-16.33,1
13013,37.87,43.46,-13.5,-3.74,-6.09,,-13.92,-4.88,-17.78,-19.46,-9.53,0
13015,28.06,37.03,-30.17,-39.21,-11.98,,-24.76,-8.67,-14.03,-40.09,-13.08,0
13017,47.29,56.95,0.0,0.0,-13.63,-100.0,-18.67,-5.5,-39.79,-21.82,-13.91,1
13019,47.28,56.95,0.0,0.0,-13.58,-100.0,-18.69,-5.69,-39.71,-21.8,-13.82,1
13021,45.11,51.15,-3.73,-19.7,-7.89,,-18.0,-29.22,-7.52,-10.52,-5.24,0
13023,52.1,60.52,-8.4,-60.0,-7.18,,-18.05,-4.82,-13.6,-14.73,-10.04,1
13025,46.65,56.89,-14.29,-12.12,-8.73,,-21.29,-22.36,-26.52,-22.47,-9.13,1
13027,47.28,56.95,0.0,0.0,-13.57,-100.0,-18.66,-5.79,-39.78,-21.79,-13.94,0
13029,38.37,48.38,-45.79,-25.53,-12.04,0.0,-24.44,-31.03,-26.77,-16.35,-21.72,0
13031,39.08,48.51,-7.63,-32.12,-10.1,-100.0,-24.55,-17.56,-20.66,-17.31,-7.0,0
13033,44.69,55.22,-0.93,-100.0,-15.2,,-23.29,-67.86,-13.48,-21.58,-16.3,1
13035,39.37,48.24,-6.52,-54.29,-15.68,,-18.97,-19.91,-16.97,-17.55,-14.43,1
13037,51.51,60.62,0.0,0.0,-13.22,,-17.76,-9.09,-37.29,-18.31,-10.81,1
13039,33.57,43.24,-7.35,-78.83,-30.75,,-19.19,-1.37,-22.34,-23.94,-10.97,1
13043,52.1,60.52,-8.65,-50.0,-7.13,,-18.09,-4.17,-13.84,-14.69,-10.01,1
13045,39.04,43.46,-5.15,0.0,-7.98,,-10.68,-3.99,-0.73,-18.43,-9.49,0
13047,34.69,45.76,-20.38,-5.93,-21.45,,-24.17,-44.71,-31.96,-24.37,-21.71,0
13049,46.64,56.89,-13.41,-13.04,-8.78,,-21.28,-22.22,-26.33,-22.42,-9.16,1
13051,34.87,43.15,-43.02,-9.12,-14.85,,-25.41,-29.06,-21.65,-18.26,-15.3,0
13053,40.9,48.66,-15.79,-20.0,-14.32,0.0,-19.69,-10.91,-17.78,-16.85,-12.61,0
13055,34.69,45.75,-20.51,-4.65,-21.35,,-24.15,-45.03,-31.94,-24.34,-21.71,1
13057,19.12,24.31,-20.83,-43.24,-19.06,,-22.95,-15.52,-35.5,-31.67,-18.53,0
13059,36.58,47.28,-31.66,-15.24,-16.74,,-25.65,-3.61,-21.79,-14.04,-15.98,0
13061,44.45,53.74,-21.05,-42.86,-11.98,,-24.9,0.0,-25.45,-22.1,-13.57,1
13063,48.46,56.61,-11.8,-7.26,-12.47,,-20.67,-13.5,-22.79,-16.0,-13.36,0
13065,46.65,56.89,-13.64,-8.33,-8.77,,-21.3,-21.74,-26.16,-22.44,-9.18,1
13067,25.35,31.94,-16.3,-21.55,-19.99,0.0,-19.96,-15.72,-25.05,-25.56,-19.01,0
13069,46.64,56.88,-13.73,-12.66,-8.76,,-21.27,-22.11,-26.45,-22.49,-9.11,1
13071,41.62,54.51,-63.0,0.0,-22.27,0.0,-22.5,-9.57,-19.72,-20.1,-16.45,1
13073,25.65,29.74,-24.8,-9.55,-3.89,,-16.23,-23.24,-3.46,-22.63,-15.98,0
13075,47.28,56.95,0.0,0.0,-13.61,-100.0,-18.68,-5.5,-39.79,-21.83,-13.8,1
13077,23.77,29.66,-14.18,-0.71,-14.88,,-21.73,-13.82,-15.36,-23.45,-21.94,0
13079,39.39,47.65,0.0,0.0,-13.76,,-19.2,0.0,-26.07,-18.64,-10.15,1
13081,44.48,53.73,-18.66,-45.1,-11.87,,-24.71,-1.74,-24.87,-22.22,-13.58,1
13083,34.69,45.75,-20.47,-3.57,-21.58,,-24.18,-45.05,-32.13,-24.41,-21.73,0
13085,31.79,42.82,-6.47,-86.21,-1.4,,-26.22,-5.88,-33.18,-29.23,-20.99,0
13087,51.51,60.62,0.0,0.0,-13.12,,-17.82,-9.03,-36.83,-18.29,-10.88,1
13089,28.94,35.03,-23.86,-20.27,-15.22,0.0,-22.47,-19.18,-22.39,-16.29,-11.36,0
13091,52.1,60.51,-8.47,-53.33,-7.19,,-18.09,-4.58,-13.55,-14.65,-9.99,1
13093,44.48,53.74,-17.57,-46.43,-11.88,,-24.63,-2.08,-25.12,-22.21,-13.58,1
13095,46.77,52.67,-9.74,-32.0,-6.0,,-23.15,0.0,-14.33,-18.06,-12.32,0
13097,33.29,39.27,-16.1,0.0,-10.83,-100.0,-19.17,-1.73,-13.02,-26.14,-8.93,0
13099,51.5,60.62,0.0,0.0,-13.12,,-17.82,-8.49,-36.68,-18.22,-10.91,1
13101,46.64,56.88,-12.5,-14.29,-8.72,,-21.25,-22.0,-26.6,-22.33,-9.12,1
13103,39.08,48.51,-7.59,-31.94,-10.09,-100.0,-24.55,-17.66,-20.69,-17.31,-7.0,0
13105,29.08,36.64,-0.74,-13.33,-9.19,,-21.86,-41.94,-19.69,-21.14,-13.4,1
13107,52.1,60.51,-8.33,-52.94,-7.16,,-18.09,-4.67,-13.55,-14.66,-9.97,1
13109,50.54,59.58,-44.44,-12.5,-8.95,,-19.0,-2.04,-33.47,-18.7,-12.9,1
13111,35.36,43.57,-11.76,0.0,-6.9,,-19.6,-22.08,-12.15,-23.41,-8.53,1
13113,19.58,28.63,-39.26,-18.51,-20.74,,-38.74,-31.64,-41.01,-38.51,-25.82,0
13115,37.46,46.6,-19.7,0.0,-20.44,,-17.71,-17.29,-11.86,-24.31,-15.95,0
13117,17.62,20.09,-14.15,-6.03,-3.85,0.0,-13.55,-16.42,-18.9,-19.97,-8.76,0
13119,39.31,50.19,-5.21,-6.94,-13.99,0.0,-22.58,-25.76,-26.89,-22.98,-16.29,1
13121,28.55,33.64,-3.86,-19.93,-10.7,,-22.0,-19.52,-18.29,-12.84,-9.48,0
13123,35.36,43.57,-11.56,0.0,-7.64,,-19.59,-22.26,-12.2,-23.39,-8.49,1
13125,44.69,55.21,-7.69,-100.0,-15.19,,-23.41,-69.23,-14.29,-21.51,-16.43,1
13127,33.57,43.24,-7.43,-78.72,-30.73,,-19.19,-1.43,-22.39,-23.96,-10.98,1
13129,35.36,43.57,-11.67,-0.34,-7.55,,-19.6,-22.13,-12.16,-23.4,-8.49,1
13131,51.51,60.62,0.0,0.0,-13.14,,-17.82,-8.95,-36.89,-18.26,-10.9,1
13133,29.07,36.63,-0.76,-13.79,-9.21,,-21.88,-41.84,-19.62,-21.12,-13.37,1
13135,31.85,40.1,-29.56,-21.54,-20.69,0.0,-19.25,-17.13,-21.14,-22.84,-17.95,0
13137,39.32,50.18,-5.3,-6.38,-13.99,0.0,-22.57,-25.82,-26.89,-23.01,-16.28,1
13139,36.72,45.64,-2.66,-13.74,-10.85,,-20.11,-19.67,-37.08,-19.19,-12.53,0
13141,44.69,55.22,0.0,-100.0,-15.18,,-23.31,-67.5,-13.68,-21.49,-16.4,1
13143,37.45,46.6,-19.86,0.0,-20.44,,-17.7,-17.35,-11.83,-24.33,-15.95,1
13145,44.48,53.73,-18.26,-44.83,-11.88,,-24.66,-1.69,-24.96,-22.22,-13.57,0
13147,39.32,50.19,-5.15,-6.33,-13.99,0.0,-22.58,-25.77,-26.81,-23.03,-16.32,1
13149,39.48,49.77,0.0,0.0,-22.43,,-21.47,-25.35,-31.41,-15.82,-18.4,1
13151,29.66,35.59,-26.27,-14.24,-12.53,,-21.53,-8.25,-21.87,-21.71,-14.59,0
13153,36.23,42.2,-2.41,-10.86,-8.6,,-20.94,-20.9,-8.82,-21.59,-7.6,0
13155,47.29,56.95,0.0,0.0,-13.62,-100.0,-18.65,-5.36,-39.63,-21.84,-13.89,1
13157,37.87,43.46,-13.48,-4.1,-6.16,,-13.92,-4.88,-17.89,-19.46,-9.52,0
13159,38.21,45.98,-28.67,0.0,-3.84,,-21.55,-6.67,-14.61,-21.42,-10.0,1
13161,50.54,59.59,-44.64,-12.99,-9.06,,-19.0,-2.59,-33.73,-18.74,-12.97,1
13163,44.69,55.22,0.0,-100.0,-15.17,,-23.32,-68.06,-13.49,-21.59,-16.22,1
13165,44.69,55.21,0.0,-100.0,-15.2,,-23.3,-67.5,-13.3,-21.52,-16.21,1
13167,52.1,60.52,-8.05,-57.14,-7.2,,-18.06,-3.33,-13.28,-14.62,-9.93,1
13169,39.39,47.65,0.0,0.0,-13.71,,-19.21,-0.4,-26.17,-18.66,-10.19,0
13171,39.37,48.24,-5.97,-52.0,-15.66,,-18.96,-19.64,-17.02,-17.6,-14.47,1
13173,46.64,56.89,-13.85,-11.11,-8.75,,-21.28,-22.22,-26.59,-22.49,-9.15,1
13175,52.1,60.51,-8.51,-52.63,-7.16,,-18.08,-4.29,-13.58,-14.67,-9.99,1
13177,46.77,52.67,-10.53,-31.03,-6.0,,-23.16,0.0,-14.34,-18.09,-12.34,0
13179,38.37,48.37,-45.71,-25.55,-12.03,0.0,-24.43,-31.06,-26.78,-16.37,-21.7,0
13181,44.69,55.2,0.0,-100.0,-15.17,,-23.36,-68.57,-13.17,-21.58,-16.3,1
13183,38.37,48.37,-45.91,-25.74,-12.02,0.0,-24.41,-31.04,-26.78,-16.41,-21.74,1
13185,41.61,54.68,0.0,-61.03,-18.86,,-27.99,-19.33,-55.37,-23.74,-13.53,0
13187,31.8,42.82,-6.6,-86.49,-1.5,,-26.23,-5.88,-33.15,-29.24,-21.03,1
13189,44.69,55.21,0.0,-100.0,-15.16,,-23.3,-68.69,-13.62,-21.59,-16.28,1
13191,33.56,43.24,-7.35,-80.0,-30.79,,-19.14,-1.57,-22.69,-23.94,-10.92,1
13193,44.48,53.73,-17.5,-43.33,-11.87,,-24.71,-1.94,-25.0,-22.16,-13.66,1
13195,29.08,36.63,-0.48,-14.13,-9.19,,-21.86,-41.84,-19.73,-21.15,-13.4,0
13197,44.49,53.75,-18.0,-47.37,-11.83,,-24.76,-1.56,-25.0,-22.18,-13.57,1
13199,39.49,49.77,0.0,0.0,-22.37,,-21.47,-25.0,-31.4,-15.81,-18.39,1
13201,51.49,60.63,0.0,0.0,-13.02,,-17.79,-8.47,-37.01,-18.13,-10.88,1
13205,51.51,60.61,0.0,0.0,-13.13,,-17.82,-8.92,-36.82,-18.27,-10.89,1
13207,39.39,47.64,0.0,0.0,-13.7,,-19.22,0.0,-26.18,-18.65,-10.22,0
13209,50.54,59.59,-44.62,-13.33,-9.11,,-18.95,-2.55,-33.68,-18.7,-12.95,1
13211,38.21,45.98,-28.16,0.0,-3.81,,-21.58,-6.34,-14.39,-21.38,-10.08,1
13213,35.36,43.57,-11.73,0.0,-7.61,,-19.6,-22.18,-12.14,-23.4,-8.5,1
13215,40.89,48.67,-15.62,-20.01,-14.31,0.0,-19.77,-10.66,-17.73,-16.87,-12.51,0
13217,37.03,43.43,0.0,-20.31,-13.28,,-12.7,-6.87,-13.99,-20.8,-11.04,0
13219,29.08,36.64,-0.69,-13.39,-9.23,,-21.87,-41.86,-19.68,-21.13,-13.42,0
13221,29.08,36.64,-0.97,-13.33,-9.24,,-21.88,-41.71,-19.86,-21.2,-13.43,0
13223,26.91,35.36,-6.75,-66.49,-17.85,,-27.99,-7.38,-38.4,-32.38,-27.86,0
13225,39.39,47.64,0.0,0.0,-13.68,,-19.23,0.0,-26.18,-18.67,-10.21,0
13227,35.36,43.57,-11.86,0.0,-7.84,,-19.61,-22.17,-12.22,-23.41,-8.49,1
13229,46.64,56.88,-13.85,-11.11,-8.76,,-21.29,-22.3,-26.44,-22.47,-9.1,1
13231,39.36,48.24,-7.25,-53.85,-15.67,,-18.95,-19.3,-16.85,-17.61,-14.47,0
13233,37.46,46.6,-19.76,0.0,-20.46,,-17.7,-17.18,-11.85,-24.33,-15.93,1
13235,36.21,42.19,-2.86,-10.84,-8.66,,-20.84,-21.05,-8.86,-21.66,-7.59,1
13237,39.39,47.64,0.0,0.0,-13.67,,-19.22,0.0,-26.12,-18.66,-10.19,1
