county,Percentage Eligible,Current Percentage Eligible,difference_percentage_aian,difference_percentage_asian,difference_percentage_black,difference_percentage_nhpi,difference_percentage_white,difference_percentage_hispanic,difference_percentage_veteran,difference_percentage_elderly,difference_percentage_disability,rural
19063,27.9,34.35,-7.55,-57.14,0.0,,-19.16,-11.58,-30.17,-28.11,-12.22,1
19065,27.9,37.03,0.0,-18.0,0.0,,-25.05,-7.69,-36.38,-33.36,-26.11,1
19067,32.99,43.09,0.0,0.0,0.0,0.0,-24.26,-15.24,-44.64,-33.55,-13.38,1
19069,32.94,39.5,0.0,0.0,0.0,0.0,-15.91,-11.96,-20.93,-22.94,-6.67,1
19071,36.29,43.7,-8.33,0.0,-2.08,,-17.15,-18.0,-20.63,-24.66,-19.17,1
19073,36.7,44.13,0.0,0.0,0.0,,-17.11,-7.02,-24.51,-25.66,-12.95,1
19075,32.95,39.5,0.0,0.0,0.0,0.0,-15.91,-12.02,-20.45,-22.98,-6.63,1
19077,35.3,42.54,-4.08,-9.09,-2.13,,-17.23,-19.35,-30.15,-23.17,-17.42,1
19079,32.95,39.51,0.0,0.0,0.0,0.0,-15.9,-12.06,-20.5,-22.97,-6.54,1
19081,32.99,43.09,0.0,0.0,0.0,0.0,-24.25,-15.17,-44.85,-33.59,-13.42,1
19083,32.94,39.51,0.0,0.0,0.0,0.0,-15.89,-11.9,-20.72,-22.93,-6.6,1
19085,35.31,42.53,-4.48,-12.5,-1.56,,-17.27,-19.41,-30.29,-23.27,-17.43,1
19087,43.3,47.51,0.0,0.0,0.0,,-9.75,0.0,-17.81,-13.14,-5.86,1
19089,27.9,37.03,0.0,-16.67,0.0,,-25.05,-6.82,-36.4,-33.33,-25.94,1
19091,32.95,39.51,0.0,0.0,0.0,0.0,-15.89,-11.94,-20.87,-22.99,-6.58,1
19093,36.69,44.13,0.0,0.0,0.0,,-17.16,-7.25,-24.07,-25.73,-12.94,1
19095,32.62,40.61,-5.39,-100.0,0.0,0.0,-21.05,-8.4,-15.17,-33.72,-9.46,1
19097,28.34,38.18,-45.83,-86.36,-36.24,,-25.14,-44.88,-23.8,-24.8,-8.15,1
19099,24.63,31.14,0.0,0.0,0.0,0.0,-22.02,-1.02,-2.96,-15.8,-11.28,1
19101,38.02,45.44,-33.33,0.0,-11.32,0.0,-15.22,-6.23,-32.92,-26.43,-15.42,1
19103,28.7,32.82,0.0,-7.88,-8.0,,-12.87,-4.59,-13.59,-10.21,-5.83,0
19105,34.45,42.05,0.0,-95.65,0.0,,-18.87,0.0,-20.05,-24.51,-14.29,1
19107,38.02,45.44,-33.33,0.0,-11.76,0.0,-15.2,-6.67,-33.01,-26.44,-15.39,1
19109,32.99,43.1,0.0,0.0,0.0,0.0,-24.25,-15.5,-44.74,-33.56,-13.36,1
19111,43.3,47.51,0.0,0.0,0.0,,-9.76,0.0,-17.94,-13.16,-5.88,1
19113,26.02,31.98,0.0,0.0,-0.97,0.0,-19.73,-31.05,-32.14,-26.22,-6.45,0
19115,43.3,47.51,0.0,0.0,0.0,,-9.78,0.0,-17.75,-13.15,-5.88,1
19117,36.28,43.71,-6.45,0.0,0.0,,-17.18,-16.92,-20.12,-24.74,-19.0,1
19119,27.92,34.35,-7.46,-55.56,0.0,,-19.15,-11.57,-29.93,-28.0,-12.28,1
19121,22.44,28.14,0.0,-21.05,-15.15,0.0,-20.6,-5.56,-4.72,-21.5,-15.96,1
19123,38.01,45.44,-33.46,0.0,-11.92,0.0,-15.22,-6.32,-32.89,-26.43,-15.41,1
19125,24.63,31.14,0.0,0.0,0.0,0.0,-22.02,-1.15,-2.74,-15.74,-11.3,1
19127,32.62,40.61,-5.5,-100.0,0.0,0.0,-21.02,-8.35,-15.3,-33.73,-9.52,0
19129,35.3,42.54,-4.48,-12.5,-3.12,,-17.24,-19.53,-30.15,-23.26,-17.37,1
19131,32.98,43.09,0.0,0.0,0.0,0.0,-24.26,-15.49,-44.74,-33.56,-13.46,1
19133,36.69,44.14,0.0,0.0,0.0,,-17.13,-7.05,-24.14,-25.69,-12.97,1
19135,36.27,43.7,-7.41,0.0,-1.82,,-17.18,-17.54,-20.14,-24.74,-19.01,1
19137,36.27,43.71,-8.11,-11.11,0.0,,-17.21,-16.67,-20.3,-24.81,-18.97,1
19139,34.45,42.05,0.0,-93.62,0.0,,-18.88,0.0,-20.0,-24.54,-14.26,0
19141,27.91,34.36,-7.5,-54.55,0.0,,-19.12,-11.19,-30.29,-27.98,-12.33,1
19143,27.9,34.36,-8.57,-60.0,0.0,,-19.2,-12.7,-30.26,-28.07,-12.16,1
19145,36.28,43.7,-9.09,-7.69,-0.91,,-17.16,-16.67,-20.34,-24.8,-18.94,1
19147,27.91,34.36,-6.93,-57.14,0.0,,-19.13,-12.09,-29.73,-28.04,-12.32,1
19149,32.78,42.28,-5.96,-3.08,-8.14,,-23.83,-9.37,-35.43,-30.32,-16.23,0
19151,36.69,44.13,0.0,0.0,0.0,,-17.08,-7.18,-24.39,-25.64,-13.01,1
19153,29.54,34.19,0.0,-12.9,-8.39,,-14.8,-7.87,-11.8,-17.25,-9.88,0
19155,35.31,42.54,-4.42,-9.9,-2.18,,-17.24,-19.43,-30.22,-23.26,-17.39,0
19157,32.63,40.61,-5.26,-100.0,0.0,0.0,-21.05,-8.18,-15.19,-33.76,-9.49,1
19159,36.29,43.7,-11.76,0.0,-2.94,,-17.13,-17.14,-20.22,-24.94,-19.14,1
19161,36.7,44.14,0.0,0.0,0.0,,-17.12,-7.04,-24.56,-25.65,-13.03,1
19163,31.53,39.64,-45.9,-50.43,-6.22,-100.0,-20.83,-21.35,-12.54,-28.56,-17.37,0
19165,35.31,42.53,-3.7,-15.38,-3.85,,-17.24,-19.71,-30.0,-23.18,-17.35,1
19167,27.91,34.36,-7.67,-55.17,0.0,,-19.13,-11.85,-30.25,-28.02,-12.26,1
19169,32.9,38.42,-10.06,-19.42,-24.47,,-15.69,-15.51,-20.08,-22.98,-12.74,0
19171,32.62,40.61,-5.71,-100.0,0.0,0.0,-21.01,-8.42,-15.06,-33.74,-9.54,1
19173,36.27,43.71,-4.76,0.0,0.0,,-17.2,-15.91,-20.54,-24.9,-18.83,1
19175,36.27,43.71,-9.09,0.0,-1.14,,-17.16,-16.48,-20.35,-24.84,-18.98,1
19177,38.01,45.43,-33.33,0.0,-12.24,0.0,-15.17,-5.93,-33.11,-26.47,-15.41,1
19179,38.01,45.44,-33.25,0.0,-11.25,0.0,-15.23,-6.36,-32.92,-26.46,-15.38,0
19181,24.63,31.14,0.0,0.0,0.0,0.0,-22.03,-0.98,-2.91,-15.8,-11.31,0
19183,38.01,45.44,-33.33,0.0,-11.76,0.0,-15.24,-6.47,-32.97,-26.46,-15.38,1
19185,36.27,43.7,-4.35,0.0,0.0,,-17.18,-16.33,-20.97,-24.87,-19.07,1
19187,32.95,39.51,0.0,0.0,0.0,0.0,-15.9,-11.9,-20.58,-22.93,-6.58,0
19189,32.98,43.1,0.0,0.0,0.0,0.0,-24.24,-15.28,-44.79,-33.56,-13.43,1
19191,27.9,37.02,0.0,-17.31,0.0,,-25.04,-8.51,-36.57,-33.33,-26.05,1
19193,32.77,42.28,-6.1,-3.01,-8.1,,-23.81,-9.4,-35.47,-30.34,-16.22,0
19195,32.99,43.09,0.0,0.0,0.0,0.0,-24.24,-15.0,-44.78,-33.56,-13.48,1
19197,32.95,39.51,0.0,0.0,0.0,0.0,-15.88,-12.18,-20.58,-22.92,-6.6,1
20001,36.7,46.68,-17.24,0.0,-13.91,-100.0,-21.35,-12.07,-14.15,-25.45,-13.84,1
20003,36.71,46.7,-17.32,0.0,-13.89,-100.0,-21.34,-11.93,-14.29,-25.52,-13.79,1
20005,22.33,30.73,-20.75,0.0,-1.91,-7.14,-28.66,-10.2,-20.63,-29.13,-22.24,1
20007,32.85,41.97,-14.0,0.0,0.0,,-22.95,-5.48,-21.92,-31.05,-16.79,1
20009,32.83,41.99,-14.8,0.0,0.0,,-22.96,-4.79,-22.05,-30.95,-16.59,1
20011,36.7,46.69,-17.17,0.0,-14.39,-100.0,-21.33,-11.56,-13.99,-25.48,-13.86,1
20013,22.34,30.72,-20.97,0.0,-2.46,-12.5,-28.72,-9.41,-20.48,-29.04,-22.25,1
20015,25.23,33.14,-30.22,-15.02,-10.8,0.0,-26.6,-14.43,-25.86,-27.7,-14.04,0
20017,37.43,49.23,-28.95,0.0,0.0,,-24.44,-24.24,-27.08,-37.93,-20.87,1
20019,37.42,49.2,-30.0,0.0,-2.78,-100.0,-24.34,-24.14,-26.98,-37.83,-20.79,1
20021,36.7,46.69,-17.2,0.0,-14.04,-90.0,-21.34,-11.9,-14.33,-25.48,-13.83,1
20023,30.47,42.38,-26.32,-33.33,0.0,0.0,-28.95,-12.2,-17.07,-30.05,-18.46,1
20025,31.59,39.71,-29.63,-36.36,-36.84,,-21.18,-17.83,-25.0,-31.37,-17.92,1
20027,28.66,41.61,-20.0,-2.38,-22.64,0.0,-30.85,-6.72,-26.84,-33.74,-32.89,1
20029,28.65,41.62,-21.92,-2.17,-23.73,0.0,-30.82,-6.04,-26.54,-33.75,-32.87,1
20031,37.41,49.2,-30.4,0.0,-3.37,-100.0,-24.34,-24.54,-26.28,-37.97,-20.93,1
20033,32.83,41.97,-15.0,0.0,0.0,,-23.19,-3.45,-20.69,-31.15,-16.96,1
20035,35.48,46.17,-24.04,0.0,-1.37,-100.0,-23.8,-17.96,-24.68,-35.08,-19.31,1
20037,36.7,46.69,-17.09,0.0,-14.48,-95.0,-21.35,-12.01,-14.11,-25.51,-13.8,0
20039,30.47,42.38,-25.0,-33.33,0.0,0.0,-28.75,-13.64,-16.28,-29.91,-18.05,1
20041,28.66,41.62,-20.95,-3.16,-23.14,0.0,-30.84,-6.25,-26.51,-33.69,-32.88,1
20043,22.32,30.73,-22.45,0.0,-2.08,0.0,-28.68,-10.45,-20.61,-29.02,-22.15,0
20045,29.13,41.68,0.0,-46.78,-16.81,,-28.37,-21.04,-18.74,-41.22,-9.98,0
20047,32.87,41.98,-14.29,0.0,0.0,,-23.13,-4.0,-22.0,-30.81,-16.58,1
20049,37.43,49.21,-29.73,0.0,0.0,,-24.42,-25.0,-26.09,-38.07,-21.08,1
20051,30.47,42.36,-27.23,-27.42,0.0,-21.74,-28.83,-12.72,-16.81,-29.97,-18.26,0
20053,28.66,41.61,-21.57,-3.03,-23.81,0.0,-30.91,-6.67,-26.85,-33.79,-32.96,1
20055,31.64,39.75,-30.78,-38.57,-35.05,,-21.16,-17.97,-27.92,-31.1,-17.97,0
20057,31.64,39.75,-30.69,-38.6,-35.06,,-21.14,-17.95,-27.74,-31.13,-17.96,0
20059,36.7,46.68,-17.06,0.0,-14.23,-92.86,-21.35,-11.91,-14.32,-25.47,-13.8,1
20061,32.83,45.73,-3.17,-30.19,-17.02,,-27.88,-39.98,-38.98,-33.44,-23.01,0
20063,30.51,42.35,-25.0,-33.33,0.0,0.0,-28.96,-13.95,-16.67,-30.0,-18.32,1
20065,30.52,42.37,-27.78,-20.0,0.0,-50.0,-28.81,-13.16,-18.42,-30.1,-18.33,1
20067,31.65,39.76,-31.0,-38.55,-34.29,,-21.12,-17.89,-27.59,-31.12,-17.99,1
20069,31.64,39.73,-31.17,-39.06,-35.19,,-21.22,-17.81,-30.43,-31.14,-18.06,1
20071,30.47,42.34,-22.22,-33.33,0.0,0.0,-28.57,-10.0,-15.0,-30.48,-18.75,1
20073,37.4,49.2,-30.0,0.0,-3.12,-100.0,-24.37,-24.52,-26.79,-37.89,-20.78,1
20075,31.65,39.75,-29.41,-39.29,-33.33,,-21.09,-17.9,-30.0,-31.01,-18.05,1
20077,32.84,41.97,-13.85,0.0,0.0,,-22.95,-4.26,-22.11,-30.98,-16.53,1
20079,24.41,32.88,0.0,-25.65,-12.44,,-25.18,-22.21,-19.36,-29.19,-6.66,1
20081,31.65,39.77,-29.41,-38.1,-36.11,,-21.09,-18.03,-26.67,-31.09,-18.0,1
20083,31.66,39.77,-30.43,-36.84,-31.25,,-21.59,-18.75,-28.57,-30.68,-17.58,1
20085,22.33,30.73,-20.93,0.0,-2.35,-9.09,-28.7,-10.08,-20.35,-29.07,-22.26,1
20087,22.33,30.72,-21.67,0.0,-2.13,-12.5,-28.66,-10.3,-20.56,-29.1,-22.25,0
20089,28.65,41.63,-17.39,0.0,-21.05,0.0,-30.86,-6.25,-26.47,-33.62,-32.93,1
20091,18.72,24.43,-16.26,-41.94,-15.92,,-22.62,-17.89,-11.86,-24.85,-15.61,0
20093,31.64,39.75,-31.48,-40.0,-34.21,,-21.23,-17.9,-25.0,-31.37,-18.01,1
20095,32.83,41.98,-14.61,0.0,0.0,,-22.94,-4.69,-21.71,-31.0,-16.57,1
20097,32.85,41.97,-13.79,0.0,0.0,,-22.92,-4.76,-21.43,-30.9,-16.56,1
20099,36.7,46.69,-16.82,0.0,-14.52,-90.91,-21.36,-11.79,-14.33,-25.5,-13.82,1
20101,30.51,42.41,-33.33,-33.33,0.0,0.0,-29.09,-12.0,-16.0,-29.69,-17.95,1
20103,26.14,33.8,-8.89,0.0,-12.47,0.0,-23.4,-3.61,-24.65,-25.62,-18.9,0
20105,28.68,41.58,-20.83,0.0,-21.05,0.0,-30.74,-6.25,-27.54,-33.47,-32.73,1
20107,26.15,33.8,-9.01,0.0,-12.36,,-23.44,-3.64,-24.5,-25.63,-18.83,1
20109,30.47,42.38,-25.0,-33.33,0.0,0.0,-28.75,-13.64,-16.28,-29.91,-18.05,1
20111,37.41,49.21,-29.85,0.0,-2.35,-100.0,-24.34,-24.49,-26.74,-37.93,-20.83,0
20113,27.45,39.34,-2.26,0.0,-39.91,,-30.94,-27.72,-27.0,-28.85,-22.09,1
20115,37.42,49.21,-30.11,0.0,-2.4,-100.0,-24.35,-24.59,-26.7,-37.97,-20.85,1
20117,28.66,41.61,-20.99,-3.85,-24.24,0.0,-30.86,-6.06,-26.81,-33.75,-32.98,1
20119,31.65,39.74,-30.91,-39.13,-35.9,,-21.07,-18.25,-25.0,-31.25,-18.14,1
20121,26.14,33.8,-9.11,0.0,-12.26,0.0,-23.4,-3.56,-24.68,-25.62,-18.87,1
20123,28.65,41.63,-21.28,-3.33,-23.68,0.0,-30.87,-6.25,-26.67,-33.55,-33.13,1
20125,37.41,49.21,-29.85,0.0,-2.1,-100.0,-24.35,-24.54,-26.66,-37.97,-20.84,1
20127,37.41,49.2,-30.0,0.0,-1.75,-100.0,-24.37,-24.46,-26.73,-38.03,-20.7,1
20129,31.66,39.72,-32.43,-36.67,-34.62,,-21.09,-18.29,-27.27,-31.16,-18.18,1
20131,28.66,41.61,-20.73,-1.89,-23.53,0.0,-30.86,-5.92,-26.67,-33.7,-32.93,1
20133,36.69,46.69,-17.05,0.0,-14.38,-87.5,-21.34,-12.22,-14.13,-25.53,-13.8,1
20135,30.45,42.34,-30.0,-33.33,0.0,0.0,-28.91,-11.9,-16.67,-29.82,-18.5,1
20137,30.48,42.36,-27.5,-33.33,0.0,-25.0,-28.77,-12.79,-16.47,-30.02,-18.23,1
20139,22.33,30.73,-21.36,0.0,-1.98,-7.69,-28.6,-10.56,-20.65,-29.1,-22.29,1
20141,30.47,42.35,-26.92,-28.57,0.0,-33.33,-28.74,-12.73,-16.36,-29.93,-18.08,1
20143,28.64,41.62,-21.74,0.0,-23.68,0.0,-30.78,-6.32,-26.87,-33.62,-32.92,1
20145,32.84,41.97,-14.67,0.0,0.0,,-22.97,-5.56,-22.22,-31.06,-16.43,1
20147,30.49,42.37,-27.03,-27.27,0.0,-25.0,-28.84,-12.66,-16.67,-29.95,-18.33,1
20149,32.84,45.73,-3.06,-30.38,-17.06,,-27.88,-40.04,-38.89,-33.4,-23.04,0
20151,32.83,41.99,-14.68,0.0,0.0,,-22.99,-4.46,-22.15,-30.87,-16.5,1
20153,30.47,42.36,-26.32,-20.0,0.0,0.0,-28.86,-12.5,-17.5,-29.81,-18.32,1
20155,27.45,39.33,-2.2,0.0,-40.27,,-30.93,-27.81,-27.02,-28.84,-22.09,0
20157,28.65,41.62,-18.92,-4.17,-25.81,0.0,-30.78,-6.49,-26.61,-33.6,-32.82,1
20159,27.45,39.33,-1.82,0.0,-40.3,,-30.95,-27.66,-26.55,-28.81,-22.16,1
20161,32.84,45.73,-3.24,-30.2,-17.02,,-27.88,-40.03,-38.91,-33.41,-23.01,0
20163,30.47,42.36,-27.78,-20.0,0.0,-25.0,-28.86,-12.82,-16.88,-29.82,-18.31,1
20165,32.82,41.97,-14.29,0.0,0.0,,-22.83,-5.88,-21.57,-30.84,-16.84,1
20167,30.47,42.37,-26.53,-28.57,0.0,-20.0,-28.87,-12.38,-16.35,-30.02,-18.27,1
20169,28.66,41.61,-20.87,-2.15,-23.53,0.0,-30.84,-6.26,-26.56,-33.68,-32.94,0
20171,30.48,42.37,-26.32,-27.27,0.0,-25.0,-28.87,-12.35,-16.25,-29.9,-18.28,1
20173,32.08,41.53,-17.53,-10.24,-13.46,0.0,-25.38,-13.93,-26.1,-30.98,-12.19,0
20175,31.64,39.75,-30.54,-38.46,-34.76,,-21.15,-17.96,-27.27,-31.11,-17.97,0
20177,33.58,44.59,-20.64,0.0,-19.46,-10.13,-23.86,-11.58,-14.47,-24.05,-15.47,0
20179,30.49,42.38,-27.78,-20.0,0.0,-50.0,-28.87,-12.82,-15.79,-30.15,-18.13,1
20181,30.47,42.35,-27.27,-30.77,0.0,-20.0,-28.88,-11.83,-17.2,-29.94,-18.37,1
20183,30.47,42.35,-26.92,-25.0,0.0,-33.33,-28.78,-12.5,-16.07,-30.0,-18.42,1
20185,32.83,41.98,-16.33,0.0,0.0,,-22.87,-4.29,-21.43,-30.85,-16.36,1
20187,31.62,39.78,-28.57,-39.13,-35.0,,-21.23,-17.91,-25.0,-31.13,-18.18,1
20189,31.65,39.74,-30.99,-38.98,-34.0,,-21.12,-17.94,-28.57,-31.23,-17.99,1
20191,32.83,41.98,-14.98,0.0,0.0,,-22.96,-4.94,-21.76,-30.93,-16.6,0
20193,30.48,42.35,-27.59,-29.41,0.0,-16.67,-28.82,-12.8,-16.94,-29.97,-18.31,1
20195,30.47,42.32,-28.57,-33.33,0.0,0.0,-28.98,-11.36,-15.91,-29.82,-18.18,1
20197,22.32,30.72,-22.22,0.0,-2.27,-16.67,-28.65,-11.29,-20.83,-29.1,-22.15,1
20199,30.43,42.33,-27.27,-33.33,0.0,0.0,-28.79,-12.5,-16.67,-30.08,-18.58,1
20201,28.65,41.62,-20.45,0.0,-22.22,0.0,-30.83,-5.49,-26.36,-33.71,-32.8,1
20203,30.49,42.34,-31.25,-40.0,0.0,-50.0,-28.88,-11.76,-17.65,-29.89,-18.12,1
20205,37.4,49.2,-29.69,0.0,-2.2,-100.0,-24.35,-24.32,-26.71,-37.89,-20.83,1
20207,37.41,49.21,-29.79,0.0,-3.03,-100.0,-24.33,-23.75,-25.86,-38.06,-21.07,1
20209,48.17,57.39,-4.74,-4.85,-9.58,,-21.8,-15.51,-25.79,-21.39,-11.78,0
21001,49.39,58.91,-10.0,0.0,-11.16,0.0,-16.21,0.0,-15.33,-28.48,-13.9,1
21003,48.75,55.52,-23.13,0.0,-14.65,,-12.15,0.0,-5.03,-21.57,-9.5,1
21005,36.3,44.19,-23.15,0.0,-17.22,,-17.73,0.0,-19.92,-20.77,-12.72,1
21007,41.01,48.01,-10.42,0.0,-7.73,0.0,-15.57,-3.41,-15.29,-18.62,-9.87,1
21009,48.74,55.52,-22.99,0.0,-14.92,,-12.13,0.0,-5.23,-21.58,-9.49,1
21011,49.07,56.59,-11.11,-21.43,-8.08,,-13.41,-26.83,-22.59,-18.58,-10.45,1
21013,61.99,69.28,-19.7,0.0,-14.42,,-10.32,-61.18,-18.56,-16.56,-7.06,1
21015,25.87,30.05,-7.01,-2.22,0.0,,-14.28,-0.26,-16.72,-17.97,-15.2,0
21017,38.78,44.74,-23.63,0.0,-6.8,,-13.21,-15.62,-17.12,-14.64,-8.29,1
21019,47.15,55.1,-28.8,0.0,-8.9,0.0,-14.25,0.0,-18.53,-24.56,-13.44,0
21021,44.52,51.77,-6.77,0.0,0.0,,-14.65,-14.46,-21.36,-20.12,-6.83,1
21023,49.07,56.58,-9.76,-21.05,-7.69,,-13.42,-25.93,-22.22,-18.63,-10.48,1
21025,69.68,78.23,-1.89,0.0,-30.95,,-10.97,0.0,-33.33,-15.19,-8.32,1
21027,36.0,43.45,-18.75,-10.42,-6.86,0.0,-18.27,-7.1,-21.54,-22.35,-9.24,1
21029,35.1,40.22,0.0,0.0,0.0,,-12.89,-18.02,-22.9,-22.08,-8.17,0
21031,48.74,55.51,-23.16,0.0,-15.13,,-12.16,0.0,-5.24,-21.54,-9.51,1
21033,49.4,57.65,0.0,0.0,-5.71,0.0,-14.41,0.0,-8.88,-20.65,-11.17,1
21035,41.02,48.01,-9.61,0.0,-7.84,0.0,-15.54,-4.25,-15.23,-18.64,-9.97,1
21037,34.13,42.76,-16.92,-11.71,-4.38,,-20.25,-7.62,-18.08,-28.55,-18.71,0
21039,41.01,48.02,-10.0,0.0,-8.26,0.0,-15.64,-3.64,-15.09,-18.55,-9.83,1
21041,34.13,42.76,-17.14,-11.67,-4.08,,-20.26,-8.62,-17.97,-28.47,-18.69,1
21043,47.15,55.1,-28.71,0.0,-9.23,0.0,-14.24,0.0,-18.53,-24.57,-13.42,1
21045,49.4,58.91,-9.9,0.0,-11.22,0.0,-16.21,0.0,-15.02,-28.51,-13.88,1
21047,42.59,54.91,0.0,0.0,-18.99,0.0,-24.25,-21.29,-51.27,-22.97,-17.26,0
21049,38.78,44.74,-23.49,0.0,-6.96,,-13.2,-15.81,-17.27,-14.61,-8.32,1
21051,55.5,64.48,0.0,0.0,-36.51,,-14.1,0.0,-31.97,-26.43,-9.85,1
21053,49.4,58.91,-10.17,0.0,-11.4,0.0,-16.23,0.0,-15.65,-28.44,-13.89,1
21055,49.41,57.65,0.0,0.0,-6.4,0.0,-14.45,0.0,-8.55,-20.65,-11.2,1
21057,49.41,58.89,-8.11,0.0,-11.11,0.0,-16.16,0.0,-15.05,-28.55,-13.8,1
21059,35.93,40.66,-7.79,-14.47,-5.11,,-11.87,-1.63,-6.29,-13.36,-11.14,0
21061,48.74,55.52,-23.12,0.0,-15.38,,-12.13,0.0,-4.81,-21.54,-9.54,1
21063,47.16,55.11,-28.57,0.0,-8.33,0.0,-14.29,0.0,-18.35,-24.58,-13.39,1
21065,51.72,62.01,-53.33,0.0,-20.82,,-16.22,-48.91,-7.69,-24.33,-16.67,1
21067,35.37,42.08,-12.05,-19.44,-15.35,0.0,-15.23,-12.45,-19.64,-18.46,-12.23,0
21069,49.07,56.59,-9.46,-21.21,-8.55,,-13.42,-26.53,-22.47,-18.6,-10.41,1
21071,63.83,68.87,0.0,0.0,0.0,,-7.45,-2.84,-5.96,-11.33,-6.23,1
21073,36.3,44.18,-22.84,0.0,-17.14,,-17.71,0.0,-19.88,-20.8,-12.7,0
21075,41.01,48.01,-10.0,0.0,-7.93,0.0,-15.53,-4.05,-15.38,-18.59,-9.93,1
21077,34.14,42.77,-16.07,-12.24,-5.06,,-20.24,-8.51,-18.29,-28.53,-18.64,1
21079,44.52,51.78,-6.6,0.0,0.0,,-14.65,-14.49,-21.38,-20.13,-6.84,1
21081,34.13,42.77,-17.28,-11.51,-4.42,,-20.26,-8.21,-18.16,-28.53,-18.68,1
21083,41.02,48.01,-9.73,0.0,-7.93,0.0,-15.56,-4.07,-15.3,-18.63,-9.96,1
21085,36.0,43.45,-18.86,-9.84,-6.9,0.0,-18.24,-6.88,-21.41,-22.42,-9.17,1
21087,49.39,58.91,-9.86,0.0,-11.68,0.0,-16.18,0.0,-15.34,-28.46,-13.87,1
21089,47.14,55.1,-28.47,0.0,-9.09,0.0,-14.25,0.0,-18.52,-24.59,-13.44,1
21091,36.06,42.99,-5.0,0.0,-2.16,,-16.77,-4.76,-25.71,-26.7,-16.17,1
21093,37.05,44.82,-19.2,-10.15,-10.52,0.0,-18.43,-9.52,-24.33,-22.75,-9.8,0
21095,61.99,69.28,-19.73,0.0,-14.29,,-10.31,-62.11,-18.67,-16.58,-7.05,1
21097,38.78,44.75,-23.81,0.0,-6.73,,-13.22,-16.03,-17.3,-14.64,-8.27,1
21099,48.75,55.51,-22.91,0.0,-15.05,,-12.12,0.0,-5.03,-21.58,-9.5,1
21101,36.06,43.0,-5.25,-7.69,-2.41,,-16.77,-4.36,-25.76,-26.71,-16.18,0
21103,25.18,31.72,-10.33,-11.76,-21.25,0.0,-19.63,-16.05,-9.49,-36.21,-19.32,1
21105,41.01,48.01,-10.71,0.0,-7.89,0.0,-15.5,-5.77,-15.15,-18.55,-9.95,1
21107,49.41,57.65,0.0,0.0,-5.71,0.0,-14.43,0.0,-8.59,-20.71,-11.21,1
21109,55.5,64.49,0.0,0.0,-37.5,,-14.12,0.0,-32.27,-26.38,-9.86,1
21111,38.27,45.09,-15.29,-16.29,-9.19,0.0,-17.44,-14.44,-17.93,-20.22,-9.55,0
21113,44.52,51.78,-6.63,0.0,0.0,,-14.65,-14.81,-21.31,-20.12,-6.86,0
21115,63.82,68.87,0.0,0.0,0.0,,-7.45,-2.7,-6.01,-11.34,-6.22,1
21117,28.5,37.75,-42.06,-18.17,-1.77,,-25.28,-17.05,-23.77,-26.12,-19.18,0
21119,69.68,78.24,-2.41,0.0,-31.82,,-10.96,0.0,-33.59,-15.14,-8.29,1
21121,61.99,69.28,-19.64,0.0,-14.23,,-10.32,-61.68,-18.58,-16.56,-7.06,1
21123,36.0,43.45,-18.75,-11.43,-6.92,0.0,-18.27,-7.32,-21.47,-22.43,-9.25,1
21125,55.51,64.48,0.0,0.0,-36.6,,-14.11,0.0,-32.04,-26.4,-9.84,1
21127,47.14,55.1,-29.03,0.0,-10.0,0.0,-14.25,0.0,-18.57,-24.59,-13.45,1
21129,69.67,78.24,-2.33,0.0,-30.43,,-10.95,0.0,-33.83,-15.22,-8.29,1
21131,69.67,78.24,-1.64,0.0,-31.25,,-10.96,0.0,-33.33,-15.17,-8.32,1
21133,69.68,78.23,-1.6,0.0,-31.82,,-10.96,0.0,-33.59,-15.2,-8.32,1
21135,49.07,56.6,-9.38,-20.69,-8.82,,-13.41,-26.19,-22.65,-18.62,-10.45,1
21137,44.51,51.78,-6.58,0.0,0.0,,-14.66,-14.65,-21.27,-20.11,-6.89,1
21139,49.42,57.64,0.0,0.0,-5.69,0.0,-14.46,0.0,-8.67,-20.75,-11.25,1
21141,48.74,55.52,-23.21,0.0,-14.77,,-12.14,0.0,-5.19,-21.58,-9.53,1
21143,42.59,54.92,0.0,0.0,-18.9,0.0,-24.3,-20.65,-51.32,-22.93,-17.32,1
21145,41.02,48.01,-9.55,0.0,-7.87,0.0,-15.54,-4.26,-15.37,-18.62,-9.96,0
21147,55.82,64.23,-40.57,,0.0,0.0,-13.35,-12.28,-21.41,-17.26,-14.95,1
21149,36.06,43.01,-4.95,0.0,-2.15,,-16.74,-3.57,-25.53,-26.69,-16.17,1
21151,51.72,62.0,-53.46,0.0,-20.75,,-16.23,-48.94,-7.81,-24.34,-16.65,0
21153,63.82,68.88,0.0,0.0,0.0,,-7.44,-1.75,-5.86,-11.33,-6.26,1
21155,36.0,43.45,-18.93,-10.87,-6.92,0.0,-18.26,-7.41,-21.44,-22.38,-9.2,1
21157,41.02,48.01,-9.23,0.0,-7.81,0.0,-15.56,-4.16,-15.4,-18.61,-9.97,1
21159,63.83,68.87,0.0,0.0,0.0,,-7.44,-1.82,-6.03,-11.33,-6.25,1
21161,49.07,56.6,-9.52,-21.05,-8.27,,-13.4,-25.45,-22.52,-18.55,-10.43,1
21163,36.0,43.45,-18.92,-10.0,-7.01,0.0,-18.25,-6.85,-21.53,-22.42,-9.21,1
