county,Percentage Eligible,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,difference_percentage_aian,difference_percentage_asian,difference_percentage_black,difference_percentage_nhpi,difference_percentage_white,difference_percentage_hispanic,difference_percentage_veteran,difference_percentage_elderly,difference_percentage_disability,rural
19051,39.2,1599,1920,45.44,-33.64,0.0,-11.29,0.0,-12.39,-6.67,-32.62,-22.52,-12.17,1
19053,38.12,1365,1759,43.69,-7.41,0.0,0.0,,-12.95,-17.24,-17.12,-18.61,-12.24,1
19055,29.69,2714,4395,38.18,-46.51,0.0,-36.41,,-23.41,-14.04,-23.83,-20.84,-7.59,1
19057,43.81,7637,8437,47.51,0.0,0.0,0.0,,-8.56,0.0,-13.34,-11.14,-4.54,0
19059,29.26,2399,4583,34.36,-6.53,-57.14,0.0,,-15.0,-11.73,-10.5,-20.51,-5.73,1
19061,29.69,15413,24952,38.18,-46.34,0.0,-36.25,,-23.43,-14.04,-23.98,-20.85,-7.63,0
19063,29.27,1272,2431,34.35,-6.6,-57.14,0.0,,-15.05,-11.58,-10.34,-20.5,-5.61,1
19065,29.42,3002,5106,37.03,0.0,-18.0,0.0,,-20.89,-7.69,-32.13,-28.83,-20.29,1
19067,34.04,2875,3797,43.09,0.0,0.0,0.0,0.0,-21.71,-15.24,-43.93,-29.08,-10.7,1
19069,33.51,1668,2555,39.5,0.0,0.0,0.0,0.0,-14.46,-11.96,-13.49,-19.89,-5.37,1
19071,38.1,1179,1519,43.7,-8.33,0.0,-2.08,,-12.95,-18.0,-17.46,-18.49,-12.42,1
19073,37.7,1591,2014,44.13,0.0,0.0,0.0,,-14.66,-7.02,-14.22,-21.24,-8.52,1
19075,33.49,2052,3143,39.5,0.0,0.0,0.0,0.0,-14.47,-12.02,-13.26,-19.85,-5.27,1
19077,36.56,1849,2497,42.54,-4.08,-9.09,-2.13,,-14.27,-19.35,-29.65,-20.0,-12.41,1
19079,33.5,2505,3835,39.51,0.0,0.0,0.0,0.0,-14.42,-12.06,-13.35,-19.88,-5.31,1
19081,34.05,1987,2624,43.09,0.0,0.0,0.0,0.0,-21.7,-15.17,-43.81,-29.12,-10.71,1
19083,33.49,2810,4302,39.51,0.0,0.0,0.0,0.0,-14.43,-11.9,-13.54,-19.86,-5.28,1
19085,36.56,2537,3428,42.53,-4.48,-12.5,-1.56,,-14.27,-19.41,-29.56,-19.98,-12.41,1
19087,43.81,4021,4442,47.51,0.0,0.0,0.0,,-8.57,0.0,-13.44,-11.16,-4.55,1
19089,29.43,1457,2478,37.03,0.0,-16.67,0.0,,-20.87,-6.82,-32.02,-28.89,-20.21,1
19091,33.5,1598,2447,39.51,0.0,0.0,0.0,0.0,-14.44,-11.94,-13.59,-19.94,-5.22,1
19093,37.7,1270,1608,44.13,0.0,0.0,0.0,,-14.69,-7.25,-13.58,-21.24,-8.42,1
19095,32.83,2697,3944,40.61,-5.39,-100.0,0.0,0.0,-20.49,-8.4,-15.17,-32.47,-8.98,1
19097,29.69,3026,4899,38.18,-45.83,0.0,-36.24,,-23.43,-14.17,-23.8,-20.87,-7.62,1
19099,25.56,4520,9997,31.14,0.0,0.0,0.0,0.0,-18.85,-1.02,0.0,-13.41,-11.0,1
19101,39.2,2751,3303,45.44,-33.33,0.0,-11.32,0.0,-12.42,-6.23,-32.92,-22.5,-12.22,1
19103,28.7,20118,41183,32.82,0.0,-7.88,-8.0,,-12.87,-4.59,-13.59,-10.21,-5.83,0
19105,35.91,3555,4899,42.05,0.0,-47.83,0.0,,-15.47,0.0,-18.24,-18.64,-9.85,1
19107,39.21,1762,2116,45.44,-33.33,0.0,-11.76,0.0,-12.4,-6.67,-33.01,-22.6,-12.24,1
19109,34.04,2728,3602,43.1,0.0,0.0,0.0,0.0,-21.71,-15.5,-43.98,-29.13,-10.63,1
19111,43.81,6586,7276,47.51,0.0,0.0,0.0,,-8.58,0.0,-13.55,-11.13,-4.53,1
19113,26.76,30337,64539,31.98,0.0,0.0,-0.97,0.0,-17.25,-15.22,-32.14,-25.27,-4.28,0
19115,43.81,2127,2350,47.51,0.0,0.0,0.0,,-8.59,0.0,-13.61,-11.05,-4.52,1
19117,38.11,1542,1986,43.71,-6.45,0.0,0.0,,-12.92,-16.92,-17.07,-18.46,-12.33,1
19119,29.25,1617,3090,34.35,-6.72,-55.56,0.0,,-15.01,-11.57,-10.2,-20.42,-5.67,1
19121,23.44,1936,4943,28.14,0.0,-21.05,-6.06,0.0,-18.07,-5.56,0.0,-18.5,-14.13,1
19123,39.2,3897,4679,45.44,-33.46,0.0,-11.92,0.0,-12.45,-6.32,-32.89,-22.51,-12.2,1
19125,25.56,3994,8834,31.14,0.0,0.0,0.0,0.0,-18.86,-1.15,0.0,-13.36,-11.04,1
19127,32.83,6493,9496,40.61,-5.5,-100.0,0.0,0.0,-20.48,-8.35,-15.3,-32.5,-9.03,0
19129,36.56,2519,3403,42.54,-4.48,-12.5,-3.12,,-14.26,-19.53,-29.78,-20.04,-12.41,1
19131,34.04,1943,2566,43.09,0.0,0.0,0.0,0.0,-21.7,-15.49,-44.21,-29.18,-10.69,1
19133,37.69,1589,2011,44.14,0.0,0.0,0.0,,-14.68,-7.05,-13.79,-21.27,-8.54,1
19135,38.1,1353,1743,43.7,-7.41,0.0,-1.82,,-12.92,-17.54,-16.67,-18.48,-12.17,1
19137,38.12,1845,2376,43.71,-8.11,-11.11,0.0,,-12.93,-16.67,-17.26,-18.58,-12.27,1
19139,35.91,7447,10262,42.05,0.0,-48.94,0.0,,-15.49,0.0,-18.28,-18.69,-9.82,0
19141,29.27,1922,3671,34.36,-6.88,-54.55,0.0,,-14.98,-11.19,-10.29,-20.47,-5.7,1
19143,29.28,839,1603,34.36,-7.14,-60.0,0.0,,-15.09,-12.7,-9.21,-20.28,-5.78,1
19145,38.11,2716,3499,43.7,-9.09,-7.69,-0.91,,-12.91,-16.67,-17.24,-18.56,-12.22,1
19147,29.26,1220,2331,34.36,-5.94,-57.14,0.0,,-15.01,-12.09,-9.91,-20.42,-5.85,1
19149,33.35,4245,5795,42.28,-5.96,-3.08,-8.14,,-22.2,-9.37,-34.38,-25.59,-13.32,0
19151,37.69,1283,1624,44.13,0.0,0.0,0.0,,-14.62,-7.18,-14.02,-21.2,-8.54,1
19153,29.93,69671,134099,34.19,0.0,-12.9,-5.44,,-14.01,-7.87,-10.9,-15.9,-9.08,0
19155,36.56,16294,22011,42.54,-4.42,-9.9,-2.18,,-14.25,-19.43,-29.54,-20.01,-12.42,0
19157,32.83,3022,4420,40.61,-5.26,-100.0,0.0,0.0,-20.48,-8.18,-15.19,-32.48,-8.97,1
19159,38.11,832,1072,43.7,-11.76,0.0,-2.94,,-12.88,-17.14,-16.85,-18.64,-12.35,1
19161,37.69,1780,2253,44.14,0.0,0.0,0.0,,-14.69,-7.04,-14.04,-21.21,-8.64,1
19163,32.0,28583,43529,39.64,-33.43,-50.43,-6.22,-100.0,-19.48,-21.35,-12.54,-25.59,-16.85,0
19165,36.55,2042,2759,42.53,-3.7,-15.38,-3.85,,-14.26,-19.71,-29.55,-19.98,-12.47,1
19167,29.27,4862,9288,34.36,-6.68,-55.17,0.0,,-15.02,-11.85,-10.38,-20.46,-5.71,1
19169,33.76,15030,24090,38.42,0.0,-19.42,-14.41,,-13.04,-15.51,-20.08,-18.94,-12.74,0
19171,32.83,2773,4056,40.61,-5.71,-100.0,0.0,0.0,-20.47,-8.42,-15.06,-32.52,-8.97,1
19173,38.12,1052,1355,43.71,-4.76,0.0,0.0,,-12.97,-15.91,-16.96,-18.58,-12.22,1
19175,38.1,2168,2792,43.71,-9.09,0.0,-1.14,,-12.92,-16.48,-16.88,-18.51,-12.34,1
19177,39.19,1264,1518,45.43,-33.33,0.0,-12.24,0.0,-12.37,-5.93,-33.11,-22.61,-12.11,1
19179,39.2,6223,7473,45.44,-33.25,0.0,-11.25,0.0,-12.42,-6.36,-32.92,-22.51,-12.22,0
19181,25.56,6264,13854,31.14,0.0,0.0,0.0,0.0,-18.87,-0.98,0.0,-13.41,-11.03,0
19183,39.2,3963,4759,45.44,-33.33,0.0,-11.76,0.0,-12.43,-6.47,-32.97,-22.5,-12.22,1
19185,38.11,1159,1493,43.7,-4.35,0.0,0.0,,-12.99,-16.33,-16.94,-18.61,-12.42,1
19187,33.5,6159,9431,39.51,0.0,0.0,0.0,0.0,-14.43,-11.9,-13.26,-19.88,-5.27,0
19189,34.04,1966,2596,43.1,0.0,0.0,0.0,0.0,-21.71,-15.28,-44.27,-29.13,-10.69,1
19191,29.42,3088,5253,37.02,0.0,-17.31,0.0,,-20.86,-8.51,-32.02,-28.86,-20.32,1
19193,33.35,17502,23895,42.28,-6.1,-3.01,-8.1,,-22.18,-9.4,-34.58,-25.62,-13.31,0
19195,34.04,1369,1808,43.09,0.0,0.0,0.0,0.0,-21.68,-15.0,-44.03,-29.14,-10.67,1
19197,33.5,2155,3299,39.51,0.0,0.0,0.0,0.0,-14.42,-12.18,-13.36,-19.84,-5.31,1
20001,37.41,2315,2644,46.68,-17.24,0.0,-13.91,-100.0,-19.74,-12.07,-13.68,-22.26,-11.68,1
20003,37.42,1449,1654,46.7,-17.32,0.0,-13.89,-100.0,-19.77,-11.93,-13.53,-22.33,-11.64,1
20005,24.04,1922,4333,30.73,-16.04,0.0,0.0,-7.14,-22.8,-10.2,-18.88,-25.92,-18.9,1
20007,34.9,695,961,41.97,-8.0,0.0,0.0,,-17.78,-2.74,-17.81,-26.14,-11.79,1
20009,34.88,4197,5799,41.99,-9.21,0.0,0.0,,-17.77,-1.83,-17.27,-26.24,-11.73,1
20011,37.42,2657,3034,46.69,-17.17,0.0,-14.39,-100.0,-19.74,-11.56,-13.58,-22.26,-11.67,1
20013,24.04,1118,2521,30.72,-16.13,0.0,-0.82,-12.5,-22.82,-9.41,-18.67,-25.77,-18.75,1
20015,27.01,8539,17226,33.14,-29.67,-14.47,-9.96,0.0,-19.85,-12.52,-25.86,-24.92,-12.73,0
20017,38.87,513,529,49.23,-26.32,0.0,0.0,,-21.38,-24.24,-12.5,-31.53,-14.78,1
20019,38.85,675,697,49.2,-26.0,0.0,-2.78,-100.0,-21.24,-24.14,-12.7,-31.46,-14.85,1
20021,37.42,3580,4088,46.69,-17.2,0.0,-14.04,-90.0,-19.75,-11.9,-13.72,-22.26,-11.68,1
20023,31.63,473,643,42.38,-26.32,-16.67,0.0,0.0,-26.1,-12.2,-14.63,-25.35,-14.36,1
20025,33.33,274,416,39.71,-7.41,-9.09,0.0,,-18.72,-10.85,-25.0,-27.45,-16.04,1
20027,30.4,1406,1973,41.61,-20.0,-2.38,-22.64,0.0,-26.59,-6.72,-26.84,-26.84,-26.97,1
20029,30.4,1566,2197,41.62,-21.92,-2.17,-23.73,0.0,-26.61,-6.04,-26.54,-26.72,-26.97,1
20031,38.84,1671,1725,49.2,-26.4,0.0,-3.37,-100.0,-21.28,-24.54,-12.82,-31.32,-14.8,1
20033,34.85,277,383,41.97,-10.0,0.0,0.0,,-17.87,-3.45,-17.24,-26.23,-12.5,1
20035,37.18,6382,7442,46.17,-19.79,0.0,-1.37,-100.0,-19.95,-16.91,-14.74,-29.27,-13.64,1
20037,37.41,7206,8229,46.69,-17.09,0.0,-14.48,-95.0,-19.76,-12.01,-13.51,-22.28,-11.64,0
20039,31.57,498,677,42.38,-25.0,-16.67,0.0,0.0,-26.04,-13.64,-13.95,-25.45,-14.63,1
20041,30.39,3189,4474,41.62,-20.95,-3.16,-23.14,0.0,-26.6,-6.25,-26.51,-26.73,-26.98,1
20043,24.05,883,1990,30.73,-16.33,0.0,0.0,0.0,-22.92,-10.45,-18.32,-25.91,-18.99,0
20045,29.78,20742,29017,41.68,0.0,-46.78,-16.81,,-26.63,-21.04,-18.74,-35.77,-7.31,0
20047,34.88,479,662,41.98,-11.43,0.0,0.0,,-17.84,-2.0,-16.0,-26.07,-11.92,1
20049,38.85,497,513,49.21,-27.03,0.0,0.0,,-21.26,-25.0,-13.04,-31.47,-14.8,1
20051,31.6,5220,7103,42.36,-27.23,-14.52,0.0,-21.74,-26.07,-11.84,-14.16,-25.33,-14.54,0
20053,30.39,1104,1549,41.61,-21.57,-3.03,-23.81,0.0,-26.68,-6.67,-26.85,-26.76,-27.09,1
20055,33.34,5287,8013,39.75,-6.12,-9.01,0.0,,-19.05,-10.9,-27.92,-27.8,-15.51,0
20057,33.34,4712,7141,39.75,-6.22,-9.07,0.0,,-19.05,-10.92,-27.74,-27.83,-15.48,0
20059,37.42,4808,5491,46.68,-17.06,0.0,-14.23,-92.86,-19.78,-11.91,-13.64,-22.25,-11.64,1
20061,34.57,6395,7588,45.73,-3.17,-11.32,-17.02,,-24.97,-39.98,-36.09,-32.45,-21.45,0
20063,31.63,490,667,42.35,-25.0,-16.67,0.0,0.0,-26.22,-11.63,-14.29,-25.0,-14.36,1
20065,31.58,436,593,42.37,-27.78,-20.0,0.0,-50.0,-25.95,-10.53,-15.79,-25.51,-14.44,1
20067,33.35,1010,1530,39.76,-6.0,-9.64,0.0,,-18.98,-10.95,-27.59,-27.66,-15.42,1
20069,33.33,776,1177,39.73,-6.49,-9.38,0.0,,-18.96,-10.96,-30.43,-27.68,-15.38,1
20071,31.57,232,316,42.34,-22.22,-33.33,0.0,0.0,-25.89,-10.0,-15.0,-25.71,-14.58,1
20073,38.84,1201,1240,49.2,-26.67,0.0,-3.12,-100.0,-21.32,-24.52,-12.5,-31.37,-14.66,1
20075,33.37,345,523,39.75,-5.88,-7.14,0.0,,-19.14,-10.49,-30.0,-27.91,-15.79,1
20077,34.9,902,1247,41.97,-9.23,0.0,0.0,,-17.8,-1.06,-17.89,-26.2,-11.85,1
20079,25.43,4133,8438,32.88,0.0,-18.85,-5.5,,-22.67,-22.21,-15.61,-26.43,-6.66,1
20081,33.33,519,786,39.77,-5.88,-7.14,0.0,,-19.01,-11.07,-26.67,-27.46,-15.5,1
20083,33.39,237,359,39.77,-4.35,-5.26,0.0,,-19.32,-11.61,-28.57,-27.27,-15.38,1
20085,24.04,1557,3509,30.73,-16.28,0.0,-0.59,-9.09,-22.86,-10.08,-18.61,-25.84,-18.85,1
20087,24.04,2159,4868,30.72,-16.67,0.0,-0.43,-12.5,-22.85,-10.3,-18.69,-25.93,-18.89,0
20089,30.38,507,711,41.63,-17.39,0.0,-21.05,0.0,-26.65,-6.25,-26.47,-26.81,-26.83,1
20091,19.24,60005,185628,24.43,-13.88,-34.78,-15.92,,-20.63,-16.93,-11.86,-22.21,-14.7,0
20093,33.36,547,829,39.75,-5.56,-8.89,0.0,,-19.01,-10.89,-25.0,-27.94,-15.64,1
20095,34.88,1230,1700,41.98,-8.99,0.0,0.0,,-17.78,-1.56,-17.05,-26.38,-11.72,1
20097,34.89,405,560,41.97,-6.9,0.0,0.0,,-17.97,0.0,-16.67,-25.84,-11.66,1
20099,37.42,3732,4262,46.69,-16.82,0.0,-14.52,-90.91,-19.75,-11.79,-13.74,-22.28,-11.65,1
20101,31.55,285,387,42.41,-33.33,0.0,0.0,0.0,-26.18,-12.0,-16.0,-25.0,-14.53,1
20103,26.83,10340,20255,33.8,-3.17,0.0,-7.35,0.0,-21.69,-3.61,-20.16,-22.17,-16.57,0
20105,30.39,509,715,41.58,-20.83,0.0,-21.05,0.0,-26.55,-6.25,-27.54,-26.69,-26.67,1
20107,26.82,1211,2372,33.8,-3.6,0.0,-6.74,,-21.7,-3.64,-19.87,-22.16,-16.52,1
20109,31.57,498,677,42.38,-25.0,-16.67,0.0,0.0,-26.04,-13.64,-13.95,-25.45,-14.63,1
20111,38.85,6430,6637,49.21,-26.51,0.0,-2.35,-100.0,-21.3,-24.49,-13.12,-31.37,-14.7,0
20113,29.04,4866,7504,39.34,-2.26,0.0,-39.91,,-26.79,-24.83,-20.11,-23.9,-17.66,1
20115,38.83,2362,2438,49.21,-26.7,0.0,-2.4,-100.0,-21.29,-24.59,-13.12,-31.44,-14.72,1
20117,30.39,1738,2439,41.61,-20.99,-3.85,-24.24,0.0,-26.59,-6.06,-26.81,-26.8,-26.95,1
20119,33.33,558,846,39.74,-5.45,-8.7,0.0,,-18.89,-11.03,-25.0,-27.88,-15.35,1
20121,26.82,4318,8458,33.8,-3.29,0.0,-7.23,0.0,-21.67,-3.56,-20.22,-22.16,-16.58,1
20123,30.39,1004,1408,41.63,-21.28,-3.33,-23.68,0.0,-26.62,-6.25,-26.67,-26.67,-26.99,1
20125,38.84,6290,6492,49.21,-26.44,0.0,-2.1,-100.0,-21.29,-24.54,-13.24,-31.38,-14.71,1
20127,38.83,1077,1112,49.2,-26.25,0.0,-1.75,-100.0,-21.26,-24.46,-12.87,-31.46,-14.7,1
20129,33.3,371,563,39.72,-8.11,-6.67,0.0,,-18.91,-10.86,-27.27,-27.54,-15.38,1
20131,30.39,1780,2498,41.61,-20.73,-1.89,-23.53,0.0,-26.64,-5.92,-26.67,-26.67,-26.86,1
20133,37.41,2941,3358,46.69,-17.05,0.0,-14.38,-87.5,-19.76,-12.22,-13.38,-22.31,-11.61,1
20135,31.58,484,659,42.34,-30.0,-16.67,0.0,0.0,-26.12,-11.9,-14.29,-25.23,-14.5,1
20137,31.6,984,1339,42.36,-27.5,-16.67,0.0,-25.0,-26.03,-11.63,-14.12,-25.28,-14.53,1
20139,24.03,1854,4180,30.73,-16.5,0.0,-0.5,-7.69,-22.83,-10.56,-18.84,-25.89,-18.83,1
20141,31.59,631,859,42.35,-26.92,-14.29,0.0,-33.33,-26.11,-10.91,-14.55,-25.35,-14.62,1
20143,30.4,994,1394,41.62,-21.74,0.0,-23.68,0.0,-26.58,-6.32,-26.87,-26.68,-27.02,1
20145,34.88,1030,1424,41.97,-9.33,0.0,0.0,,-17.74,-1.85,-17.59,-26.21,-11.59,1
20147,31.59,899,1223,42.37,-27.03,-18.18,0.0,-25.0,-26.07,-12.66,-14.1,-25.25,-14.56,1
20149,34.57,4412,5235,45.73,-3.06,-11.6,-17.06,,-24.99,-40.04,-36.05,-32.34,-21.48,0
20151,34.89,1508,2083,41.99,-9.17,0.0,0.0,,-17.8,-1.27,-17.09,-26.36,-11.72,1
20153,31.59,463,630,42.36,-26.32,0.0,0.0,0.0,-26.17,-10.0,-15.0,-25.0,-14.66,1
20155,29.04,9965,15369,39.33,-2.2,0.0,-40.27,,-26.77,-24.89,-20.03,-23.89,-17.62,0
20157,30.4,809,1135,41.62,-18.92,-4.17,-25.81,0.0,-26.63,-6.49,-26.61,-26.67,-26.72,1
20159,29.04,1517,2340,39.33,-1.82,0.0,-40.3,,-26.82,-24.82,-19.47,-23.82,-17.7,1
20161,34.57,12524,14861,45.73,-3.24,-11.43,-17.02,,-24.98,-40.03,-36.09,-32.43,-21.46,0
20163,31.61,887,1207,42.36,-27.78,-10.0,0.0,-25.0,-26.05,-12.82,-14.29,-25.31,-14.48,1
20165,34.89,486,672,41.97,-8.57,0.0,0.0,,-17.83,-1.96,-17.65,-26.17,-11.73,1
20167,31.6,1207,1642,42.37,-26.53,-14.29,0.0,-20.0,-26.03,-11.43,-13.46,-25.41,-14.66,1
20169,30.4,9406,13198,41.61,-20.87,-2.15,-23.53,0.0,-26.61,-6.26,-26.56,-26.74,-26.97,0
20171,31.62,930,1265,42.37,-26.32,-9.09,0.0,-25.0,-26.09,-11.11,-13.75,-25.36,-14.36,1
20173,33.57,84271,118651,41.53,-16.89,-7.17,-11.61,0.0,-21.42,-10.52,-24.32,-26.0,-10.03,0
20175,33.34,3017,4573,39.75,-6.04,-8.91,0.0,,-19.05,-10.92,-27.27,-27.82,-15.56,0
20177,35.17,33394,41502,44.59,-13.5,0.0,-19.29,-10.13,-19.47,-10.29,-11.82,-20.59,-14.09,0
20179,31.57,442,601,42.38,-27.78,0.0,0.0,-50.0,-26.06,-12.82,-13.16,-25.63,-14.29,1
20181,31.62,1069,1455,42.35,-27.27,-15.38,0.0,-20.0,-26.16,-11.83,-15.05,-25.36,-14.51,1
20183,31.6,645,878,42.35,-26.92,-12.5,0.0,-33.33,-26.05,-10.71,-14.29,-25.17,-14.66,1
20185,34.9,670,926,41.98,-10.2,0.0,0.0,,-17.82,-1.43,-17.14,-26.1,-11.52,1
20187,33.29,286,433,39.78,-7.14,-8.7,0.0,,-19.34,-10.45,-25.0,-27.36,-15.45,1
20189,33.35,722,1095,39.74,-5.63,-8.47,0.0,,-19.07,-10.88,-28.57,-27.88,-15.47,1
20191,34.89,3685,5092,41.98,-9.36,0.0,0.0,,-17.78,-1.82,-17.1,-26.25,-11.67,0
20193,31.61,1431,1948,42.35,-27.59,-11.76,0.0,-16.67,-26.07,-12.0,-14.52,-25.31,-14.58,1
20195,31.64,507,691,42.32,-28.57,-16.67,0.0,0.0,-26.12,-11.36,-13.64,-25.44,-14.35,1
20197,24.03,808,1822,30.72,-17.78,0.0,0.0,-16.67,-22.89,-11.29,-18.33,-25.99,-18.69,1
20199,31.63,273,372,42.33,-27.27,0.0,0.0,0.0,-26.14,-12.5,-16.67,-25.2,-15.04,1
20201,30.38,959,1345,41.62,-20.45,0.0,-22.22,0.0,-26.59,-5.49,-26.36,-26.74,-27.01,1
20203,31.58,387,527,42.34,-31.25,-20.0,0.0,-50.0,-26.2,-11.76,-14.71,-25.29,-15.0,1
20205,38.84,1722,1778,49.2,-26.56,0.0,-2.2,-100.0,-21.31,-24.32,-13.04,-31.28,-14.75,1
20207,38.83,624,644,49.21,-27.66,0.0,-3.03,-100.0,-21.31,-23.75,-12.07,-31.58,-14.64,1
20209,49.23,35892,26647,57.39,-4.74,-4.85,-6.6,,-20.16,-15.51,-15.47,-16.65,-10.38,0
21001,51.18,4329,3020,58.91,-10.0,0.0,-11.16,0.0,-13.05,0.0,-12.33,-22.7,-11.88,1
21003,50.13,4432,3551,55.52,-23.13,0.0,-14.65,,-9.56,0.0,-2.2,-16.89,-7.58,1
21005,37.36,4464,5638,44.19,-23.15,0.0,-17.22,,-15.03,0.0,-5.87,-15.57,-10.17,1
21007,41.85,1461,1582,48.01,-6.25,0.0,-7.73,0.0,-13.61,-3.41,-7.06,-15.51,-8.97,1
21009,50.13,9575,7672,55.52,-22.99,0.0,-14.92,,-9.56,0.0,-2.33,-16.89,-7.61,1
21011,50.84,2669,2047,56.59,-7.94,-21.43,0.0,,-10.28,-26.83,-19.93,-14.15,-8.59,1
21013,63.88,6283,2786,69.28,-19.7,0.0,0.0,,-8.01,-61.18,-11.14,-13.3,-4.07,1
21015,26.51,15334,35695,30.05,-6.94,-2.22,0.0,,-12.08,-0.26,-16.67,-13.76,-9.15,0
21017,39.59,3564,4402,44.74,-23.63,0.0,-6.8,,-11.26,-15.62,-12.45,-13.15,-7.83,1
21019,48.48,10362,8444,55.1,-15.76,0.0,-8.9,0.0,-11.77,0.0,-18.53,-21.29,-11.95,0
21021,45.04,6056,5641,51.77,-6.77,0.0,0.0,,-13.6,-14.46,-20.95,-17.41,-6.05,1
21023,50.85,1758,1349,56.58,-7.32,-21.05,0.0,,-10.26,-25.93,-19.7,-14.1,-8.6,1
21025,70.6,3824,1064,78.23,-1.89,0.0,-30.95,,-9.78,0.0,-27.64,-12.83,-7.03,1
21027,36.82,3395,4419,43.45,-10.23,-10.42,-3.43,0.0,-16.23,-7.1,-19.76,-19.38,-7.45,1
21029,36.8,12676,18842,40.22,0.0,0.0,0.0,,-8.62,-18.02,-11.94,-15.45,-3.87,0
21031,50.14,2663,2134,55.51,-23.16,0.0,-15.13,,-9.57,0.0,-2.09,-16.87,-7.56,1
21033,50.93,2951,2168,57.65,0.0,0.0,0.0,0.0,-12.03,0.0,-8.88,-15.3,-6.94,1
21035,41.85,7007,7587,48.01,-5.68,0.0,-7.84,0.0,-13.63,-3.3,-7.13,-15.61,-9.09,1
21037,35.07,15785,21128,42.76,0.0,-2.3,-4.38,,-17.98,-7.62,-12.73,-26.37,-15.79,0
21039,41.86,911,986,48.02,-6.67,0.0,-8.26,0.0,-13.7,-3.64,-7.55,-15.61,-9.11,1
21041,35.06,1832,2452,42.76,0.0,-1.67,-4.08,,-17.99,-8.62,-12.9,-26.32,-15.83,1
21043,48.49,5718,4660,55.1,-14.85,0.0,-9.23,0.0,-11.75,0.0,-18.53,-21.29,-11.96,1
21045,51.17,3653,2548,58.91,-9.9,0.0,-11.22,0.0,-13.07,0.0,-12.25,-22.74,-11.85,1
21047,42.69,15003,12319,54.91,0.0,0.0,-18.99,0.0,-24.01,-21.29,-51.27,-22.38,-16.79,0
21049,39.59,6507,8036,44.74,-23.49,0.0,-6.96,,-11.24,-15.81,-12.58,-13.1,-7.85,1
21051,58.05,5095,2807,64.48,0.0,0.0,-36.51,,-10.12,0.0,-19.56,-17.03,-7.65,1
21053,51.18,2119,1478,58.91,-10.17,0.0,-11.4,0.0,-13.08,0.0,-12.24,-22.69,-11.83,1
21055,50.93,2098,1541,57.65,0.0,0.0,0.0,0.0,-12.08,0.0,-8.55,-15.26,-7.01,1
21057,51.16,1348,941,58.89,-8.11,0.0,-11.11,0.0,-12.99,0.0,-11.83,-22.74,-11.83,1
21059,36.81,16897,24659,40.66,-3.9,-14.47,-5.11,,-9.59,0.0,-5.63,-11.71,-6.45,0
21061,50.13,2610,2091,55.52,-23.12,0.0,-15.38,,-9.57,0.0,-2.14,-16.86,-7.63,1
21063,48.48,1580,1287,55.11,-14.29,0.0,-8.33,0.0,-11.76,0.0,-18.35,-21.23,-11.94,1
21065,54.04,3419,2095,62.01,-10.67,0.0,-20.82,,-12.42,-43.07,-7.69,-16.35,-12.31,1
21067,36.26,58613,80690,42.08,-7.9,-19.44,-11.63,0.0,-13.68,-11.34,-16.49,-16.67,-11.61,0
21069,50.84,3156,2421,56.59,-6.76,-21.21,0.0,,-10.26,-26.53,-19.94,-14.06,-8.61,1
21071,64.44,9704,4386,68.87,0.0,0.0,0.0,,-6.54,-2.84,-5.96,-9.36,-5.04,1
21073,37.36,9642,12180,44.18,-22.84,0.0,-17.14,,-15.04,0.0,-5.82,-15.58,-10.12,0
21075,41.84,1230,1332,48.01,-5.0,0.0,-7.93,0.0,-13.64,-2.7,-6.99,-15.58,-9.04,1
21077,35.06,1475,1974,42.77,0.0,-2.04,-5.06,,-17.98,-8.51,-13.14,-26.3,-15.76,1
21079,45.04,3354,3124,51.78,-6.6,0.0,0.0,,-13.59,-14.49,-20.88,-17.4,-5.99,1
21081,35.07,4230,5661,42.77,0.0,-2.16,-4.42,,-17.97,-8.21,-12.77,-26.36,-15.78,1
21083,41.85,6921,7495,48.01,-5.31,0.0,-7.93,0.0,-13.62,-3.11,-7.09,-15.62,-9.08,1
21085,36.82,4390,5714,43.45,-10.09,-9.84,-3.36,0.0,-16.2,-6.88,-19.72,-19.37,-7.42,1
21087,51.17,2545,1775,58.91,-9.86,0.0,-11.68,0.0,-13.03,0.0,-11.93,-22.65,-11.86,1
21089,48.48,7722,6293,55.1,-15.33,0.0,-9.09,0.0,-11.76,0.0,-18.52,-21.3,-11.94,1
21091,37.3,1525,2022,42.99,0.0,0.0,-2.16,,-13.6,-4.76,-14.29,-20.22,-11.66,1
21093,38.3,18699,23023,44.82,-4.57,-10.15,-5.16,0.0,-15.4,-9.52,-21.48,-18.66,-7.41,0
21095,63.87,6996,3102,69.28,-19.73,0.0,0.0,,-8.0,-62.11,-11.11,-13.32,-4.07,1
21097,39.59,3290,4062,44.75,-23.81,0.0,-6.73,,-11.25,-16.03,-12.66,-13.1,-7.84,1
21099,50.13,4153,3328,55.51,-22.91,0.0,-15.05,,-9.56,0.0,-2.01,-16.86,-7.6,1
21101,37.3,7515,9962,43.0,-0.4,-7.69,-2.41,,-13.65,-4.12,-14.04,-20.19,-11.74,0
21103,26.44,1766,3802,31.72,0.0,-11.76,-8.75,0.0,-16.13,-4.94,-7.3,-30.03,-17.26,1
