county,Percentage Eligible,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,difference_percentage_aian,difference_percentage_asian,difference_percentage_black,difference_percentage_nhpi,difference_percentage_white,difference_percentage_hispanic,difference_percentage_veteran,difference_percentage_elderly,difference_percentage_disability,rural
06079,33.78,42388,65183,39.4,-12.12,-17.38,-12.18,0.0,-13.79,-3.28,-21.78,-18.46,-13.97,0
06081,26.58,76363,187388,28.95,-3.04,-5.84,0.0,0.0,-11.78,-7.42,-11.92,-11.26,-6.01,0
06083,42.04,68664,81894,45.61,-2.6,-9.67,-5.11,0.0,-8.72,-3.93,-8.71,-11.57,-5.26,0
06085,28.52,202549,447877,31.14,-6.47,-6.36,-4.6,0.0,-10.18,-7.95,-12.28,-9.04,-5.3,0
06087,34.5,38046,59308,39.08,-4.42,-15.89,-20.27,0.0,-11.83,-7.85,-5.22,-18.53,-11.14,0
06089,40.06,33977,37528,47.52,-5.29,-2.17,-5.7,0.0,-16.22,-9.2,-13.74,-20.65,-12.93,0
06091,38.25,547,789,40.94,0.0,0.0,,,-7.07,0.0,-7.46,-9.91,-10.65,1
06093,45.34,8409,8089,50.97,-3.22,-6.2,0.0,0.0,-11.78,-0.22,-14.45,-16.71,-9.0,1
06095,37.29,65895,92303,41.65,-6.0,-6.99,-8.41,-49.9,-11.7,-11.37,-17.26,-7.81,-6.56,0
06097,32.72,68722,121857,36.06,-3.21,-9.71,-5.3,0.0,-9.92,-6.73,-3.92,-9.5,-4.53,0
06099,45.33,87575,86584,50.28,-8.17,-7.07,-6.43,0.0,-10.74,-6.5,-7.44,-10.71,-7.53,0
06101,52.21,19122,14768,56.42,-8.64,-7.1,-11.73,0.0,-8.29,-5.15,-15.3,-7.92,-3.17,0
06103,53.73,12727,9531,57.18,-11.82,0.0,0.0,0.0,-6.32,-4.45,-8.11,-9.03,-5.58,1
06105,53.74,3115,2332,57.19,-11.83,0.0,0.0,0.0,-6.3,-4.4,-8.2,-9.03,-5.58,1
06107,58.13,88390,55122,61.59,-1.34,-6.73,0.0,0.0,-6.13,-3.9,-18.47,-10.05,-4.47,0
06109,36.75,10321,13280,43.73,-12.31,-3.12,0.0,,-15.77,-13.48,-11.21,-17.02,-18.02,1
06111,33.54,105281,174052,37.69,-9.2,-11.94,-6.48,0.0,-11.72,-9.22,-3.56,-14.51,-9.35,0
06113,42.02,35409,41435,46.08,-21.73,-9.46,-4.08,-100.0,-8.51,-7.93,-11.09,-8.98,-6.45,0
06115,52.21,15658,12093,56.42,-8.65,-7.09,-11.67,0.0,-8.29,-5.14,-15.28,-7.93,-3.16,0
08001,36.64,74882,108458,40.84,-4.77,-14.69,-3.88,0.0,-10.79,-6.38,-14.29,-11.46,-7.31,0
08003,46.66,3759,3383,52.63,-2.75,0.0,0.0,-1.0,-11.92,-6.82,-3.24,-14.41,-6.29,1
08005,29.62,83078,162812,33.79,-6.29,-9.07,-12.5,0.0,-11.93,-8.79,-10.62,-14.0,-7.66,0
08007,35.55,2502,3327,42.92,-17.88,-29.49,0.0,0.0,-16.13,-12.65,-11.86,-23.22,-15.11,1
08009,46.67,805,725,52.61,-3.19,0.0,0.0,0.0,-11.94,-6.89,-3.49,-14.46,-6.28,1
08011,46.67,1297,1167,52.64,-2.65,0.0,0.0,-2.86,-11.96,-6.93,-2.9,-14.52,-6.24,1
08013,26.1,40532,93156,30.32,-6.66,-6.61,0.0,0.0,-14.69,-14.07,-12.42,-15.65,-9.86,0
08014,18.67,6464,23326,21.7,-2.7,-2.98,0.0,0.0,-16.0,-17.68,-12.94,-14.12,-9.75,0
08015,33.43,3351,4367,43.42,-34.58,-20.37,0.0,0.0,-23.58,-20.35,-14.16,-26.94,-11.26,1
08017,35.1,270,391,40.85,-13.33,0.0,-5.26,-100.0,-14.34,-11.27,-10.0,-15.32,-11.11,1
08019,20.46,914,3025,23.2,0.0,0.0,0.0,,-12.08,0.0,0.0,-11.13,-12.14,1
08021,46.66,1712,1541,52.63,-2.51,0.0,0.0,-2.17,-11.93,-6.82,-3.28,-14.4,-6.38,1
08023,46.66,803,723,52.62,-2.15,0.0,0.0,0.0,-11.83,-6.9,-3.49,-14.49,-6.3,1
08025,35.13,916,1327,40.84,-9.8,0.0,-3.12,-100.0,-14.42,-11.57,-9.71,-15.48,-11.64,1
08027,33.42,809,1055,43.4,-34.62,-23.08,-11.11,0.0,-23.54,-20.22,-13.94,-26.97,-11.08,1
08029,41.75,6718,6139,52.25,0.0,0.0,-41.07,,-20.33,-16.85,-17.89,-29.47,-14.99,1
08031,32.57,122709,207300,37.18,-4.92,-16.29,-4.85,-22.19,-13.74,-10.52,-10.75,-13.6,-7.55,0
08033,35.54,435,579,42.9,-17.54,-28.57,0.0,0.0,-16.15,-12.64,-11.76,-23.67,-14.91,1
08035,15.44,24277,111773,17.84,-11.4,-5.66,-19.81,,-13.72,-10.48,-11.02,-14.43,-9.68,0
08037,21.84,5883,14486,28.88,,0.0,,,-25.37,-17.52,-39.87,-31.82,-5.82,1
08039,35.14,4035,5840,40.86,-10.31,0.0,-2.14,-100.0,-14.37,-11.36,-9.07,-15.47,-11.49,1
08041,30.7,101281,185005,35.38,-6.95,-17.16,-7.12,-77.78,-14.38,-6.51,-16.77,-15.28,-4.52,0
08043,33.43,8419,10972,43.42,-34.57,-19.26,-1.14,0.0,-23.58,-20.3,-14.12,-26.94,-11.32,1
08045,33.76,9674,15298,38.74,-1.17,-54.12,0.0,0.0,-12.42,-15.49,-17.3,-13.9,-23.11,1
08047,20.44,565,1871,23.19,0.0,0.0,0.0,,-12.04,0.0,0.0,-10.82,-12.37,1
08049,21.84,1659,4084,28.89,,0.0,,,-25.36,-17.57,-39.73,-31.86,-5.9,1
08051,35.56,3168,4214,42.92,-17.7,-29.29,0.0,0.0,-16.12,-12.54,-11.8,-23.23,-15.18,1
08053,35.57,147,196,42.86,-15.79,-40.0,0.0,0.0,-15.91,-10.34,-11.76,-22.81,-15.38,1
08055,33.43,1173,1528,43.43,-35.14,-21.05,0.0,0.0,-23.6,-20.16,-14.17,-26.9,-11.34,1
08057,21.78,146,359,28.91,,,,,-25.0,-19.44,-40.0,-32.69,-5.56,1
08059,25.88,73325,168563,30.31,-5.0,-8.87,-16.09,0.0,-15.66,-11.24,-12.97,-18.55,-11.32,0
08061,35.1,224,324,40.88,-8.33,0.0,-6.25,-100.0,-14.08,-11.86,-8.0,-14.71,-11.94,1
08063,35.15,1097,1588,40.86,-11.48,0.0,-1.32,-100.0,-14.34,-11.07,-8.94,-15.51,-11.55,1
08065,33.44,1279,1667,43.41,-34.15,-20.0,0.0,0.0,-23.57,-20.28,-13.79,-26.9,-11.34,1
08067,35.56,10418,13856,42.92,-17.88,-29.54,0.0,0.0,-16.13,-12.59,-11.97,-23.29,-15.13,1
08069,27.4,50025,102096,32.89,-4.66,-16.54,-3.03,0.0,-17.58,-4.11,-23.24,-20.8,-16.53,0
08071,46.67,3342,3007,52.64,-2.58,0.0,0.0,-1.12,-11.91,-6.82,-3.36,-14.47,-6.35,1
08073,35.13,879,1273,40.85,-10.2,0.0,-1.64,-100.0,-14.42,-11.21,-9.18,-15.38,-11.74,1
08075,35.14,3333,4824,40.86,-10.33,0.0,-2.16,-100.0,-14.41,-11.26,-9.12,-15.46,-11.51,1
08077,36.89,27775,36393,43.28,0.0,-33.49,-13.23,,-14.56,-9.22,-7.84,-17.3,-10.86,0
08079,46.68,198,179,52.52,-4.35,0.0,0.0,0.0,-12.12,-6.73,-4.76,-14.71,-6.12,1
08081,33.75,2085,3296,38.75,-1.09,-55.56,0.0,0.0,-12.39,-15.48,-17.29,-13.89,-23.13,1
08083,35.56,4839,6436,42.92,-17.84,-29.8,0.0,0.0,-16.13,-12.56,-11.93,-23.31,-15.07,1
08085,41.75,9191,8400,52.25,0.0,0.0,-41.18,,-20.33,-16.84,-17.78,-29.5,-14.99,1
08087,35.14,4508,6525,40.86,-10.4,0.0,-2.23,-100.0,-14.4,-11.27,-9.11,-15.49,-11.54,1
08089,46.67,4293,3863,52.64,-2.61,0.0,0.0,-1.74,-11.95,-6.82,-3.28,-14.47,-6.31,1
08091,41.75,1049,959,52.24,0.0,0.0,-41.18,,-20.27,-16.98,-17.57,-29.44,-14.89,1
08093,33.43,2992,3899,43.42,-35.42,-18.75,0.0,0.0,-23.59,-20.36,-14.08,-26.92,-11.32,1
08095,35.14,702,1017,40.84,-10.26,0.0,-2.04,-100.0,-14.48,-11.35,-10.13,-15.53,-11.85,1
08097,21.84,1833,4512,28.89,,0.0,,,-25.38,-17.49,-39.92,-31.9,-6.0,1
08099,46.67,2756,2480,52.64,-2.5,0.0,0.0,-1.35,-11.95,-6.88,-3.06,-14.45,-6.31,1
08101,48.78,37298,31395,54.3,-5.56,-23.46,-4.72,0.0,-10.47,-6.51,-12.73,-13.83,-8.83,0
08103,33.75,1024,1619,38.74,0.0,-55.56,0.0,0.0,-12.39,-15.41,-17.56,-14.02,-23.1,1
08105,46.66,2649,2384,52.63,-2.6,0.0,0.0,-1.41,-11.93,-6.79,-3.18,-14.44,-6.26,1
08107,33.75,3894,6158,38.74,-1.16,-52.94,0.0,0.0,-12.42,-15.44,-17.27,-13.89,-23.08,1
08109,46.65,1463,1317,52.63,-2.35,0.0,0.0,0.0,-11.91,-6.81,-3.21,-14.46,-6.35,1
08111,35.5,132,176,42.86,-17.65,-25.0,0.0,0.0,-16.1,-11.54,-12.5,-23.53,-17.14,1
08113,41.76,1738,1588,52.25,0.0,0.0,-41.38,,-20.29,-16.81,-17.89,-29.5,-14.92,1
08115,35.13,373,539,40.9,-14.29,0.0,-3.85,-100.0,-14.37,-11.22,-9.52,-15.79,-11.61,1
08117,21.85,3278,8070,28.89,,0.0,,,-25.37,-17.52,-39.95,-31.82,-5.85,1
08119,32.86,3389,5260,39.18,0.0,-10.97,-5.91,,-17.1,-1.57,-26.67,-22.16,-5.99,1
08121,35.14,745,1079,40.84,-9.76,0.0,-1.92,-100.0,-14.49,-11.68,-8.43,-15.25,-11.21,1
08123,35.17,48798,72784,40.14,-6.76,-11.62,-12.59,-19.35,-12.68,-10.2,-12.5,-12.43,-9.36,0
08125,35.15,1546,2238,40.86,-10.47,0.0,-2.78,-100.0,-14.37,-11.27,-9.25,-15.51,-11.64,1
09001,33.74,132049,226234,36.86,-0.42,-14.73,-6.74,,-10.07,-4.1,-13.86,-10.41,-5.68,0
09003,36.79,145368,213680,40.49,-13.7,-5.3,-6.86,0.0,-10.37,-7.54,-11.11,-10.31,-5.18,0
09005,31.19,26361,48790,35.08,0.0,-18.63,-5.18,0.0,-11.15,-3.3,-13.49,-13.37,-6.07,0
09007,24.52,20475,49340,29.33,0.0,-14.78,-3.91,,-16.05,-23.16,-20.3,-14.65,-5.55,0
09009,40.24,153453,196665,43.83,-7.65,-4.42,-6.76,0.0,-8.87,-4.61,-7.25,-10.25,-3.98,0
09011,37.56,45550,65326,41.08,-7.11,-4.86,-8.12,0.0,-8.69,-9.83,-8.56,-10.45,-6.97,0
09013,34.04,23792,35482,40.14,-11.99,-3.55,-7.78,,-16.28,-21.32,-15.6,-10.31,-6.45,0
09015,42.54,21585,24170,47.18,-2.84,-7.24,-1.19,0.0,-10.2,-9.16,-7.93,-15.33,-9.0,0
10001,38.04,31079,39218,44.21,0.0,-46.0,-8.96,,-14.78,-2.92,-16.24,-18.27,-14.81,0
10003,30.8,77138,143501,34.96,-7.57,-1.1,-6.51,,-15.34,-7.89,-13.53,-16.4,-9.32,0
10005,35.28,42525,62207,40.6,-1.07,0.0,-4.27,,-15.45,-7.02,-21.0,-20.75,-9.23,1
12001,35.86,46458,61729,42.94,-17.47,-7.09,-9.08,,-18.83,-10.72,-18.41,-25.48,-18.2,0
12003,36.59,4777,6890,40.94,0.0,-62.64,-9.8,,-9.08,0.0,-16.41,-16.0,-14.36,1
12005,34.94,33523,43245,43.67,-24.82,-12.51,-17.11,0.0,-21.09,-10.41,-16.65,-16.82,-14.64,0
12007,43.91,5593,5112,52.25,-7.03,-8.22,-8.22,-100.0,-16.58,-2.41,-18.96,-22.22,-11.09,1
12009,33.16,102785,151802,40.37,-12.71,-17.02,-14.36,0.0,-18.74,-14.96,-17.2,-20.38,-12.2,0
12011,37.68,328575,419214,43.94,-19.22,-7.99,-13.06,0.0,-15.59,-12.67,-18.07,-15.07,-10.91,0
12013,44.25,2554,2448,51.06,-9.33,-66.67,-7.85,,-16.58,-23.2,-25.85,-15.69,-11.6,1
12015,31.87,35670,53318,40.08,-2.29,0.0,-27.81,,-20.42,-11.15,-22.87,-25.15,-16.27,0
12017,34.61,30467,37801,44.63,-36.79,0.0,-52.07,,-21.67,-18.08,-19.44,-27.53,-14.51,1
12019,30.54,29978,50502,37.25,-21.87,-8.09,-13.41,0.0,-17.6,-10.23,-24.49,-15.75,-11.86,0
12021,27.15,54726,109206,33.38,-8.55,-5.22,-16.38,,-19.98,-9.72,-24.6,-22.51,-13.89,0
12023,43.92,13768,12585,52.24,-7.01,-7.82,-8.18,-100.0,-16.57,-2.54,-18.95,-22.22,-11.12,1
12027,47.22,7681,6252,55.13,-2.51,-25.37,-6.63,,-15.82,-8.31,-19.96,-19.23,-14.26,0
12029,43.91,3309,3025,52.24,-7.12,-6.98,-8.17,-100.0,-16.57,-2.44,-18.91,-22.2,-11.12,1
12031,36.65,178905,227386,44.03,-11.06,-13.22,-13.37,-14.21,-18.16,-24.71,-20.12,-17.77,-11.33,0
12033,38.58,58459,68520,46.04,-8.38,-12.21,-11.95,0.0,-17.65,-20.53,-11.84,-14.93,-12.91,0
12035,29.35,17205,29895,36.53,0.0,0.0,-8.12,,-22.27,-14.25,-19.15,-24.03,-11.99,0
12037,44.24,2329,2233,51.05,-10.14,-60.0,-7.91,,-16.55,-23.16,-25.58,-15.68,-11.6,1
12039,44.25,8201,7863,51.05,-9.5,-61.11,-7.85,,-16.58,-22.99,-25.82,-15.69,-11.58,0
12041,43.92,3529,3226,52.24,-7.01,-8.7,-8.13,-100.0,-16.56,-2.54,-19.05,-22.22,-11.14,1
12043,51.58,2744,1656,62.36,-8.33,0.0,-17.72,0.0,-18.73,-6.97,-29.73,-21.96,-14.06,1
12045,44.25,2655,2546,51.05,-8.97,-66.67,-7.85,,-16.61,-22.89,-26.02,-15.65,-11.59,1
12047,48.21,2826,2121,57.13,0.0,0.0,-5.86,,-19.5,-11.3,-20.87,-17.57,-17.36,1
12049,47.22,5726,4660,55.13,-2.81,-24.0,-6.59,,-15.83,-8.28,-20.06,-19.27,-14.24,1
12051,51.59,8967,5412,62.36,-9.18,0.0,-17.28,0.0,-18.72,-7.02,-29.65,-21.91,-14.07,1
12053,36.92,37445,44052,45.95,-11.2,0.0,-19.18,,-21.86,-18.76,-17.04,-23.02,-16.54,0
12055,47.64,22892,18110,55.83,-3.33,-15.31,-7.06,0.0,-16.18,-8.14,-21.22,-19.51,-14.24,1
12057,34.65,231660,345904,40.11,-11.72,-9.08,-11.28,0.0,-14.47,-10.75,-14.88,-15.27,-9.42,0
12059,34.94,3760,4850,43.67,-24.37,-12.18,-17.11,0.0,-21.09,-10.29,-16.67,-16.77,-14.6,1
12061,30.6,25653,44321,36.66,-4.91,-27.57,-10.65,,-16.69,-5.13,-19.02,-22.12,-12.57,0
12063,44.25,8855,8489,51.06,-9.58,-65.0,-7.82,,-16.58,-22.92,-25.76,-15.67,-11.6,1
12065,44.25,2715,2603,51.05,-10.0,-66.67,-7.78,,-16.54,-22.82,-25.9,-15.69,-11.6,1
12067,48.21,1660,1246,57.12,0.0,0.0,-5.64,,-19.49,-10.71,-20.74,-17.61,-17.35,1
12069,29.45,59268,102188,36.71,-11.56,-29.87,-21.14,0.0,-19.28,-15.5,-21.71,-22.16,-10.0,0
12071,33.1,130938,189500,40.86,-18.39,-11.65,-8.16,0.0,-19.98,-12.25,-12.54,-21.96,-11.89,0
12073,33.6,52940,68484,43.6,-23.76,-33.46,-22.79,,-21.5,-18.2,-19.27,-15.81,-9.99,0
12075,43.92,8478,7750,52.24,-7.02,-7.27,-8.17,-100.0,-16.57,-2.54,-19.0,-22.21,-11.13,1
12077,44.25,1493,1431,51.06,-9.09,-66.67,-7.87,,-16.54,-23.01,-26.09,-15.61,-11.65,1
12079,48.2,3626,2722,57.12,0.0,0.0,-5.86,,-19.48,-10.78,-20.89,-17.59,-17.35,1
12081,25.9,53734,109786,32.86,-53.09,-15.92,-9.6,,-21.59,-17.53,-24.6,-23.1,-12.8,0
12083,36.58,71659,85691,45.54,-2.55,-24.82,-18.78,,-19.18,-7.32,-17.99,-22.98,-15.99,0
12085,28.78,25783,43382,37.28,-14.22,-18.54,-19.63,,-23.58,-7.25,-10.42,-25.82,-11.2,0
12086,48.61,530574,438106,54.77,-16.13,-11.76,-9.23,0.0,-11.62,-10.41,-13.64,-9.29,-5.63,0
12087,36.21,12941,18048,41.76,-42.19,-8.48,-7.34,,-14.04,-12.95,-17.0,-15.64,-11.98,0
12089,36.6,15277,22035,40.94,0.0,-62.84,-9.73,,-9.08,0.0,-16.46,-15.96,-14.39,1
12091,27.92,29785,54712,35.25,-24.53,-12.63,-10.74,,-20.81,-28.46,-20.84,-15.71,-15.19,0
12093,51.58,8971,5414,62.36,-8.67,-0.24,-17.09,0.0,-18.72,-7.04,-29.62,-21.92,-14.09,1
12095,39.42,238282,274107,46.5,-10.52,-15.5,-10.76,0.0,-17.68,-13.68,-12.0,-16.15,-8.14,0
12097,41.26,64109,68940,48.18,-4.02,-24.2,-16.44,,-13.3,-11.29,-12.27,-13.2,-12.4,0
12099,32.84,236272,359382,39.67,-15.95,-10.31,-9.1,,-21.14,-15.01,-22.44,-20.81,-15.59,0
12101,33.84,94387,135397,41.08,-16.83,-23.92,-9.02,0.0,-18.25,-11.37,-17.42,-23.76,-11.25,0
12103,31.26,158302,262488,37.62,-7.42,-13.07,-7.14,0.0,-18.72,-10.56,-18.53,-19.78,-13.62,0
12105,42.23,137455,139018,49.72,-11.57,-15.17,-11.72,,-14.66,-12.66,-15.04,-17.93,-13.94,0
12107,42.19,15272,14868,50.67,-20.5,-2.9,-2.26,,-18.51,-14.64,-30.19,-19.66,-15.85,1
12109,21.56,28897,79868,26.57,-11.84,-1.16,-5.88,,-20.36,-23.7,-17.34,-18.51,-9.72,0
12111,35.98,56779,74612,43.21,-11.87,-14.63,-9.49,0.0,-19.33,-12.78,-28.98,-23.38,-10.88,0
12113,24.47,21453,50269,29.91,-20.22,-8.76,-16.63,0.0,-19.38,0.0,-14.74,-17.34,-9.3,0
12115,24.45,63822,140197,31.28,-18.45,-16.49,-12.54,,-22.15,-13.36,-23.43,-23.7,-17.88,0
12117,27.92,65139,122936,34.63,-17.0,-10.3,-10.97,0.0,-21.82,-19.27,-33.78,-22.23,-16.01,0
12119,22.74,20914,43140,32.65,-4.71,-12.3,-30.14,,-29.71,-15.65,-26.97,-32.8,-13.58,0
12121,48.21,8771,6585,57.12,0.0,0.0,-5.82,,-19.47,-10.81,-20.86,-17.58,-17.38,1
12123,48.21,4398,3302,57.12,0.0,0.0,-5.89,,-19.47,-10.78,-20.87,-17.59,-17.36,1
12125,43.91,3188,2914,52.25,-7.04,-9.52,-8.15,-100.0,-16.58,-2.54,-18.91,-22.23,-11.14,1
12127,37.98,111392,133039,45.57,-2.59,-6.89,-7.63,,-18.81,-11.67,-14.42,-20.44,-15.24,0
12129,44.25,6319,6058,51.05,-9.68,-64.29,-7.82,,-16.56,-22.96,-25.68,-15.68,-11.61,1
12131,34.94,14405,18583,43.67,-24.74,-12.57,-17.07,0.0,-21.09,-10.35,-16.69,-16.81,-14.62,1
12133,34.94,4843,6248,43.67,-24.8,-12.6,-17.06,0.0,-21.09,-10.27,-16.71,-16.85,-14.6,1
13001,52.17,3775,2560,59.59,-21.43,-12.5,-5.93,,-15.42,-2.38,-24.88,-14.07,-9.03,1
13003,48.36,1634,1238,56.89,-7.27,-13.33,-5.73,,-18.77,-16.81,-21.33,-18.44,-5.86,1
13005,48.36,2198,1666,56.88,-6.85,-10.0,-5.78,,-18.73,-16.45,-21.13,-18.33,-5.93,1
13007,52.17,642,417,60.62,0.0,0.0,-12.95,,-15.72,-7.14,-36.07,-16.03,-9.93,1
13009,39.95,7710,8472,47.65,0.0,0.0,-12.52,,-17.64,0.0,-26.11,-17.56,-9.4,1
13011,41.93,3297,3272,50.19,-5.52,-5.45,-1.88,0.0,-18.6,-25.62,-25.43,-18.54,-13.54,1
13013,38.4,12591,16380,43.46,-13.5,-3.74,-6.09,,-12.39,-4.88,-17.78,-17.85,-9.29,0
13015,29.47,14283,24285,37.03,-30.17,0.0,-11.98,,-21.49,-8.67,-14.03,-32.22,-7.29,0
13017,48.11,3704,2800,56.95,0.0,0.0,-11.77,-100.0,-17.55,-5.5,-30.75,-19.71,-11.42,1
13019,48.11,3912,2957,56.95,0.0,0.0,-11.75,-100.0,-17.59,-5.69,-30.64,-19.75,-11.38,1
13021,45.97,29596,28268,51.15,-3.73,-19.7,-6.13,,-16.55,-29.22,-6.48,-8.08,-5.23,0
13023,53.95,2623,1711,60.52,-8.4,-60.0,-4.9,,-14.55,0.0,-12.08,-11.32,-6.75,1
13025,48.36,3555,2694,56.89,-7.56,-12.12,-5.92,,-18.77,-16.67,-21.3,-18.36,-5.91,1
13027,48.11,3512,2655,56.95,0.0,0.0,-11.74,-100.0,-17.57,-5.79,-30.52,-19.7,-11.4,0
13029,39.92,7815,8339,48.38,-23.46,-25.53,-12.04,0.0,-19.13,-27.43,-19.99,-14.09,-18.43,0
13031,41.18,14298,15176,48.51,0.0,-17.88,-8.62,-100.0,-18.53,-12.79,-20.24,-13.05,-6.88,0
13033,45.09,5023,4074,55.22,-0.93,-100.0,-15.05,,-21.52,-67.86,-13.48,-21.12,-16.3,1
13035,41.15,4575,4908,48.24,-3.26,-54.29,-12.74,,-15.09,-19.91,-15.99,-13.89,-11.48,1
13037,52.14,1244,808,60.62,0.0,0.0,-13.06,,-15.69,-9.09,-36.44,-16.34,-10.07,1
13039,34.05,9673,12698,43.24,-7.35,-78.83,-26.95,,-18.87,-1.37,-22.34,-21.39,-10.97,1
13043,53.94,2287,1492,60.52,-8.65,-50.0,-4.92,,-14.59,0.0,-12.46,-11.29,-6.7,1
13045,40.27,19062,24797,43.46,-5.15,0.0,-4.89,,-8.03,-3.99,-0.73,-13.69,-4.39,0
13047,36.22,12160,14416,45.76,-15.85,-5.93,-18.87,,-20.88,-44.71,-25.55,-21.77,-17.13,0
13049,48.36,2469,1871,56.89,-6.1,-13.04,-5.95,,-18.8,-16.37,-21.32,-18.32,-5.93,1
13051,35.48,52224,68804,43.15,-36.16,-3.9,-14.04,,-23.89,-29.06,-21.32,-16.14,-14.63,0
13053,41.79,1804,1903,48.66,-15.79,-20.0,-12.01,0.0,-18.76,-10.91,-17.04,-14.77,-10.14,0
13055,36.23,4474,5305,45.75,-15.9,-4.65,-18.65,,-20.86,-45.03,-25.59,-21.76,-17.13,1
13057,19.28,24306,75687,24.31,-20.83,-43.24,-19.06,,-22.18,-15.52,-35.5,-30.07,-18.53,0
13059,39.57,26161,29171,47.28,-31.66,-8.8,-8.3,,-21.55,0.0,-21.79,-14.04,-15.98,0
13061,46.16,567,488,53.74,-21.05,-42.86,-8.08,,-21.99,0.0,-23.64,-17.39,-11.76,1
13063,49.66,60139,46103,56.61,-11.8,-5.21,-10.21,,-19.87,-12.5,-9.24,-11.34,-8.47,0
13065,48.36,1333,1010,56.89,-6.82,-8.33,-5.76,,-18.74,-16.3,-20.93,-18.37,-5.99,1
13067,26.15,93534,199283,31.94,-14.35,-17.78,-18.33,0.0,-17.35,-14.45,-20.66,-21.91,-15.8,0
13069,48.36,8503,6445,56.88,-7.04,-12.66,-5.89,,-18.78,-16.5,-21.27,-18.37,-5.85,1
13071,42.87,9324,7780,54.51,-63.0,0.0,-21.49,0.0,-19.19,-9.57,-17.02,-16.45,-16.45,1
13073,26.21,15172,35847,29.74,-24.8,-9.55,-3.84,,-13.5,-23.17,-3.42,-19.49,-12.61,0
13075,48.11,3712,2806,56.95,0.0,0.0,-11.75,-100.0,-17.56,-5.5,-30.49,-19.72,-11.4,1
13077,24.52,16433,38976,29.66,-6.28,-0.71,-12.13,,-19.34,-13.82,-9.67,-20.91,-17.3,0
13079,39.96,2135,2346,47.65,0.0,0.0,-12.55,,-17.66,0.0,-26.07,-17.56,-9.4,1
13081,46.14,4002,3446,53.73,-18.66,-45.1,-8.18,,-22.0,-1.74,-23.83,-17.29,-12.04,1
13083,36.23,2910,3450,45.75,-15.75,-3.57,-18.67,,-20.88,-45.05,-25.71,-21.84,-17.11,0
13085,33.01,4632,6185,42.82,-6.47,-86.21,-1.4,,-23.32,-5.88,-33.18,-24.67,-17.44,0
13087,52.17,6548,4254,60.62,0.0,0.0,-12.98,,-15.69,-9.03,-36.51,-16.27,-10.08,1
13089,30.15,96790,179497,35.03,-17.67,-18.15,-12.55,0.0,-17.83,-15.48,-14.26,-12.22,-10.59,0
13091,53.94,4150,2708,60.51,-8.47,-53.33,-4.92,,-14.6,0.0,-12.21,-11.28,-6.71,1
13093,46.14,2229,1919,53.74,-17.57,-46.43,-8.15,,-21.99,-2.08,-23.72,-17.24,-11.97,1
13095,48.2,17995,16171,52.67,-9.74,0.0,-4.9,,-17.31,0.0,-13.47,-14.2,-9.96,0
13097,33.78,20205,31248,39.27,-16.1,0.0,-8.57,-100.0,-19.17,-1.73,-13.02,-26.14,-8.93,0
13099,52.17,2420,1572,60.62,0.0,0.0,-12.96,,-15.69,-8.49,-36.68,-16.3,-10.07,1
13101,48.36,728,552,56.88,-4.17,-14.29,-5.96,,-18.71,-16.0,-21.28,-18.45,-5.84,1
13103,41.18,11419,12121,48.51,0.0,-17.49,-8.63,-100.0,-18.53,-12.83,-20.24,-13.07,-6.89,0
13105,30.96,2812,4863,36.64,-0.74,-13.33,-7.92,,-15.7,-14.52,-16.06,-17.23,-11.46,1
13107,53.94,4743,3095,60.51,-8.33,-52.94,-4.89,,-14.57,0.0,-12.21,-11.3,-6.74,1
13109,52.18,2204,1495,59.58,-20.99,-12.5,-5.92,,-15.4,-2.04,-24.79,-14.13,-9.01,1
13111,36.88,4253,5509,43.57,-11.76,0.0,-6.9,,-15.98,-9.34,-8.47,-19.7,-7.73,1
13113,21.97,12588,31379,28.63,-39.14,-18.51,-16.78,,-27.81,-31.64,-40.97,-27.89,-15.72,0
13115,38.98,16767,19213,46.6,-19.7,0.0,-15.5,,-14.74,-17.29,-8.38,-17.59,-10.51,0
13117,17.95,17375,69113,20.09,-14.15,-1.36,-3.85,0.0,-12.31,-16.42,-18.9,-16.4,-8.76,0
13119,41.93,4283,4251,50.19,-5.21,-6.94,-1.77,0.0,-18.61,-25.76,-25.56,-18.56,-13.57,1
13121,29.15,156219,308229,33.64,-3.86,-19.93,-9.17,,-19.18,-17.64,-11.43,-11.73,-7.8,0
13123,36.88,5267,6822,43.57,-11.56,0.0,-7.64,,-15.97,-9.42,-8.48,-19.73,-7.74,1
13125,45.07,588,477,55.21,-7.69,-100.0,-14.94,,-21.46,-69.23,-14.29,-21.15,-16.43,1
13127,34.05,14926,19592,43.24,-7.43,-78.72,-26.94,,-18.87,-1.43,-22.39,-21.39,-10.98,1
13129,36.88,9668,12522,43.57,-11.67,0.0,-7.55,,-15.97,-9.34,-8.51,-19.73,-7.73,1
13131,52.16,5849,3800,60.62,0.0,0.0,-12.97,,-15.66,-8.95,-36.53,-16.25,-10.08,1
13133,30.96,2709,4686,36.63,-0.76,-13.79,-8.06,,-15.68,-14.64,-16.13,-17.18,-11.45,1
13135,33.3,129903,194070,40.1,-29.56,-16.89,-18.58,0.0,-16.78,-12.32,-19.69,-19.35,-11.94,0
