puma22,Percentage Eligible,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,difference_percentage_aian,difference_percentage_asian,difference_percentage_black,difference_percentage_nhpi,difference_percentage_white,difference_percentage_hispanic,difference_percentage_veteran,difference_percentage_elderly,difference_percentage_disability
1211501,24.02,19664,41489,32.16,-17.31,-41.13,-18.12,,-26.07,-22.54,-26.88,-26.14,-20.41
1211502,22.23,20129,50529,28.49,0.0,-25.13,0.0,,-21.74,-6.67,-22.52,-22.42,-23.18
1211503,26.99,24029,48179,33.28,-41.52,0.0,0.0,,-19.64,-3.24,-22.87,-22.97,-12.35
1211701,25.77,13953,34425,28.84,0.0,-9.78,-1.38,,-12.99,-6.51,-16.75,-13.34,-17.38
1211702,32.0,20326,26699,43.22,-27.1,-30.69,-19.36,,-30.18,-27.37,-45.38,-25.48,-20.38
1211703,33.26,19911,27483,42.01,-0.49,0.0,-3.07,0.0,-23.67,-16.76,-36.1,-22.73,-10.95
1211704,20.39,10949,34329,24.18,-0.76,-5.99,-24.22,,-11.75,-26.08,-15.92,-23.61,-13.24
1211900,22.74,20914,43140,32.65,-4.71,-12.3,-30.14,,-29.71,-15.65,-26.97,-32.8,-13.58
1212701,37.46,23605,29588,44.38,0.0,0.0,0.0,,-19.56,-4.56,-12.79,-22.09,-16.55
1212702,42.04,33674,35443,48.72,0.0,-4.22,-11.91,,-15.62,-9.77,-14.77,-16.07,-11.22
1212703,37.51,31652,37697,45.64,-4.98,-8.76,-6.8,,-19.22,-15.18,-17.96,-25.82,-18.61
1212704,33.79,22461,30311,42.56,0.0,-30.77,-4.79,,-22.09,-16.2,-11.02,-16.55,-14.85
1300100,36.23,31666,37542,45.75,-15.74,-5.54,-18.84,,-20.87,-44.82,-25.54,-21.78,-17.13
1300200,40.4,17800,17946,49.8,0.0,-14.52,-14.07,0.0,-21.09,-10.92,-7.83,-24.27,-10.21
1300300,36.88,31483,40776,43.57,-11.77,0.0,-7.54,,-15.97,-9.35,-8.51,-19.72,-7.74
1300400,33.01,24598,32848,42.82,-6.44,-85.26,-1.41,,-23.33,-5.68,-33.19,-24.67,-17.44
1300500,41.93,25616,25427,50.19,-5.38,-6.51,-1.75,0.0,-18.6,-25.71,-25.48,-18.58,-13.54
1300601,38.4,16643,19830,45.63,-2.71,-13.78,-7.75,,-16.1,-16.77,-32.85,-14.1,-10.4
1300602,38.41,16378,19507,45.64,-2.61,-13.69,-7.75,,-16.1,-16.79,-32.9,-14.11,-10.42
1300701,17.95,7145,28418,20.09,-14.29,-1.31,-3.85,0.0,-12.3,-16.4,-19.0,-16.39,-8.78
1300702,17.95,10230,40695,20.09,-14.06,-1.4,-3.85,0.0,-12.31,-16.43,-18.82,-16.4,-8.75
1300801,18.87,8999,30304,22.9,-10.15,-58.33,-41.3,,-16.07,-13.16,-19.93,-15.21,-11.11
1300802,19.54,15307,45383,25.22,-22.26,-37.13,-7.52,,-26.54,-16.06,-42.82,-42.97,-22.95
1300900,29.47,14283,24285,37.03,-30.17,0.0,-11.98,,-21.49,-8.67,-14.03,-32.22,-7.29
1301000,38.98,29145,33397,46.6,-19.74,0.0,-15.51,,-14.74,-17.27,-8.37,-17.59,-10.52
1301100,29.35,20586,37629,35.36,-6.75,-0.27,-11.19,,-20.78,-4.47,-14.6,-27.19,-25.85
1301200,33.78,20205,31248,39.27,-16.1,0.0,-8.57,-100.0,-19.17,-1.73,-13.02,-26.14,-8.93
1301301,28.26,16761,33681,33.23,-18.26,-18.08,-11.64,,-14.82,-11.81,-21.06,-21.51,-15.86
1301302,16.26,10895,43309,20.1,-4.9,-12.56,0.0,,-20.92,-7.52,-22.73,-26.49,-7.5
1301303,30.85,24365,40498,37.56,0.0,-15.58,-20.72,,-17.4,-12.85,-15.62,-27.17,-24.74
1301304,24.06,15048,33446,31.03,-57.39,-35.18,-27.27,,-16.7,-19.95,-15.6,-21.8,-21.24
1301305,29.19,26465,48349,35.37,0.0,-16.27,-16.26,0.0,-17.17,-17.17,-25.42,-14.78,-11.35
1301401,18.23,13331,42100,24.05,-18.57,-42.69,-16.53,,-22.14,-31.17,-5.78,-16.24,-10.92
1301402,15.12,9529,41952,18.51,-5.69,-23.89,-8.96,,-19.94,-26.96,-1.31,-14.79,-9.41
1301403,19.08,11268,40888,21.6,-0.24,-0.08,-2.87,,-17.42,-23.59,-41.24,-20.92,-8.82
1301404,18.47,19438,64523,23.15,-0.36,-17.76,-7.8,,-24.23,-18.65,-9.73,-15.97,-15.16
1301405,30.25,23889,46122,34.12,0.0,-32.74,-6.69,,-20.64,-7.18,-12.73,-10.83,-6.74
1301406,54.32,37595,26772,58.41,0.0,-21.55,-6.41,,-5.32,-4.29,-15.94,-7.76,-4.89
1301407,41.98,21737,23294,48.27,0.0,0.0,-13.08,,-8.5,-15.51,-11.05,-11.21,-8.5
1301408,40.45,19432,22578,46.26,0.0,0.0,-12.66,,-12.56,-5.63,-5.38,-9.63,-7.08
1301501,21.15,14770,44301,25.0,-19.74,-25.49,-15.97,,-15.28,-15.36,-7.17,-7.5,-2.96
1301502,34.54,18631,27222,40.63,-36.66,-11.08,-15.46,,-13.01,-20.81,-14.78,-15.22,-11.55
1301503,32.92,16822,27165,38.24,-20.42,-15.31,-12.9,0.0,-16.86,-13.92,-15.98,-12.68,-8.96
1301504,26.61,13995,30260,31.62,0.0,-25.42,-11.11,0.0,-21.37,-16.43,-13.75,-13.68,-8.84
1301505,32.76,14785,24433,37.7,-1.69,-14.16,-11.49,0.0,-27.13,-22.1,-12.85,-13.09,-18.3
1301506,36.13,17787,26116,40.51,-13.14,-10.96,-10.86,0.0,-21.03,-4.26,-15.89,-10.89,-10.51
1301601,29.56,23716,35885,39.79,-31.43,-27.27,-34.34,0.0,-20.19,-8.26,-40.82,-21.47,-15.92
1301602,25.65,13236,31332,29.7,0.0,-17.31,-18.45,,-8.06,-12.59,0.0,-19.9,0.0
1301603,28.89,15461,28819,34.92,-56.28,-4.14,-22.61,0.0,-19.72,-7.25,-19.54,-17.26,-15.38
1301604,36.57,17353,24320,41.64,-15.66,-11.75,-11.68,0.0,-16.55,-13.41,-21.43,-22.5,-12.59
1301605,35.22,19067,25336,42.94,-31.91,-11.82,-17.72,0.0,-21.08,-15.04,-17.59,-19.27,-11.71
1301606,39.06,20405,22485,47.58,-20.52,-14.93,-15.11,0.0,-21.37,-17.69,-13.73,-20.54,-8.27
1301607,39.54,20665,25893,44.39,-29.49,-6.5,-10.78,,-9.91,-2.38,-6.45,-15.93,-14.84
1301700,38.4,24038,31272,43.46,-13.49,-3.91,-6.12,,-12.39,-4.88,-17.83,-17.86,-9.28
1301800,39.57,26161,29171,47.28,-31.66,-8.8,-8.3,,-21.55,0.0,-21.79,-14.04,-15.98
1301900,30.96,17943,31035,36.63,-0.81,-13.65,-7.97,,-15.68,-14.66,-16.22,-17.18,-11.44
1302000,39.42,22278,26179,45.97,-11.28,0.0,-3.81,,-17.93,-6.4,-14.34,-17.97,-6.3
1302100,38.02,32420,42237,43.43,0.0,-20.22,-11.18,,-12.03,0.0,-10.89,-17.96,-6.42
1302201,29.24,14996,27707,35.12,0.0,-32.34,-9.02,,-25.58,-14.98,-26.88,-18.79,-15.16
1302202,30.8,15249,27033,36.06,-30.25,0.0,-12.05,,-16.85,0.0,-13.94,-19.69,-14.02
1302301,53.02,33391,23057,59.15,-7.92,-5.24,-9.05,,-14.0,-11.86,-9.31,-7.01,-7.6
1302302,45.84,26748,23046,53.72,-18.4,-5.15,-11.7,,-25.08,-13.02,-9.19,-15.96,-9.28
1302400,21.97,12588,31379,28.63,-39.14,-18.51,-16.78,,-27.81,-31.64,-40.97,-27.89,-15.72
1302500,24.52,16433,38976,29.66,-6.28,-0.71,-12.13,,-19.34,-13.82,-9.67,-20.91,-17.3
1302600,40.27,19062,24797,43.46,-5.15,0.0,-4.89,,-8.03,-3.99,-0.73,-13.69,-4.39
1302700,41.59,19393,19575,49.77,0.0,0.0,-20.06,,-16.08,-24.64,-22.54,-14.4,-16.42
1302800,41.15,28398,30468,48.24,-3.49,-53.49,-12.75,,-15.1,-19.69,-15.96,-13.89,-11.48
1302900,39.95,31533,34652,47.64,0.0,0.0,-12.49,,-17.65,-0.06,-26.18,-17.56,-9.41
1303000,45.97,29596,28268,51.15,-3.73,-19.7,-6.13,,-16.55,-29.22,-6.48,-8.08,-5.23
1303100,45.09,25785,20915,55.21,-0.73,-100.0,-15.05,,-21.48,-68.23,-13.49,-21.12,-16.29
1303200,26.21,15172,35847,29.74,-24.8,-9.55,-3.84,,-13.5,-23.17,-3.42,-19.49,-12.61
1303301,44.59,19599,17073,53.44,0.0,-40.23,-11.77,,-22.7,-19.68,-26.63,-21.97,-15.32
1303302,44.34,20185,17807,53.13,-0.28,-39.27,-11.74,,-22.59,-19.65,-26.46,-21.96,-15.29
1303400,41.18,28196,29928,48.51,0.0,-17.69,-8.62,-100.0,-18.53,-12.77,-20.26,-13.07,-6.88
1303500,53.94,29208,19059,60.51,-8.43,-53.27,-4.88,,-14.58,0.0,-12.21,-11.3,-6.73
1303600,37.03,26729,36616,42.2,-2.44,-10.86,-8.29,,-18.74,-6.79,-7.78,-20.57,-5.86
1303700,46.14,30321,26107,53.73,-18.26,-45.17,-8.19,0.0,-22.02,-1.77,-23.91,-17.28,-12.03
1303800,41.78,40822,43046,48.67,-15.63,-20.01,-12.01,0.0,-18.78,-10.67,-17.08,-14.78,-10.1
1303900,52.16,26980,17528,60.62,0.0,0.0,-12.96,,-15.68,-8.86,-36.57,-16.26,-10.08
1304000,48.2,24952,22423,52.67,-9.96,0.0,-4.9,,-17.31,0.0,-13.49,-14.2,-9.95
1304100,42.87,22848,19065,54.51,-62.95,0.0,-21.48,0.0,-19.19,-9.55,-17.03,-16.45,-16.46
1304200,48.11,27766,20987,56.95,0.0,0.0,-11.76,-100.0,-17.57,-5.67,-30.57,-19.73,-11.41
1304300,43.28,24682,20457,54.68,0.0,-61.03,-16.49,,-24.09,-19.33,-47.13,-21.45,-11.52
1304400,48.36,33409,25324,56.88,-6.91,-12.54,-5.87,,-18.78,-16.37,-21.29,-18.38,-5.87
1304500,52.17,31223,21173,59.59,-21.32,-11.9,-5.97,,-15.39,-2.44,-24.93,-14.09,-9.01
1304600,39.91,22038,23518,48.38,-23.57,-25.5,-12.03,0.0,-19.14,-27.47,-20.01,-14.1,-18.45
1304701,44.52,36474,33557,52.08,-38.26,-7.74,-11.14,,-17.2,-16.04,-14.19,-14.26,-13.15
1304702,23.05,15750,35247,30.88,0.0,0.0,-29.49,,-32.59,-43.96,-33.3,-20.02,-17.83
1304800,34.05,26539,34836,43.24,-7.39,-78.69,-26.95,,-18.87,-1.42,-22.4,-21.39,-10.97
1500100,41.77,37837,41957,47.42,-9.53,-6.07,-9.26,-2.11,-13.44,-0.98,-3.31,-15.33,-6.65
1500200,45.34,34847,37347,48.27,0.0,-5.4,0.0,-4.5,-5.21,-4.16,-4.63,-6.23,-2.73
1500301,51.16,15537,12839,54.75,0.0,-5.57,-6.26,-6.14,-11.6,-1.43,-15.11,-3.47,-2.43
1500302,27.46,11420,26126,30.42,0.0,-10.76,0.0,-4.96,-9.17,-3.65,-15.48,-9.58,-4.35
1500303,25.64,11572,28304,29.02,0.0,-11.01,0.0,-0.23,-7.4,-4.53,-4.19,-16.15,-4.63
1500304,39.04,27279,37060,42.4,0.0,-7.7,-4.12,-6.55,-8.28,-4.4,-7.58,-10.44,-12.86
1500305,47.3,18892,17647,51.7,-4.23,-7.55,-34.51,-3.96,-9.29,-12.18,-5.41,-11.66,-4.57
1500306,31.65,17296,30801,35.96,0.0,-10.84,-4.15,-10.71,-14.41,-11.78,-21.18,-6.02,-13.1
1500307,33.55,15711,28386,35.63,0.0,-5.73,0.0,-3.76,-2.51,0.0,-5.4,-3.41,0.0
1500308,41.03,16636,22588,42.41,-9.52,-2.48,-8.81,-0.57,-4.25,-4.71,-3.35,-3.48,-4.6
1600100,36.36,22808,30320,42.93,-4.14,-10.94,-23.94,0.0,-15.07,-2.08,-19.48,-19.95,-7.9
1600200,30.64,24660,41283,37.4,-4.27,-16.38,-16.0,,-17.95,-4.44,-23.23,-24.57,-20.76
1600300,37.82,19870,24162,45.13,-1.78,0.0,0.0,,-16.09,-13.32,-21.89,-18.85,-9.62
1600400,33.2,20412,29665,40.76,-18.81,0.0,0.0,0.0,-16.35,-31.75,-18.86,-24.5,-20.6
1600500,40.25,23592,24556,49.0,0.0,0.0,-0.57,0.0,-19.16,-12.81,-23.07,-14.87,-9.09
1600600,30.6,22432,35364,38.81,0.0,0.0,-25.61,0.0,-23.51,-15.0,-36.15,-22.66,-11.04
1600701,28.39,17118,33657,33.71,0.0,-6.07,0.0,,-17.11,-5.12,-3.45,-21.15,-10.41
1600702,31.47,16616,29886,35.73,-0.2,0.0,0.0,0.0,-12.89,-6.22,-3.57,-16.81,-6.06
1600800,29.65,18583,33593,35.62,-9.37,-11.56,-0.17,0.0,-17.7,-1.36,-20.41,-24.58,-7.91
1600900,40.91,20420,22528,47.55,-22.01,0.0,0.0,,-15.47,-5.97,-5.75,-16.42,-8.92
1601000,33.64,18999,24849,43.33,-30.18,0.0,-11.82,,-23.13,-15.65,-36.85,-28.96,-12.61
1601100,38.29,21834,25186,46.44,0.0,-27.07,0.0,,-17.7,-11.44,-8.41,-17.2,-15.81
1601200,33.35,17084,25761,39.87,0.0,0.0,0.0,,-16.61,-14.47,-20.73,-15.51,-9.16
1601300,39.48,22708,25925,46.69,-2.51,-38.62,0.0,,-16.03,-6.68,-14.04,-19.7,-12.7
1700100,35.57,25722,33571,43.38,-5.99,0.0,-13.15,0.0,-17.97,-0.13,-15.5,-24.84,-11.61
1700701,32.47,21664,33197,39.49,-48.23,-18.92,-25.46,,-16.77,-31.02,-20.44,-24.58,-14.19
1701901,35.89,30556,40010,43.3,-0.61,-18.24,-5.86,,-20.01,-24.08,-16.55,-22.56,-20.58
1701902,39.61,28265,32184,46.76,-28.06,-17.15,-5.42,,-16.6,-8.81,-18.72,-21.5,-15.26
1702900,39.35,24195,29311,45.22,-3.14,-16.67,-0.8,,-13.12,-6.22,-12.42,-16.65,-5.19
1703101,28.98,16955,32703,34.14,0.0,-11.57,-3.75,0.0,-20.07,-6.43,-29.44,-20.21,-13.38
1703102,37.08,16241,23204,41.17,0.0,-4.68,-6.85,,-8.52,-13.06,-19.02,-10.9,-18.29
1703103,26.8,13107,28894,31.21,0.0,-6.26,-48.92,,-19.42,-16.17,-6.64,-16.29,-11.15
1703104,23.94,14090,34436,29.04,0.0,0.0,0.0,,-24.05,-14.03,-43.97,-26.9,-21.37
1703105,26.44,16320,34651,32.02,-6.19,-11.83,0.0,,-19.56,-8.38,-8.53,-18.96,-16.7
1703106,20.31,13076,41382,24.01,-28.38,-15.54,-7.68,,-15.71,-7.12,-9.82,-17.11,-10.53
1703107,30.9,21219,36888,36.52,-27.98,-16.72,-11.56,,-16.7,-9.83,-72.78,-17.75,-11.99
1703108,30.45,24266,42275,36.47,-36.85,-13.86,-8.6,,-17.19,-17.87,-19.49,-19.58,-14.83
1703109,41.6,22322,23316,48.91,-13.52,-19.79,-0.4,,-15.58,-12.12,-13.25,-14.17,-8.04
1703110,35.53,17395,24542,41.48,-12.05,-16.16,-7.75,,-20.15,-15.22,-6.12,-13.97,-5.67
1703111,37.9,18472,24980,42.51,-4.94,-8.6,-8.08,,-15.31,-8.81,-11.0,-12.3,-5.53
1703112,40.9,21623,27778,43.77,0.0,0.0,-9.0,,-8.98,-4.73,-17.28,-9.45,-5.34
1703113,33.9,22586,34774,39.38,-2.8,-10.06,-0.07,,-15.01,-12.68,-12.98,-17.92,-5.68
1703114,37.65,28867,38574,42.8,0.0,0.0,-5.97,,-14.78,-11.16,-7.85,-15.56,-15.58
1703115,26.78,16129,35359,31.33,-61.74,-12.08,0.0,,-16.13,-4.86,-3.38,-16.29,-13.96
1703116,39.44,23646,29887,44.17,-12.17,-2.97,-2.25,,-15.99,-10.22,-9.13,-10.26,-8.24
1703117,55.73,33301,22432,59.75,-8.94,-99.11,-4.0,0.0,-14.66,-12.81,-4.49,-11.85,-4.86
1703118,42.94,29606,30644,49.14,0.0,0.0,-9.71,,-15.3,-16.76,-13.03,-9.45,-9.48
1703151,33.34,21448,34047,38.65,-15.14,-7.8,-2.53,,-15.33,-14.33,-12.03,-14.01,-11.56
1703152,37.2,26266,37168,41.41,0.0,-5.83,-3.71,,-12.99,-15.33,-11.16,-13.37,-12.79
1703153,38.11,36878,50698,42.11,0.0,-10.28,-2.5,,-11.2,-14.94,0.0,-11.59,-7.12
1703154,15.58,18189,75597,19.39,0.0,-22.76,-7.1,,-20.35,-22.21,0.0,-19.35,-23.76
1703155,31.68,22449,39736,36.1,-5.14,-4.47,-10.91,,-15.94,-13.2,-15.43,-7.76,-13.57
1703156,37.49,20595,28728,41.76,0.0,-11.39,0.0,,-12.75,-2.87,-24.52,-11.79,-8.69
1703157,59.23,37961,20106,65.37,-0.73,-2.48,-8.4,,-13.24,-9.42,-16.19,-6.71,-5.35
1703158,65.03,39947,15784,71.68,0.0,-2.14,-8.24,,-13.05,-9.31,-15.88,-7.48,-4.77
1703159,31.19,24881,48909,33.72,0.0,-14.6,-2.97,,-11.67,-5.56,0.0,-7.28,-3.72
1703160,19.55,24073,81615,22.78,0.0,-9.31,-8.45,,-15.87,-16.94,0.0,-23.3,-9.97
1703161,55.84,40457,26938,60.03,-4.7,-11.01,-6.07,,-12.4,-4.04,-10.23,-6.09,-1.53
1703162,44.46,26192,25671,50.5,-9.28,-9.25,-5.31,,-19.14,-12.61,-24.93,-12.9,-6.54
1703163,56.52,33176,17592,65.35,-3.28,-8.4,-8.17,,-22.66,-15.75,-15.47,-17.49,-8.68
1703164,44.09,29670,26304,53.01,-1.39,-5.78,-9.39,,-25.95,-20.99,-8.3,-21.81,-15.26
1703165,73.06,36386,10432,77.72,-4.48,0.0,-4.21,0.0,-12.7,-11.66,-5.68,-9.99,-0.49
1703166,50.59,27290,22670,54.62,0.0,0.0,-5.87,,-12.32,-7.4,-7.32,-10.78,-5.47
1703167,62.51,35871,18476,66.0,-4.22,0.0,-3.76,,-9.67,-8.42,-16.95,-7.89,-4.27
1703168,60.18,34177,19390,63.8,-9.09,-10.62,-4.17,,-9.11,-9.04,-9.76,-7.29,-2.15
1703700,33.0,24647,35657,40.87,-9.12,0.0,0.0,,-22.5,-6.86,-8.43,-25.46,-17.06
1704301,29.23,19468,39801,32.85,0.0,-14.55,-1.7,0.0,-12.66,-9.19,-13.45,-15.18,-15.24
1704302,22.46,12117,31947,27.5,-35.76,-7.53,-8.27,,-20.99,-10.79,-7.87,-17.59,-8.74
1704303,23.47,13655,35439,27.81,0.0,-10.26,-36.17,,-13.9,-2.63,-9.85,-25.9,-12.94
1704304,22.75,11208,32210,25.81,0.0,-4.65,-0.25,0.0,-14.13,-8.11,-0.31,-16.41,-7.02
1704305,24.97,13227,33323,28.41,-7.23,-8.88,-11.52,,-14.42,-0.05,-22.89,-17.7,-12.72
1704306,23.23,13336,36360,26.84,-0.83,-15.84,-3.75,,-14.56,-29.24,-22.06,-22.28,-2.39
1704307,22.01,14331,44071,24.54,0.0,-0.11,-0.28,,-11.65,-10.0,-8.33,-19.79,-7.98
1704900,36.87,21444,27755,43.59,-1.53,-38.81,0.0,,-15.78,-18.02,-21.23,-21.43,-10.12
1707300,38.41,24510,32045,43.34,0.0,0.0,0.0,0.0,-11.63,-0.3,-13.17,-16.03,-8.68
1708901,18.79,9621,37365,20.48,-14.29,-0.39,-0.11,,-9.1,-0.34,-64.67,-12.41,-18.54
1708902,37.36,20283,28170,41.86,-20.56,-19.57,-16.67,0.0,-7.93,-8.61,-11.77,-13.05,-10.82
1708903,21.84,13105,32470,28.75,0.0,-30.54,0.0,0.0,-25.58,-19.81,-2.18,-27.06,-14.06
1708904,51.42,23348,18673,55.56,0.0,0.0,-11.57,0.0,-8.94,-5.39,-10.1,-8.42,-5.86
1709100,34.42,23224,36328,39.0,-19.6,0.0,-9.12,0.0,-11.77,-20.31,-22.08,-15.89,-4.74
1709300,26.69,14766,31749,31.74,-9.11,-0.86,-0.17,,-17.95,-35.23,-50.0,-12.9,-4.2
1709500,34.19,24445,36091,40.38,-15.32,-16.27,-8.19,,-15.64,-11.34,-16.76,-19.48,-10.15
1709701,33.15,20380,34316,37.26,-25.05,-8.33,-8.61,,-12.4,-8.92,-2.51,-18.3,-9.68
1709702,45.92,25096,24391,50.71,-4.65,-11.78,-3.82,,-14.82,-8.75,-9.02,-15.17,-6.39
1709703,25.25,16507,40015,29.2,-20.82,-6.91,-23.23,,-14.65,-5.57,-32.71,-20.38,-12.8
1709704,15.03,6932,35715,16.25,0.0,0.0,0.0,,-7.11,-6.19,-13.23,-9.41,-11.15
1709705,17.71,10507,40186,20.73,-52.04,-16.12,0.0,,-15.8,-15.9,-15.86,-24.3,-11.63
1709900,34.95,25075,34526,42.07,-9.01,0.0,-3.41,,-17.97,-9.84,-19.7,-19.46,-13.7
1711101,27.74,16628,34797,32.33,-0.52,-0.19,-0.13,,-15.28,-11.35,-42.22,-25.68,-16.7
1711102,23.77,18484,48059,27.78,0.0,-0.11,-9.71,,-13.94,-13.41,-14.81,-17.41,-4.76
1711300,27.85,24206,45057,34.95,-31.94,-9.88,-8.32,0.0,-24.18,-12.81,-29.43,-30.0,-13.55
1711500,39.98,26764,31102,46.25,-14.14,-4.05,-4.1,,-16.61,-45.64,-14.6,-22.19,-10.44
1711700,33.95,21644,28613,43.07,-17.1,-58.7,-0.21,0.0,-20.75,-8.51,-26.94,-25.04,-15.74
1711901,40.84,27911,30894,47.46,-8.83,0.0,-6.28,,-15.2,-6.06,-16.24,-18.69,-11.77
1711902,23.23,14153,36608,27.88,-59.57,0.0,-0.06,,-18.66,0.0,-0.08,-21.28,-14.59
1712100,32.62,27831,40483,40.74,-19.52,-22.07,-5.48,0.0,-19.49,-38.79,-31.41,-24.61,-11.78
1713500,33.31,22029,33305,39.81,-2.35,-48.15,0.0,,-16.59,0.0,-22.8,-24.17,-12.76
1714300,37.17,34647,44695,43.67,0.0,-10.46,-4.73,0.0,-17.6,-7.02,-22.73,-26.42,-18.08
1716100,35.09,24676,35511,41.0,-3.54,0.0,-3.11,0.0,-16.64,-17.35,-6.32,-27.54,-8.17
1716301,35.36,26788,36321,42.45,-2.41,0.0,-11.58,,-19.13,-6.79,-32.34,-19.87,-17.99
1716302,31.9,19671,30117,39.51,-7.63,0.0,-13.68,0.0,-20.22,-17.16,-34.62,-21.18,-15.72
1716500,38.43,23894,27824,46.2,-12.6,-50.15,-15.99,,-16.66,-20.51,-12.07,-24.42,-13.98
1716700,34.77,32442,51972,38.43,-14.44,-4.87,-1.76,,-11.16,-8.07,-8.34,-9.29,-9.9
1717900,31.25,20616,34593,37.34,-3.18,-61.61,-28.91,0.0,-16.52,-13.78,-14.2,-19.23,-13.94
1719500,33.71,28565,42727,40.07,0.0,-16.6,0.0,,-15.68,-9.07,-16.46,-22.93,-13.64
1719701,22.32,14212,44593,24.17,-30.28,-7.66,-7.26,,-8.16,-3.13,-0.27,-5.03,-2.08
1719702,25.65,13651,31937,29.94,0.0,0.0,-5.32,,-17.05,-16.24,-13.59,-17.54,-8.9
1719703,43.54,24030,24905,49.11,-6.54,-16.22,-10.25,,-14.38,-3.6,-35.25,-16.32,-16.28
1719704,14.45,8321,36105,18.73,-76.17,-28.2,-1.1,,-22.3,-50.36,-17.12,-18.86,-24.35
1719705,24.66,13077,31873,29.09,0.0,0.0,-4.33,,-18.56,-4.56,-21.75,-23.13,-16.07
1719900,45.34,39952,36005,52.6,-22.95,-10.94,-15.57,,-14.25,-9.62,-14.56,-17.27,-7.74
1720101,44.74,39739,39408,50.21,-0.07,-6.83,-4.55,,-12.6,-8.14,-9.75,-13.88,-11.67
1800101,54.38,26232,16909,60.81,-6.57,0.0,-7.21,,-15.0,-10.95,-19.93,-16.46,-8.6
1800102,52.23,26864,18430,59.31,0.0,0.0,-13.77,0.0,-8.45,-12.06,-7.0,-11.21,-7.24
1800103,32.81,19072,28818,39.82,-0.14,0.0,-21.85,,-15.56,-7.18,-27.47,-19.81,-13.47
1800104,22.57,16239,39735,29.01,0.0,-29.96,-41.53,,-19.1,-0.05,-12.42,-19.27,-14.74
1800200,26.54,23660,44565,34.68,-31.93,0.0,-28.11,,-24.38,-21.16,-41.85,-33.33,-26.61
1800300,34.88,18514,24931,42.61,-39.48,0.0,-7.88,,-19.16,-4.21,-17.08,-26.0,-11.94
1800401,41.27,20955,22441,48.29,-17.81,-31.99,-8.66,,-15.8,-20.65,-21.1,-20.23,-17.58
1800402,27.72,21911,41768,34.41,-27.29,-53.2,-10.36,0.0,-19.03,-33.67,-37.15,-22.44,-11.02
1800501,33.06,15237,20430,42.72,-14.72,-28.02,-18.0,,-22.63,-15.17,-23.47,-21.23,-15.95
1800502,33.06,14246,19101,42.72,-14.62,-27.53,-17.99,,-22.63,-15.17,-23.48,-21.24,-15.94
1800600,32.46,26214,35759,42.3,-15.3,0.0,-16.49,,-23.49,-3.09,-17.18,-30.42,-22.99
1800700,35.68,17256,23518,42.32,0.0,0.0,0.0,0.0,-15.92,-18.99,-14.62,-18.91,-8.4
1800800,31.85,19031,29108,39.53,-10.96,0.0,-7.65,,-20.22,-3.84,-9.37,-28.07,-16.97
1800900,32.37,20643,32798,38.63,-11.09,0.0,-15.79,,-16.12,-16.16,-26.82,-19.55,-18.04
1801001,43.63,30342,26368,53.5,-26.01,0.0,-18.22,0.0,-17.92,-12.65,-7.57,-16.4,-12.48
1801002,34.53,22738,30275,42.89,-0.12,-3.41,-21.81,,-19.75,-15.12,-5.0,-21.45,-13.43
1801003,20.65,12716,32426,28.17,-51.54,0.0,-5.51,,-28.52,-0.21,-15.29,-34.21,-19.74
1801100,30.93,19066,29987,38.87,-17.23,0.0,-8.09,0.0,-20.45,-21.86,-30.24,-24.89,-15.69
1801200,34.47,33359,40165,45.37,-16.44,-25.24,-14.72,,-25.19,-15.89,-28.54,-32.24,-22.6
1801300,38.36,25785,32613,44.15,-8.38,0.0,-21.68,0.0,-12.48,-15.49,-8.67,-15.54,-9.5
1801400,36.05,23481,28742,44.96,-15.39,-10.32,-12.93,0.0,-20.15,-2.32,-16.08,-25.8,-14.08
1801500,39.26,20452,22194,47.96,-17.4,0.0,0.0,,-18.51,0.0,-4.97,-16.61,-10.74
1801600,36.02,17901,23218,43.53,-2.64,,-8.41,,-17.28,-2.43,-31.59,-23.46,-14.97
1801700,44.38,22127,20012,52.51,-20.28,0.0,-1.69,,-16.24,-14.54,-31.35,-19.77,-15.06
1801801,18.38,14217,44573,24.18,-41.7,-0.2,-0.07,,-25.92,-31.76,-30.01,-39.61,-14.56
1801901,13.31,8438,46144,15.46,-32.46,-11.27,0.0,,-14.35,0.0,-9.5,-19.08,-7.77
1801902,16.53,9375,37554,19.98,-29.65,-59.42,-22.73,0.0,-14.26,0.0,-12.27,-18.33,-10.49
1802000,45.33,27368,26541,50.77,-2.22,-28.21,-2.17,,-11.5,-6.52,-14.48,-12.01,-7.92
1802100,47.34,24344,21633,52.95,0.0,-4.95,0.0,,-10.88,-10.41,-18.33,-16.15,-8.64
1802200,34.53,18738,28389,39.76,0.0,0.0,0.0,,-13.52,0.0,-23.83,-15.98,-6.15
1802300,19.43,15837,49914,24.09,0.0,0.0,-42.0,0.0,-15.42,-10.71,0.0,-6.53,-2.22
1802401,34.94,17858,28046,38.9,-62.28,-13.97,-5.54,,-9.22,-26.12,-30.13,-6.87,-6.21
1802402,25.89,14570,33753,30.15,-2.55,0.0,-15.71,0.0,-12.36,-19.03,-4.0,-14.22,-11.34
