zcta,Percentage Eligible,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,difference_percentage_aian,difference_percentage_asian,difference_percentage_black,difference_percentage_nhpi,difference_percentage_white,difference_percentage_hispanic,difference_percentage_veteran,difference_percentage_elderly,difference_percentage_disability
60948,38.46,285,325,46.72,-42.86,-11.11,-8.7,,-18.83,-21.74,-20.69,-24.11,-18.68
60949,38.54,96,109,46.83,0.0,0.0,-6.67,,-18.75,-25.0,-20.0,-23.68,-19.35
60950,33.64,1740,2726,38.96,-23.21,0.0,-8.97,0.0,-14.3,-21.67,-25.79,-19.49,-6.58
60951,38.53,153,174,46.79,-33.33,-20.0,-8.0,,-18.75,-25.0,-18.75,-23.33,-18.37
60952,38.46,122,138,46.92,-33.33,-25.0,-5.26,,-17.82,-30.0,-16.67,-25.0,-17.95
60953,38.5,404,460,46.76,-33.33,-15.38,-7.69,,-18.64,-21.88,-21.43,-23.9,-18.6
60954,33.69,845,1322,38.99,-22.22,0.0,-8.7,0.0,-14.31,-21.88,-26.09,-19.48,-6.75
60955,38.49,348,396,46.77,-37.5,-18.18,-7.14,,-18.62,-25.0,-19.44,-24.09,-18.92
60956,38.89,25,29,46.3,-100.0,0.0,0.0,,-19.05,0.0,-33.33,-20.0,-12.5
60957,38.48,1049,1194,46.77,-33.33,-15.15,-7.14,,-18.61,-22.62,-20.37,-24.21,-19.1
60958,33.72,267,418,38.98,-22.22,0.0,-8.62,0.0,-14.57,-20.0,-24.14,-20.18,-6.12
60959,38.5,181,206,46.77,-25.0,-16.67,-10.34,,-18.54,-21.43,-16.67,-23.94,-18.97
60960,38.4,175,200,46.67,-25.0,-16.67,-7.14,,-18.49,-21.43,-22.22,-24.64,-19.64
60961,33.57,111,169,39.64,-25.0,0.0,-9.52,,-15.29,-18.75,-16.67,-21.74,-7.5
60962,38.53,102,116,46.79,0.0,0.0,-6.25,,-18.82,-25.0,-20.0,-25.0,-18.75
60963,38.5,311,354,46.77,-28.57,-20.0,-8.0,,-18.85,-24.0,-18.75,-23.77,-19.19
60964,33.95,681,1048,39.39,-22.73,0.0,-8.9,0.0,-14.51,-22.0,-25.68,-19.57,-7.26
60966,38.43,263,299,46.8,-33.33,-12.5,-7.14,,-18.64,-23.81,-18.52,-23.3,-19.05
60967,41.67,6,6,50.0,,,0.0,,-20.0,,-100.0,0.0,-50.0
60968,38.22,73,84,46.5,-50.0,0.0,-8.33,,-18.03,-16.67,-25.0,-24.14,-17.39
60969,33.33,9,15,37.5,,,0.0,,-14.29,0.0,0.0,-25.0,0.0
60970,38.46,1201,1368,46.75,-29.63,-15.79,-7.77,,-18.63,-23.71,-20.16,-24.1,-18.8
60973,38.13,65,74,46.76,0.0,0.0,0.0,,-18.52,-20.0,-28.57,-26.92,-19.05
60974,38.83,48,55,46.6,0.0,-50.0,-12.5,,-17.5,-25.0,-20.0,-26.32,-20.0
61001,32.7,189,282,40.13,0.0,-50.0,-7.14,,-18.33,-10.0,-16.67,-26.14,-14.46
61006,32.59,269,400,40.21,0.0,0.0,0.0,,-19.37,-6.67,-18.18,-27.27,-15.25
61007,32.43,76,111,40.64,-33.33,0.0,0.0,,-22.39,-8.33,-12.5,-27.59,-17.65
61008,31.62,5118,7818,39.56,-47.4,-19.3,-24.94,,-19.47,-30.79,-25.14,-26.89,-18.37
61010,32.41,1252,1811,40.87,-8.57,0.0,0.0,,-24.22,-10.09,-10.17,-27.38,-18.26
61011,31.56,438,671,39.5,-46.15,-20.0,-26.32,,-19.58,-31.15,-23.91,-27.17,-18.24
61012,31.52,327,501,39.49,-50.0,-18.18,-25.0,,-19.43,-30.43,-25.71,-27.13,-18.11
61013,32.73,111,167,39.93,0.0,0.0,0.0,,-17.92,-8.33,-14.29,-26.92,-14.29
61014,32.62,169,252,40.14,0.0,0.0,0.0,,-18.63,-11.11,-14.29,-26.58,-14.86
61015,32.3,145,210,40.85,-12.5,0.0,0.0,,-24.39,-11.11,-14.29,-28.57,-17.19
61016,42.46,932,969,49.03,-3.23,-10.0,-5.49,,-15.58,-11.9,-13.4,-17.27,-12.65
61018,32.64,174,261,40.0,0.0,0.0,-7.69,,-18.07,-5.56,-18.18,-25.93,-15.58
61019,36.94,654,835,43.92,0.0,-8.33,-3.85,,-17.31,-9.52,-16.88,-22.34,-14.23
61020,32.72,535,765,41.15,-10.0,0.0,0.0,,-23.89,-11.11,-10.0,-26.52,-17.95
61021,32.65,3807,5684,40.11,-1.37,-11.9,-3.02,,-18.73,-9.16,-17.26,-26.62,-15.41
61024,43.83,501,497,50.2,0.0,-6.25,-4.44,,-15.24,-11.11,-13.46,-16.27,-12.09
61025,32.66,748,1119,40.06,0.0,-16.67,-3.64,,-18.35,-8.97,-17.89,-26.36,-15.15
61027,33.33,9,13,40.91,,,0.0,,-12.5,0.0,0.0,-25.0,-25.0
61028,32.64,309,461,40.13,0.0,-33.33,-4.35,,-18.37,-9.38,-17.95,-26.39,-15.44
61030,32.44,335,485,40.85,-10.53,0.0,0.0,,-24.3,-9.84,-9.68,-26.79,-18.24
61031,32.66,239,357,40.1,0.0,0.0,0.0,,-18.86,-8.0,-20.0,-27.03,-14.29
61032,32.67,4827,7221,40.06,0.0,-17.07,-3.1,,-18.42,-9.15,-17.65,-26.57,-15.2
61036,32.67,1180,1765,40.07,0.0,-20.0,-3.45,,-18.38,-8.94,-18.0,-26.68,-15.36
61037,32.0,20,30,40.0,,,0.0,,-15.79,0.0,-33.33,-22.22,-22.22
61038,31.32,175,273,39.06,-40.0,-33.33,-21.43,,-18.54,-30.77,-26.32,-25.71,-19.12
61039,32.71,128,192,40.0,0.0,0.0,0.0,,-19.01,-6.67,-18.75,-27.59,-15.79
61041,32.68,226,338,40.07,0.0,0.0,-5.88,,-18.14,-12.5,-17.24,-26.67,-16.0
61042,32.71,86,128,40.19,0.0,0.0,0.0,,-18.29,-11.11,-18.18,-27.5,-15.79
61043,32.73,22,32,40.74,0.0,0.0,0.0,,-26.32,0.0,0.0,-28.57,-20.0
61044,32.61,37,56,39.78,0.0,,0.0,,-17.14,0.0,-20.0,-23.53,-12.5
61046,32.66,497,743,40.08,0.0,-25.0,-5.41,,-18.35,-9.62,-17.46,-26.72,-15.07
61047,32.63,275,394,41.11,-13.33,0.0,0.0,,-24.46,-10.0,-11.54,-26.09,-17.5
61048,32.66,677,1013,40.06,0.0,-16.67,-4.0,,-18.42,-9.86,-17.44,-26.58,-15.38
61049,32.62,76,111,40.64,0.0,0.0,0.0,,-24.62,-14.29,-14.29,-26.92,-17.65
61050,32.87,57,85,40.14,0.0,,0.0,,-20.0,-16.67,-14.29,-25.93,-16.0
61051,32.66,239,359,39.97,0.0,0.0,0.0,,-17.98,-12.0,-16.67,-26.79,-15.09
61052,32.44,168,242,40.98,0.0,0.0,0.0,,-23.94,-12.9,-12.5,-26.79,-17.57
61053,32.7,423,632,40.09,0.0,-25.0,-3.23,,-18.56,-9.09,-18.52,-26.4,-15.51
61054,32.41,604,874,40.87,-8.82,0.0,0.0,,-24.22,-10.0,-10.53,-27.23,-18.05
61057,32.56,17,26,39.53,,,0.0,,-18.75,0.0,0.0,-25.0,-25.0
61059,32.0,20,30,40.0,,,0.0,,-15.79,0.0,-33.33,-22.22,-22.22
61060,32.7,231,346,40.03,0.0,0.0,-5.88,,-18.55,-8.33,-17.24,-26.85,-14.71
61061,32.4,1112,1608,40.88,-8.06,0.0,0.0,,-24.2,-10.34,-9.62,-27.35,-18.13
61062,32.69,311,466,40.03,0.0,-33.33,-4.35,,-18.52,-6.25,-17.95,-26.21,-14.6
61063,43.24,782,792,49.68,0.0,-8.33,-4.39,,-15.4,-10.67,-13.41,-16.77,-11.89
61064,32.4,598,866,40.85,-9.09,0.0,0.0,,-24.02,-10.19,-8.93,-27.23,-18.18
61065,31.54,1696,2599,39.49,-49.02,-19.3,-25.34,,-19.51,-31.09,-25.14,-27.01,-18.46
61067,32.73,111,167,39.93,0.0,0.0,0.0,,-17.92,-8.33,-14.29,-26.92,-14.29
61068,32.4,2375,3437,40.86,-9.09,0.0,0.0,,-24.17,-10.42,-10.31,-27.23,-18.13
61070,32.68,183,273,40.13,0.0,-50.0,0.0,,-18.86,-10.53,-17.39,-25.88,-16.05
61071,32.67,2222,3324,40.06,0.0,-15.79,-3.66,,-18.39,-9.05,-17.73,-26.59,-15.19
61072,32.64,1753,2580,40.46,-42.59,-17.24,-19.79,,-19.11,-27.38,-23.78,-25.72,-17.85
61073,31.55,3018,4624,39.49,-48.35,-18.81,-25.38,,-19.52,-30.97,-25.08,-26.93,-18.38
61074,32.67,668,1000,40.05,0.0,-16.67,-2.04,,-18.5,-10.0,-17.65,-26.6,-15.25
61075,32.68,163,244,40.05,0.0,0.0,0.0,,-18.06,-11.76,-19.05,-26.32,-15.28
61077,43.75,16,16,50.0,0.0,,0.0,,-16.67,-25.0,-50.0,-14.29,-16.67
61078,32.63,228,341,40.07,0.0,-33.33,-5.26,,-18.89,-8.0,-20.69,-27.62,-15.84
61079,44.21,48,47,50.53,0.0,0.0,-7.69,,-16.67,-9.09,-20.0,-15.0,-11.76
61080,31.54,1703,2609,39.49,-49.02,-19.3,-25.85,,-19.51,-30.67,-25.0,-27.04,-18.4
61081,32.66,3493,5226,40.06,0.0,-13.79,-3.11,,-18.44,-9.07,-17.83,-26.55,-15.24
61084,32.83,495,705,41.25,-7.41,0.0,0.0,,-23.98,-10.87,-8.7,-26.79,-17.97
61085,32.68,528,790,40.06,0.0,0.0,-2.56,,-18.45,-9.09,-17.91,-26.72,-15.02
61087,32.65,254,380,40.06,0.0,0.0,-5.26,,-18.52,-7.69,-15.62,-26.89,-15.18
61088,43.78,1210,1202,50.17,0.0,-7.89,-4.59,,-15.04,-10.68,-12.8,-16.44,-12.07
61089,32.75,137,205,40.06,0.0,0.0,0.0,,-18.32,-7.14,-17.65,-26.56,-16.39
61091,33.33,15,21,41.67,0.0,0.0,0.0,,-23.08,-33.33,0.0,-20.0,-28.57
61101,42.9,3942,4033,49.43,-2.94,-8.06,-4.89,,-15.39,-11.48,-13.24,-16.96,-12.4
61102,43.68,3503,3487,50.11,0.0,-7.21,-4.56,,-15.2,-10.57,-12.43,-16.39,-12.03
61103,42.81,4631,4753,49.35,-2.52,-8.22,-5.01,,-15.44,-11.51,-13.33,-17.0,-12.51
61104,43.8,3525,3495,50.21,0.0,-6.36,-4.62,,-15.12,-10.6,-12.6,-16.33,-12.05
61107,43.62,6217,6202,50.06,-0.47,-7.18,-4.68,,-15.18,-10.82,-12.6,-16.41,-12.1
61108,43.8,6024,5974,50.21,-0.48,-6.88,-4.55,,-15.12,-10.68,-12.36,-16.32,-12.04
61109,43.79,5477,5433,50.2,0.0,-6.43,-4.53,,-15.11,-10.66,-12.37,-16.37,-12.03
61111,31.54,3486,5341,39.49,-48.57,-18.97,-25.33,,-19.49,-30.94,-25.0,-26.94,-18.41
61112,43.64,28,28,50.0,0.0,0.0,-12.5,,-14.29,0.0,0.0,-16.67,-10.0
61114,43.49,3141,3147,49.95,-0.92,-6.12,-4.65,,-15.19,-10.88,-12.62,-16.51,-12.27
61115,31.54,3421,5242,39.49,-48.54,-18.42,-25.42,,-19.52,-31.11,-25.14,-27.0,-18.39
61201,34.7,6374,9172,41.0,-3.55,0.0,-5.13,0.0,-17.42,-18.94,-6.12,-28.25,-8.15
61230,32.72,197,295,40.04,0.0,-50.0,-6.67,,-18.62,-9.52,-16.0,-26.09,-14.94
61231,37.32,975,1275,43.33,0.0,0.0,0.0,0.0,-14.17,0.0,-15.32,-19.76,-9.41
61232,34.66,227,327,40.97,-4.76,0.0,-5.26,0.0,-16.95,-19.15,-8.33,-27.71,-8.05
61233,37.2,71,93,43.29,0.0,0.0,0.0,,-13.04,0.0,-11.11,-20.0,-9.68
61234,37.33,221,288,43.42,0.0,0.0,0.0,,-14.35,0.0,-14.29,-20.43,-9.38
61235,37.28,245,320,43.36,0.0,0.0,0.0,,-14.58,0.0,-16.13,-19.42,-9.35
61236,35.14,15,21,41.67,0.0,,0.0,,-16.67,-33.33,0.0,-20.0,-16.67
61237,33.33,5,7,41.67,,,0.0,,-25.0,0.0,,-50.0,0.0
61238,37.29,559,731,43.33,0.0,0.0,0.0,0.0,-14.29,0.0,-15.49,-20.0,-9.47
61239,34.66,175,252,40.98,0.0,0.0,-6.9,0.0,-17.52,-16.67,0.0,-28.12,-7.46
61240,35.17,1020,1442,41.43,-3.61,0.0,-4.96,0.0,-16.63,-17.68,-10.0,-26.49,-8.71
61241,37.29,1260,1647,43.34,0.0,0.0,0.0,0.0,-14.22,-1.45,-15.62,-19.81,-9.47
61242,34.7,190,273,41.04,-5.56,0.0,-3.23,0.0,-17.45,-20.0,0.0,-28.57,-8.22
61243,33.0,40,60,40.0,0.0,,0.0,,-18.42,0.0,-20.0,-26.32,-16.67
61244,34.69,4094,5891,41.0,-3.42,0.0,-5.32,0.0,-17.44,-18.92,-5.91,-28.31,-8.16
61250,32.74,430,642,40.11,0.0,-25.0,-3.23,,-18.49,-9.09,-18.18,-26.5,-15.26
61251,32.48,63,94,40.13,0.0,-100.0,-20.0,,-18.33,-14.29,-12.5,-24.14,-14.29
61252,32.67,903,1350,40.08,0.0,-25.0,-3.03,,-18.45,-8.51,-17.54,-26.6,-15.29
61254,37.28,2135,2792,43.33,0.0,0.0,0.0,0.0,-14.28,0.0,-15.5,-19.82,-9.46
61256,34.73,304,437,41.03,-3.57,0.0,-4.0,0.0,-17.3,-19.05,-6.25,-27.93,-7.76
61257,34.72,188,270,41.05,0.0,0.0,-6.45,0.0,-17.69,-17.95,-10.0,-28.99,-8.33
61258,37.5,34,45,43.04,0.0,,0.0,,-14.71,0.0,0.0,-14.29,-6.67
61259,34.69,202,291,40.97,-5.26,0.0,-6.06,0.0,-17.09,-19.05,-9.09,-27.03,-8.97
61260,37.22,137,179,43.35,0.0,0.0,0.0,,-14.18,0.0,-11.76,-20.69,-10.0
61261,32.66,140,209,40.11,0.0,0.0,0.0,,-18.66,-13.33,-16.67,-26.15,-16.13
61262,37.35,176,231,43.24,0.0,0.0,0.0,,-13.95,0.0,-13.64,-18.92,-9.09
61263,37.22,137,179,43.35,0.0,0.0,0.0,,-14.18,0.0,-11.76,-20.69,-10.0
61264,34.71,1734,2494,41.01,-3.12,0.0,-5.26,0.0,-17.37,-18.99,-5.32,-28.26,-8.12
61265,34.69,7563,10884,41.0,-3.56,0.0,-5.2,0.0,-17.41,-19.01,-6.14,-28.28,-8.18
61270,32.67,1171,1752,40.06,0.0,-20.0,-3.49,,-18.43,-9.02,-17.57,-26.51,-15.28
61272,37.28,267,350,43.27,0.0,0.0,0.0,,-14.18,-6.67,-17.65,-19.64,-9.48
61273,37.14,593,780,43.19,0.0,0.0,0.0,0.0,-14.46,-5.26,-15.07,-20.56,-9.73
61274,37.5,59,77,43.38,0.0,0.0,0.0,,-14.04,0.0,-14.29,-20.0,-11.54
61275,34.68,708,1019,41.0,-4.55,0.0,-5.13,0.0,-17.51,-19.05,-5.26,-28.46,-8.12
61276,38.24,15,19,44.12,,,,,-14.29,0.0,0.0,-16.67,0.0
61277,33.26,542,797,40.48,0.0,-20.0,-2.78,,-17.73,-9.43,-16.18,-25.6,-14.64
61278,34.6,118,170,40.97,0.0,0.0,-5.0,0.0,-18.28,-20.0,0.0,-27.91,-6.67
61279,35.48,174,244,41.63,0.0,0.0,-4.55,0.0,-16.89,-17.86,-7.69,-25.37,-8.57
61281,37.2,466,612,43.23,0.0,0.0,-5.56,0.0,-14.41,-3.45,-14.04,-20.0,-9.41
61282,34.69,1411,2031,40.99,-3.82,0.0,-5.15,0.0,-17.41,-18.77,-6.58,-28.24,-8.32
61283,32.85,248,369,40.19,-16.67,-33.33,0.0,,-18.41,-8.0,-17.24,-24.79,-14.29
61284,34.69,392,565,40.96,-2.78,0.0,-6.15,0.0,-17.59,-19.51,-4.76,-28.47,-8.0
61285,32.64,446,667,40.07,0.0,-25.0,-3.03,,-18.35,-8.7,-17.86,-26.44,-15.23
61301,33.54,1788,2462,42.07,-9.41,0.0,-4.08,,-21.39,-14.5,-35.98,-26.28,-15.37
61310,32.68,614,919,40.05,0.0,-20.0,-2.22,,-18.43,-9.38,-17.95,-26.48,-15.13
61311,33.33,30,41,42.25,0.0,,0.0,,-21.43,0.0,-25.0,-23.08,-18.18
61312,33.52,71,105,40.34,0.0,0.0,-33.33,,-18.57,-14.29,-28.57,-20.59,-11.11
61313,33.6,53,73,42.06,-33.33,,0.0,,-20.41,-16.67,-28.57,-26.09,-15.79
61314,33.33,120,177,40.4,-20.0,0.0,0.0,,-17.8,-9.09,-18.18,-22.41,-10.87
61315,33.04,46,69,40.0,0.0,-100.0,0.0,,-19.57,0.0,0.0,-22.73,-11.11
61316,33.64,45,62,42.06,0.0,,0.0,,-21.43,-20.0,-33.33,-25.0,-12.5
61317,33.51,76,112,40.43,0.0,0.0,0.0,,-17.57,-14.29,-14.29,-24.32,-10.34
61318,32.68,103,154,40.08,0.0,0.0,-12.5,,-18.37,-9.09,-15.38,-27.08,-15.56
61319,33.55,198,273,42.04,0.0,0.0,-9.09,,-21.2,-13.64,-34.62,-26.44,-15.49
61320,33.33,108,159,40.45,-20.0,0.0,0.0,,-17.92,-10.0,-20.0,-23.08,-12.2
61321,33.63,47,66,41.59,0.0,,0.0,,-20.45,-20.0,-33.33,-23.81,-11.76
61322,33.33,247,365,40.36,-10.0,-33.33,-11.11,,-17.77,-8.7,-17.39,-22.5,-11.58
61323,33.33,20,29,40.82,0.0,,0.0,,-15.79,0.0,-50.0,-22.22,-12.5
61324,32.56,17,26,39.53,,,0.0,,-18.75,0.0,0.0,-25.0,-25.0
61325,33.58,171,235,42.12,-12.5,,0.0,,-21.38,-15.79,-34.78,-26.67,-14.75
61326,33.37,357,527,40.38,-13.33,0.0,-7.69,,-17.71,-11.76,-18.18,-22.54,-11.68
61327,33.27,205,303,40.35,-22.22,0.0,-12.5,,-17.41,-10.53,-15.79,-22.22,-11.39
61328,33.33,10,14,41.67,,,,,-20.0,0.0,0.0,-20.0,-25.0
61329,33.4,215,318,40.34,-11.11,-33.33,-12.5,,-18.01,-10.0,-20.0,-22.12,-12.05
61330,33.39,231,341,40.38,-11.11,-33.33,0.0,,-17.7,-9.09,-14.29,-23.21,-12.36
61331,33.33,6,9,40.0,,,,,-20.0,0.0,0.0,-33.33,-33.33
61332,33.33,23,31,42.59,0.0,,0.0,,-19.05,-33.33,-33.33,-30.0,-12.5
61333,33.57,60,83,41.96,0.0,,0.0,,-21.43,-14.29,-37.5,-26.92,-18.18
61334,33.58,112,156,41.79,0.0,,0.0,,-20.95,-15.38,-33.33,-26.0,-17.07
61335,33.49,88,130,40.37,-25.0,0.0,0.0,,-17.44,-12.5,-12.5,-23.26,-11.76
61336,33.47,95,141,40.25,-25.0,0.0,-25.0,,-18.09,-11.11,-22.22,-21.74,-13.51
61337,33.51,76,112,40.43,0.0,0.0,0.0,,-17.57,-14.29,-14.29,-24.32,-10.34
61338,33.1,59,87,40.41,0.0,0.0,0.0,,-18.97,-16.67,-20.0,-21.43,-13.04
61340,33.5,81,119,40.5,0.0,0.0,0.0,,-17.72,-12.5,-14.29,-23.08,-12.9
61341,33.53,1394,1920,42.06,-10.45,0.0,-3.9,,-21.42,-14.1,-36.02,-26.31,-15.34
61342,33.53,1491,2055,42.05,-9.86,0.0,-4.82,,-21.27,-13.86,-35.35,-26.26,-15.43
61344,33.08,54,79,40.6,0.0,0.0,0.0,,-18.87,-20.0,-20.0,-23.08,-14.29
61345,33.33,127,188,40.32,0.0,-50.0,-20.0,,-18.4,-8.33,-16.67,-22.58,-12.24
61346,33.33,12,18,40.0,-100.0,,,,-16.67,0.0,0.0,-16.67,-20.0
61348,33.55,790,1088,42.07,-10.53,0.0,-2.33,,-21.36,-13.64,-35.24,-26.51,-15.14
61349,33.24,151,225,40.16,-16.67,-50.0,0.0,,-18.24,-13.33,-14.29,-23.29,-13.33
61350,33.54,4137,5697,42.07,-9.6,0.0,-4.39,,-21.37,-14.47,-35.69,-26.34,-15.37
61353,32.67,200,299,40.08,0.0,-50.0,-6.67,,-18.32,-9.52,-16.0,-25.81,-14.77
61354,33.54,1800,2479,42.07,-10.47,0.0,-4.08,,-21.36,-13.93,-35.83,-26.2,-15.41
61356,33.33,1848,2728,40.38,-15.38,-13.64,-7.25,,-17.82,-11.49,-16.47,-22.46,-11.83
61358,33.53,73,101,41.95,-25.0,,0.0,,-20.59,0.0,-33.33,-21.88,-14.81
61359,33.08,54,79,40.6,0.0,0.0,0.0,,-18.87,-20.0,-20.0,-23.08,-14.29
61360,33.53,568,785,41.98,-11.11,0.0,-2.94,,-21.14,-14.06,-34.67,-26.1,-15.61
61361,33.69,228,333,40.64,-11.11,-33.33,-12.5,,-17.94,-9.52,-18.18,-22.02,-11.36
61362,33.32,1010,1491,40.38,-16.28,-16.67,-7.89,,-17.78,-11.58,-17.2,-22.49,-11.86
61363,32.99,39,58,40.21,-50.0,,0.0,,-15.79,-25.0,-25.0,-21.05,-13.33
61364,33.54,3180,4378,42.07,-9.21,0.0,-4.0,,-21.36,-14.33,-35.85,-26.31,-15.37
61367,32.63,114,171,40.0,0.0,0.0,0.0,,-18.35,-8.33,-14.29,-26.42,-14.0
61368,33.39,220,325,40.37,-11.11,-33.33,0.0,,-18.06,-14.29,-15.0,-22.43,-10.71
61369,33.33,269,397,40.39,-9.09,0.0,-10.0,,-17.8,-12.0,-16.0,-22.31,-11.65
61370,33.58,228,314,42.07,-9.09,0.0,-7.69,,-21.23,-15.38,-33.33,-26.0,-14.63
61371,33.33,18,24,42.86,0.0,,0.0,,-18.75,0.0,0.0,-25.0,-16.67
61372,33.71,38,52,42.22,0.0,,0.0,,-20.0,0.0,-40.0,-29.41,-21.43
61373,33.54,341,470,42.05,-6.25,0.0,-5.26,,-21.14,-13.16,-36.96,-26.67,-15.45
61374,33.33,12,18,40.0,-100.0,,,,-16.67,0.0,0.0,-16.67,-20.0
61375,33.26,186,274,40.43,-12.5,0.0,-14.29,,-17.58,-5.88,-17.65,-22.22,-11.27
61376,33.25,341,504,40.36,-14.29,-25.0,-7.69,,-17.91,-9.38,-16.13,-22.42,-12.12
61377,33.33,221,322,40.7,-10.0,0.0,-11.11,,-18.14,-9.52,-22.73,-22.86,-11.9
61378,32.71,86,128,40.19,0.0,0.0,0.0,,-18.29,-11.11,-18.18,-27.5,-15.79
61379,33.27,210,310,40.38,-11.11,-33.33,-12.5,,-17.48,-10.0,-15.79,-22.55,-12.35
61401,33.36,5278,7783,40.41,-15.18,-15.62,-8.08,,-17.79,-11.31,-16.8,-22.51,-11.68
61402,33.33,269,397,40.39,-9.09,0.0,-10.0,,-17.8,-12.0,-16.0,-22.31,-11.65
61410,33.46,616,905,40.5,-15.38,-14.29,-8.7,,-17.55,-10.71,-15.79,-22.3,-11.34
61411,37.25,66,87,43.14,0.0,0.0,0.0,,-15.38,0.0,-12.5,-21.43,-10.34
61412,37.3,248,324,43.36,0.0,0.0,0.0,,-14.46,0.0,-15.62,-20.19,-9.26
61413,37.24,189,247,43.35,0.0,0.0,0.0,,-14.13,0.0,-16.67,-18.99,-9.76
61414,33.84,135,196,40.79,-20.0,0.0,0.0,,-17.42,-8.33,-15.38,-21.88,-9.62
61415,34.59,298,389,43.38,-9.09,0.0,-12.5,,-20.48,-27.27,-16.67,-27.78,-16.91
61416,37.36,39,51,43.33,0.0,0.0,0.0,,-13.16,0.0,-20.0,-18.75,-11.76
61417,37.65,37,48,43.53,0.0,0.0,0.0,,-13.89,0.0,-20.0,-20.0,-12.5
61418,37.37,125,163,43.4,0.0,0.0,0.0,,-13.93,0.0,-18.75,-20.75,-9.26
61419,37.78,20,26,43.48,0.0,,0.0,,-15.79,0.0,0.0,-12.5,-11.11
61420,37.35,176,231,43.24,0.0,0.0,0.0,,-13.95,0.0,-13.64,-18.92,-9.09
61421,33.27,208,307,40.39,-22.22,-33.33,-12.5,,-17.65,-15.0,-15.79,-22.77,-12.5
61422,37.28,571,747,43.32,0.0,0.0,0.0,0.0,-14.16,0.0,-16.44,-19.58,-9.64
61423,37.25,110,144,43.31,0.0,0.0,0.0,,-14.81,0.0,-14.29,-19.57,-10.42
61424,33.33,10,14,41.67,,,,,-20.0,0.0,0.0,-20.0,-25.0
61425,37.28,74,96,43.53,0.0,0.0,0.0,,-13.89,0.0,-11.11,-19.35,-9.38
61426,33.33,15,22,40.54,0.0,,0.0,,-14.29,0.0,0.0,-14.29,-16.67
61427,33.26,396,517,43.37,-6.25,0.0,-12.0,,-23.39,-41.67,-21.28,-31.03,-21.2
61428,33.26,191,282,40.38,-12.5,0.0,0.0,,-17.65,-11.11,-16.67,-21.74,-10.96
61430,33.33,127,188,40.32,0.0,-50.0,-20.0,,-18.4,-8.33,-16.67,-22.58,-12.24
61431,33.06,54,70,43.55,0.0,,0.0,,-22.64,-50.0,-16.67,-32.14,-20.0
61432,33.33,108,141,43.37,0.0,0.0,-14.29,,-23.58,-33.33,-23.08,-30.91,-20.0
61433,33.33,8,10,44.44,,,,,-25.0,,0.0,-25.0,-25.0
61434,37.11,561,739,43.15,0.0,0.0,0.0,0.0,-14.23,-3.12,-15.71,-20.17,-9.47
61435,37.36,39,51,43.33,0.0,0.0,0.0,,-13.16,0.0,-20.0,-18.75,-11.76
61436,33.33,142,209,40.46,-16.67,-50.0,0.0,,-17.99,-7.69,-15.38,-23.19,-11.11
61437,37.23,123,160,43.46,0.0,0.0,0.0,,-14.17,0.0,-18.75,-21.15,-9.43
61438,37.33,130,170,43.33,0.0,0.0,0.0,,-14.17,0.0,-17.65,-20.0,-10.53
61439,33.04,46,69,40.0,0.0,-100.0,0.0,,-19.57,0.0,0.0,-22.73,-11.11
61440,37.25,110,145,43.14,0.0,0.0,0.0,,-14.81,0.0,-21.43,-19.15,-8.33
61441,33.14,152,198,43.43,0.0,0.0,-20.0,,-23.49,-25.0,-22.22,-30.77,-20.0
61442,37.41,127,167,43.2,0.0,0.0,0.0,,-14.4,0.0,-12.5,-20.37,-10.71
61443,37.28,2536,3318,43.32,0.0,0.0,0.0,0.0,-14.24,-0.72,-15.48,-19.85,-9.5
61447,37.34,169,221,43.33,0.0,0.0,0.0,,-13.94,0.0,-18.18,-19.72,-9.46
61448,33.33,643,949,40.39,-14.81,-25.0,-8.33,,-17.91,-11.48,-16.95,-22.51,-11.74
61449,33.14,68,101,40.24,-33.33,0.0,-33.33,,-17.91,0.0,-16.67,-21.21,-11.54
61450,37.33,289,378,43.33,0.0,0.0,0.0,0.0,-14.49,0.0,-16.22,-19.67,-9.52
61451,35.56,59,76,43.7,0.0,0.0,-5.56,,-19.05,-20.0,-25.0,-28.57,-19.05
61452,33.04,48,63,43.24,0.0,,0.0,,-22.92,0.0,-20.0,-32.0,-18.18
61453,37.31,113,147,43.46,0.0,0.0,0.0,,-14.55,0.0,-14.29,-19.15,-10.2
61454,37.27,118,154,43.38,0.0,0.0,0.0,,-13.91,0.0,-13.33,-18.37,-9.8
61455,37.3,3248,4246,43.34,0.0,0.0,0.0,0.0,-14.24,-0.56,-15.5,-19.84,-9.47
61458,33.33,115,170,40.35,-20.0,0.0,0.0,,-17.7,-9.09,-18.18,-23.21,-11.36
61459,34.15,71,92,43.56,0.0,,0.0,,-21.43,-33.33,-12.5,-28.57,-15.62
61460,37.1,54,70,43.55,0.0,0.0,0.0,,-15.09,0.0,-14.29,-21.74,-8.7
61462,37.29,2022,2644,43.33,0.0,0.0,0.0,0.0,-14.22,0.0,-15.56,-19.76,-9.53
61465,37.26,206,269,43.37,0.0,0.0,0.0,,-13.93,0.0,-15.38,-20.69,-10.0
61466,37.1,54,70,43.55,0.0,0.0,0.0,,-15.09,0.0,-14.29,-21.74,-8.7
