zcta,Percentage Eligible,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,difference_percentage_aian,difference_percentage_asian,difference_percentage_black,difference_percentage_nhpi,difference_percentage_white,difference_percentage_hispanic,difference_percentage_veteran,difference_percentage_elderly,difference_percentage_disability
06510,57.09,1153,702,62.16,-12.2,-6.35,-3.43,0.0,-11.66,-8.37,0.0,-6.57,-4.14
06511,57.02,14598,8903,62.12,-14.1,-7.24,-3.46,0.0,-11.63,-8.39,0.0,-6.43,-4.23
06512,33.12,4677,7719,37.73,-10.71,-17.89,-5.12,0.0,-14.96,-9.98,-11.88,-14.45,-6.94
06513,51.67,9204,7040,56.66,-13.62,-8.57,-3.56,0.0,-12.36,-8.59,-3.06,-8.09,-4.63
06514,37.43,4449,6280,41.47,-20.35,-3.49,-14.06,,-9.06,-3.6,-17.92,-13.19,-6.64
06515,57.07,4676,2844,62.18,-14.29,-7.39,-3.44,0.0,-11.66,-8.42,0.0,-6.42,-4.16
06516,37.61,9655,13084,42.46,-2.99,0.0,-17.48,,-12.25,-2.13,-7.36,-13.95,-6.27
06517,37.34,2495,3534,41.38,-20.63,-3.12,-14.15,,-9.09,-3.64,-17.97,-13.13,-6.67
06518,37.34,3255,4611,41.38,-20.73,-2.99,-14.39,,-9.08,-3.64,-18.02,-13.17,-6.66
06519,57.08,4041,2459,62.17,-13.79,-7.21,-3.43,0.0,-11.63,-8.42,0.0,-6.44,-4.22
06524,37.62,921,1248,42.46,-3.12,0.0,-17.37,,-12.31,-2.11,-7.41,-14.06,-6.3
06525,37.62,1579,2140,42.46,-3.64,0.0,-17.53,,-12.27,-2.21,-7.07,-13.89,-6.19
06604,56.72,7162,4485,61.49,0.0,-12.75,-9.42,,-12.04,-3.87,-2.64,-8.06,-3.53
06605,56.72,5700,3569,61.5,0.0,-13.0,-9.4,,-12.05,-3.86,-2.55,-8.03,-3.53
06606,56.71,11562,7241,61.49,0.0,-12.84,-9.41,,-12.05,-3.88,-2.64,-8.04,-3.52
06607,56.72,2076,1300,61.49,0.0,-13.7,-9.34,,-12.06,-3.94,-2.8,-8.03,-3.54
06608,56.71,3418,2140,61.5,0.0,-13.33,-9.41,,-12.05,-3.87,-2.55,-7.99,-3.54
06610,56.71,5575,3492,61.49,0.0,-12.82,-9.41,,-12.03,-3.88,-2.6,-8.01,-3.49
06611,26.53,3791,9480,28.57,0.0,-8.53,-1.55,,-7.69,-4.86,-17.28,-10.86,-6.02
06612,26.53,782,1956,28.56,0.0,-9.09,-1.08,,-7.73,-4.73,-17.74,-10.64,-6.25
06614,26.52,3470,8685,28.55,0.0,-8.29,-1.21,,-7.68,-4.86,-17.39,-10.8,-6.03
06615,26.52,1913,4787,28.55,0.0,-8.41,-1.32,,-7.74,-4.7,-17.11,-10.81,-6.11
06702,58.6,951,579,62.16,0.0,-2.27,-3.43,,-6.57,-3.07,0.0,-5.49,0.0
06704,58.59,6690,4075,62.15,0.0,0.0,-3.45,,-6.47,-3.25,-0.16,-5.6,0.0
06705,58.42,6650,4080,61.98,0.0,-0.33,-3.48,,-6.49,-3.24,0.0,-5.62,-0.09
06706,58.59,3603,2195,62.14,0.0,0.0,-3.45,,-6.48,-3.23,0.0,-5.65,-0.08
06708,58.59,7436,4530,62.14,0.0,-0.29,-3.46,,-6.48,-3.25,0.0,-5.61,-0.04
06710,58.58,2709,1650,62.15,0.0,0.0,-3.49,,-6.5,-3.31,0.0,-5.6,0.0
06712,30.21,1282,2482,34.06,0.0,-9.76,0.0,0.0,-12.04,-1.0,-15.2,-14.49,-8.26
06716,30.2,2195,4249,34.06,0.0,-10.0,0.0,0.0,-12.04,-0.87,-15.42,-14.47,-8.17
06750,31.75,205,365,35.96,0.0,-25.0,0.0,,-12.17,0.0,-6.67,-13.51,-5.33
06751,30.21,461,893,34.05,0.0,-13.33,0.0,0.0,-12.03,0.0,-15.56,-14.52,-8.24
06752,28.91,213,419,33.7,0.0,-14.29,-27.27,,-12.27,-8.0,-30.0,-20.91,-10.98
06753,30.95,15,27,35.71,,,0.0,,-14.29,0.0,0.0,-12.5,-16.67
06754,31.69,234,416,36.0,0.0,-20.0,0.0,,-12.09,-2.63,-5.88,-13.39,-4.71
06755,28.83,150,295,33.71,0.0,-20.0,-26.67,,-12.28,-8.57,-28.57,-20.78,-12.07
06756,31.7,447,796,35.96,0.0,-30.0,0.0,,-12.17,-2.74,-9.09,-13.22,-4.29
06757,31.72,328,583,36.0,0.0,-28.57,0.0,,-12.25,-1.89,-8.33,-13.48,-5.0
06758,28.57,5,9,35.71,,,,,-20.0,0.0,,-33.33,0.0
06759,31.69,856,1523,35.98,0.0,-31.58,0.0,,-12.2,-2.86,-7.94,-13.17,-4.79
06762,30.2,1039,2012,34.05,0.0,-9.09,0.0,0.0,-12.03,-1.23,-15.69,-14.46,-8.12
06763,31.7,331,589,35.98,0.0,-28.57,0.0,,-12.46,-1.85,-4.17,-12.85,-4.96
06770,30.1,3888,8061,32.54,-7.69,-3.6,-3.03,,-8.57,-2.4,-17.34,-10.12,-7.13
06776,28.88,3432,6754,33.69,0.0,-17.04,-28.33,,-12.32,-8.6,-27.99,-20.46,-11.27
06777,31.69,255,455,35.92,0.0,-33.33,0.0,,-12.34,-2.38,-10.53,-13.04,-4.3
06778,31.71,185,329,35.99,0.0,-25.0,0.0,,-12.35,-3.33,-7.14,-13.0,-5.88
06779,30.2,1131,2190,34.06,0.0,-8.33,0.0,0.0,-12.1,-1.13,-16.22,-14.45,-8.17
06782,30.23,311,602,34.06,0.0,-10.0,0.0,0.0,-12.24,-2.04,-13.33,-14.37,-7.89
06783,31.69,336,598,35.97,0.0,-28.57,0.0,,-12.3,-1.82,-8.0,-13.19,-4.88
06784,28.88,462,909,33.7,0.0,-16.67,-27.66,,-12.46,-8.33,-27.91,-20.59,-11.24
06785,31.63,113,200,36.1,0.0,0.0,0.0,,-12.5,0.0,0.0,-13.11,-4.88
06786,30.2,1287,2491,34.07,0.0,-9.76,0.0,0.0,-12.08,-1.0,-15.87,-14.43,-8.03
06787,30.2,1037,2004,34.1,0.0,-9.09,0.0,0.0,-12.16,-0.62,-14.85,-14.34,-8.14
06790,31.69,5302,9434,35.98,0.0,-28.45,0.0,0.0,-12.26,-2.43,-7.67,-13.27,-4.7
06791,31.68,829,1475,35.98,0.0,-27.78,0.0,,-12.32,-2.22,-8.2,-13.36,-4.62
06793,31.72,178,317,35.96,0.0,-25.0,0.0,,-12.2,-3.45,-7.69,-13.4,-4.62
06794,31.53,166,297,35.85,0.0,-25.0,-9.09,,-12.5,0.0,-8.33,-13.33,-4.92
06795,30.2,1904,3685,34.07,0.0,-9.84,0.0,0.0,-12.05,-1.01,-15.59,-14.44,-8.14
06796,31.76,153,272,36.0,0.0,-33.33,0.0,,-12.77,-4.0,-9.09,-13.25,-5.36
06798,30.21,1333,2580,34.07,0.0,-9.3,0.0,0.0,-12.07,-0.96,-15.38,-14.48,-8.16
06801,28.88,2588,5093,33.69,0.0,-16.67,-28.2,,-12.3,-8.6,-27.92,-20.46,-11.33
06804,28.88,2268,4464,33.69,0.0,-16.33,-28.33,,-12.3,-8.49,-28.1,-20.44,-11.33
06807,29.42,889,1844,32.53,0.0,0.0,-4.41,,-13.9,-3.8,-18.75,-7.71,-10.28
06810,28.88,7056,13886,33.69,0.0,-16.59,-28.28,,-12.31,-8.55,-27.98,-20.43,-11.26
06811,28.88,3991,7854,33.69,0.0,-16.6,-28.29,,-12.31,-8.57,-28.11,-20.47,-11.26
06812,28.89,1736,3415,33.7,0.0,-16.81,-28.09,,-12.3,-8.62,-27.95,-20.47,-11.23
06820,25.95,2243,5353,29.53,0.0,-20.45,-16.73,,-10.82,-10.0,-20.83,-17.18,-9.67
06824,26.52,3587,8977,28.55,0.0,-8.5,-1.41,,-7.69,-4.85,-17.54,-10.81,-6.06
06825,26.52,2272,5685,28.55,0.0,-8.66,-1.48,,-7.71,-4.65,-17.68,-10.8,-6.1
06830,29.42,3093,6412,32.54,0.0,0.0,-4.31,,-13.94,-3.7,-18.67,-7.87,-10.09
06831,29.41,1884,3906,32.54,0.0,0.0,-4.38,,-13.95,-3.72,-18.81,-7.9,-10.15
06840,25.95,2151,5132,29.53,0.0,-20.71,-16.25,,-10.85,-10.04,-21.01,-17.16,-9.69
06850,32.51,2860,5017,36.31,0.0,-39.86,-4.69,,-11.3,-7.35,-8.16,-12.86,-5.09
06851,32.5,3885,6815,36.31,0.0,-39.57,-4.7,,-11.3,-7.35,-7.52,-12.81,-5.04
06853,32.52,522,916,36.3,0.0,-40.0,-4.12,,-11.52,-7.46,-11.11,-12.67,-5.35
06854,32.51,4116,7220,36.31,0.0,-39.39,-4.69,,-11.31,-7.38,-7.8,-12.84,-5.1
06855,32.5,1152,2020,36.32,0.0,-41.07,-4.65,,-11.22,-7.43,-10.0,-12.7,-5.1
06870,29.42,953,1976,32.54,0.0,0.0,-4.53,,-13.87,-3.81,-17.65,-7.94,-10.04
06877,25.95,2615,6243,29.52,0.0,-20.49,-16.44,,-10.85,-9.95,-20.83,-17.16,-9.59
06878,29.4,1052,2180,32.55,0.0,0.0,-4.48,,-13.89,-3.95,-17.86,-7.87,-10.28
06880,32.49,3743,6572,36.29,0.0,-39.78,-4.73,,-11.29,-7.36,-7.75,-12.85,-5.09
06883,25.95,1080,2577,29.53,0.0,-21.18,-16.53,,-10.81,-10.0,-20.29,-17.27,-9.66
06890,26.49,459,1149,28.54,0.0,-11.54,-1.82,,-7.73,-4.6,-18.92,-10.84,-5.92
06896,25.94,908,2168,29.52,0.0,-19.72,-15.84,,-10.8,-10.13,-20.69,-17.16,-9.63
06897,25.95,1932,4612,29.52,0.0,-21.05,-16.67,,-10.84,-10.14,-20.97,-17.18,-9.62
06901,29.41,1307,2709,32.54,0.0,0.0,-4.5,,-13.93,-3.78,-18.57,-7.96,-10.19
06902,29.41,8543,17708,32.54,0.0,0.0,-4.37,,-13.93,-3.74,-18.56,-7.86,-10.14
06903,29.42,1779,3687,32.55,0.0,0.0,-4.42,,-14.0,-3.65,-17.89,-7.85,-10.07
06905,29.41,2693,5582,32.54,0.0,0.0,-4.37,,-13.97,-3.76,-18.75,-7.9,-10.2
06906,29.41,1224,2536,32.55,0.0,0.0,-4.49,,-13.9,-3.82,-19.7,-7.92,-10.2
06907,29.42,1157,2399,32.54,0.0,0.0,-4.42,,-13.95,-3.82,-19.35,-7.77,-10.07
07001,28.4,2013,3891,34.1,0.0,-11.09,-20.69,,-22.83,-6.49,-8.63,-16.97,-8.51
07002,39.96,12310,15362,44.49,0.0,-15.33,-4.71,,-11.4,-5.02,-27.25,-11.38,-9.1
07003,34.99,8778,12812,40.66,0.0,-26.25,-20.65,,-12.33,-9.83,-11.26,-16.4,-9.55
07004,17.36,600,2327,20.5,0.0,-33.33,-28.57,,-12.66,-43.75,0.0,-18.93,-7.41
07005,20.97,1415,4357,24.51,-34.78,-13.62,-11.7,,-19.39,-6.52,-8.77,-14.96,-17.41
07006,17.36,2038,7900,20.51,0.0,-30.0,-28.01,,-12.48,-43.21,0.0,-19.04,-7.36
07008,28.4,3016,5828,34.1,-0.63,-10.94,-20.39,,-22.86,-6.45,-8.47,-16.96,-8.56
07009,17.39,993,3843,20.53,0.0,-32.5,-27.95,,-12.42,-41.77,0.0,-19.11,-7.28
07010,32.81,3851,6578,36.93,-37.2,-4.4,0.0,,-13.72,-9.51,-9.52,-11.89,-3.97
07011,54.35,8134,5288,60.6,0.0,-8.57,-12.23,0.0,-9.9,-7.51,-5.56,-13.47,-4.09
07012,54.35,2601,1691,60.6,0.0,-8.93,-12.1,0.0,-9.87,-7.54,-5.59,-13.51,-4.03
07013,39.46,4298,5467,44.01,0.0,-27.43,-7.69,0.0,-10.86,-5.57,-2.75,-14.08,-4.37
07014,54.34,1089,708,60.6,0.0,-8.51,-12.35,0.0,-9.9,-7.51,-5.88,-13.46,-4.12
07016,16.8,1611,6600,19.62,-7.89,-21.76,-13.43,,-14.96,-4.44,-31.37,-15.16,-11.95
07017,43.32,7141,7371,49.21,-15.26,-24.73,-10.51,,-4.57,-8.39,-10.87,-15.43,-13.48
07018,43.32,5563,5743,49.2,-14.86,-25.35,-10.51,,-4.66,-8.4,-10.8,-15.45,-13.47
07020,32.81,2145,3664,36.93,-36.96,-4.28,0.0,,-13.75,-9.54,-9.52,-11.92,-4.0
07021,17.41,171,662,20.53,0.0,-28.57,-28.57,,-12.41,-42.86,0.0,-18.81,-8.06
07022,32.81,2249,3842,36.92,-37.5,-4.39,0.0,,-13.71,-9.55,-9.09,-11.93,-3.98
07023,26.44,757,1739,30.33,0.0,-11.43,-2.53,,-23.79,-6.87,-63.33,-17.0,-14.16
07024,32.81,6013,10270,36.93,-37.35,-4.4,0.0,,-13.7,-9.54,-9.52,-11.87,-3.97
07026,34.2,4469,7096,38.64,0.0,-17.29,0.0,,-14.0,-1.23,-26.77,-14.31,-14.22
07027,16.81,301,1234,19.61,0.0,-21.88,-13.16,,-14.88,-5.45,-31.58,-15.38,-11.32
07028,17.7,629,2382,20.89,0.0,-26.92,-28.43,,-12.57,-37.29,0.0,-19.24,-7.11
07029,39.96,3785,4723,44.49,0.0,-15.29,-4.79,,-11.37,-5.01,-27.33,-11.34,-9.11
07030,33.87,9424,15659,37.57,0.0,0.0,-6.47,,-11.59,-10.13,0.0,-10.55,-0.92
07031,23.1,1912,4347,30.55,0.0,-15.43,0.0,0.0,-25.64,-25.89,0.0,-31.69,-29.37
07032,39.96,7211,8999,44.48,0.0,-15.41,-4.63,,-11.39,-5.0,-27.27,-11.4,-9.1
07033,30.54,1157,1841,38.59,0.0,-34.78,-14.04,,-17.54,-21.04,0.0,-27.16,-24.16
07034,20.92,895,2768,24.43,-40.0,-14.16,-11.48,,-19.39,-6.6,-8.57,-14.53,-17.67
07035,20.93,971,3000,24.45,-37.5,-13.99,-10.77,,-19.53,-6.78,-10.39,-14.66,-17.59
07036,30.38,6347,11547,35.47,-45.37,-7.06,-14.91,,-10.67,-12.91,-11.14,-20.03,-11.7
07039,18.21,2162,8698,19.91,0.0,-0.4,-4.58,,-12.89,-0.39,0.0,-12.24,-7.35
07040,43.48,4711,4829,49.38,-15.2,-24.58,-10.48,,-4.18,-8.44,-10.74,-15.4,-13.44
07041,18.21,528,2124,19.91,0.0,-1.64,-5.04,,-12.79,0.0,0.0,-11.99,-7.65
07042,17.35,2088,8094,20.51,0.0,-30.49,-27.94,,-12.48,-43.37,-0.85,-19.06,-7.45
07043,18.04,1117,4151,21.2,0.0,-30.77,-25.99,,-12.37,-32.41,-1.54,-18.79,-7.32
07044,17.35,1111,4306,20.51,0.0,-31.82,-28.18,,-12.46,-43.18,-1.59,-19.05,-7.5
07045,20.91,931,2880,24.43,-40.0,-14.04,-12.5,,-19.51,-6.36,-9.59,-14.61,-17.63
07046,20.9,398,1229,24.46,-42.86,-14.14,-11.11,,-19.73,-8.33,-12.5,-14.5,-17.46
07047,43.43,12608,12659,49.9,0.0,-3.08,-21.34,,-14.77,-10.3,0.0,-14.41,-3.8
07050,43.32,6275,6477,49.21,-14.97,-25.0,-10.51,,-4.49,-8.4,-10.84,-15.45,-13.49
07052,18.22,3375,13565,19.92,0.0,-0.26,-4.5,,-12.9,-0.38,0.0,-12.28,-7.36
07054,20.91,2661,8232,24.43,-38.64,-14.01,-11.54,,-19.49,-6.67,-8.65,-14.5,-17.7
07055,54.35,13757,8944,60.6,0.0,-8.46,-12.23,0.0,-9.9,-7.54,-5.51,-13.48,-4.09
07057,23.1,1380,3136,30.56,0.0,-15.44,0.0,0.0,-25.63,-25.97,0.0,-31.61,-29.4
07058,20.92,492,1521,24.44,-37.5,-13.71,-11.76,,-19.56,-6.9,-7.89,-14.46,-17.95
07059,12.47,963,5051,16.01,-40.74,-36.67,-25.19,,-21.39,-8.45,-17.89,-22.56,-24.71
07060,26.95,5017,11580,30.23,0.0,-5.85,-4.29,,-15.55,-5.31,-32.89,-14.61,-10.59
07062,26.57,1402,3224,30.31,0.0,-9.21,-2.7,,-21.62,-6.33,-55.17,-16.21,-13.35
07063,26.76,1492,3437,30.27,0.0,-7.0,-3.18,,-18.28,-5.8,-43.75,-15.35,-12.13
07064,28.39,465,899,34.09,0.0,-10.69,-21.28,,-22.81,-6.82,-8.7,-16.79,-8.81
07065,30.38,4155,7559,35.47,-45.77,-6.9,-14.84,,-10.67,-12.91,-10.87,-20.05,-11.73
07066,30.37,2186,3977,35.47,-45.95,-7.38,-14.87,,-10.71,-12.94,-11.03,-20.11,-11.79
07067,28.4,2214,4279,34.1,0.0,-10.9,-20.63,,-22.76,-6.54,-8.76,-16.99,-8.51
07068,18.19,435,1748,19.93,0.0,0.0,-4.39,,-13.06,0.0,0.0,-12.27,-7.33
07069,27.57,761,1777,29.98,0.0,-3.23,-15.38,,-8.32,-3.53,0.0,-11.45,-4.88
07070,23.1,2189,4975,30.56,0.0,-15.35,0.0,0.0,-25.65,-25.98,0.0,-31.66,-29.46
07071,23.11,2617,5948,30.55,0.0,-15.56,-0.59,0.0,-25.69,-25.93,0.0,-31.64,-29.42
07072,23.1,741,1684,30.56,0.0,-16.44,0.0,0.0,-25.61,-26.0,0.0,-31.77,-29.23
07073,23.1,1164,2646,30.55,0.0,-14.91,0.0,0.0,-25.61,-25.95,0.0,-31.67,-29.64
07074,23.09,364,827,30.56,0.0,-16.67,0.0,0.0,-25.53,-26.02,0.0,-31.38,-29.17
07075,23.09,1179,2679,30.56,0.0,-15.52,0.0,0.0,-25.71,-25.88,0.0,-31.59,-29.58
07076,26.44,2421,5560,30.33,0.0,-10.62,-2.25,,-23.84,-6.77,-62.89,-16.92,-14.21
07077,28.4,343,663,34.1,0.0,-11.34,-20.0,,-22.68,-6.19,-8.82,-17.17,-8.45
07078,18.21,971,3905,19.91,0.0,0.0,-4.71,,-12.98,-0.43,0.0,-12.4,-7.44
07079,43.48,3412,3498,49.38,-16.48,-25.58,-10.46,,-4.07,-8.48,-10.29,-15.36,-13.42
07080,28.94,2622,5526,32.18,0.0,0.0,-10.93,,-16.71,-3.55,-0.72,-10.68,-8.23
07081,16.8,1163,4766,19.62,-3.7,-21.31,-13.1,,-15.04,-4.72,-30.14,-15.16,-11.92
07082,20.89,504,1559,24.43,-37.5,-14.17,-11.76,,-19.35,-6.67,-7.69,-14.41,-17.61
07083,30.54,7703,12262,38.58,-20.0,-34.43,-14.11,,-17.61,-20.87,-0.88,-27.18,-24.3
07086,33.88,2681,4454,37.58,0.0,0.0,-6.34,,-11.57,-10.12,0.0,-10.64,-1.03
07087,33.87,10696,17772,37.57,0.0,-0.18,-6.48,,-11.57,-10.14,0.0,-10.56,-0.92
07088,30.56,491,781,38.6,,-31.58,-14.2,,-17.24,-20.51,0.0,-27.04,-24.24
07090,26.44,3023,6944,30.33,0.0,-10.64,-2.22,,-23.85,-6.72,-62.81,-16.88,-14.27
07092,16.86,481,1957,19.73,-9.09,-22.0,-13.11,,-14.96,-4.55,-30.0,-15.48,-12.35
07093,43.43,12919,12971,49.9,0.0,-3.11,-21.31,,-14.78,-10.3,0.0,-14.4,-3.81
07094,43.43,4413,4431,49.9,0.0,-3.23,-21.35,,-14.77,-10.31,0.0,-14.43,-3.81
07095,28.04,2336,4596,33.7,0.0,-10.91,-21.31,,-22.61,-7.45,-9.42,-17.13,-8.6
07102,60.36,3732,1763,67.92,-11.76,0.0,-8.27,,-10.39,-6.24,-7.35,-4.98,-3.51
07103,66.56,10741,4045,72.64,-30.0,0.0,-8.59,,-2.77,-4.63,-7.49,-6.12,-3.29
07104,57.86,12895,6641,66.01,0.0,0.0,-7.87,,-11.56,-6.54,-6.88,-4.47,-3.56
07105,57.86,12134,6249,66.01,0.0,0.0,-7.88,,-11.56,-6.55,-7.02,-4.49,-3.55
07106,66.59,9427,3545,72.67,-30.27,0.0,-8.58,,-2.71,-4.64,-7.69,-6.13,-3.29
07107,59.76,10234,4951,67.4,-10.79,-0.81,-8.29,,-10.6,-6.37,-7.18,-5.02,-3.52
07108,66.6,7825,2943,72.67,-30.07,0.0,-8.59,,-2.7,-4.64,-7.56,-6.11,-3.27
07109,34.99,6311,9213,40.65,0.0,-26.19,-20.58,,-12.33,-9.87,-11.14,-16.38,-9.54
07110,35.03,4999,7285,40.7,0.0,-26.26,-20.57,,-12.34,-9.85,-11.03,-16.37,-9.58
07111,43.48,11221,11501,49.38,-14.81,-24.82,-10.48,,-4.13,-8.43,-10.75,-15.41,-13.46
07112,66.59,8113,3051,72.67,-30.19,0.0,-8.58,,-2.71,-4.6,-7.53,-6.11,-3.26
07114,62.36,4541,1999,69.43,-19.44,0.0,-8.42,,-8.98,-6.03,-6.88,-5.43,-3.41
07201,58.8,6397,3513,64.55,-20.19,-7.14,-10.66,,-7.18,-8.68,0.0,-18.09,-12.5
07202,58.8,9441,5185,64.55,-20.32,-8.0,-10.68,,-7.2,-8.67,0.0,-18.09,-12.51
07203,30.37,3190,5809,35.45,-45.87,-6.74,-14.88,,-10.69,-12.9,-10.85,-20.04,-11.64
07204,30.54,1919,3055,38.58,0.0,-34.21,-14.05,,-17.61,-20.81,-1.75,-27.25,-24.3
07205,30.54,3079,4901,38.58,0.0,-34.43,-14.12,,-17.57,-20.88,-1.1,-27.2,-24.32
07206,58.8,6743,3704,64.54,-20.44,-7.87,-10.62,,-7.21,-8.69,0.0,-18.07,-12.55
07208,58.78,7302,4014,64.53,-20.16,-7.29,-10.67,,-7.19,-8.67,0.0,-18.09,-12.55
07302,30.12,8586,15864,35.12,-20.27,-24.71,-9.89,,-14.37,-8.54,-15.9,-14.96,-6.26
07304,50.93,10485,8208,56.09,-6.2,-15.84,-6.18,,-11.22,-8.4,-1.81,-12.75,-10.51
07305,54.46,15299,10349,59.65,0.0,-13.95,-6.0,,-10.82,-8.39,-0.84,-12.53,-10.82
07306,36.64,9546,13348,41.7,-17.96,-22.33,-7.67,,-13.11,-8.49,-8.38,-13.99,-8.28
07307,30.12,6660,12306,35.12,-20.14,-24.75,-9.92,,-14.39,-8.52,-15.53,-14.95,-6.18
07310,30.12,2640,4877,35.12,-20.54,-24.81,-9.84,,-14.36,-8.53,-16.09,-15.01,-6.19
07311,30.14,242,448,35.07,-20.0,-24.59,-9.8,,-14.29,-7.77,-12.5,-14.89,-6.52
07401,14.0,431,2055,17.34,0.0,0.0,-45.45,,-21.73,0.0,-37.93,-21.82,-17.99
07403,21.45,716,2157,24.92,-17.39,-24.18,0.0,0.0,-12.38,-16.88,-8.33,-11.08,-3.38
07405,22.46,1777,4986,26.28,-3.85,-0.71,0.0,,-18.07,-4.26,-12.16,-22.77,-11.13
07407,34.19,2931,4654,38.64,0.0,-17.33,0.0,,-13.98,-1.22,-26.95,-14.3,-14.27
07410,34.19,4779,7589,38.64,0.0,-17.18,0.0,,-13.97,-1.22,-26.84,-14.29,-14.16
07416,21.5,606,1678,26.53,0.0,-50.0,-8.7,,-18.45,-11.11,-25.0,-18.3,-13.81
07417,13.98,699,3336,17.32,0.0,0.0,-50.0,,-21.78,0.0,-38.3,-21.69,-18.14
07418,21.48,215,595,26.54,0.0,-50.0,-12.5,,-18.45,-11.43,-23.53,-18.35,-14.12
07419,21.49,1012,2804,26.52,-2.56,-47.06,-10.53,,-18.37,-11.45,-23.75,-18.2,-14.0
07420,21.45,470,1418,24.89,-20.0,-23.33,0.0,0.0,-12.32,-16.19,-6.45,-10.84,-3.68
07421,21.47,646,1944,24.94,-23.81,-23.46,-3.33,0.0,-12.3,-16.67,-6.98,-11.11,-3.72
07422,21.48,674,1868,26.51,-3.85,-50.0,-8.0,,-18.42,-11.71,-24.07,-18.18,-13.91
07423,11.27,225,1282,14.93,0.0,-14.71,0.0,,-25.91,-37.5,0.0,-14.39,0.0
07424,29.76,3117,6270,33.21,0.0,-34.85,-0.54,,-11.98,-0.23,0.0,-14.83,-4.75
07430,13.98,1606,7667,17.32,0.0,0.0,-45.0,,-21.72,-0.52,-38.32,-21.68,-18.08
07432,14.0,440,2102,17.31,0.0,0.0,-45.45,,-21.53,0.0,-37.93,-21.66,-17.61
07435,21.8,209,613,25.43,-20.0,-17.39,0.0,0.0,-14.86,-10.17,-5.0,-15.93,-6.35
07436,14.0,804,3833,17.34,0.0,0.0,-45.0,,-21.76,0.0,-37.74,-21.68,-17.69
07438,22.34,1111,3141,26.13,-5.56,-4.3,0.0,0.0,-17.4,-5.08,-12.0,-21.63,-10.54
07439,21.48,244,677,26.49,0.0,-50.0,-11.11,,-18.38,-10.0,-21.05,-17.89,-14.43
07440,22.45,438,1229,26.27,0.0,-2.86,0.0,,-18.1,-4.32,-12.7,-22.95,-11.43
07442,21.45,1034,3115,24.92,-20.59,-24.24,0.0,0.0,-12.31,-16.09,-8.7,-11.13,-3.68
07444,22.46,1105,3102,26.27,0.0,0.0,0.0,,-18.0,-4.16,-12.58,-22.76,-11.08
07446,13.99,934,4456,17.33,0.0,0.0,-45.83,,-21.69,0.0,-37.1,-21.65,-17.88
07450,11.26,1375,7831,14.94,0.0,-16.67,0.0,,-25.87,-41.41,-0.65,-14.55,-0.28
07452,11.24,642,3654,14.94,0.0,-16.33,0.0,,-25.82,-41.3,0.0,-14.61,0.0
07456,21.46,1092,3292,24.91,-22.22,-23.74,0.0,0.0,-12.37,-16.39,-8.22,-11.05,-3.48
07457,22.49,408,1144,26.29,0.0,0.0,0.0,,-18.15,-4.64,-12.07,-22.91,-11.54
07458,11.26,620,3529,14.94,0.0,-16.84,0.0,,-25.8,-42.22,0.0,-14.58,-0.61
07460,21.55,328,911,26.47,-8.33,-28.57,-9.09,,-18.33,-10.53,-25.93,-17.47,-13.39
07461,21.49,2001,5544,26.52,-2.6,-51.43,-9.33,,-18.37,-11.28,-24.53,-18.2,-14.05
07462,21.49,719,1993,26.51,-3.57,-50.0,-11.11,,-18.43,-11.02,-24.56,-18.18,-14.08
07463,13.97,634,3024,17.33,0.0,0.0,-43.75,,-21.59,0.0,-38.1,-21.51,-18.05
07465,21.46,591,1781,24.92,-21.05,-24.0,-3.57,0.0,-12.31,-16.67,-10.0,-11.18,-3.51
07470,23.61,5499,14816,27.07,-14.2,-27.43,-0.26,0.0,-12.23,-10.33,-5.76,-12.12,-4.02
07480,21.46,1430,4311,24.91,-19.57,-23.63,-1.49,0.0,-12.31,-16.3,-9.38,-11.08,-3.62
07481,13.99,1046,4995,17.32,0.0,0.0,-46.15,,-21.76,0.0,-38.57,-21.61,-18.29
07501,72.98,9549,2740,77.7,-20.77,0.0,-5.81,0.0,-6.99,-5.5,0.0,-9.82,-8.87
07502,72.98,4179,1199,77.71,-20.0,0.0,-5.82,0.0,-6.98,-5.49,0.0,-9.8,-8.82
07503,72.97,5008,1437,77.7,-20.37,0.0,-5.83,0.0,-6.97,-5.52,0.0,-9.83,-8.85
07504,72.98,3379,969,77.71,-20.55,0.0,-5.76,0.0,-6.95,-5.5,0.0,-9.76,-8.83
07505,72.98,808,232,77.69,-22.22,0.0,-5.62,0.0,-7.06,-5.42,0.0,-9.87,-8.7
07506,29.76,2286,4599,33.2,0.0,-35.05,-0.73,,-12.0,-0.16,0.0,-14.78,-4.67
07508,29.81,2794,5606,33.26,-1.15,-35.03,-0.3,,-12.02,-0.13,0.0,-14.79,-4.69
07512,29.76,1285,2585,33.2,0.0,-34.97,0.0,,-12.04,0.0,0.0,-14.96,-4.56
07513,72.97,3021,867,77.7,-20.0,0.0,-5.79,0.0,-6.97,-5.5,0.0,-9.81,-8.87
07514,72.98,4835,1387,77.71,-20.95,-0.49,-5.77,0.0,-7.03,-5.5,0.0,-9.81,-8.89
07522,72.98,5881,1687,77.71,-20.47,-0.4,-5.84,0.0,-6.96,-5.5,0.0,-9.82,-8.88
