zcta,Num Eligible,Num Ineligible,Percentage Eligible
00791,14456,2466,0.85
00794,7884,1658,0.83
00795,12339,1686,0.88
00901,1786,751,0.7
00906,49,21,0.7
00907,4849,2039,0.7
00909,2010,845,0.7
00911,2153,906,0.7
00912,1665,700,0.7
00913,2086,877,0.7
00915,7208,3031,0.7
00917,4939,2086,0.7
00918,5014,2109,0.7
00920,4253,1789,0.7
00921,8994,3830,0.7
00923,6379,2770,0.7
00924,13445,5773,0.7
00925,1547,658,0.7
00926,26073,10985,0.7
00927,4016,1710,0.7
00934,47,32,0.59
00949,17843,6956,0.72
00950,3,1,0.75
00951,116,44,0.72
00952,2318,871,0.73
00953,17123,3619,0.83
00956,19552,6374,0.75
00957,10934,3520,0.76
00959,11745,3894,0.75
00960,781,255,0.75
00961,7558,2502,0.75
00962,4046,3203,0.56
00965,1264,1001,0.56
00966,3605,2665,0.57
00968,764,605,0.56
00969,8335,6009,0.58
00971,5844,4627,0.56
00976,15961,4943,0.76
00979,4203,1504,0.74
00982,3994,1429,0.74
00983,8982,3214,0.74
00985,8803,3150,0.74
00987,16451,5881,0.74
01001,3516,3347,0.51
01002,4533,6489,0.41
01003,2182,3130,0.41
01005,725,1220,0.37
01007,2501,3448,0.42
01008,272,262,0.51
01009,159,242,0.4
01010,603,919,0.4
01011,240,240,0.5
01012,85,117,0.42
01013,3851,5865,0.4
01020,4852,7381,0.4
01022,351,534,0.4
01026,167,227,0.42
01027,2944,4209,0.41
01028,2678,4066,0.4
01029,148,169,0.47
01030,2425,2309,0.51
01031,208,351,0.37
01032,79,109,0.42
01033,1002,1438,0.41
01034,408,388,0.51
01035,878,1259,0.41
01036,809,1231,0.4
01037,105,177,0.37
01038,408,563,0.42
01039,245,337,0.42
01040,7913,7534,0.51
01050,414,543,0.43
01053,334,479,0.41
01054,306,422,0.42
01056,3419,5207,0.4
01057,1328,2023,0.4
01060,2382,3417,0.41
01062,1797,2578,0.41
01063,347,498,0.41
01066,35,48,0.42
01068,252,475,0.35
01069,1371,2088,0.4
01070,94,128,0.42
01071,307,292,0.51
01072,221,305,0.42
01073,1009,1391,0.42
01074,87,146,0.37
01075,2992,4292,0.41
01077,1913,1821,0.51
01079,115,175,0.4
01080,392,596,0.4
01081,274,417,0.4
01082,1708,2376,0.42
01083,335,632,0.35
01084,31,42,0.42
01085,8596,8184,0.51
01088,96,133,0.42
01089,5969,5683,0.51
01092,177,333,0.35
01093,46,64,0.42
01094,8,14,0.36
01095,2393,3644,0.4
01096,406,560,0.42
01097,28,27,0.51
01098,187,257,0.42
01103,651,291,0.69
01104,6045,2701,0.69
01105,3088,1380,0.69
01106,2662,3968,0.4
01107,2885,1289,0.69
01108,7086,3178,0.69
01109,7935,3545,0.69
01118,3664,1637,0.69
01119,3688,1648,0.69
01128,679,303,0.69
01129,1798,803,0.69
01151,2345,1048,0.69
01201,9488,10855,0.47
01220,1703,1949,0.47
01222,175,200,0.47
01223,509,582,0.47
01224,46,52,0.47
01225,681,779,0.47
01226,1319,1509,0.47
01229,40,46,0.47
01230,1857,2124,0.47
01235,570,653,0.47
01236,315,360,0.47
01237,492,563,0.47
01238,1192,1364,0.47
01240,979,1121,0.47
01242,94,108,0.47
01243,29,40,0.42
01244,59,68,0.46
01245,194,222,0.47
01247,3159,3614,0.47
01253,170,194,0.47
01254,196,225,0.47
01255,199,228,0.47
01256,135,154,0.47
01257,447,511,0.47
01258,32,37,0.46
01259,135,154,0.47
01260,48,55,0.47
01262,366,419,0.47
01264,46,52,0.47
01266,253,289,0.47
01267,1641,1878,0.47
01270,159,182,0.47
01301,2927,4034,0.42
01330,243,334,0.42
01331,2021,3401,0.37
01337,416,573,0.42
01338,21,29,0.42
01339,241,332,0.42
01340,293,403,0.42
01341,250,345,0.42
01342,250,345,0.42
01343,35,40,0.47
01344,270,372,0.42
01346,58,80,0.42
01347,33,45,0.42
01349,135,186,0.42
01350,19,27,0.41
01351,372,512,0.42
01354,250,345,0.42
01355,142,196,0.42
01360,466,642,0.42
01364,1244,1715,0.42
01366,175,295,0.37
01367,83,114,0.42
01368,190,320,0.37
01370,637,879,0.42
01373,734,1011,0.42
01375,591,815,0.42
01376,863,1189,0.42
01378,127,175,0.42
01379,125,173,0.42
01380,13,19,0.41
01420,7927,9891,0.44
01430,931,1568,0.37
01431,375,834,0.31
01432,963,2146,0.31
01434,292,394,0.43
01436,474,798,0.37
01438,61,102,0.37
01440,3191,5372,0.37
01450,1323,2947,0.31
01451,1032,1288,0.44
01452,640,1077,0.37
01453,8270,10319,0.44
01460,783,2905,0.21
01462,2235,2789,0.44
01463,1360,3030,0.31
01464,870,1939,0.31
01468,638,1074,0.37
01469,827,1842,0.31
01473,1215,2046,0.37
01474,243,541,0.31
01475,1523,2565,0.37
01501,2202,4156,0.35
01503,364,842,0.3
01504,1270,2301,0.36
01505,558,1291,0.3
01506,453,855,0.35
01507,1837,3328,0.36
01510,2283,3843,0.37
01515,293,554,0.35
01516,1236,2238,0.36
01518,439,795,0.36
01519,834,1930,0.3
01520,2158,4072,0.35
01521,425,647,0.4
01522,456,861,0.35
01523,1583,1975,0.44
01524,871,1643,0.35
01525,11,20,0.35
01527,1817,3429,0.35
01529,439,795,0.36
01531,148,248,0.37
01532,1809,4188,0.3
01534,860,1558,0.36
01535,623,1177,0.35
01536,863,1999,0.3
01537,295,535,0.36
01540,1522,2758,0.36
01541,517,870,0.37
01542,312,587,0.35
01543,1190,2246,0.35
01545,4402,10192,0.3
01550,2447,4433,0.36
01560,563,1303,0.3
01561,11,14,0.44
01562,1579,2980,0.35
01564,1181,1988,0.37
01566,923,1672,0.36
01568,907,2100,0.3
01569,1959,3548,0.36
01570,2452,4441,0.36
01571,1644,2978,0.36
01581,2478,5737,0.3
01583,1007,1901,0.35
01585,645,1217,0.35
01588,1394,2525,0.36
01590,1279,2317,0.36
01602,5480,3904,0.58
01603,4838,3451,0.58
01604,8908,6337,0.58
01605,6304,4484,0.58
01606,4651,3343,0.58
01607,2009,1452,0.58
01608,1079,768,0.58
01609,5153,3671,0.58
01610,6196,4410,0.58
01611,299,565,0.35
01612,665,1255,0.35
01701,4957,7754,0.39
01702,5931,9289,0.39
01718,53,196,0.21
01719,426,1579,0.21
01720,1794,6652,0.21
01721,2155,4742,0.31
01730,1317,4215,0.24
01731,141,451,0.24
01740,1070,1336,0.44
01741,404,1499,0.21
01742,1432,5311,0.21
01745,49,113,0.3
01746,1715,3775,0.31
01747,830,1503,0.36
01748,2146,4723,0.31
01749,1552,5756,0.21
01752,6277,9819,0.39
01754,829,3074,0.21
01756,860,1558,0.36
01757,3501,8104,0.3
01760,4193,9229,0.31
01770,504,1109,0.31
01772,1150,2662,0.3
01773,510,1637,0.24
01775,555,2058,0.21
01776,1462,5422,0.21
01778,1616,3557,0.31
01801,5667,10890,0.34
01803,2358,7548,0.24
01810,6388,6394,0.5
01821,2630,8873,0.23
01824,3148,7012,0.31
01826,2796,9366,0.23
01827,394,878,0.31
01830,6154,3604,0.63
01832,5731,3356,0.63
01833,1033,2158,0.32
01834,828,1731,0.32
01835,3255,1906,0.63
01840,1276,1277,0.5
01841,9621,9630,0.5
01843,5083,5088,0.5
01844,11833,6932,0.63
01845,3965,8103,0.33
01850,3252,2887,0.53
01851,6383,5662,0.53
01852,7166,6360,0.53
01854,5769,5124,0.53
01860,825,1725,0.32
01862,973,3283,0.23
01863,1116,2486,0.31
01864,2156,4144,0.34
01867,3536,6794,0.34
01876,2649,8930,0.23
01879,1448,3226,0.31
01880,3751,7208,0.34
01886,2883,6421,0.31
01887,2112,6760,0.24
01890,2078,6650,0.24
01901,582,486,0.54
01902,10564,8827,0.54
01904,4154,3471,0.54
01905,5781,4830,0.54
01906,3825,7192,0.35
01907,2326,4031,0.37
01908,695,581,0.54
01913,2132,4456,0.32
01915,6498,11285,0.37
01921,1014,2120,0.32
01922,385,804,0.32
01923,3741,7033,0.35
01929,483,909,0.35
01930,4563,7924,0.37
01937,14,26,0.35
01938,1842,3463,0.35
01940,1780,3347,0.35
01944,827,1436,0.37
01945,3139,5451,0.37
01949,1306,2456,0.35
01950,2245,4693,0.32
01951,439,918,0.32
01952,1134,2370,0.32
01960,7240,13613,0.35
01965,51,88,0.37
01966,1073,1862,0.37
01969,757,1582,0.32
01970,6822,11847,0.37
01982,1019,1916,0.35
01983,878,1650,0.35
01984,666,1252,0.35
01985,553,1155,0.32
02019,1569,4636,0.25
02021,4179,5157,0.45
02025,1137,2276,0.33
02026,3024,6705,0.31
02030,437,1636,0.21
02032,449,1327,0.25
02035,1723,5092,0.25
02038,3079,9100,0.25
02043,2859,6726,0.3
02045,1186,2791,0.3
02047,44,103,0.3
02048,3739,5477,0.41
02050,3057,7193,0.3
02052,944,3536,0.21
02053,968,3624,0.21
02054,624,2338,0.21
02056,1079,3190,0.25
02061,1338,3147,0.3
02062,5420,6688,0.45
02066,2186,5142,0.3
02067,3181,3926,0.45
02071,90,265,0.25
02072,5021,6196,0.45
02081,1907,5629,0.25
02090,1200,4492,0.21
02093,1127,3331,0.25
02108,789,1195,0.4
02109,731,1108,0.4
02110,545,826,0.4
02111,1812,2746,0.4
02113,1331,2016,0.4
02114,2700,4092,0.4
02115,5624,5845,0.49
02116,4367,6616,0.4
02118,5779,7456,0.44
02119,7844,3023,0.72
02120,4428,1964,0.69
02121,7823,2857,0.73
02122,4101,5904,0.41
02124,10730,9376,0.53
02125,7098,6774,0.51
02126,5866,2691,0.69
02127,6346,9236,0.41
02128,8034,12174,0.4
02129,3567,5405,0.4
02130,6840,8873,0.44
02131,4939,7808,0.39
02132,4384,6930,0.39
02133,9,14,0.39
02134,3418,3701,0.48
02135,7438,8052,0.48
02136,5685,8959,0.39
02138,5156,11334,0.31
02139,5359,11804,0.31
02140,2910,6402,0.31
02141,2052,4519,0.31
02142,610,1344,0.31
02143,4875,5784,0.46
02144,4775,5665,0.46
02145,5155,6116,0.46
02148,12421,14783,0.46
02149,9195,10909,0.46
02150,8873,5594,0.61
02151,13562,8550,0.61
02152,4210,2654,0.61
02155,11524,13714,0.46
02163,219,237,0.48
02169,10474,13941,0.43
02170,3364,4479,0.43
02171,3291,4382,0.43
02176,4131,7938,0.34
02180,3221,6190,0.34
02184,5311,10629,0.33
02186,3418,7568,0.31
02188,2053,4108,0.33
02189,2053,4108,0.33
02190,2565,5134,0.33
02191,1122,2246,0.33
02199,295,447,0.4
02205,3,5,0.38
02210,976,1423,0.41
02215,4272,4571,0.48
02301,14912,10286,0.59
02302,7777,5364,0.59
02322,819,1011,0.45
02324,2939,6472,0.31
02325,347,763,0.31
02330,1470,3120,0.32
02332,1895,4457,0.3
02333,1647,3626,0.31
02338,886,1952,0.31
02339,1698,3740,0.31
02341,1187,2615,0.31
02343,1949,2405,0.45
02346,3060,6497,0.32
02347,1455,3088,0.32
02350,30,67,0.31
02351,1959,4306,0.31
02356,1999,2928,0.41
02357,299,437,0.41
02359,2162,5087,0.3
02360,7714,16378,0.32
02364,1569,3455,0.31
02366,11,24,0.31
02367,336,740,0.31
02368,4753,9509,0.33
02370,2097,4933,0.3
02375,1624,2379,0.41
02379,880,1939,0.31
02382,1730,3810,0.31
02420,1402,4487,0.24
02421,1714,5487,0.24
02445,2694,5932,0.31
02446,3812,8442,0.31
02451,1498,5253,0.22
02452,1279,4486,0.22
02453,2657,9320,0.22
02457,115,431,0.21
02458,1070,3751,0.22
02459,1586,5564,0.22
02460,767,2692,0.22
02461,620,2173,0.22
02462,131,460,0.22
02464,266,933,0.22
02465,1035,3630,0.22
02466,703,2466,0.22
02467,2551,5971,0.3
02468,477,1673,0.22
02472,3773,10750,0.26
02474,3045,8674,0.26
02476,1894,5394,0.26
02478,2911,8290,0.26
02481,1275,4773,0.21
02482,790,2958,0.21
02492,1576,5899,0.21
02493,1072,3431,0.24
02494,792,2964,0.21
02532,2057,3897,0.35
02534,143,267,0.35
02535,250,483,0.34
02536,3163,5891,0.35
02537,977,1820,0.35
02538,558,1186,0.32
02539,785,1516,0.34
02540,1337,2491,0.35
02542,126,235,0.35
02543,119,221,0.35
02553,26,49,0.35
02554,2052,3965,0.34
02556,528,983,0.35
02557,360,695,0.34
02558,275,585,0.32
02559,536,999,0.35
02561,113,210,0.35
02562,508,946,0.35
02563,1594,2968,0.35
02564,108,208,0.34
02568,1240,2397,0.34
02571,1370,2908,0.32
02575,481,929,0.34
02576,500,1061,0.32
02584,6,11,0.35
02601,2610,4860,0.35
02630,310,578,0.35
02631,1546,2988,0.34
02632,1815,3380,0.35
02633,708,1368,0.34
02635,575,1072,0.35
02637,41,77,0.35
02638,450,870,0.34
02639,492,951,0.34
02641,50,97,0.34
02642,873,1687,0.34
02643,2,4,0.33
02644,625,1164,0.35
02645,1585,3062,0.34
02646,292,565,0.34
02647,22,40,0.35
02648,1159,2159,0.35
02649,2384,4440,0.35
02650,125,242,0.34
02652,213,413,0.34
02653,958,1851,0.34
02655,569,1059,0.35
02657,556,1074,0.34
02659,167,323,0.34
02660,1011,1955,0.34
02663,38,74,0.34
02664,1508,2914,0.34
02666,160,308,0.34
02667,502,970,0.34
02668,510,950,0.35
02670,223,431,0.34
02671,185,357,0.34
02672,48,89,0.35
02673,1350,2609,0.34
02675,1022,1971,0.34
02702,1001,803,0.55
02703,6568,11306,0.37
02713,6,11,0.35
02715,631,925,0.41
02717,1162,932,0.55
02718,1079,1580,0.41
02719,3714,2913,0.56
02720,7320,5871,0.55
02721,6586,5282,0.55
02723,3773,3026,0.55
02724,4235,3397,0.55
02725,616,494,0.55
02726,3677,2949,0.55
02738,675,1434,0.32
02739,821,1742,0.32
02740,10535,8262,0.56
02743,2448,1963,0.55
02744,3044,2387,0.56
02745,5909,4634,0.56
02746,4046,3173,0.56
02747,5204,4082,0.56
02748,2771,2173,0.56
02760,4066,6999,0.37
02762,920,2720,0.25
02763,300,516,0.37
02764,639,936,0.41
02766,3009,4407,0.41
02767,2409,3529,0.41
02769,1772,3050,0.37
02770,702,1490,0.32
02771,2197,3782,0.37
02777,2426,4176,0.37
02779,1059,1551,0.41
02780,8195,12003,0.41
02790,3839,3012,0.56
02791,74,58,0.56
02802,146,172,0.46
02804,381,776,0.33
02806,2665,4687,0.36
02807,194,395,0.33
02808,320,653,0.33
02809,3496,6149,0.36
02812,167,341,0.33
02813,1099,2241,0.33
02814,1345,1584,0.46
02815,44,52,0.46
02816,5625,8696,0.39
02817,1105,1709,0.39
02818,3373,5217,0.39
02822,816,1664,0.33
02823,28,35,0.44
02824,73,86,0.46
02825,939,1106,0.46
02826,146,172,0.46
02827,378,585,0.39
02828,1333,1571,0.46
02829,22,26,0.46
02830,1155,1360,0.46
02831,683,832,0.45
02832,669,1363,0.33
02833,64,131,0.33
02835,863,1518,0.36
02836,21,44,0.32
02837,562,988,0.36
02838,679,799,0.46
02839,333,392,0.46
02840,3714,6533,0.36
02841,189,332,0.36
02842,2658,4676,0.36
02852,3230,6584,0.33
02857,1488,1752,0.46
02858,105,123,0.46
02859,1196,1408,0.46
02860,8491,10376,0.45
02861,4931,6033,0.45
02863,4007,4897,0.45
02864,6488,7639,0.46
02865,3192,3758,0.46
02871,2741,4822,0.36
02872,36,63,0.36
02873,36,73,0.33
02874,841,1715,0.33
02875,48,98,0.33
02876,133,157,0.46
02878,2542,4471,0.36
02879,2874,5859,0.33
02881,1156,2357,0.33
02882,1770,3608,0.33
02885,1732,3047,0.36
02886,4974,7695,0.39
02888,3315,5128,0.39
02889,4790,7409,0.39
02891,2986,6088,0.33
02892,742,1512,0.33
02893,5254,8127,0.39
02894,112,228,0.33
02895,7719,9088,0.46
02896,1989,2342,0.46
02898,258,526,0.33
02903,2728,2052,0.57
02904,5893,6252,0.49
02905,5087,4841,0.51
02906,5256,3954,0.57
02907,6128,4621,0.57
02908,7908,5974,0.57
02909,9471,7149,0.57
02910,3815,5002,0.43
02911,2876,3676,0.44
02912,973,732,0.57
02914,3924,4796,0.45
02915,2942,3596,0.45
02916,1482,1811,0.45
02917,2630,3096,0.46
02918,644,484,0.57
02919,5119,6747,0.43
02920,6563,8659,0.43
02921,2154,2842,0.43
03031,1205,3473,0.26
03032,521,1660,0.24
03033,608,1641,0.27
03034,357,1138,0.24
03036,462,1472,0.24
03037,422,1345,0.24
03038,3030,9657,0.24
03042,729,2267,0.24
03043,214,393,0.35
03044,483,1504,0.24
03045,1240,3951,0.24
03046,435,726,0.37
03047,228,420,0.35
03048,410,880,0.32
03049,900,2429,0.27
03051,2601,7499,0.26
03052,868,2504,0.26
03053,2253,7181,0.24
03054,2727,7863,0.26
03055,1651,4759,0.26
03057,267,771,0.26
03060,3370,9095,0.27
03062,3123,8428,0.27
03063,1729,4665,0.27
03064,1625,4384,0.27
03070,541,1720,0.24
03071,689,1265,0.35
03076,1457,4200,0.26
03077,1090,3395,0.24
03079,3072,9564,0.24
03082,174,471,0.27
03084,184,337,0.35
03086,429,1157,0.27
03087,1390,4430,0.24
03101,587,1029,0.36
03102,4762,8912,0.35
03103,5747,10073,0.36
03104,5179,9089,0.36
03106,1300,4143,0.24
03109,1599,2802,0.36
03110,2048,6528,0.24
03215,75,127,0.37
03216,356,606,0.37
03217,284,481,0.37
03218,172,293,0.37
03220,1131,1925,0.37
03221,334,558,0.37
03222,843,1426,0.37
03223,500,847,0.37
03224,343,572,0.37
03225,584,994,0.37
03226,176,300,0.37
03227,170,289,0.37
03229,856,1429,0.37
03230,193,328,0.37
03231,12,21,0.36
03233,17,28,0.38
03234,697,1164,0.37
03235,1359,2313,0.37
03237,381,649,0.37
03238,7,12,0.37
03240,204,345,0.37
03241,141,238,0.37
03242,895,1495,0.37
03243,165,280,0.37
03244,1061,1947,0.35
03245,296,501,0.37
03246,2596,4417,0.37
03249,1183,2013,0.37
03251,241,407,0.37
03253,1007,1713,0.37
03254,754,1283,0.37
03255,312,521,0.37
03256,365,620,0.37
03257,654,1092,0.37
03258,380,635,0.37
03259,35,60,0.37
03260,116,194,0.37
03261,556,1317,0.3
03262,199,337,0.37
03263,592,988,0.37
03264,1035,1751,0.37
03266,309,522,0.37
03268,191,324,0.37
03269,464,790,0.37
03273,38,63,0.38
03275,1729,2887,0.37
03276,1347,2292,0.37
03278,453,758,0.37
03279,114,193,0.37
03280,176,299,0.37
03281,798,2544,0.24
03282,124,210,0.37
03284,134,226,0.37
03285,398,674,0.37
03287,215,367,0.37
03290,609,1445,0.3
03291,9,21,0.3
03293,10,16,0.38
03301,4827,8059,0.37
03303,2390,3991,0.37
03304,1190,1987,0.37
03307,810,1352,0.37
03431,3312,6081,0.35
03440,362,664,0.35
03441,46,85,0.35
03442,200,367,0.35
03443,81,149,0.35
03444,200,367,0.35
03445,88,162,0.35
03446,842,1546,0.35
03447,311,571,0.35
03448,100,183,0.35
03449,234,430,0.35
03450,129,236,0.35
03451,524,962,0.35
03452,706,1296,0.35
03455,282,518,0.35
03456,100,183,0.35
03457,107,197,0.35
03458,901,1655,0.35
03461,860,1578,0.35
03462,227,417,0.35
03464,158,290,0.35
03465,282,518,0.35
03466,162,298,0.35
03467,226,414,0.35
03470,663,1217,0.35
03561,882,1492,0.37
03570,1385,2342,0.37
03574,369,625,0.37
03575,15,25,0.38
03576,432,731,0.37
03579,75,109,0.41
03580,197,333,0.37
03581,449,760,0.37
03582,343,579,0.37
03583,153,259,0.37
03584,513,867,0.37
03585,386,653,0.37
03586,97,164,0.37
03588,245,415,0.37
03590,134,226,0.37
03592,160,271,0.37
03593,49,82,0.37
03595,104,177,0.37
03597,56,95,0.37
03598,498,842,0.37
03601,56,95,0.37
03602,354,635,0.36
03603,753,1274,0.37
03604,1,3,0.25
03605,163,275,0.37
03607,46,78,0.37
03608,373,685,0.35
03609,107,197,0.35
03740,158,267,0.37
03741,598,1011,0.37
03743,1987,3362,0.37
03745,238,403,0.37
03748,680,1151,0.37
03750,138,234,0.37
03751,58,99,0.37
03752,114,193,0.37
03753,510,863,0.37
03755,1604,2712,0.37
03765,70,119,0.37
03766,1446,2445,0.37
03768,255,431,0.37
03770,85,144,0.37
03771,126,214,0.37
03773,1147,1940,0.37
03774,265,448,0.37
03777,182,308,0.37
03779,112,189,0.37
03780,70,119,0.37
03781,275,464,0.37
03782,445,752,0.37
03784,654,1105,0.37
03785,330,559,0.37
03801,2325,7238,0.24
03809,559,952,0.37
03810,344,585,0.37
03811,723,2250,0.24
03812,143,243,0.37
03813,566,962,0.37
03814,363,617,0.37
03816,201,342,0.37
03817,68,116,0.37
03818,535,910,0.37
03819,430,1340,0.24
03820,3887,9230,0.3
03823,228,541,0.3
03824,1837,4361,0.3
03825,1105,2624,0.3
03826,274,853,0.24
03827,337,1049,0.24
03830,247,420,0.37
03832,62,106,0.37
03833,2315,7206,0.24
03835,801,1902,0.3
03836,259,441,0.37
03837,226,384,0.37
03838,176,300,0.37
03839,481,1141,0.3
03840,416,1296,0.24
03841,662,2061,0.24
03842,1638,5101,0.24
03844,248,771,0.24
03845,168,286,0.37
03846,153,261,0.37
03847,50,85,0.37
03848,633,1972,0.24
03849,222,377,0.37
03850,52,88,0.37
03851,461,1095,0.3
03852,69,165,0.29
03853,118,201,0.37
03854,102,316,0.24
03855,319,756,0.3
03856,181,563,0.24
03857,1118,2654,0.3
03858,491,1530,0.24
03860,601,1022,0.37
03861,534,1268,0.3
03862,469,1460,0.24
03864,307,522,0.37
03865,800,2491,0.24
03867,2650,6293,0.3
03868,719,1707,0.3
03869,292,693,0.3
03870,534,1663,0.24
03871,26,82,0.24
03872,611,1040,0.37
03873,670,2086,0.24
03874,873,2718,0.24
03875,149,254,0.37
03878,1413,3356,0.3
03882,259,441,0.37
03883,46,78,0.37
03884,502,1192,0.3
03885,782,2434,0.24
03886,305,518,0.37
03887,268,598,0.31
03890,27,46,0.37
03894,980,1668,0.37
03897,8,14,0.36
03901,1020,2252,0.31
03902,303,668,0.31
03903,862,1904,0.31
03904,1046,2309,0.31
03905,248,547,0.31
03906,641,1415,0.31
03907,203,447,0.31
03908,958,2115,0.31
03909,1403,3099,0.31
03910,14,32,0.3
03911,41,89,0.32
04001,343,758,0.31
04002,974,2152,0.31
04003,42,109,0.28
04005,2684,7660,0.26
04006,11,31,0.26
04008,359,925,0.28
04009,679,1499,0.31
04010,389,337,0.54
04011,2562,6593,0.28
04015,430,1106,0.28
04017,43,125,0.26
04019,12,21,0.36
04020,193,426,0.31
04021,722,2114,0.25
04022,283,245,0.54
04024,74,163,0.31
04027,831,1836,0.31
04029,245,542,0.31
04030,288,637,0.31
04032,1029,2649,0.28
04037,892,773,0.54
04038,1968,5760,0.25
04039,933,2401,0.28
04040,409,777,0.34
04041,382,331,0.54
04042,610,1347,0.31
04043,1482,3272,0.31
04046,1013,2236,0.31
04047,231,510,0.31
04048,410,905,0.31
04049,500,1105,0.31
04050,41,70,0.37
04051,261,226,0.54
04055,505,1115,0.31
04056,21,47,0.31
04057,14,32,0.3
04061,441,973,0.31
04062,1983,5804,0.25
04063,55,160,0.26
04064,908,2657,0.25
04066,68,175,0.28
04068,382,331,0.54
04069,185,476,0.28
04071,580,1491,0.28
04072,2188,6405,0.25
04073,2218,4898,0.31
04074,2357,6899,0.25
04076,376,831,0.31
04079,481,1239,0.28
04083,603,1331,0.31
04084,1060,2341,0.31
04085,255,563,0.31
04086,1126,2897,0.28
04087,291,642,0.31
04088,364,315,0.54
04090,1453,3209,0.31
04091,122,268,0.31
04092,3587,6156,0.37
04093,1075,2373,0.31
04095,191,421,0.31
04096,1059,2725,0.28
04097,480,1235,0.28
04101,3183,5463,0.37
04102,3165,5431,0.37
04103,5483,9409,0.37
04105,1332,3899,0.25
04106,4672,8041,0.37
04107,1029,3006,0.26
04108,160,275,0.37
04109,24,42,0.36
04110,189,552,0.26
04210,3962,6067,0.4
04216,158,137,0.54
04217,779,675,0.54
04219,367,318,0.54
04220,757,656,0.54
04221,268,232,0.54
04222,686,1051,0.39
04224,654,566,0.54
04226,22,19,0.54
04227,4,3,0.57
04231,66,57,0.54
04234,7,6,0.54
04236,721,1104,0.4
04237,70,60,0.54
04238,290,251,0.54
04239,1098,951,0.54
04240,6113,9359,0.4
04250,792,1213,0.4
04252,803,1230,0.39
04253,350,535,0.4
04254,503,771,0.39
04255,173,150,0.54
04256,512,785,0.39
04257,654,566,0.54
04258,456,698,0.4
04259,581,802,0.42
04260,669,1721,0.28
04261,118,102,0.54
04263,373,572,0.39
04265,165,228,0.42
04267,7,6,0.54
04268,1208,1047,0.54
04270,1447,1254,0.54
04271,11,10,0.52
04274,972,1488,0.4
04275,110,95,0.54
04276,1392,1206,0.54
04280,1100,1684,0.4
04281,1219,1056,0.54
04282,957,1466,0.39
04284,203,281,0.42
04285,88,76,0.54
04286,4,3,0.57
04287,370,951,0.28
04289,422,366,0.54
04290,353,305,0.54
04292,235,204,0.54
04294,918,796,0.54
04330,4810,6644,0.42
04341,12,19,0.39
04342,309,475,0.39
04344,547,755,0.42
04345,2203,3043,0.42
04346,319,440,0.42
04347,470,649,0.42
04348,563,866,0.39
04349,212,293,0.42
04350,655,905,0.42
04351,450,621,0.42
04352,314,434,0.42
04353,419,645,0.39
04354,281,433,0.39
04355,474,655,0.42
04357,415,1067,0.28
04358,800,1105,0.42
04359,84,115,0.42
04360,106,147,0.42
04363,481,665,0.42
04364,1118,1545,0.42
04401,9314,9867,0.49
04406,180,156,0.54
04408,37,56,0.4
04410,247,261,0.49
04411,321,340,0.49
04412,2021,2141,0.49
04413,34,30,0.53
04414,261,226,0.54
