puma22,Num Eligible,Num Ineligible,Percentage Eligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible
1303000,29596,28268,0.51,375,472,20910,0,9076,1061,3857,12500,10556
1303100,25785,20915,0.55,550,61,17329,0,8993,576,2743,12247,9071
1303200,15172,35847,0.3,621,796,4298,0,10403,1545,2689,7123,6621
1303301,19599,17073,0.53,339,261,12764,0,7978,1255,3331,8105,8814
1303302,20185,17807,0.53,353,275,13090,0,8259,1298,3432,8356,9076
1303400,28196,29928,0.49,1138,650,10641,68,17681,1942,3293,10470,11432
1303500,29208,19059,0.61,1329,107,12720,0,17154,923,3685,15040,13529
1303600,26729,36616,0.42,1231,1464,14835,0,12928,2343,4771,9341,9276
1303700,30321,26107,0.54,1013,383,17870,1,12877,1303,2924,14765,11826
1303800,40822,43046,0.49,870,1474,26389,141,14598,4976,9168,14090,15602
1303900,26980,17528,0.61,1027,445,13938,0,12580,1185,2551,11016,11851
1304000,24952,22423,0.53,271,208,18457,0,7002,621,3077,10451,9443
1304100,22848,19065,0.55,556,226,8460,82,13864,3276,2448,10011,8476
1304200,27766,20987,0.57,991,73,11654,92,16739,1499,2898,11719,8732
1304300,24682,20457,0.55,152,562,13825,0,10936,2354,4882,7265,7752
1304400,33409,25324,0.57,1115,311,10007,0,23533,2309,4322,14186,12552
1304500,31223,21173,0.6,1154,790,9341,0,21618,2783,3425,13931,12736
1304600,22038,23518,0.48,1239,1059,9676,271,13294,3517,6786,8125,9256
1304701,36474,33557,0.52,758,1072,23233,0,14626,3341,5249,14071,12757
1304702,15750,35247,0.31,44,1056,4351,0,11232,2921,3120,6807,5890
1304800,26539,34836,0.43,934,610,6272,0,19046,2610,3255,11619,7029
1500100,37837,41957,0.47,1480,19351,1145,12199,25716,7647,4051,20330,14191
1500200,34847,37347,0.48,1955,15980,1669,13192,23660,5795,4040,18164,11520
1500301,15537,12839,0.55,2031,6157,2906,7840,6897,3696,3118,6753,5345
1500302,11420,26126,0.3,415,6302,780,4293,6557,2192,2649,6681,4486
1500303,11572,28304,0.29,579,9174,79,2148,6269,1303,1335,8272,4169
1500304,27279,37060,0.42,622,19022,1188,4868,10011,2751,3102,14710,7941
1500305,18892,17647,0.52,402,12286,1162,3461,4949,2151,2200,10656,8004
1500306,17296,30801,0.36,877,11603,1760,2493,7489,3863,5893,7620,6216
1500307,15711,28386,0.36,1091,12663,888,4311,7001,2294,2685,8493,5852
1500308,16636,22588,0.42,1198,11843,1294,4699,7279,2673,5411,7267,5505
1600100,22808,30320,0.43,2366,850,493,199,21989,1202,3280,9838,8714
1600200,24660,41283,0.37,2013,824,844,0,23476,3043,5519,12385,9616
1600300,19870,24162,0.45,1009,154,216,0,19522,1239,3526,11606,8189
1600400,20412,29665,0.41,739,300,488,2,19291,3638,3775,9558,9601
1600500,23592,24556,0.49,835,285,175,3,21162,8582,4343,9128,9127
1600600,22432,35364,0.39,1211,1514,1527,1141,18145,6415,6143,7386,9733
1600701,17118,33657,0.34,1047,873,748,0,15478,2618,2929,7674,4582
1600702,16616,29886,0.36,500,939,534,301,15364,3037,1540,5907,5991
1600800,18583,33593,0.36,982,848,576,371,16830,2786,877,5353,7304
1600900,20420,22528,0.48,1486,859,110,0,17840,4424,2347,8699,8988
1601000,18999,24849,0.43,908,192,457,0,16700,5776,3935,8778,7511
1601100,21834,25186,0.46,992,362,274,0,21559,2737,2271,8764,7085
1601200,17084,25761,0.4,783,300,343,0,15024,3463,2253,5331,8381
1601300,22708,25925,0.47,2109,347,562,0,21259,3189,1845,8219,9448
1700100,25722,33571,0.43,1018,221,1642,12,25290,760,3039,13199,11918
1700701,21664,33197,0.39,651,724,1866,0,18719,3034,2290,8560,8437
1701901,30556,40010,0.43,661,4369,8451,0,20185,3389,1644,6914,6492
1701902,28265,32184,0.47,645,898,4538,0,23616,2271,2911,11120,9021
1702900,24195,29311,0.45,1241,276,750,0,23742,868,2721,10624,11663
1703101,16955,32703,0.34,517,2972,2055,295,11179,3500,1189,8030,5255
1703102,16241,23204,0.41,325,2844,1665,0,9758,7306,820,6772,3854
1703103,13107,28894,0.31,173,2605,1298,0,8922,4082,1776,4857,3102
1703104,14090,34436,0.29,256,1978,704,0,10286,4398,539,6371,4446
1703105,16320,34651,0.32,679,2181,373,0,11789,4047,1032,8119,5473
1703106,13076,41382,0.24,222,3765,846,0,9485,1208,652,6873,4863
1703107,21219,36888,0.37,218,5162,3634,0,13729,2941,878,10361,7282
1703108,24266,42275,0.36,559,4625,1906,0,17845,4476,1206,12315,7250
1703109,22322,23316,0.49,525,2420,1242,0,16012,7426,551,9483,5905
1703110,17395,24542,0.41,365,656,7057,0,7396,5577,981,8785,6609
1703111,18472,24980,0.43,506,721,5767,0,7662,8435,1027,8108,6455
1703112,21623,27778,0.44,760,886,4244,0,8717,13479,1186,7733,6741
1703113,22586,34774,0.39,608,954,1422,0,18198,7257,1441,11098,9550
1703114,28867,38574,0.43,676,868,8309,0,17825,5097,2307,13370,9614
1703115,16129,35359,0.31,264,861,1244,0,14138,1462,1301,8111,6105
1703116,23646,29887,0.44,411,1078,8253,0,12714,4255,1643,11092,8546
1703117,33301,22432,0.6,962,112,24997,130,6106,4598,2206,15738,11423
1703118,29606,30644,0.49,709,226,19343,0,9762,4427,2894,14576,9074
1703151,21448,34047,0.39,469,3989,1028,0,14876,7145,848,9748,5928
1703152,26266,37168,0.41,451,5160,4344,0,16384,5106,914,9455,7859
1703153,36878,50698,0.42,1787,6043,10713,0,22194,5844,591,12835,10106
1703154,18189,75597,0.19,52,2667,2297,0,13767,3053,255,6056,5004
1703155,22449,39736,0.36,740,2126,2448,0,14251,12481,473,7785,5808
1703156,20595,28728,0.42,700,1370,885,0,15132,8893,1207,10377,4651
1703157,37961,20106,0.65,1094,726,18340,0,12065,16469,1748,16116,13521
1703158,39947,15784,0.72,1186,654,20656,0,11504,16789,1958,17307,14600
1703159,24881,48909,0.34,757,2041,7204,0,13582,9694,375,7196,7179
1703160,24073,81615,0.23,67,3543,5505,0,16482,1045,682,7176,4844
1703161,40457,26938,0.6,1128,1725,35267,0,4227,1534,2052,16223,13986
1703162,26192,25671,0.51,1433,5711,4294,0,11772,12992,714,9457,7479
1703163,33176,17592,0.65,1708,2501,10764,0,13029,17696,1435,14311,10542
1703164,29670,26304,0.53,1295,1073,6762,0,15221,16277,1531,15739,8610
1703165,36386,10432,0.78,1472,107,29472,61,4749,7005,3379,18415,13541
1703166,27290,22670,0.55,633,178,21944,0,4781,2377,1435,12794,10567
1703167,35871,18476,0.66,806,53,30581,0,3690,4512,1516,15496,13093
1703168,34177,19390,0.64,748,650,26250,0,5456,6021,1700,14545,10959
1703700,24647,35657,0.41,1381,1310,3642,0,20893,4492,2314,8263,10876
1704301,19468,39801,0.33,455,3402,3064,159,12720,5681,1264,8439,5169
1704302,12117,31947,0.27,165,1155,955,0,9789,4449,737,6555,3525
1704303,13655,35439,0.28,120,1404,1609,0,10365,2588,1229,6444,4305
1704304,11208,32210,0.26,206,1979,1179,1,8749,1394,958,5095,3944
1704305,13227,33323,0.28,1106,3163,3090,0,7033,1832,1529,4990,4717
1704306,13336,36360,0.27,121,2064,1361,0,10330,1823,2144,6049,4139
1704307,14331,44071,0.25,566,1799,2117,0,11174,2130,636,6660,5102
1704900,21444,27755,0.44,1242,219,797,0,20962,605,3265,10267,9596
1707300,24510,32045,0.43,822,345,771,46,23957,1336,3120,10307,10677
1708901,9621,37365,0.2,7,507,947,0,8648,1462,937,5487,3516
1708902,20283,28170,0.42,1065,1436,1920,78,12110,10620,1580,7883,6572
1708903,13105,32470,0.29,426,1120,909,1,11542,1706,1608,5647,4445
1708904,23348,18673,0.56,1006,452,3891,69,15574,16674,1554,6963,8445
1709100,23224,36328,0.39,745,548,5068,65,17275,3515,2532,9438,8531
1709300,14766,31749,0.32,999,233,1175,0,13071,3418,1574,5100,4266
1709500,24445,36091,0.4,1038,295,916,0,23982,2301,2250,11842,9385
1709701,20380,34316,0.37,1098,876,2693,0,17221,7286,1834,7869,6583
1709702,25096,24391,0.51,1184,1129,7965,0,13262,12682,2183,9532,7704
1709703,16507,40015,0.29,802,2200,2075,0,11179,5329,1660,5789,5047
1709704,6932,35715,0.16,295,400,168,0,6470,985,998,4731,2978
1709705,10507,40186,0.21,319,1526,448,0,8110,1327,883,4901,3705
1709900,25075,34526,0.42,1199,64,1379,0,23338,2804,3346,11001,9029
1711101,16628,34797,0.32,388,520,769,0,15469,4800,2961,8478,6664
1711102,18484,48059,0.28,417,875,690,0,17190,3915,2484,10021,6849
1711300,24206,45057,0.35,310,587,5526,49,20340,1616,3493,5404,7224
1711500,26764,31102,0.46,1280,667,6531,0,20856,596,2617,11247,7846
1711700,21644,28613,0.43,269,230,472,12,20984,1069,2279,12299,10104
1711901,27911,30894,0.47,1722,602,5189,0,24126,1849,3233,11278,13038
1711902,14153,36608,0.28,324,389,1781,0,12664,788,1263,6227,5510
1712100,27831,40483,0.41,1127,367,1732,71,26513,1044,3929,13500,13265
1713500,22029,33305,0.4,681,270,865,0,21649,432,2662,9454,8558
1714300,34647,44695,0.44,1893,1463,10375,206,24665,2806,2626,12078,12548
1716100,24676,35511,0.41,2291,551,4078,117,19287,5131,1329,9045,9451
1716301,26788,36321,0.42,2113,725,13158,0,15420,1781,4125,11411,10920
1716302,19671,30117,0.4,1310,475,6921,21,13632,1253,3385,8753,7896
1716500,23894,27824,0.46,754,341,1482,0,22835,1102,2337,10818,13187
1716700,32442,51972,0.38,630,677,10212,0,24847,1078,3476,11561,11098
1717900,20616,34593,0.37,471,224,1010,130,20371,1023,3126,8095,5436
1719500,28565,42727,0.4,478,241,2103,0,27267,2977,3621,13338,12611
1719701,14212,44593,0.24,218,1840,3607,0,8404,2719,1487,5029,5374
1719702,13651,31937,0.3,1166,1429,1767,0,10386,5291,1244,4532,4852
1719703,24030,24905,0.49,1331,376,5862,0,14156,11233,2048,10273,7330
1719704,8321,36105,0.19,235,305,273,0,8116,1392,1554,4352,3039
1719705,13077,31873,0.29,22,305,2216,0,10216,1687,1926,7316,4661
1719900,39952,36005,0.53,2427,795,5208,0,35597,2120,5221,14460,17962
1720101,39739,39408,0.5,1376,1245,10742,0,29668,9259,4112,16569,14409
1800101,26232,16909,0.61,761,187,10410,0,9431,11943,1490,9304,10415
1800102,26864,18430,0.59,651,334,15228,77,12161,6478,2443,10065,9182
1800103,19072,28818,0.4,705,876,4503,0,14231,2897,2224,11498,6859
1800104,16239,39735,0.29,1277,1008,2073,0,14353,2168,2246,9064,5782
1800200,23660,44565,0.35,667,772,2280,0,21716,4139,2387,9762,7579
1800300,18514,24931,0.43,927,947,2728,0,16416,2113,2623,8109,8232
1800401,20955,22441,0.48,657,472,8798,0,13325,3453,1251,8076,5484
1800402,21911,41768,0.34,667,906,3097,33,19500,1280,1771,8902,6733
1800501,15237,20430,0.43,557,339,1683,0,13241,3045,1125,6758,5631
1800502,14246,19101,0.43,520,316,1573,0,12381,2847,1052,6319,5264
1800600,26214,35759,0.42,1562,244,764,0,25897,1942,2398,10736,10695
1800700,17256,23518,0.42,1053,118,115,12,16573,1611,2702,8027,7159
1800800,19031,29108,0.4,721,446,680,0,18193,1773,1580,8900,8744
1800900,20643,32798,0.39,1308,184,171,0,20056,1485,3098,9814,8034
1801001,30342,26368,0.54,1488,1420,8789,35,21272,4136,1692,9700,12229
1801002,22738,30275,0.43,839,1555,4369,0,17328,3056,2780,7087,8719
1801003,12716,32426,0.28,520,96,1435,0,11674,468,1027,6065,4138
1801100,19066,29987,0.39,505,60,470,30,18482,1958,2444,9435,6068
1801200,33359,40165,0.45,882,4124,3594,0,26076,3297,2488,9178,7831
1801300,25785,32613,0.44,1361,504,2689,86,23997,3228,4166,9004,11427
1801400,23481,28742,0.45,1345,155,1292,171,22433,1721,2600,10077,11431
1801500,20452,22194,0.48,983,415,368,0,20034,728,2352,8899,9786
1801600,17901,23218,0.44,1060,0,226,0,17883,329,1966,8656,8525
1801700,22127,20012,0.53,429,560,3069,0,20130,729,2182,7583,9740
1801801,14217,44573,0.24,530,509,1407,0,13166,740,1113,5375,2918
1801901,8438,46144,0.15,191,896,589,0,7461,948,674,4250,2367
1801902,9375,37554,0.2,226,382,1650,218,7828,326,1084,4364,2489
1802000,27368,26541,0.51,2031,195,5019,0,24775,1825,2624,11744,12569
1802100,24344,21633,0.53,1541,606,3851,0,22569,1931,2341,8394,11601
1802200,18738,28389,0.4,539,425,184,0,18240,334,2765,8580,10238
1802300,15837,49914,0.24,573,827,2593,122,13234,1317,1705,6726,4815
1802401,17858,28046,0.39,737,859,10814,0,6139,2052,926,6725,4525
1802402,14570,33753,0.3,431,811,5985,161,9117,536,851,4650,5166
1802403,22181,28248,0.44,239,380,11407,1,11661,3823,985,9179,8730
1802404,30818,26876,0.53,439,226,12957,0,17427,5712,1963,10018,13631
1802405,35098,33489,0.51,825,963,16409,0,18794,2983,2712,13008,15293
1802406,27608,33877,0.45,792,1287,12282,1,14759,3365,3619,10391,9827
1802407,29191,32987,0.47,702,2761,4432,228,21445,2308,2309,7513,10726
1802500,17143,44973,0.28,0,683,1819,0,15308,991,2238,6735,5427
1802600,19009,31702,0.37,434,1,1388,0,18544,1444,2595,9300,9282
1802700,23139,22459,0.51,1100,155,1474,0,22736,432,2133,10147,12324
1802800,31644,32787,0.49,1211,424,522,0,31385,1081,4159,14108,14313
1802900,27026,29688,0.48,667,3607,2341,0,22914,1917,1626,7021,8812
1803000,20624,30046,0.41,507,874,618,134,17941,2901,2041,9210,7650
1803100,16812,26182,0.39,892,140,1053,0,16623,648,1783,8541,7155
1803200,17263,30419,0.36,538,19,201,0,17087,262,2931,8811,6801
1803300,15784,33188,0.32,393,28,863,0,15250,636,1240,6822,6725
1803400,34214,45084,0.43,1246,254,5269,0,30579,1134,3809,14856,14001
1803500,23501,35045,0.4,937,246,134,0,23241,1143,2992,11369,9048
1803600,21779,35531,0.38,213,288,1523,1,20531,735,2919,10539,10858
1803700,21526,28110,0.43,843,761,4347,96,17577,1410,2660,8709,9721
1900100,16354,31242,0.34,1359,96,356,0,15629,1221,1490,8272,6418
1900200,20805,27474,0.43,1066,110,807,11,20127,1522,2029,11002,8112
1900301,14453,30742,0.32,482,459,2798,63,13513,1387,1875,5439,3600
1900302,15884,33797,0.32,531,505,3078,69,14850,1524,2061,5976,3955
1900400,18028,30667,0.37,658,303,582,0,17739,546,2823,8353,6923
1900500,23939,30012,0.44,1045,1346,3937,0,20007,1530,2898,9139,7717
1900600,21334,32668,0.4,229,525,889,18,20257,2679,2745,9638,6901
1900700,24345,39413,0.38,388,177,1844,0,23105,1024,2674,9210,8981
1900800,22189,30579,0.42,1099,141,764,0,20908,2060,2772,11257,10135
1900900,28583,43529,0.4,1974,700,4580,378,25293,4641,3484,11465,12724
1901100,20118,41183,0.33,802,1129,2150,0,16971,2331,368,5750,5780
1901200,19126,27972,0.41,1445,81,866,35,17891,2786,2292,7911,6003
1901300,19105,30621,0.38,1023,2487,1023,0,15991,1483,988,6296,5449
1901400,14777,32682,0.31,91,240,561,101,14029,965,1215,6701,5797
1901501,19557,50936,0.28,370,1267,3904,0,15876,1659,1303,6968,6346
1901502,13831,38438,0.26,342,322,1222,0,12744,1074,2041,6673,5469
1901503,36283,44725,0.45,861,3200,6391,0,27878,5043,2436,13158,13121
1901600,13598,34714,0.28,184,670,2087,33,11620,1013,889,5163,4621
1901800,19814,25525,0.44,398,92,800,0,19601,835,2114,9823,7706
1901900,21974,27816,0.44,988,1562,791,0,20262,3336,2811,10014,8429
1902000,21747,29690,0.42,1547,331,3023,0,18184,4866,1954,6286,10196
1902100,29816,40277,0.43,787,185,753,0,29385,1996,3215,13231,12877
1902200,21457,25768,0.45,1430,404,829,26,20042,2007,2513,10128,9259
1902300,20370,22505,0.48,768,99,1963,0,18502,1146,1620,8672,8466
2000100,19370,26355,0.42,791,229,309,84,18688,1693,1676,8715,7986
2000200,24970,35036,0.42,1157,741,947,47,24583,2377,3370,11577,8098
2000300,23331,27684,0.46,1035,1548,3129,0,20442,4700,4285,5497,7481
2000400,35892,26647,0.57,2469,1939,11116,0,20449,11413,2179,12490,13377
2000501,27876,29063,0.49,968,843,5945,39,21758,5906,2760,12252,11650
2000601,15819,35662,0.31,876,227,1723,115,14620,1209,2351,6921,5663
2000700,20742,29017,0.42,1143,1832,2130,0,18623,2315,1729,5085,5583
2000801,12445,39767,0.24,184,460,2176,0,10043,794,1655,5531,4647
2000802,16441,51788,0.24,455,881,2142,0,13033,2405,994,6679,6301
2000803,11156,50345,0.18,332,1170,931,0,9346,250,1174,4178,2739
2000804,19963,43728,0.31,1593,1583,2602,0,16910,2924,1650,8816,8009
2000900,15869,31085,0.34,1451,67,1170,4,15095,1445,1980,6798,7380
2001000,28688,32760,0.47,2515,199,1428,81,27748,2153,2625,12419,13787
2001101,26995,27862,0.49,2013,875,1430,25,25818,3482,2526,10681,12113
2001201,20417,43845,0.32,1271,1407,4472,0,15524,2493,2052,6896,7579
2001301,20428,41709,0.33,722,943,2067,0,19556,3360,1709,8957,7789
2001401,30283,19438,0.61,3240,1784,8695,0,22743,6283,3349,10410,12366
2001501,25815,39323,0.4,1813,1165,4302,347,21065,5530,2323,8625,12375
2001600,16350,25215,0.39,595,44,717,0,15943,1516,1220,8420,7969
2001701,18011,24889,0.42,1306,73,616,0,17049,1880,1887,7933,7244
2001800,18661,28283,0.4,1845,1528,1298,0,13826,8780,542,6958,7190
2100100,37170,40251,0.48,1215,45,4940,86,33661,2247,4320,18049,17034
2100200,24945,18328,0.58,1010,43,1482,504,24109,1173,1807,12158,15599
2100300,22217,18243,0.55,826,218,5185,11,18074,1147,4719,7357,9241
2100400,38207,30616,0.56,2534,473,1711,0,37040,1859,2745,16589,18413
2100500,25029,28064,0.47,921,1812,5295,0,19374,2429,2637,6898,8867
2100600,24079,16797,0.59,669,333,1294,51,23098,645,1669,11073,12685
2100700,24691,13750,0.64,1053,0,863,147,24227,683,3061,12328,13905
2100800,28043,15446,0.64,466,138,347,0,27672,471,3237,11765,14027
2100900,30725,13624,0.69,1313,345,1016,0,29914,417,1975,13644,13710
2101000,29690,8262,0.78,1238,17,327,0,29596,122,1913,14764,18763
2101100,37862,17112,0.69,1008,86,740,0,37245,688,2880,17223,24247
2101200,28269,36794,0.43,1467,396,3641,35,26119,1404,4214,12033,13969
2101300,18699,23023,0.45,1073,463,2927,41,17056,1219,3045,7652,8881
2101400,19040,25240,0.43,1254,67,2311,0,17721,1047,1751,8091,11352
2101500,16897,24659,0.41,975,477,1076,0,15993,920,2115,7546,7783
2101600,15680,23308,0.4,905,18,759,0,15464,687,1648,7854,7739
2101701,41097,17486,0.7,3024,569,26250,9,16018,1988,6276,15803,16971
2101702,16521,33538,0.33,820,762,2634,58,14143,1205,1529,6833,4230
2101703,14624,38153,0.28,1220,1276,3888,133,11524,587,1194,5911,4254
2101704,17381,37492,0.32,110,977,2162,0,15094,1001,1777,7091,4822
2101705,27940,28349,0.5,892,913,9589,0,19553,4085,3278,9962,8373
2101706,31745,26776,0.54,2588,1125,9308,0,24478,4357,2511,11752,12944
2101800,15756,33913,0.32,1639,754,715,64,15318,1447,1220,6923,6509
2101901,26362,25446,0.51,1607,2041,5237,86,21066,3315,1464,6776,8035
2101902,16583,28406,0.37,774,992,3966,98,12143,1319,1908,5405,6077
2101903,15668,26838,0.37,732,938,3747,93,11472,1247,1802,5106,5742
2102000,23370,29519,0.44,563,64,2674,0,20961,1140,2499,9756,8188
2102100,24697,23004,0.52,782,167,1373,0,23634,1017,2997,9179,10445
2102200,28971,17757,0.62,637,249,2078,0,28583,1158,2536,8605,12254
2102300,24752,30567,0.45,1262,382,2350,0,22872,1781,1784,9817,10466
2102400,25571,42171,0.38,749,765,2144,0,23822,1513,2697,9166,9570
2102500,15334,35695,0.3,1369,45,107,0,14903,766,2051,6432,5388
2102600,27717,37100,0.43,1059,914,1484,0,26658,877,3281,12654,11090
2102700,29552,22664,0.57,693,312,1098,0,29308,456,3334,12989,12500
2102800,28879,23533,0.55,512,247,659,32,28274,569,2887,13095,15162
2200101,31743,16899,0.65,721,336,20487,0,11810,751,3349,13606,13952
2200102,25225,22637,0.53,629,306,15394,124,10336,101,4008,9030,10274
2200200,31027,32280,0.49,760,900,12647,0,19060,1873,4405,12262,11901
2200300,39849,23838,0.63,3236,97,19813,0,20386,738,3192,15221,14176
2200400,35795,25863,0.58,1031,722,16609,0,18916,1258,4528,14610,12735
2200500,32961,18357,0.64,1127,341,14273,0,19088,955,3088,15505,13123
2200600,23125,17615,0.57,776,385,7490,0,16285,320,3116,11034,10522
2200700,38008,28063,0.58,1412,923,14630,30,24667,2581,5791,15562,16599
2200801,24184,25445,0.49,986,304,4208,42,20940,321,4204,11050,9787
2200901,30939,24073,0.56,1209,710,13794,0,18685,2257,3836,13296,9650
2201000,30808,13778,0.69,1882,787,13069,0,18565,813,2703,13953,16410
2201100,23792,20481,0.54,853,743,6992,0,17655,559,1974,8988,10724
2201201,24099,23571,0.51,202,475,14477,186,9703,1380,1977,10734,6337
2201202,16403,33934,0.33,681,844,3232,0,12875,1044,2588,4564,4301
2201300,26277,18535,0.59,1057,610,10834,59,15946,1431,2594,12518,11387
2201400,20450,20235,0.5,1056,68,9766,0,10791,811,1396,9190,7603
2201501,22074,15326,0.59,518,124,16016,0,6827,710,2939,9818,12206
2201502,24077,16053,0.6,676,625,15866,0,7977,1025,2023,8489,10530
2201503,31335,24771,0.56,820,1278,18894,33,11575,1820,1999,9572,11470
2201504,17708,24418,0.42,161,1171,8639,98,8712,1863,1247,4914,4934
2201600,23256,24897,0.48,335,359,9741,0,13751,3150,2582,9262,7994
2201700,25129,30978,0.45,2420,92,4396,0,21248,1082,1219,10140,10770
2201800,38736,28421,0.58,1969,889,15375,0,24193,1726,3783,15188,19126
2201900,19564,21830,0.47,161,134,11969,0,6973,1080,1495,8991,8163
2202000,23939,22603,0.51,1300,369,5623,0,18502,854,1517,11388,8634
2202100,31578,30376,0.51,3170,889,9733,24,21371,2162,2901,14176,13079
2202201,20329,37353,0.35,1394,621,2483,96,17436,1971,3178,11721,9478
2202202,21455,24403,0.47,1096,776,7118,0,14358,2263,3574,8657,7543
2202301,21125,23522,0.47,1075,528,5942,49,14248,4721,2170,9248,7234
2202302,25945,36108,0.42,1088,1525,4603,1,20751,4984,1762,12186,10029
2202303,34799,17535,0.66,656,1849,18289,0,15443,4985,3906,15136,14603
2202401,34872,23814,0.59,500,1303,28790,0,5629,1383,2313,16208,10301
2202402,31606,19017,0.62,1008,676,23609,36,8209,1776,2244,11853,10585
2202403,21835,27682,0.44,427,1073,12589,72,9235,1644,1907,8574,5763
2202501,24279,20890,0.54,824,994,9468,0,14882,3616,2660,10062,9469
2300100,28332,25319,0.53,2154,242,740,53,27912,742,3720,14337,14604
2300200,36728,31821,0.54,1015,336,569,0,36667,269,4644,17833,17161
2300300,27417,29046,0.49,1417,343,643,0,26776,674,3666,12065,13385
2300400,22595,31208,0.42,1224,79,254,0,22595,481,2723,10624,10534
2300500,30592,47062,0.39,1080,481,305,0,29871,1142,3893,15934,10889
2300600,18301,28022,0.4,884,522,978,0,17153,900,1856,8333,8260
2300700,12836,33029,0.28,713,701,624,0,11864,153,1362,6875,4074
2300800,23825,52608,0.31,1107,219,310,107,23093,466,3528,15138,10684
2300900,15205,44510,0.25,382,140,690,0,14975,346,1304,8132,6900
2301000,20314,34860,0.37,382,1670,3121,0,16010,717,2369,9525,7842
2400101,21081,25469,0.45,330,648,1098,0,20127,485,2697,8838,9221
2400201,25468,29238,0.47,1140,1137,4563,0,22458,2576,2418,10452,9528
2400301,17759,37255,0.32,774,1804,3673,175,14108,4692,2383,6291,5000
2400302,10679,37992,0.22,407,706,976,9,9268,1973,1832,6406,4474
2400400,16139,48023,0.25,484,772,1576,0,14681,1594,2409,8260,6091
2400501,11211,31316,0.26,294,522,3574,118,7622,550,1675,4728,4388
2400502,23997,37496,0.39,399,1225,15739,0,7434,2003,2693,11152,7861
2400503,15337,31945,0.32,319,858,6803,0,7528,1644,2017,6216,4704
2400504,14465,28655,0.34,189,1311,4667,0,10185,421,2115,6834,5122
2400505,15985,24857,0.39,603,1216,6756,8,9718,841,1093,7199,6048
2400506,26576,24847,0.52,2110,709,8119,22,19359,3199,3021,13029,10000
2400507,19378,26460,0.42,836,3613,7865,0,8004,1590,1510,8132,6201
2400601,13620,38054,0.26,173,563,1046,0,12124,1391,2268,7441,5200
2400602,17406,32116,0.35,1154,937,7622,0,10611,1790,2251,6074,5946
2400700,16149,24851,0.39,461,290,2427,0,13898,2002,1721,7568,5976
2400801,37930,20720,0.65,1041,180,34273,0,5386,502,4050,18600,20280
2400802,24979,27213,0.48,1060,1339,17645,1,8002,1666,724,10372,10097
2400803,24971,21685,0.54,581,316,19888,1,5708,675,2756,11352,10179
2400804,22218,24969,0.47,598,1374,14291,11,6838,2289,1261,8484,9141
2400805,28565,21120,0.57,940,980,21118,1,7450,2130,2632,11761,12594
2400901,9431,34644,0.21,153,1964,3169,6,4392,1332,636,4703,3035
2400902,8853,28869,0.23,224,1671,3247,12,3747,1379,522,3946,2533
2400903,10249,28499,0.26,366,1702,4127,22,3832,1771,504,3936,2506
2401001,8247,29133,0.22,113,1728,1662,0,4498,1982,1087,4706,2692
2401002,18778,38883,0.33,414,4132,6536,0,6376,6351,888,7641,5411
2401003,19537,44237,0.31,334,6018,4867,0,7182,5397,763,8416,6082
2401004,10430,39104,0.21,62,2461,1794,0,5922,2085,415,5160,2979
2401005,19836,30554,0.39,110,2501,4688,0,7254,9303,1925,8212,5442
2401006,14191,25542,0.36,243,1895,7738,0,4426,3005,730,5515,4489
2401007,18575,29277,0.39,1419,1918,9520,0,5148,4584,587,6690,3472
2401008,7511,34374,0.18,0,1462,988,0,5097,1185,297,3978,2033
2401101,22030,16529,0.57,1384,2029,9548,105,5324,9965,1206,5494,4351
2401102,21686,32575,0.4,538,1734,11695,0,5110,6851,1354,7725,4874
2401103,18367,18206,0.5,768,1372,10429,0,2885,7112,1163,5841,4921
2401104,24207,21388,0.53,594,389,21977,0,1682,1967,2128,9034,7867
2401105,21129,50821,0.29,663,1207,17075,0,4035,1228,3182,10562,9004
2401106,14269,33517,0.3,124,1056,9949,0,3415,1835,2917,9542,4913
2401107,23638,27943,0.46,932,823,19600,0,2622,2603,2160,9064,8542
2401201,10597,35693,0.23,387,1276,4037,0,5622,1601,2207,4535,2819
2401202,18788,27531,0.41,642,1351,4030,0,12306,2700,2224,8961,7504
2401203,9863,31234,0.24,307,849,3194,0,6662,1150,1998,3718,3787
2401204,10322,32883,0.24,301,1074,3463,0,6169,1531,2022,4143,3227
2401205,12461,35431,0.26,154,1128,3215,0,8059,2206,2042,4674,4083
2401300,26856,42643,0.39,1324,257,6587,0,20790,2464,3300,11424,10301
2401400,34618,37653,0.48,2141,1159,11774,0,22526,2693,2660,13697,10948
2401501,10061,28350,0.26,298,390,3426,0,7412,839,1962,4895,3681
2401601,9934,27988,0.26,295,381,3389,0,7324,822,1940,4841,3637
2401700,18820,40661,0.32,1237,1061,11767,0,7762,713,4263,7846,7274
2500100,26909,30786,0.47,335,563,2446,0,25796,1206,3506,14019,11269
2500201,19254,26542,0.42,596,1517,930,4,17901,1115,1557,8816,8104
2500301,18876,27078,0.41,594,1203,719,8,17567,1380,1702,8609,7942
2500400,16,18,0.47,0,0,1,0,15,1,2,8,7
2500401,31615,30099,0.51,650,2141,3206,1,27934,7881,4034,13903,15031
2500402,39954,17852,0.69,1048,1074,12381,0,24975,22706,1697,14527,17006
