puma22,Num Eligible,Num Ineligible,Percentage Eligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible
4100503,12961,26863,0.33,882,870,162,118,12026,1851,1903,5776,5221
4100504,12669,29898,0.3,567,1415,1139,0,11311,1502,904,6377,4832
4101701,18481,28787,0.39,1164,731,0,17,17789,2381,2259,7079,5259
4101702,23868,32033,0.43,2023,752,341,69,22288,3965,3482,9854,7873
4101900,22835,23087,0.5,2167,923,358,224,22346,1850,5086,12372,12561
4102901,23346,22982,0.5,1956,654,901,0,21776,4989,4389,10201,9969
4102902,21109,23391,0.47,1643,1147,681,104,20422,3221,1670,10791,7435
4103903,33718,32504,0.51,2326,2238,1377,56,31404,4894,3298,9351,10949
4103904,22380,24772,0.47,2080,2287,1109,327,21038,3449,2038,8026,9293
4103905,21919,24855,0.47,1507,1128,495,0,21548,2563,4230,12072,10156
4104301,22944,24634,0.48,1487,1782,1167,243,20916,2741,2875,8179,8117
4104703,20019,18473,0.52,2686,1153,467,101,15387,7955,2224,6428,7346
4104704,20995,21943,0.49,2146,1006,914,126,18990,5027,3029,8933,8243
4104705,18497,24711,0.43,1609,611,350,18,16103,7130,1507,9103,7396
4105101,21146,30684,0.41,1320,1985,3286,48,17778,3432,1638,6688,6252
4105102,22536,23956,0.48,1660,3358,4230,70,14934,4710,2031,8496,9633
4105103,22482,27855,0.45,1402,3677,1527,0,18500,3133,1917,7334,9295
4105105,20166,39901,0.34,1175,1498,1973,188,18475,3374,1465,4883,4216
4105114,26987,48438,0.36,2219,2546,2298,84,23651,2729,2194,8942,9291
4105116,31573,32574,0.49,1648,4079,2876,405,25476,6761,2890,12874,13590
4105901,19457,18898,0.51,1897,542,731,0,17343,4549,1515,8553,8954
4106501,20059,20232,0.5,2244,437,725,83,17874,4512,3075,9072,8306
4106720,16144,33056,0.33,1748,1552,875,93,12665,3790,1923,6664,4885
4106721,15938,27519,0.37,1763,1441,315,0,12639,4168,1061,6009,5914
4106722,16928,29711,0.36,912,3130,505,244,13099,6052,2499,5897,5504
4106723,15335,29514,0.34,249,3481,1995,52,11735,2550,1332,5875,5688
4106724,18300,31045,0.37,928,2584,2369,0,14800,5473,1027,7039,7619
4107100,17789,22210,0.44,1935,730,585,76,16140,3408,2594,7623,7905
4109000,22449,29174,0.43,1433,617,677,186,21125,2370,3936,10824,10056
4109100,39800,33772,0.54,3804,1193,87,252,38968,5133,8167,20643,19382
4109200,26989,18540,0.59,3438,436,142,19,24457,5599,3477,13530,11303
4109300,23794,30158,0.44,2170,846,758,140,21910,3749,3748,10702,10611
4200111,30743,33064,0.48,1067,948,6480,0,26042,2992,2844,12980,11771
4200112,18469,28285,0.4,542,426,1211,0,18367,1143,2083,8207,7308
4200200,23070,26194,0.47,615,291,523,63,22125,777,3481,11022,9285
4200300,33180,35628,0.48,652,89,575,0,33007,420,3416,16344,16707
4200400,25907,32529,0.44,448,281,922,0,25730,1097,3781,12514,10605
4200500,19589,24231,0.45,561,341,1157,0,19203,1776,2529,10148,7643
4200600,26561,39345,0.4,1385,784,4546,0,21887,6075,4430,14091,11427
4200701,22181,23044,0.49,1732,975,2844,0,18923,4567,1643,10829,9377
4200702,22814,31561,0.42,892,366,549,2,22316,1896,2381,11140,8222
4200801,21919,34227,0.39,605,325,1251,3,20834,1313,2052,9783,11053
4200802,28765,24871,0.54,586,663,4026,67,21293,9508,3919,12641,11367
4200803,21974,27579,0.44,394,363,1439,363,21216,1520,2863,10432,9432
4200900,25606,35729,0.42,420,345,1898,10,23779,786,3947,11813,9676
4201000,20211,25644,0.44,160,59,581,0,19859,806,2653,11221,7862
4201100,22432,32543,0.41,309,334,646,0,21902,1007,2533,10301,8433
4201200,24283,33238,0.42,821,2798,1576,183,21190,1377,1986,7881,6390
4201300,25161,28733,0.47,616,269,481,0,24548,358,3976,12956,10994
4201400,20514,26169,0.44,659,72,2512,22,18974,504,2627,10162,10482
4201511,20332,29105,0.41,1311,87,2085,8,19740,895,2635,11241,9533
4201512,25370,32879,0.44,1150,191,4086,85,22721,1253,2583,12020,11200
4201600,27467,54056,0.34,1246,475,1026,0,26833,763,2411,13340,10604
4201701,38623,46318,0.45,1641,3810,16406,47,20735,1622,3247,13713,13391
4201702,21853,31059,0.41,729,633,6254,0,16222,2066,2139,10939,8152
4201801,15187,33450,0.31,124,722,2198,0,13892,346,1936,7073,4172
4201802,16096,49915,0.24,136,1001,772,0,14694,1158,1723,7768,6492
4201803,17180,40162,0.3,692,378,1708,0,15752,916,1263,9172,5732
4201804,32623,45436,0.42,791,819,12169,0,22083,980,3176,14878,14343
4201805,25083,25601,0.49,575,391,8185,0,18482,348,2723,12061,10710
4201806,16964,41585,0.29,2,371,2473,0,14451,389,2277,7703,5799
4201807,13600,35252,0.28,3,1229,1504,0,11499,3,1547,7792,5587
4201900,30926,29801,0.51,820,636,936,0,30074,595,4249,14563,12544
4202011,19394,30109,0.39,266,183,2061,0,17906,556,1711,9019,6971
4202012,20757,32427,0.39,163,446,1953,0,19369,434,3114,10649,9927
4202013,21452,30197,0.42,415,104,1035,0,21123,535,2674,10567,9446
4202100,25731,29869,0.46,445,255,2489,105,24548,638,3056,12581,12238
4202200,29362,35274,0.45,581,306,1186,28,28684,181,4435,14723,12371
4202301,20345,35146,0.37,454,172,854,0,20261,427,3433,9705,7743
4202302,18881,48436,0.28,1106,1460,1635,0,17297,2127,2294,7317,7526
4202401,33365,37052,0.47,1374,3638,13029,0,18220,6561,3252,13087,11762
4202402,16645,33361,0.33,83,1120,698,0,15725,1833,1471,7415,6107
4202403,17,22,0.44,0,0,0,0,17,0,3,8,7
4202500,21447,33459,0.39,1598,403,1496,0,18803,4673,3023,9739,10266
4202600,26778,31434,0.46,872,555,931,0,26374,1608,3416,13069,12828
4202701,17138,33295,0.34,610,637,1531,0,13729,5024,2422,8632,6523
4202702,32774,21692,0.6,952,773,4973,0,18087,19197,2320,11664,16021
4202703,22319,37095,0.38,529,0,1300,0,21738,2718,2516,11493,9107
4202801,19108,31117,0.38,119,487,731,0,18331,2333,1313,8049,8288
4202802,20395,41230,0.33,552,915,1882,0,19001,4517,3047,10004,8864
4202803,28167,19304,0.59,527,448,7999,0,14452,16336,1973,11959,13290
4202901,28609,42411,0.4,567,1047,5742,108,20365,12143,3009,12549,12385
4202902,16389,44202,0.27,2,405,1892,0,14957,2563,2060,8212,7480
4203011,10108,30818,0.25,414,156,401,49,9415,497,921,5594,3225
4203012,11314,33554,0.25,183,360,693,15,10227,975,1404,6109,3229
4203013,16284,36587,0.31,101,1171,1497,0,13761,1992,2007,8601,5782
4203014,18114,33505,0.35,111,1655,1902,0,14799,2443,2090,9494,7301
4203015,18438,39402,0.32,98,1544,2244,0,14946,2086,1972,9263,7752
4203111,14350,32292,0.31,149,306,3230,0,12335,1385,1314,7438,5897
4203112,13048,27598,0.32,129,1360,1706,0,10463,892,1441,6277,6133
4203113,11065,29036,0.28,67,1972,704,0,8871,604,1014,5268,4939
4203114,18506,41799,0.31,459,1146,5640,0,12394,2289,1592,7804,7249
4203115,13553,41283,0.25,232,2139,2567,0,9920,1335,968,6116,4692
4203116,11113,33225,0.25,0,1291,1583,0,8179,910,206,5007,3567
4203117,12974,35460,0.27,270,1156,3013,0,9485,1427,1469,6180,3695
4203216,28211,39670,0.42,888,2088,20031,0,9838,2390,2417,12078,9206
4203221,24617,30327,0.45,143,3838,5267,0,16647,1536,1637,13857,10277
4203222,45634,24658,0.65,1033,5760,15384,1,19839,13038,2529,17872,18284
4203223,26187,13081,0.67,698,2560,7604,0,13030,7539,1401,9537,10215
4203224,40294,18451,0.69,963,2845,31507,0,4688,6400,3665,18868,16932
4203225,35814,16568,0.68,1064,2101,17643,406,10517,12632,1737,14675,17527
4203227,40490,22763,0.64,238,1930,34386,0,5296,1847,2723,16025,15700
4203228,47757,22099,0.68,1161,2599,26260,404,13464,13502,2695,19415,23476
4203229,35786,18480,0.66,130,2312,28761,0,5452,2122,2118,12423,9846
4203230,15673,57399,0.21,361,2241,4540,0,9330,2634,836,6271,5104
4203231,26422,30493,0.46,495,5465,7472,0,15198,4039,1704,11906,9542
4203311,15643,44145,0.26,94,1767,1646,0,13078,366,1811,7499,5343
4203312,29085,31608,0.48,449,3344,15301,0,11132,2066,1179,10050,10188
4203313,28815,28040,0.51,346,1013,15717,0,13493,1768,2533,11963,12535
4203314,12139,28804,0.3,82,1079,744,0,10574,851,1080,6492,5263
4203411,10657,28809,0.27,295,441,1242,0,9175,1354,1170,5066,4595
4203412,10424,31531,0.25,281,519,843,0,8952,1310,801,4427,3957
4203413,12335,36093,0.25,221,944,1518,3,9886,1540,1155,4940,4215
4203414,10935,27107,0.29,284,516,1680,8,9139,1471,1527,5468,4900
4203415,9001,27155,0.25,443,378,660,78,7443,1948,1189,4535,3831
4203501,22247,23964,0.48,600,1017,4395,0,15358,9380,1336,9350,10566
4203502,15092,30468,0.33,72,670,802,0,14663,2040,2103,6524,5716
4203503,21277,40444,0.34,367,777,1393,0,19498,2817,2236,9797,7794
4203504,20352,36218,0.36,484,833,1982,0,18376,3767,1919,9845,7230
4203601,27627,39545,0.41,793,603,5946,0,19793,6620,2847,12235,10502
4203602,13944,37354,0.27,615,190,1355,0,12762,1097,1710,6532,6993
4203603,20141,40288,0.33,439,241,1561,0,19064,2299,2194,9895,7521
4203701,15912,34324,0.32,164,250,477,0,14681,2193,1215,8284,7339
4203702,19141,32713,0.37,48,899,1189,301,17476,2408,2595,9879,9299
4203800,26393,28455,0.48,936,162,577,1,25843,500,3133,14566,11232
4203900,27554,28626,0.49,977,518,1361,0,26693,579,2707,13790,13164
4204011,19580,37944,0.34,751,688,2485,0,18433,588,2644,9958,7303
4204012,17935,26709,0.4,627,333,1162,0,17464,100,2548,9147,7481
4400103,39253,29526,0.57,909,2306,6220,0,19060,22553,1699,13195,14014
4400105,31726,37353,0.46,1058,1161,4514,115,25982,8335,2813,15689,15104
4400106,25766,31492,0.45,939,898,4593,0,19563,7016,1903,11376,11097
4400107,25458,33588,0.43,566,949,3263,28,20498,6065,2087,12735,10413
4400200,28853,44632,0.39,1452,986,2342,104,28174,3624,5161,15274,11000
4400300,21199,37291,0.36,344,261,1592,0,19802,2162,1977,11984,8155
4400400,17786,36258,0.33,1016,776,1090,0,17072,1839,1171,8048,5481
4500101,20457,22558,0.48,1321,603,1900,72,18762,1636,2238,8033,8640
4500201,21213,23618,0.47,1363,619,2084,72,19349,1711,2326,8373,8953
4500301,15560,24880,0.38,674,555,2914,0,11856,2946,1887,6783,6406
4500302,16331,22685,0.42,736,367,4981,0,10600,2659,1825,6733,6324
4500303,16766,28345,0.37,1233,483,6786,0,10233,2017,1296,5433,5451
4500304,16872,25166,0.4,790,522,3959,0,11826,3164,2018,7074,6715
4500305,17993,26894,0.4,662,352,5880,0,12531,2150,1777,7740,7075
4500401,18096,26526,0.41,755,505,4774,0,12760,1633,1879,7671,6936
4500402,17160,25792,0.4,697,475,4287,0,12372,1510,1811,7375,6559
4500403,20795,20229,0.51,1172,658,9209,0,10465,2704,1716,7308,8379
4500501,20893,27201,0.43,857,139,6126,28,14574,1354,3217,9973,7814
4500601,16519,28922,0.36,503,398,4776,0,11525,1272,2412,7004,6082
4500602,15390,27159,0.36,342,527,5471,0,9936,1275,1347,5926,5681
4500700,27796,32475,0.46,1268,299,11862,16,16709,1846,2916,13004,11305
4500800,24344,29441,0.45,867,215,8313,32,16694,1907,2505,11450,9516
4500901,20716,27989,0.43,1216,386,5542,0,16022,1504,2385,9422,8539
4501001,17762,23800,0.43,1089,314,5290,0,13053,1143,2048,8107,6733
4501100,21308,27499,0.44,1123,381,7722,0,13721,1231,2543,9545,6492
4501200,29337,36664,0.44,549,618,10745,0,19579,2336,3080,12966,10191
4501301,25492,40281,0.39,631,725,6934,34,18715,2101,3371,10412,10147
4501302,22824,33407,0.41,583,651,5530,17,17109,2203,3221,9231,9056
4501401,20428,28113,0.42,639,664,13425,30,7165,1141,3108,7310,7194
4501402,23501,24208,0.49,835,643,15335,92,8659,754,2875,6747,6676
4501403,19561,21002,0.48,559,611,11680,41,8499,793,2987,7160,6000
4501501,24905,29399,0.46,538,887,13688,0,12167,1310,4611,11180,8468
4501600,26163,26422,0.5,878,245,12546,0,14148,1316,2599,12420,10690
4501700,28115,20145,0.58,303,574,18902,0,10826,788,4228,13302,9486
4501800,28991,16380,0.64,479,282,17032,59,12582,918,3896,15899,11867
4501901,30555,30881,0.5,620,342,15257,45,15008,2084,4717,15830,11825
4502001,20350,37739,0.35,546,387,6486,0,12756,2727,4117,9212,6618
4502100,22462,37225,0.38,982,1007,9168,14,13709,2381,4742,8391,7598
4502201,14185,26922,0.35,506,461,4317,22,9761,976,2687,7143,5236
4502202,18529,30599,0.38,707,835,8730,21,9858,1831,3616,6779,6737
4502301,19847,42779,0.32,674,225,7844,0,12287,1498,2307,7831,6438
4502302,21624,37369,0.37,776,863,10334,24,11298,2012,3852,7958,7891
4502303,15067,29768,0.34,492,434,4017,30,10779,830,2762,8332,5760
4502400,28109,21346,0.57,426,321,16855,26,12467,1029,3849,13977,11017
4502500,28739,24673,0.54,490,272,15693,0,13031,949,3059,13630,11412
4502601,21096,20044,0.51,579,427,8730,23,12751,869,2680,10774,9707
4502701,25527,34363,0.43,793,1067,4415,47,21034,1867,3317,12049,9425
4502702,29295,38265,0.43,945,1233,5629,45,23624,1934,3818,13960,11402
4503001,35,60,0.37,1,0,7,0,26,2,7,16,13
4600100,30119,49448,0.38,4913,1123,692,53,27548,2645,5944,14885,14008
4600200,15672,18321,0.46,8506,136,584,32,8231,916,2449,6701,6239
4600300,16901,37318,0.31,2572,457,1044,212,15208,873,2701,7821,5893
4600400,20020,32255,0.38,1135,801,192,0,18104,1203,1411,7632,7261
4600501,15660,39271,0.29,1211,464,814,152,15130,733,2023,5458,5077
4600601,23060,58841,0.28,2456,206,4446,0,19272,3428,2292,6042,7222
4700100,21690,20913,0.51,1229,258,4422,0,18165,983,1934,9665,9902
4700200,23871,23436,0.5,957,353,2829,0,21852,694,2539,10677,11587
4700301,18096,22344,0.45,804,915,5671,0,13439,2924,5335,5306,7958
4700302,19551,24141,0.45,868,989,6127,0,14520,3159,5764,5733,8598
4700401,22201,35963,0.38,1232,756,2925,0,19637,1755,2437,10068,9399
4700501,16950,30475,0.36,501,967,2223,0,14478,1758,1851,7570,5828
4700600,22585,18246,0.55,713,112,1515,0,21389,1178,1554,11131,9803
4700700,25619,22318,0.53,392,274,1497,0,24377,1473,2790,12713,10821
4700800,28205,21390,0.57,1759,590,969,118,27812,653,2994,12798,14783
4700900,28507,23691,0.55,1407,247,1135,13,28096,1235,3843,13441,14508
4701000,33806,33823,0.5,1634,287,848,12,33497,909,3835,16843,15961
4701101,23222,20359,0.53,1258,316,972,36,22777,1107,3177,11723,11187
4701201,22012,28967,0.43,1129,693,1988,319,21191,1022,2577,8794,8483
4701300,29428,24778,0.54,999,204,1871,8,27978,2457,4028,14485,14269
4701400,25983,24928,0.51,1165,361,1058,13,24971,2041,3353,13124,11772
4701501,27568,30532,0.47,1161,907,5048,0,23066,2002,1946,9986,9201
4701502,12446,30394,0.29,741,455,1438,35,11087,974,785,4700,4237
4701503,16274,35361,0.32,915,589,2133,37,14286,1268,1022,6070,5510
4701504,20014,26478,0.43,737,263,1409,0,19295,628,3242,9137,7585
4701600,18869,36577,0.34,1252,77,794,0,18528,1502,3332,8295,5649
4701700,27112,33815,0.44,1646,229,1589,25,26352,1685,3132,13566,13330
4701800,22679,23462,0.49,448,48,267,48,22336,1165,2495,10367,9762
4701900,15675,39440,0.28,942,232,2658,0,14057,1008,2344,7802,7585
4702001,15729,33816,0.32,404,994,2891,0,12454,2365,1255,5605,5312
4702002,13912,21666,0.39,387,1331,4366,0,8892,2281,1481,3898,4600
4702003,12713,24133,0.35,338,979,3038,0,9244,1985,1159,4119,4256
4702101,8996,40665,0.18,444,234,781,34,8016,529,654,4064,2674
4702102,7671,34499,0.18,374,205,686,29,6815,451,558,3457,2274
4702200,15685,24355,0.39,405,31,3562,0,12896,1666,1716,6204,6836
4702300,18760,27222,0.41,1506,224,2465,0,17154,1036,2072,8637,9369
4702401,25931,42172,0.38,311,998,12263,49,13986,2194,1830,7020,7649
4702402,17850,33678,0.35,108,1862,4899,0,9549,3416,661,5104,4283
4702403,18213,26847,0.4,422,1022,7183,5,10602,1811,890,5858,6037
4702404,21774,22276,0.49,447,607,11134,1,11037,3205,1662,7784,7999
4702405,18327,27628,0.4,424,1130,6855,2,10749,1973,848,6016,6028
4702406,16468,44529,0.27,134,1007,4990,78,11104,1072,1291,5866,4148
4702501,34889,25804,0.57,1116,570,28517,0,7450,708,2973,15802,12551
4702502,27139,23764,0.53,739,931,12711,0,11521,5330,1421,9425,7521
4702503,26110,15690,0.62,618,227,21618,87,4670,608,2476,8858,8740
4702504,16091,21515,0.43,310,734,7370,0,8086,657,1620,7519,6163
4702505,14084,28408,0.33,223,836,6660,0,6717,1822,716,4263,2937
4702506,11739,39478,0.23,51,1039,6948,0,3930,182,963,4978,4763
4702507,22473,18233,0.55,34,56,18217,0,3437,1679,1580,5355,4302
4702508,27305,13871,0.66,360,73,24824,0,2144,1215,2404,11687,6476
4702600,17385,21594,0.45,725,365,6959,0,11223,444,2694,7204,8690
4702700,20981,20762,0.5,1131,270,5756,0,16081,1088,2275,9304,9606
4702800,22646,23705,0.49,154,288,11292,0,12168,962,2005,10123,9936
4702900,25744,20190,0.56,831,154,5363,0,20868,1450,2996,12754,12024
4703000,19558,23128,0.46,1070,228,1918,0,18699,368,2431,9837,8064
4703100,19620,27943,0.41,509,142,3696,0,16651,1705,2357,8526,8436
4703200,19657,22878,0.46,512,351,2158,0,17736,937,2785,10093,8221
4703300,21181,19989,0.51,1010,74,1178,3,20594,1094,1658,10444,10248
4703401,27561,23331,0.54,508,778,12518,0,14390,2773,2916,11625,12094
4703402,17068,33233,0.34,362,440,5305,0,12549,621,1452,8381,6059
4703403,14070,36506,0.28,279,496,903,0,13272,993,2051,7777,6192
4703500,21234,23029,0.48,1111,119,1273,0,20621,1351,2660,10777,10860
4703600,23431,26279,0.47,953,198,1658,0,22187,1807,3973,12146,11489
4703700,16580,24818,0.4,1066,50,474,0,16124,1299,1725,9247,8152
4800100,26953,34517,0.44,2412,245,1249,112,24005,12847,1976,10980,10257
4800200,25130,19342,0.57,968,1132,3293,0,19612,11102,2985,8551,8772
4800300,17624,38885,0.31,732,373,1428,0,16845,7213,2657,6162,6026
4800400,22918,19909,0.54,701,83,1082,0,18460,15912,1233,8448,9071
4800501,32737,30772,0.52,1271,1131,5565,95,24702,16063,1639,8220,10422
4800502,24952,36228,0.41,1160,261,3136,118,20745,11521,2575,8413,10077
4800600,26729,32180,0.45,1168,744,1293,0,24986,5379,3331,13443,13088
4800700,21758,27308,0.44,1179,490,3493,30,18430,6341,2680,8607,8534
4800800,33977,50900,0.4,3037,673,3494,23,30581,5469,3976,15388,13285
4800900,28025,48771,0.36,1036,832,4065,0,23869,5439,3057,13745,10926
4801000,32454,28447,0.53,2279,353,5093,66,27147,7028,4545,14148,13206
4801100,21062,24775,0.46,389,61,5847,0,15580,1917,1815,9383,7333
4801200,24132,21052,0.53,508,264,6386,0,17576,2811,5002,12150,12667
4801300,23696,27315,0.46,969,369,2098,0,20797,4290,5342,12036,11061
4801400,17682,32541,0.35,530,361,4635,65,13175,4590,3332,7857,6342
4801501,14998,24048,0.38,828,200,2058,0,12825,3634,1576,6132,5640
4801502,18141,23965,0.43,143,1197,6985,44,10921,3569,1355,6725,5216
4801600,22903,23862,0.49,1974,648,7227,0,16501,5690,2079,8501,8236
4801700,21390,21912,0.49,1313,159,5450,0,15899,3454,1975,10859,8372
4801800,25680,23843,0.52,1245,58,4060,14,22123,3789,3484,12365,13144
4801901,17638,41711,0.3,349,3289,3846,0,10121,4549,801,4481,4148
4801902,9879,37926,0.21,154,2093,2192,0,5896,1325,460,2937,1938
4801903,12411,25383,0.33,205,1637,1596,0,8987,4100,1126,5446,4021
4801904,9373,41723,0.18,204,1543,769,0,7319,2577,1272,4776,3515
4801905,15805,43216,0.27,624,1714,4520,0,9900,4113,1038,5519,3880
4801907,15889,51082,0.24,973,576,3276,0,11849,4547,1878,6028,4698
4801908,6426,31328,0.17,117,916,1719,83,4564,1542,340,1628,1876
4801909,6548,31995,0.17,119,935,1752,85,4654,1571,346,1656,1913
4802001,14417,43562,0.25,1603,1919,5816,0,6287,3235,1261,5402,3603
4802002,14321,35674,0.29,382,879,4801,0,8238,4970,1428,3038,3162
4802003,8245,45124,0.15,241,1636,681,0,6685,1736,892,2772,2111
4802004,9000,54180,0.14,573,1154,1574,0,6402,2197,1006,4400,3703
4802005,21893,31322,0.41,1130,1774,3344,0,16645,5428,1578,4541,7737
4802006,18882,52675,0.26,1427,1419,2680,0,16158,5672,2476,6895,7627
4802101,21368,48237,0.31,981,489,3440,1,15012,8249,1912,8681,8173
4802102,20430,43518,0.32,640,785,1564,123,18164,5192,2043,9396,7816
4802200,25938,30521,0.46,1540,423,747,0,23387,6752,3169,12122,8786
4802301,11048,26752,0.29,223,1753,2291,0,7665,3454,1679,5770,2908
4802302,20949,14861,0.59,486,1233,5960,0,12525,10677,614,5642,4226
4802303,17912,24119,0.43,746,1305,6445,0,10181,7385,1710,6315,6322
4802304,28346,11340,0.71,774,272,12695,187,13080,14370,2047,10335,13005
4802305,25870,15410,0.63,781,250,9493,0,15047,14610,1768,6761,7962
4802306,20486,28740,0.42,616,935,4355,0,13713,9741,651,7068,4052
4802307,27921,26752,0.51,1049,1697,14428,59,8946,9261,1557,5966,7645
4802308,16192,23339,0.41,840,3922,3807,0,8492,5310,1050,5599,3549
4802309,15128,26183,0.37,296,2186,2316,92,9431,4085,888,5887,4640
4802310,15383,35225,0.3,727,1407,3420,0,8306,7123,770,3897,2774
4802311,15487,28757,0.35,249,831,985,7,6765,9033,709,6441,4520
4802312,16917,33593,0.33,1456,1602,3553,0,11247,5583,582,3227,3904
4802313,19566,58739,0.25,795,1971,4030,0,14040,4952,748,5528,4170
4802314,30365,13216,0.7,1081,235,18261,0,7656,12169,1724,12362,14412
4802315,20752,20938,0.5,1823,540,5358,0,10058,13613,1687,8175,8194
4802316,21104,16434,0.56,161,299,11296,0,5082,8235,1737,8943,10509
4802317,18179,21936,0.45,936,593,12457,0,6124,6045,2815,5878,8258
4802318,12955,21576,0.38,151,584,6681,0,4812,3996,905,4528,5028
4802319,19760,18989,0.51,348,580,8688,3,7936,9002,1679,5695,8100
4802320,18824,17759,0.51,593,984,2180,108,10758,13170,1225,6686,4102
4802321,17831,29082,0.38,664,2653,3926,0,8272,9674,692,3162,4014
4802322,10413,41009,0.2,493,2885,2278,0,4841,3582,855,2567,1989
4802400,17117,38408,0.31,984,244,453,0,16212,3983,2906,8714,7126
4802501,6920,36860,0.16,132,1444,524,0,4819,1037,1344,3532,2832
4802502,22714,40943,0.36,816,2165,9655,50,10148,4740,2539,4778,5117
4802503,24628,24944,0.5,629,1500,4666,67,15643,14242,978,7025,5126
4802504,14841,22663,0.4,271,1719,5358,0,7184,5209,1218,4245,4806
4802505,10506,31917,0.25,312,1229,2753,0,6881,2812,1436,4838,3870
4802506,17994,26752,0.4,587,950,7847,0,8828,5630,1919,6881,7539
4802507,16685,27721,0.38,689,946,5968,0,8622,6077,1102,5327,5209
4802508,25819,10732,0.71,632,631,11737,138,8909,13398,1559,9164,8565
4802509,22602,35070,0.39,1034,910,5176,0,15395,8609,1054,6275,6053
4802510,10216,33997,0.23,632,746,1253,0,8541,2715,1102,4994,3533
4802511,8091,36155,0.18,224,723,1163,0,6325,1863,468,2246,1662
4802512,20931,18896,0.53,441,668,1926,0,9675,13878,865,5462,4890
4802513,19384,27074,0.42,360,1351,4112,0,10980,9446,2128,6178,5469
4802514,25899,38537,0.4,962,1975,9136,0,16322,7100,2780,9640,9011
4802515,20001,27793,0.42,802,574,2729,0,13796,8369,1706,7449,5907
4802516,15643,49693,0.24,615,2454,1603,0,10422,4996,1966,4599,4367
4802600,36042,36539,0.5,2060,288,2287,0,33720,12318,3894,15897,16936
4802700,26012,29962,0.46,685,1253,3993,0,21378,10200,4150,7655,8741
4802900,19329,26187,0.42,1454,453,1111,0,17159,9646,1152,7997,5564
4803000,22213,43839,0.34,702,207,2169,0,17123,13864,1193,7589,7797
4803100,29397,34772,0.46,909,362,3730,0,19249,21184,2385,8773,9232
4803305,27795,20916,0.57,707,999,4430,0,21517,20555,6820,10625,8269
4803306,22009,29369,0.43,472,750,1567,0,14631,17790,3044,9030,6601
4803307,22071,16917,0.57,699,444,1317,0,17360,20704,3290,6475,6920
4803308,34293,29101,0.54,897,814,1286,38,26261,31087,5469,13009,13965
4803309,25501,14651,0.64,1140,434,590,0,19569,24661,2128,12569,11866
4803310,35895,19545,0.65,1865,314,984,7,28671,33504,2503,16680,14475
4803400,29395,42784,0.41,2377,782,4142,19,25575,9122,7833,12524,12627
4803501,32840,34333,0.49,1478,2121,15635,346,15550,10865,11816,7069,11184
4803502,28198,44482,0.39,1872,1262,5142,2,22532,9337,6731,11973,12835
4803600,27973,30720,0.48,1643,547,5305,0,21863,7921,2149,13688,12637
4803700,28355,31187,0.48,1245,805,4950,291,21716,6568,2789,13851,12577
4803801,22844,19639,0.54,481,597,6929,0,15058,7901,1616,5851,5510
4803802,18406,36171,0.34,401,348,2056,0,15848,4694,3128,7392,7893
4803900,37111,31135,0.54,1982,534,8369,52,29460,6830,4295,14750,17418
4804000,31302,26591,0.54,2314,340,6731,18,23332,7139,2647,10035,13905
4804100,23575,17103,0.58,2058,114,4650,0,18692,2434,3928,10709,9278
4804200,23143,30518,0.43,1159,543,2758,0,20748,2831,2865,10205,10422
4804301,22636,23818,0.49,204,688,13569,0,7888,3591,2980,9321,8812
4804302,20230,28144,0.42,983,895,6144,0,12061,6126,1460,8186,6461
4804400,20910,25103,0.45,490,419,3686,0,14949,8709,3250,8396,8146
4804501,26316,35422,0.43,958,984,2264,0,22437,9296,3997,8795,7642
4804502,18326,49511,0.27,682,1888,3395,0,14647,4161,3595,9869,5623
4804503,15164,35655,0.3,0,495,2162,0,12506,4149,1387,6935,3130
4804504,20600,31489,0.4,275,452,2600,2,18607,10569,2779,8009,8815
4804601,21132,33942,0.38,325,703,6216,26,9515,10785,1487,8656,8943
4804602,21085,20707,0.5,556,42,3155,0,10270,16396,594,9320,7806
4804603,23044,37368,0.38,261,2118,13107,0,7375,4497,1375,7954,7998
4804604,15853,65028,0.2,583,2776,3316,0,10704,4400,603,4533,3751
4804605,23137,14940,0.61,546,466,2918,0,16711,17468,1962,8556,8496
4804606,22266,12342,0.64,423,387,5902,0,15204,15671,728,6716,7361
4804607,25990,16557,0.61,356,44,12008,0,11194,12962,2234,11032,10503
4804608,21239,6494,0.77,411,869,3690,0,9335,16265,1118,7373,7267
4804609,26947,18465,0.59,1024,235,6090,0,15049,17237,1588,11342,8633
4804610,22313,13719,0.62,467,1221,10121,0,6943,10210,913,9020,8405
4804611,24636,16895,0.59,718,1411,5839,453,13785,15928,1044,7233,7045
4804612,16841,24425,0.41,567,1108,1715,0,7446,10923,571,5797,4580
4804613,20941,37251,0.36,156,2059,8056,0,11225,6701,592,6970,4097
4804614,29453,16026,0.65,488,2447,4510,0,10495,23881,294,4289,2529
4804615,22054,16362,0.57,39,2179,2842,305,7443,15602,880,5684,4982
4804616,22978,20761,0.53,225,1401,9648,0,8543,9917,1360,8975,8451
4804617,26168,15708,0.62,1123,561,17188,214,8420,9237,1996,11846,9264
4804618,28281,13510,0.68,660,1470,11044,40,12718,14702,1421,11741,9224
