county,Num Eligible,Num Ineligible,Percentage Eligible,rural
51035,6570,5687,53.6,1
51036,666,1954,25.42,1
51037,2259,2086,51.99,1
51041,40929,94388,30.25,0
51043,1941,3785,33.9,1
51045,746,1313,36.23,1
51047,5991,13810,30.26,1
51049,1897,1752,51.99,1
51051,3210,2278,58.49,1
51053,5261,4904,51.76,0
51057,1865,2638,41.42,1
51059,87265,324056,21.22,0
51061,8319,19176,30.26,0
51063,2447,3822,39.03,1
51065,3447,7670,31.01,1
51067,8312,14634,36.22,1
51069,11998,23400,33.89,1
51071,2654,4145,39.04,1
51073,6812,9638,41.41,0
51075,2438,7146,25.44,0
51077,3456,2991,53.61,1
51079,2752,5246,34.41,1
51081,2144,1998,51.76,1
51083,6671,6160,51.99,1
51085,10829,31765,25.42,0
51087,45864,91140,33.48,0
51089,11464,9946,53.55,1
51091,389,500,43.76,1
51093,5628,9680,36.77,0
51095,7077,22263,24.12,0
51097,1164,1647,41.41,1
51099,3136,6790,31.59,1
51101,1751,5141,25.41,1
51103,1922,2719,41.41,1
51105,5035,3574,58.49,1
51107,24826,118551,17.32,0
51109,4756,10581,31.01,1
51111,2341,2161,52.0,1
51113,1577,3635,30.26,1
51115,1501,2123,41.42,1
51117,5944,5489,51.99,1
51119,1871,2647,41.41,1
51121,15768,24629,39.03,0
51125,1870,4160,31.01,1
51127,2256,6623,25.41,1
51131,2162,3059,41.41,1
51133,2084,2949,41.41,1
51135,3068,2833,51.99,1
51137,4133,9525,30.26,1
51139,3792,5476,40.91,1
51141,3962,3437,53.55,1
51143,13614,11811,53.55,1
51145,2991,8767,25.44,0
51147,4284,3956,51.99,1
51149,8096,7547,51.75,0
51153,46504,107660,30.17,0
51155,5345,8349,39.03,1
51157,839,1933,30.27,1
51159,1570,2221,41.41,1
51161,15224,25550,37.34,0
51163,3964,5095,43.76,1
51165,12160,19100,38.9,0
51167,5855,4156,58.49,1
51169,4901,3478,58.49,0
51171,7066,10205,40.91,1
51173,6718,5815,53.6,1
51175,2624,4513,36.77,1
51177,16434,35580,31.6,1
51179,13330,39563,25.2,0
51181,1235,1151,51.76,1
51183,2039,1900,51.76,1
51185,9182,6517,58.49,1
51187,6512,9404,40.91,1
51191,12160,10525,53.6,1
51193,3251,4600,41.41,1
51195,8207,5825,58.49,1
51197,6377,5519,53.61,1
51199,6335,19928,24.12,0
51510,18441,53926,25.48,0
51520,3881,3359,53.6,1
51530,1162,1493,43.77,1
51540,6232,11881,34.41,0
51550,31139,62947,33.1,0
51570,3422,3190,51.75,0
51580,876,1542,36.23,1
51590,9586,8316,53.55,0
51595,1085,1012,51.74,1
51600,1492,6537,18.58,0
51610,829,4496,15.57,0
51620,1192,2051,36.76,1
51630,2376,7053,25.2,0
51640,1515,1312,53.59,1
51650,26587,31038,46.14,0
51660,7522,11816,38.9,0
51670,4335,4041,51.76,0
51678,1280,1645,43.76,1
51680,12620,16674,43.08,0
51683,4865,8715,35.82,0
51685,1959,3510,35.82,0
51690,3033,2631,53.55,1
51700,35981,43196,45.44,0
51710,43212,52709,45.05,0
51720,837,594,58.49,1
51730,6299,5871,51.76,0
51735,1126,3543,24.12,0
51740,19823,22308,47.05,0
51750,2542,3970,39.04,1
51760,46723,54182,46.3,0
51770,20637,20779,49.83,0
51775,5230,5266,49.83,0
51790,4507,5792,43.76,0
51800,13753,23654,36.77,0
51810,55372,127542,30.27,0
51820,3885,4992,43.76,0
51830,1396,4391,24.12,1
51840,3690,7196,33.9,0
53001,3527,4197,45.66,1
53003,3814,4538,45.67,1
53005,31170,43069,41.99,0
53007,15196,15649,49.27,0
53009,15605,20273,43.49,1
53011,76846,116978,39.65,0
53013,676,805,45.64,1
53015,21037,23731,46.99,0
53017,8251,8497,49.27,1
53019,1449,1395,50.95,1
53021,14545,19758,42.4,0
53023,392,466,45.69,1
53025,20897,17335,54.66,0
53027,14601,15034,49.27,1
53029,14234,21578,39.75,0
53031,6669,8664,43.49,1
53033,286589,638341,30.98,0
53035,36679,69842,34.43,0
53037,9349,7756,54.66,0
53039,4321,4995,46.38,1
53041,15617,18054,46.38,1
53043,1861,2214,45.67,1
53045,12686,13061,49.27,1
53047,8498,8177,50.96,1
53049,4440,5008,46.99,1
53051,2705,2603,50.96,1
53053,130599,216779,37.6,0
53055,2916,4419,39.75,1
53057,21231,32178,39.75,0
53059,2287,2644,46.38,1
53061,96579,215750,30.92,0
53063,97133,120778,44.57,0
53065,9374,9021,50.96,1
53067,42554,74703,36.29,0
53069,839,947,46.98,1
53071,8601,11974,41.8,0
53073,36609,55648,39.68,0
53075,8210,9769,45.66,0
53077,50827,36221,58.39,0
54001,3010,3145,48.9,1
54003,19332,29015,39.99,1
54005,5111,3043,62.68,1
54007,2567,2245,53.35,1
54009,4894,4702,51.0,1
54011,20992,17918,53.95,0
54013,1283,1122,53.35,1
54015,1661,1452,53.36,1
54017,1562,1612,49.21,1
54019,9034,7429,54.87,1
54021,1528,1336,53.35,1
54023,1950,2387,44.96,1
54025,7241,6109,54.24,1
54027,4102,5021,44.96,1
54029,6314,6067,51.0,1
54031,2539,3108,44.96,1
54033,12824,13401,48.9,1
54035,5731,5011,53.35,1
54037,9139,13717,39.99,1
54039,36384,40340,47.42,0
54041,3315,3464,48.9,1
54043,4794,2854,62.68,1
54045,7633,4544,62.68,1
54047,4478,2665,62.69,1
54049,9549,12978,42.39,1
54051,6639,6379,51.0,0
54053,5663,4834,53.95,1
54055,13104,11055,54.24,1
54057,4784,5856,44.96,1
54059,5524,3288,62.69,1
54061,17977,24433,42.39,0
54063,2718,2293,54.24,1
54065,3030,3709,44.96,1
54067,5074,4437,53.35,1
54069,9206,8846,51.0,0
54071,1092,1336,44.98,1
54073,1532,1581,49.21,1
54075,1729,1459,54.23,1
54077,5815,7903,42.39,1
54079,12782,10910,53.95,1
54081,16645,13688,54.87,1
54083,5435,5679,48.9,1
54085,1690,1744,49.21,1
54087,2892,2529,53.35,1
54089,2627,2216,54.24,1
54091,3250,3396,48.9,1
54093,1200,1469,44.96,1
54095,1666,1718,49.23,1
54097,4633,4841,48.9,1
54099,9134,5438,62.68,0
54101,1840,1552,54.25,1
54103,2892,2984,49.22,1
54105,1039,1072,49.22,1
54107,16876,17412,49.22,0
54109,5011,2983,62.68,1
55001,3457,5489,38.64,1
55003,3031,4161,42.14,1
55005,7815,11062,41.4,1
55007,3069,4213,42.15,1
55009,39431,70825,35.76,0
55011,1872,3287,36.29,1
55013,3128,4293,42.15,1
55015,6508,14876,30.43,0
55017,10800,15978,40.33,0
55019,5797,8206,41.4,1
55021,8430,15797,34.8,1
55023,2361,4046,36.85,1
55025,77455,166341,31.77,0
55027,12661,23929,34.6,0
55029,4618,8541,35.09,1
55031,8381,11504,42.15,0
55033,5976,11855,33.51,1
55035,16813,25874,39.39,0
55037,784,1211,39.3,1
55039,12925,29543,30.43,0
55041,1597,2637,37.72,1
55043,7482,13526,35.62,1
55045,5342,9657,35.62,1
55047,3322,4543,42.24,1
55049,3416,6175,35.62,1
55051,1161,1593,42.16,1
55053,2971,5218,36.28,1
55055,12025,22726,34.6,0
55057,3914,6708,36.85,1
55059,24564,43247,36.22,0
55061,3158,5841,35.09,1
55063,19562,30718,38.91,0
55065,2393,4327,35.61,1
55067,3390,5599,37.71,1
55069,4944,8165,37.71,1
55071,12494,23110,35.09,0
55073,18981,38674,32.92,0
55075,7203,11130,39.29,1
55077,2723,3724,42.24,1
55078,732,1131,39.29,1
55079,184100,205333,47.27,0
55081,6779,11617,36.85,1
55083,6702,10356,39.29,0
55085,6583,10873,37.71,1
55087,21928,55143,28.45,0
55089,9818,27378,26.4,0
55091,1029,1806,36.3,1
55093,5932,10416,36.29,1
55095,7525,10651,41.4,1
55097,11777,18703,38.64,0
55099,2659,3650,42.15,1
55101,30510,48581,38.58,0
55103,2493,4506,35.62,1
55105,24479,43384,36.07,0
55107,2683,3683,42.15,1
55109,12298,24399,33.51,0
55111,9479,17763,34.8,1
55113,3420,4695,42.14,1
55115,7032,10866,39.29,1
55117,16015,33401,32.41,0
55119,3768,5173,42.14,1
55121,4323,7591,36.29,1
55123,4499,7709,36.85,0
55125,4010,6623,37.71,1
55127,14831,28237,34.44,1
55129,3145,4317,42.15,1
55131,14671,40913,26.39,0
55133,38506,128563,23.05,0
55135,9050,12379,42.23,1
55137,4283,5858,42.23,1
55139,28624,44170,39.32,0
55141,12419,19722,38.64,1
56001,5464,10361,34.53,0
56003,1425,3373,29.7,1
56005,5828,13569,30.05,0
56007,2142,4062,34.53,1
56009,2026,3842,34.53,1
56011,890,2073,30.04,1
56013,6492,9276,41.17,1
56015,1550,3607,30.06,1
56017,765,1093,41.17,1
56019,1046,2436,30.04,1
56021,17425,27533,38.76,0
56023,2421,5732,29.69,1
56025,11784,22347,34.53,0
56027,306,712,30.06,1
56029,3662,8671,29.69,1
56031,1066,2482,30.05,1
56033,3823,9051,29.7,1
56035,1444,2064,41.16,1
56037,6994,9993,41.17,0
56039,2885,6829,29.7,1
56041,3384,4836,41.17,1
56043,953,2218,30.05,1
56045,848,1974,30.05,1
72001,5376,791,87.17,1
72003,11496,1828,86.28,1
72005,16610,2641,86.28,1
72007,6627,1401,82.55,0
72009,6740,1425,82.55,0
72011,8184,1215,87.07,0
72013,25651,4250,85.79,0
72015,5250,706,88.15,1
72017,6623,1097,85.79,1
72019,7930,1676,82.55,0
72021,50039,16346,75.38,0
72023,14016,2314,85.83,1
72025,38290,9296,80.46,0
72027,9902,1377,87.79,1
72029,11545,3228,78.15,0
72031,43601,15601,73.65,0
72033,4745,3757,55.81,0
72035,11395,2409,82.55,0
72037,3469,585,85.57,1
72039,5069,745,87.19,0
72041,10937,2312,82.55,0
72043,9777,1336,87.98,0
72045,5168,1092,82.56,0
72047,8913,1841,82.88,0
72049,548,93,85.49,1
72051,9591,3604,72.69,0
72053,9853,1663,85.56,0
72054,3420,567,85.78,1
72055,4030,563,87.74,1
72057,12135,1632,88.15,0
72059,5199,726,87.75,1
72061,18399,14568,55.81,0
72063,10806,3284,76.69,0
72065,11607,1614,87.79,1
72067,5004,743,87.07,0
72069,15611,2635,85.56,0
72071,12951,1801,87.79,1
72073,4406,648,87.18,1
72075,13127,1793,87.98,1
72077,9734,2820,77.54,0
72079,6933,1145,85.83,1
72081,8381,1233,87.17,1
72083,2645,389,87.18,0
72085,9254,2681,77.54,0
72087,6460,1806,78.15,0
72089,4850,1356,78.15,1
72091,11545,1913,85.79,0
72093,1417,208,87.2,1
72095,3509,472,88.14,1
72097,23363,3470,87.07,0
72099,11293,1796,86.28,1
72101,8055,1632,83.15,0
72103,7170,1210,85.56,0
72105,7538,1557,82.88,0
72107,6394,940,87.18,0
72109,5298,712,88.15,1
72111,5966,833,87.75,0
72113,41409,8290,83.32,0
72115,7128,991,87.79,1
72117,4578,728,86.28,1
72119,12834,3588,78.15,0
72121,6647,928,87.75,1
72123,8547,1149,88.15,0
72125,9474,1564,85.83,0
72127,95157,40708,70.04,0
72129,9913,2872,77.54,0
72131,11737,1726,87.18,1
72133,5720,781,87.99,1
72135,17232,3560,82.88,0
72137,20131,7563,72.69,0
72139,18018,5477,76.69,0
72141,8435,1240,87.18,1
72143,9927,2011,83.15,0
72145,15263,3092,83.15,0
72147,2527,427,85.55,1
72149,6232,851,87.99,1
72151,9334,1575,85.56,0
72153,9993,1395,87.75,1
