puma22,Num Eligible,Num Ineligible,Percentage Eligible
4700800,28205,21390,0.57
4700900,28507,23691,0.55
4701000,33806,33823,0.5
4701101,23222,20359,0.53
4701201,22012,28967,0.43
4701300,29428,24778,0.54
4701400,25983,24928,0.51
4701501,27568,30532,0.47
4701502,12446,30394,0.29
4701503,16274,35361,0.32
4701504,20014,26478,0.43
4701600,18869,36577,0.34
4701700,27112,33815,0.44
4701800,22679,23462,0.49
4701900,15675,39440,0.28
4702001,15729,33816,0.32
4702002,13912,21666,0.39
4702003,12713,24133,0.35
4702101,8996,40665,0.18
4702102,7671,34499,0.18
4702200,15685,24355,0.39
4702300,18760,27222,0.41
4702401,25931,42172,0.38
4702402,17850,33678,0.35
4702403,18213,26847,0.4
4702404,21774,22276,0.49
4702405,18327,27628,0.4
4702406,16468,44529,0.27
4702501,34889,25804,0.57
4702502,27139,23764,0.53
4702503,26110,15690,0.62
4702504,16091,21515,0.43
4702505,14084,28408,0.33
4702506,11739,39478,0.23
4702507,22473,18233,0.55
4702508,27305,13871,0.66
4702600,17385,21594,0.45
4702700,20981,20762,0.5
4702800,22646,23705,0.49
4702900,25744,20190,0.56
4703000,19558,23128,0.46
4703100,19620,27943,0.41
4703200,19657,22878,0.46
4703300,21181,19989,0.51
4703401,27561,23331,0.54
4703402,17068,33233,0.34
4703403,14070,36506,0.28
4703500,21234,23029,0.48
4703600,23431,26279,0.47
4703700,16580,24818,0.4
4800100,26953,34517,0.44
4800200,25130,19342,0.57
4800300,17624,38885,0.31
4800400,22918,19909,0.54
4800501,32737,30772,0.52
4800502,24952,36228,0.41
4800600,26729,32180,0.45
4800700,21758,27308,0.44
4800800,33977,50900,0.4
4800900,28025,48771,0.36
4801000,32454,28447,0.53
4801100,21062,24775,0.46
4801200,24132,21052,0.53
4801300,23696,27315,0.46
4801400,17682,32541,0.35
4801501,14998,24048,0.38
4801502,18141,23965,0.43
4801600,22903,23862,0.49
4801700,21390,21912,0.49
4801800,25680,23843,0.52
4801901,17638,41711,0.3
4801902,9879,37926,0.21
4801903,12411,25383,0.33
4801904,9373,41723,0.18
4801905,15805,43216,0.27
4801907,15889,51082,0.24
4801908,6426,31328,0.17
4801909,6548,31995,0.17
4802001,14417,43562,0.25
4802002,14321,35674,0.29
4802003,8245,45124,0.15
4802004,9000,54180,0.14
4802005,21893,31322,0.41
4802006,18882,52675,0.26
4802101,21368,48237,0.31
4802102,20430,43518,0.32
4802200,25938,30521,0.46
4802301,11048,26752,0.29
4802302,20949,14861,0.59
4802303,17912,24119,0.43
4802304,28346,11340,0.71
4802305,25870,15410,0.63
4802306,20486,28740,0.42
4802307,27921,26752,0.51
4802308,16192,23339,0.41
4802309,15128,26183,0.37
4802310,15383,35225,0.3
4802311,15487,28757,0.35
4802312,16917,33593,0.33
4802313,19566,58739,0.25
4802314,30365,13216,0.7
4802315,20752,20938,0.5
4802316,21104,16434,0.56
4802317,18179,21936,0.45
4802318,12955,21576,0.38
4802319,19760,18989,0.51
4802320,18824,17759,0.51
4802321,17831,29082,0.38
4802322,10413,41009,0.2
4802400,17117,38408,0.31
4802501,6920,36860,0.16
4802502,22714,40943,0.36
4802503,24628,24944,0.5
4802504,14841,22663,0.4
4802505,10506,31917,0.25
4802506,17994,26752,0.4
4802507,16685,27721,0.38
4802508,25819,10732,0.71
4802509,22602,35070,0.39
4802510,10216,33997,0.23
4802511,8091,36155,0.18
4802512,20931,18896,0.53
4802513,19384,27074,0.42
4802514,25899,38537,0.4
4802515,20001,27793,0.42
4802516,15643,49693,0.24
4802600,36042,36539,0.5
4802700,26012,29962,0.46
4802900,19329,26187,0.42
4803000,22213,43839,0.34
4803100,29397,34772,0.46
4803305,27795,20916,0.57
4803306,22009,29369,0.43
4803307,22071,16917,0.57
4803308,34293,29101,0.54
4803309,25501,14651,0.64
4803310,35895,19545,0.65
4803400,29395,42784,0.41
4803501,32840,34333,0.49
4803502,28198,44482,0.39
4803600,27973,30720,0.48
4803700,28355,31187,0.48
4803801,22844,19639,0.54
4803802,18406,36171,0.34
4803900,37111,31135,0.54
4804000,31302,26591,0.54
4804100,23575,17103,0.58
4804200,23143,30518,0.43
4804301,22636,23818,0.49
4804302,20230,28144,0.42
4804400,20910,25103,0.45
4804501,26316,35422,0.43
4804502,18326,49511,0.27
4804503,15164,35655,0.3
4804504,20600,31489,0.4
4804601,21132,33942,0.38
4804602,21085,20707,0.5
4804603,23044,37368,0.38
4804604,15853,65028,0.2
4804605,23137,14940,0.61
4804606,22266,12342,0.64
4804607,25990,16557,0.61
4804608,21239,6494,0.77
4804609,26947,18465,0.59
4804610,22313,13719,0.62
4804611,24636,16895,0.59
4804612,16841,24425,0.41
4804613,20941,37251,0.36
4804614,29453,16026,0.65
4804615,22054,16362,0.57
4804616,22978,20761,0.53
4804617,26168,15708,0.62
4804618,28281,13510,0.68
4804619,19078,15242,0.56
4804620,19453,25661,0.43
4804621,11572,32239,0.26
4804622,15560,21067,0.42
4804623,19988,20017,0.5
4804624,11159,33201,0.25
4804625,19246,29065,0.4
4804626,25971,20816,0.56
4804627,19642,32141,0.38
4804628,18452,21236,0.46
4804629,22014,26346,0.46
4804630,14768,42212,0.26
4804631,14961,31213,0.32
4804633,14638,22486,0.39
4804634,15477,24145,0.39
4804635,17247,27361,0.39
4804636,18921,31091,0.38
4804637,29415,26409,0.53
4804638,23840,9395,0.72
4804639,12683,24618,0.34
4804640,13183,25592,0.34
4804701,37618,40233,0.48
4804702,18449,47967,0.28
4804801,8755,40344,0.18
4804802,17499,27867,0.39
4804803,15048,22080,0.41
4804901,14301,26614,0.35
4804902,15224,30228,0.33
4804903,17945,27009,0.4
4804904,23240,34509,0.4
4804906,16282,37169,0.3
4804907,12263,28100,0.3
4805000,32505,38159,0.46
4805100,27839,41352,0.4
4805201,17665,42744,0.29
4805202,12590,39332,0.24
4805203,13087,46867,0.22
4805204,17548,53829,0.25
4805301,20285,49763,0.29
4805302,18741,36951,0.34
4805303,26769,40220,0.4
4805304,25112,36614,0.41
4805305,5660,40864,0.12
4805306,21102,52948,0.28
4805307,19510,52904,0.27
4805308,10460,41601,0.2
4805309,17708,49138,0.26
4805401,18065,22839,0.44
4805402,23265,29449,0.44
4805500,27222,30009,0.48
4805600,21727,23274,0.48
4805700,22799,38654,0.37
4805800,18772,48619,0.28
4805901,26214,11196,0.7
4805902,17864,26611,0.4
4805903,28324,16143,0.64
4805904,25722,16101,0.62
4805905,26984,8547,0.76
4805906,25775,11781,0.69
4805907,26547,24113,0.52
4805908,20911,26024,0.45
4805909,17572,21942,0.44
4805910,23716,28283,0.46
4805911,16939,39296,0.3
4805912,12971,29123,0.31
4805913,23696,23734,0.5
4805914,16219,50470,0.24
4805915,14051,40202,0.26
4805916,12993,32730,0.28
4806000,19817,37373,0.35
4806100,21634,25612,0.46
4806301,27381,11199,0.71
4806302,21672,18478,0.54
4806500,23493,23931,0.5
4806601,16578,23566,0.41
4806603,16251,27203,0.37
4806604,25979,18041,0.59
4806701,22731,14519,0.61
4806702,31189,20959,0.6
4806703,31682,14655,0.68
4806801,23335,9148,0.72
4806802,22645,10418,0.68
4806803,28684,11881,0.71
4806804,30024,16612,0.64
4806805,25112,22698,0.53
4806806,24295,14872,0.62
4806807,22901,5973,0.79
4807200,20964,22037,0.49
4807300,18367,18686,0.5
4807401,22396,23740,0.49
4807402,19426,20592,0.49
4807500,30039,18730,0.62
4807600,23247,9749,0.7
4807700,22683,14307,0.61
4903000,12908,29966,0.3
4905000,19960,42081,0.32
4911002,8455,32173,0.21
4911003,9255,22613,0.29
4911004,11987,29295,0.29
4913000,23741,30909,0.43
4921000,21087,31163,0.4
4935008,11139,28836,0.28
4935009,7189,29364,0.2
4935011,15279,25668,0.37
4935012,15986,31050,0.34
4935013,17211,26195,0.4
4935014,16096,24635,0.4
4935015,22292,45671,0.33
4935016,10956,30763,0.26
4935017,16205,45792,0.26
4949001,13094,35233,0.27
4949002,20314,41539,0.33
4949003,17255,15709,0.52
4949004,11548,39529,0.23
4953000,24600,43652,0.36
4957001,17172,33415,0.34
4957002,17596,24925,0.41
5000100,27537,35786,0.43
5000200,23572,30363,0.44
5000201,5,6,0.45
5000300,29260,40291,0.42
5000400,36086,47261,0.43
5000501,2,3,0.4
5101301,6978,46795,0.13
5101302,12177,42661,0.22
5101500,29496,37906,0.44
5101900,20064,33806,0.37
5104101,16268,27449,0.37
5104102,14207,31752,0.31
5104103,10454,35187,0.23
5105901,9769,31846,0.23
5105902,11897,52576,0.18
5105904,8553,38572,0.18
5105905,5320,30531,0.15
5105906,7527,32008,0.19
5105907,18533,32868,0.36
5105908,11231,36126,0.24
5106100,20861,48084,0.3
5106900,17629,34381,0.34
5107300,30075,42552,0.41
5108300,35464,32749,0.52
5108501,9979,29292,0.25
5108701,26225,34797,0.43
5108702,19639,56343,0.26
5109500,15933,50120,0.24
5110701,10508,32114,0.25
5110702,7287,43421,0.14
5110703,7031,43016,0.14
5110901,15213,33849,0.31
5112100,28752,44910,0.39
5114300,41658,36141,0.54
5114501,10952,32103,0.25
5114900,33919,31616,0.52
5115301,9995,32177,0.24
5115302,17154,36935,0.32
5115303,10813,23245,0.32
5116101,30946,54482,0.36
5116500,19682,30916,0.39
5117100,17369,25085,0.41
5117700,23195,50219,0.32
5117900,15706,46616,0.25
5118500,41852,29705,0.58
5119100,42091,36432,0.54
5151000,18441,53926,0.25
5154001,18593,35446,0.34
5155001,17802,26739,0.4
5155002,10817,33372,0.24
5160001,9912,43438,0.19
5161001,6844,37124,0.16
5165000,26587,31038,0.46
5168000,21518,28430,0.43
5168701,15366,27528,0.36
5170000,35981,43196,0.45
5171001,18693,23010,0.45
5171002,24519,29699,0.45
5174001,22343,25144,0.47
5176001,23927,27634,0.46
5176002,22796,26548,0.46
5177001,27527,27716,0.5
5180000,23200,39903,0.37
5181001,18396,44666,0.29
5181002,23814,47540,0.33
5181003,13162,35336,0.27
5320501,16080,22386,0.42
5320502,18901,26346,0.42
5320503,19335,26069,0.43
5320700,23447,24146,0.49
5320900,22274,28937,0.43
5321101,18393,28164,0.4
5321102,14785,29095,0.34
5321103,25137,28080,0.47
5321104,18531,31639,0.37
5321500,26316,29686,0.47
5322500,30246,25091,0.55
5322700,27287,28095,0.49
5322900,17150,25997,0.4
5323301,13558,38292,0.26
5323302,7591,35717,0.18
5323303,15358,50682,0.23
5323304,16142,46142,0.26
5323305,10660,48050,0.18
5323306,12112,33912,0.26
5323307,19607,24740,0.44
5323308,22416,26917,0.45
5323309,20020,25692,0.44
5323310,22022,33956,0.39
5323311,21394,28085,0.43
5323312,13843,30802,0.31
5323313,14191,31122,0.31
5323314,15907,36303,0.3
5323315,17137,42184,0.29
5323316,14256,38741,0.27
5323317,15645,33257,0.32
5323318,14730,33747,0.3
5323501,15037,34675,0.3
5323502,21642,35167,0.38
5324100,22227,25696,0.46
5325301,19044,28548,0.4
5325302,18257,21013,0.46
5325303,14002,25661,0.35
5325304,13208,31213,0.3
5325305,17921,32834,0.35
5325306,17923,19476,0.48
5325307,15941,27091,0.37
5325308,14303,30943,0.32
5325701,21231,32178,0.4
5326101,20905,34957,0.37
5326102,14003,37597,0.27
5326103,10915,40780,0.21
5326104,14711,35457,0.29
5326105,14315,27421,0.34
5326106,21730,39538,0.35
5326301,15817,27456,0.37
5326302,28501,33699,0.46
5326303,25957,32999,0.44
5326304,26858,26624,0.5
5326500,22026,21196,0.51
5326701,14875,25520,0.37
5326702,27679,49183,0.36
5327301,18239,27724,0.4
5327302,18370,27924,0.4
5327500,18478,21987,0.46
5327701,23117,13863,0.63
5327702,27710,22358,0.55
5400100,27052,25995,0.51
5400200,27259,28125,0.49
5400300,33341,45314,0.42
5400400,28471,42732,0.4
5400500,18695,22883,0.45
5400600,32465,33927,0.49
5400700,20734,18131,0.53
5400800,39437,33662,0.54
5400900,36384,40340,0.47
5401000,25679,21117,0.55
5401100,29257,24681,0.54
5401200,41690,24818,0.63
5419100,12,10,0.55
5500100,34446,47282,0.42
5500200,20522,33894,0.38
5500300,22453,34694,0.39
5500400,21928,55143,0.28
5500501,20774,26672,0.44
5500502,18657,44153,0.3
5500600,20270,37492,0.35
5500700,16015,33401,0.32
5500800,19433,44419,0.3
5500900,28624,44170,0.39
5501000,19379,26507,0.42
5501100,27653,43915,0.39
5501200,18981,38674,0.33
5501300,26339,37282,0.41
5501400,22411,34489,0.39
5501500,18274,36254,0.34
5501600,16123,28313,0.36
5501700,19562,30718,0.39
5501800,17553,30079,0.37
5501900,21123,38187,0.36
5502000,17909,33560,0.35
5502101,23389,24995,0.48
5502102,17193,38785,0.31
5502103,11126,35948,0.24
5502104,11742,30169,0.28
5502105,14005,36444,0.28
5502200,24479,43384,0.36
5502300,24686,46655,0.35
5502400,14831,28237,0.34
5502501,10299,35944,0.22
5502502,13968,39316,0.26
5502503,14239,53303,0.21
5502600,24489,68291,0.26
5502801,26487,15011,0.64
5502802,19231,36380,0.35
5502803,29003,11331,0.72
5502804,26108,15451,0.63
5502805,25144,11554,0.69
5502806,18543,28504,0.39
5502807,22496,53461,0.3
5502808,17088,33641,0.34
5502900,30510,48581,0.39
5503000,24564,43247,0.36
5600100,14217,33659,0.3
5600200,12486,29068,0.3
5600300,17425,27533,0.39
5600400,21418,40617,0.35
5600500,19077,27259,0.41
7200100,43977,6993,0.86
7200200,36550,5428,0.87
7200300,30423,5023,0.86
7200400,31836,4445,0.88
7200500,41409,8290,0.83
7200600,34856,4762,0.88
7200700,34742,4671,0.88
7200800,48511,8187,0.86
7200900,35689,9979,0.78
7201000,43601,15601,0.74
7201101,44771,18828,0.7
7201102,50386,21880,0.7
7201200,23144,18325,0.56
7201300,50039,16346,0.75
7201400,29722,11167,0.73
7201500,33683,6958,0.83
7201600,33245,6736,0.83
7201700,47240,7826,0.86
7201800,41589,5782,0.88
7201900,53863,7921,0.87
7202000,48802,10316,0.83
7202100,38290,9296,0.8
7202200,28824,8761,0.77
7202300,28900,8374,0.78
